LGA_NAME16	CountryOfBirth	Sex	workers
Whitehorse (C)	MKD	F	21
Whitehorse (C)	MKD	M	37
Whitehorse (C)	DEU	F	119
Whitehorse (C)	DEU	M	121
Whitehorse (C)	GRC	F	139
Whitehorse (C)	GRC	M	151
Whitehorse (C)	HKG	F	569
Whitehorse (C)	HKG	M	508
Whitehorse (C)	IND	F	1284
Whitehorse (C)	IND	M	1581
Whitehorse (C)	IDN	F	205
Whitehorse (C)	IDN	M	148
Whitehorse (C)	IRN	F	174
Whitehorse (C)	IRN	M	181
Whitehorse (C)	IRQ	F	20
Whitehorse (C)	IRQ	M	39
Whitehorse (C)	IRL	F	107
Whitehorse (C)	IRL	M	102
Whitehorse (C)	ITA	F	146
Whitehorse (C)	ITA	M	228
Whitehorse (C)	JPN	F	89
Whitehorse (C)	JPN	M	32
Whitehorse (C)	LBN	F	31
Whitehorse (C)	LBN	M	44
Whitehorse (C)	MYS	F	974
Whitehorse (C)	MYS	M	846
Whitehorse (C)	MLT	F	21
Whitehorse (C)	MLT	M	25
Whitehorse (C)	NLD	F	66
Whitehorse (C)	NLD	M	82
Whitehorse (C)	NZL	F	622
Whitehorse (C)	NZL	M	579
Whitehorse (C)	PAK	F	47
Whitehorse (C)	PAK	M	158
Whitehorse (C)	PHL	F	417
Whitehorse (C)	PHL	M	273
Whitehorse (C)	POL	F	114
Whitehorse (C)	POL	M	73
Whitehorse (C)	SGP	F	218
Whitehorse (C)	SGP	M	160
Whitehorse (C)	ZAF	F	303
Whitehorse (C)	ZAF	M	244
Whitehorse (C)	KOR	F	213
Whitehorse (C)	KOR	M	213
Whitehorse (C)	LKA	F	578
Whitehorse (C)	LKA	M	700
Whitehorse (C)	THA	F	128
Whitehorse (C)	THA	M	48
Whitehorse (C)	TUR	F	16
Whitehorse (C)	TUR	M	49
Whitehorse (C)	GBR	F	1322
Whitehorse (C)	GBR	M	1337
Whitehorse (C)	USA	F	158
Whitehorse (C)	USA	M	135
Whitehorse (C)	VNM	F	479
Whitehorse (C)	VNM	M	449
Whitehorse (C)	ZWE	F	73
Whitehorse (C)	ZWE	M	47
Whittlesea (C)		F	1619
Whittlesea (C)		M	1953
Whittlesea (C)	AUS	F	17248
Whittlesea (C)	AUS	M	16505
Whittlesea (C)	CAN	F	35
Whittlesea (C)	CAN	M	36
Whittlesea (C)	CHN	F	461
Whittlesea (C)	CHN	M	524
Whittlesea (C)	HRV	F	59
Whittlesea (C)	HRV	M	72
Whittlesea (C)	EGY	F	85
Whittlesea (C)	EGY	M	115
Whittlesea (C)	FJI	F	105
Whittlesea (C)	FJI	M	93
Whittlesea (C)	MKD	F	423
Whittlesea (C)	MKD	M	465
Whittlesea (C)	DEU	F	56
Whittlesea (C)	DEU	M	95
Whittlesea (C)	GRC	F	149
Whittlesea (C)	GRC	M	310
Whittlesea (C)	HKG	F	66
Whittlesea (C)	HKG	M	72
Whittlesea (C)	IND	F	1243
Whittlesea (C)	IND	M	1996
Whittlesea (C)	IDN	F	78
Whittlesea (C)	IDN	M	61
Whittlesea (C)	IRN	F	87
Whittlesea (C)	IRN	M	138
Whittlesea (C)	IRQ	F	188
Whittlesea (C)	IRQ	M	258
Whittlesea (C)	IRL	F	47
Whittlesea (C)	IRL	M	85
Whittlesea (C)	ITA	F	366
Whittlesea (C)	ITA	M	539
Whittlesea (C)	JPN	F	23
Whittlesea (C)	JPN	M	22
Whittlesea (C)	LBN	F	95
Whittlesea (C)	LBN	M	216
Whittlesea (C)	MYS	F	213
Whittlesea (C)	MYS	M	193
Whittlesea (C)	MLT	F	74
Whittlesea (C)	MLT	M	88
Whittlesea (C)	NLD	F	20
Whittlesea (C)	NLD	M	27
Whittlesea (C)	NZL	F	351
Whittlesea (C)	NZL	M	450
Whittlesea (C)	PAK	F	69
Whittlesea (C)	PAK	M	214
Whittlesea (C)	PHL	F	436
Whittlesea (C)	PHL	M	331
Whittlesea (C)	POL	F	40
Whittlesea (C)	POL	M	45
Whittlesea (C)	SGP	F	53
Whittlesea (C)	SGP	M	42
Whittlesea (C)	ZAF	F	103
Whittlesea (C)	ZAF	M	105
Whittlesea (C)	KOR	F	23
Whittlesea (C)	KOR	M	34
Whittlesea (C)	LKA	F	391
Whittlesea (C)	LKA	M	507
Whittlesea (C)	THA	F	78
Whittlesea (C)	THA	M	37
Whittlesea (C)	TUR	F	82
Whittlesea (C)	TUR	M	162
Whittlesea (C)	GBR	F	571
Whittlesea (C)	GBR	M	720
Whittlesea (C)	USA	F	56
Whittlesea (C)	USA	M	50
Whittlesea (C)	VNM	F	720
Whittlesea (C)	VNM	M	779
Whittlesea (C)	ZWE	F	58
Whittlesea (C)	ZWE	M	31
Wodonga (C)		F	297
Wodonga (C)		M	338
Wodonga (C)	AUS	F	7457
Wodonga (C)	AUS	M	9125
Wodonga (C)	CAN	F	13
Wodonga (C)	CAN	M	14
Wodonga (C)	CHN	F	30
Wodonga (C)	CHN	M	18
Wodonga (C)	HRV	F	3
Wodonga (C)	HRV	M	10
Wodonga (C)	EGY	M	6
Wodonga (C)	FJI	F	6
Wodonga (C)	FJI	M	13
Wodonga (C)	DEU	F	24
Wodonga (C)	DEU	M	48
Wodonga (C)	GRC	M	6
Wodonga (C)	HKG	F	6
Wodonga (C)	HKG	M	6
Wodonga (C)	IND	F	61
Wodonga (C)	IND	M	146
Wodonga (C)	IDN	F	7
Wodonga (C)	IDN	M	3
Wodonga (C)	IRN	F	8
Wodonga (C)	IRN	M	3
Wodonga (C)	IRL	F	10
Wodonga (C)	IRL	M	15
Wodonga (C)	ITA	F	3
Wodonga (C)	ITA	M	11
Wodonga (C)	JPN	F	3
Wodonga (C)	LBN	F	3
Wodonga (C)	LBN	M	8
Wodonga (C)	MYS	F	5
Wodonga (C)	MYS	M	6
Wodonga (C)	MLT	F	3
Wodonga (C)	MLT	M	3
Wodonga (C)	NLD	F	25
Wodonga (C)	NLD	M	22
Wodonga (C)	NZL	F	88
Wodonga (C)	NZL	M	119
Wodonga (C)	PAK	F	4
Wodonga (C)	PAK	M	15
Wodonga (C)	PHL	F	60
Wodonga (C)	PHL	M	62
Wodonga (C)	POL	F	4
Wodonga (C)	POL	M	6
Wodonga (C)	SGP	F	3
Wodonga (C)	ZAF	F	17
Wodonga (C)	ZAF	M	32
Wodonga (C)	KOR	M	11
Wodonga (C)	LKA	F	16
Wodonga (C)	LKA	M	27
Wodonga (C)	THA	F	16
Wodonga (C)	THA	M	3
Wodonga (C)	GBR	F	191
Wodonga (C)	GBR	M	290
Wodonga (C)	USA	F	21
Wodonga (C)	USA	M	19
Wodonga (C)	VNM	F	3
Wodonga (C)	VNM	M	5
Wodonga (C)	ZWE	F	5
Wodonga (C)	ZWE	M	8
Wyndham (C)		F	2373
Wyndham (C)		M	3409
Wyndham (C)	AUS	F	16446
Wyndham (C)	AUS	M	19299
Wyndham (C)	CAN	F	59
Wyndham (C)	CAN	M	44
Wyndham (C)	CHN	F	587
Wyndham (C)	CHN	M	647
Wyndham (C)	HRV	F	85
Wyndham (C)	HRV	M	107
Wyndham (C)	EGY	F	46
Wyndham (C)	EGY	M	82
Wyndham (C)	FJI	F	118
Wyndham (C)	FJI	M	147
Wyndham (C)	MKD	F	118
Wyndham (C)	MKD	M	236
Wyndham (C)	DEU	F	79
Wyndham (C)	DEU	M	109
Wyndham (C)	GRC	F	42
Wyndham (C)	GRC	M	110
Wyndham (C)	HKG	F	87
Wyndham (C)	HKG	M	81
Wyndham (C)	IND	F	1935
Wyndham (C)	IND	M	3042
Wyndham (C)	IDN	F	132
Wyndham (C)	IDN	M	111
Wyndham (C)	IRN	F	54
Wyndham (C)	IRN	M	106
Wyndham (C)	IRQ	F	15
Wyndham (C)	IRQ	M	71
Wyndham (C)	IRL	F	76
Wyndham (C)	IRL	M	107
Wyndham (C)	ITA	F	112
Wyndham (C)	ITA	M	305
Wyndham (C)	JPN	F	59
Wyndham (C)	JPN	M	39
Wyndham (C)	LBN	F	92
Wyndham (C)	LBN	M	168
Wyndham (C)	MYS	F	255
Wyndham (C)	MYS	M	211
Wyndham (C)	MLT	F	114
Wyndham (C)	MLT	M	236
Wyndham (C)	NLD	F	21
Wyndham (C)	NLD	M	42
Wyndham (C)	NZL	F	1002
Wyndham (C)	NZL	M	1378
Wyndham (C)	PAK	F	170
Wyndham (C)	PAK	M	317
Wyndham (C)	PHL	F	830
Wyndham (C)	PHL	M	867
Wyndham (C)	POL	F	87
Wyndham (C)	POL	M	113
Wyndham (C)	SGP	F	108
Wyndham (C)	SGP	M	95
Wyndham (C)	ZAF	F	166
Wyndham (C)	ZAF	M	189
Wyndham (C)	KOR	F	65
Wyndham (C)	KOR	M	68
Wyndham (C)	LKA	F	270
Wyndham (C)	LKA	M	402
Wyndham (C)	THA	F	129
Wyndham (C)	THA	M	79
Wyndham (C)	TUR	F	27
Wyndham (C)	TUR	M	83
Wyndham (C)	GBR	F	1003
Wyndham (C)	GBR	M	1136
Wyndham (C)	USA	F	67
Wyndham (C)	USA	M	84
Wyndham (C)	VNM	F	572
Wyndham (C)	VNM	M	911
Wyndham (C)	ZWE	F	27
Wyndham (C)	ZWE	M	43
Yarra (C)		F	2744
Yarra (C)		M	3094
Yarra (C)	AUS	F	26079
Yarra (C)	AUS	M	24713
Yarra (C)	CAN	F	165
Yarra (C)	CAN	M	139
Yarra (C)	CHN	F	1105
Yarra (C)	CHN	M	1021
Yarra (C)	HRV	F	75
Yarra (C)	HRV	M	55
Yarra (C)	EGY	F	55
Yarra (C)	EGY	M	92
Yarra (C)	FJI	F	73
Yarra (C)	FJI	M	65
Yarra (C)	MKD	F	93
Yarra (C)	MKD	M	116
Yarra (C)	DEU	F	210
Yarra (C)	DEU	M	188
Yarra (C)	GRC	F	177
Yarra (C)	GRC	M	254
Yarra (C)	HKG	F	246
Yarra (C)	HKG	M	229
Yarra (C)	IND	F	1280
Yarra (C)	IND	M	2240
Yarra (C)	IDN	F	223
Yarra (C)	IDN	M	202
Yarra (C)	IRN	F	99
Yarra (C)	IRN	M	131
Yarra (C)	IRQ	F	22
Yarra (C)	IRQ	M	59
Yarra (C)	IRL	F	259
Yarra (C)	IRL	M	244
Yarra (C)	ITA	F	260
Yarra (C)	ITA	M	384
Yarra (C)	JPN	F	170
Yarra (C)	JPN	M	82
Yarra (C)	LBN	F	45
Yarra (C)	LBN	M	73
Yarra (C)	MYS	F	598
Yarra (C)	MYS	M	589
Yarra (C)	MLT	F	27
Yarra (C)	MLT	M	39
Yarra (C)	NLD	F	66
Yarra (C)	NLD	M	84
Yarra (C)	NZL	F	1312
Yarra (C)	NZL	M	1232
Yarra (C)	PAK	F	44
Yarra (C)	PAK	M	282
Yarra (C)	PHL	F	614
Yarra (C)	PHL	M	414
Yarra (C)	POL	F	135
Yarra (C)	POL	M	80
Yarra (C)	SGP	F	182
Yarra (C)	SGP	M	157
Yarra (C)	ZAF	F	306
Yarra (C)	ZAF	M	319
Yarra (C)	KOR	F	179
Yarra (C)	KOR	M	139
Yarra (C)	LKA	F	345
Yarra (C)	LKA	M	489
Yarra (C)	THA	F	234
Yarra (C)	THA	M	131
Yarra (C)	TUR	F	47
Yarra (C)	TUR	M	90
Yarra (C)	GBR	F	1625
Yarra (C)	GBR	M	2090
Yarra (C)	USA	F	330
Yarra (C)	USA	M	298
Yarra (C)	VNM	F	968
Yarra (C)	VNM	M	790
Yarra (C)	ZWE	F	60
Yarra (C)	ZWE	M	58
Yarra Ranges (S)		F	815
Yarra Ranges (S)		M	993
Yarra Ranges (S)	AUS	F	16427
Yarra Ranges (S)	AUS	M	14749
Yarra Ranges (S)	CAN	F	40
Yarra Ranges (S)	CAN	M	40
Yarra Ranges (S)	CHN	F	252
Yarra Ranges (S)	CHN	M	278
Yarra Ranges (S)	HRV	F	18
Yarra Ranges (S)	HRV	M	16
Yarra Ranges (S)	EGY	F	10
Yarra Ranges (S)	EGY	M	25
Yarra Ranges (S)	FJI	F	14
Yarra Ranges (S)	FJI	M	17
Yarra Ranges (S)	MKD	F	5
Yarra Ranges (S)	MKD	M	8
Yarra Ranges (S)	DEU	F	100
Yarra Ranges (S)	DEU	M	112
Yarra Ranges (S)	GRC	F	12
Yarra Ranges (S)	GRC	M	21
Yarra Ranges (S)	HKG	F	46
Yarra Ranges (S)	HKG	M	52
Yarra Ranges (S)	IND	F	168
Yarra Ranges (S)	IND	M	298
Yarra Ranges (S)	IDN	F	36
Yarra Ranges (S)	IDN	M	16
Yarra Ranges (S)	IRN	F	30
Yarra Ranges (S)	IRN	M	39
Yarra Ranges (S)	IRQ	F	3
Yarra Ranges (S)	IRQ	M	9
Yarra Ranges (S)	IRL	F	38
Yarra Ranges (S)	IRL	M	37
Yarra Ranges (S)	ITA	F	61
Yarra Ranges (S)	ITA	M	122
Yarra Ranges (S)	JPN	F	19
Yarra Ranges (S)	JPN	M	12
Yarra Ranges (S)	LBN	F	5
Yarra Ranges (S)	LBN	M	20
Yarra Ranges (S)	MYS	F	73
Yarra Ranges (S)	MYS	M	76
Yarra Ranges (S)	MLT	F	10
Yarra Ranges (S)	MLT	M	15
Yarra Ranges (S)	NLD	F	132
Yarra Ranges (S)	NLD	M	178
Yarra Ranges (S)	NZL	F	334
Yarra Ranges (S)	NZL	M	344
Yarra Ranges (S)	PAK	F	6
Yarra Ranges (S)	PAK	M	35
Yarra Ranges (S)	PHL	F	127
Yarra Ranges (S)	PHL	M	75
Yarra Ranges (S)	POL	F	34
Yarra Ranges (S)	POL	M	29
Yarra Ranges (S)	SGP	F	25
Yarra Ranges (S)	SGP	M	18
Yarra Ranges (S)	ZAF	F	121
Yarra Ranges (S)	ZAF	M	105
Yarra Ranges (S)	KOR	F	14
Yarra Ranges (S)	KOR	M	19
Yarra Ranges (S)	LKA	F	79
Yarra Ranges (S)	LKA	M	132
Yarra Ranges (S)	THA	F	56
Yarra Ranges (S)	THA	M	16
Yarra Ranges (S)	TUR	F	3
Yarra Ranges (S)	TUR	M	10
Yarra Ranges (S)	GBR	F	1119
Yarra Ranges (S)	GBR	M	1049
Yarra Ranges (S)	USA	F	67
Yarra Ranges (S)	USA	M	78
Yarra Ranges (S)	VNM	F	95
Yarra Ranges (S)	VNM	M	78
Yarra Ranges (S)	ZWE	F	9
Yarra Ranges (S)	ZWE	M	19
Yarriambiack (S)		F	30
Yarriambiack (S)		M	56
Yarriambiack (S)	AUS	F	1063
Yarriambiack (S)	AUS	M	1294
Yarriambiack (S)	CAN	F	3
Yarriambiack (S)	CHN	F	5
Yarriambiack (S)	CHN	M	4
Yarriambiack (S)	DEU	M	3
Yarriambiack (S)	IND	F	10
Yarriambiack (S)	IND	M	9
Yarriambiack (S)	NLD	F	3
Yarriambiack (S)	NLD	M	3
Yarriambiack (S)	NZL	F	7
Yarriambiack (S)	NZL	M	6
Yarriambiack (S)	PHL	F	8
Yarriambiack (S)	PHL	M	4
Yarriambiack (S)	GBR	F	20
Yarriambiack (S)	GBR	M	14
Yarriambiack (S)	USA	F	3
Unincorporated Vic		F	63
Unincorporated Vic		M	43
Unincorporated Vic	AUS	F	805
Unincorporated Vic	AUS	M	1019
Unincorporated Vic	CAN	F	3
Unincorporated Vic	CAN	M	4
Unincorporated Vic	CHN	F	4
Unincorporated Vic	DEU	F	10
Unincorporated Vic	DEU	M	3
Unincorporated Vic	HKG	F	8
Unincorporated Vic	HKG	M	3
Unincorporated Vic	IND	M	4
Unincorporated Vic	IRL	M	3
Unincorporated Vic	ITA	M	6
Unincorporated Vic	JPN	F	9
Unincorporated Vic	JPN	M	4
Unincorporated Vic	MYS	M	5
Unincorporated Vic	NLD	F	4
Unincorporated Vic	NLD	M	5
Unincorporated Vic	NZL	F	15
Unincorporated Vic	NZL	M	20
Unincorporated Vic	PHL	F	3
Unincorporated Vic	PHL	M	3
Unincorporated Vic	ZAF	M	6
Unincorporated Vic	KOR	F	4
Unincorporated Vic	KOR	M	3
Unincorporated Vic	THA	M	3
Unincorporated Vic	GBR	F	35
Unincorporated Vic	GBR	M	70
Unincorporated Vic	USA	M	9
No usual address (Vic.)		F	2133
No usual address (Vic.)		M	5917
No usual address (Vic.)	AUS	F	20072
No usual address (Vic.)	AUS	M	67390
No usual address (Vic.)	CAN	F	75
No usual address (Vic.)	CAN	M	107
No usual address (Vic.)	CHN	F	720
No usual address (Vic.)	CHN	M	1506
No usual address (Vic.)	HRV	F	81
No usual address (Vic.)	HRV	M	331
No usual address (Vic.)	EGY	F	55
No usual address (Vic.)	EGY	M	141
No usual address (Vic.)	FJI	F	45
No usual address (Vic.)	FJI	M	101
No usual address (Vic.)	MKD	F	95
No usual address (Vic.)	MKD	M	284
No usual address (Vic.)	DEU	F	151
No usual address (Vic.)	DEU	M	251
No usual address (Vic.)	GRC	F	130
No usual address (Vic.)	GRC	M	507
No usual address (Vic.)	HKG	F	127
No usual address (Vic.)	HKG	M	224
No usual address (Vic.)	IND	F	498
No usual address (Vic.)	IND	M	2203
No usual address (Vic.)	IDN	F	75
No usual address (Vic.)	IDN	M	96
No usual address (Vic.)	IRN	F	45
No usual address (Vic.)	IRN	M	260
No usual address (Vic.)	IRQ	F	30
No usual address (Vic.)	IRQ	M	245
No usual address (Vic.)	IRL	F	85
No usual address (Vic.)	IRL	M	410
No usual address (Vic.)	ITA	F	218
No usual address (Vic.)	ITA	M	948
No usual address (Vic.)	JPN	F	60
No usual address (Vic.)	JPN	M	32
No usual address (Vic.)	LBN	F	43
No usual address (Vic.)	LBN	M	467
No usual address (Vic.)	MYS	F	243
No usual address (Vic.)	MYS	M	355
No usual address (Vic.)	MLT	F	75
No usual address (Vic.)	MLT	M	207
No usual address (Vic.)	NLD	F	91
No usual address (Vic.)	NLD	M	254
No usual address (Vic.)	NZL	F	661
No usual address (Vic.)	NZL	M	1798
No usual address (Vic.)	PAK	F	29
No usual address (Vic.)	PAK	M	372
No usual address (Vic.)	PHL	F	186
No usual address (Vic.)	PHL	M	227
No usual address (Vic.)	POL	F	112
No usual address (Vic.)	POL	M	214
No usual address (Vic.)	SGP	F	94
No usual address (Vic.)	SGP	M	131
No usual address (Vic.)	ZAF	F	170
No usual address (Vic.)	ZAF	M	310
No usual address (Vic.)	KOR	F	70
No usual address (Vic.)	KOR	M	168
No usual address (Vic.)	LKA	F	168
No usual address (Vic.)	LKA	M	517
No usual address (Vic.)	THA	F	115
No usual address (Vic.)	THA	M	78
No usual address (Vic.)	TUR	F	50
No usual address (Vic.)	TUR	M	353
No usual address (Vic.)	GBR	F	1219
No usual address (Vic.)	GBR	M	3242
No usual address (Vic.)	USA	F	121
No usual address (Vic.)	USA	M	189
No usual address (Vic.)	VNM	F	331
No usual address (Vic.)	VNM	M	666
No usual address (Vic.)	ZWE	F	20
No usual address (Vic.)	ZWE	M	44
Migratory - Offshore - Shipping (Vic.)		M	4
Migratory - Offshore - Shipping (Vic.)	AUS	F	12
Migratory - Offshore - Shipping (Vic.)	AUS	M	133
Migratory - Offshore - Shipping (Vic.)	GBR	M	5
Aurukun (S)		F	3
Aurukun (S)		M	3
Aurukun (S)	AUS	F	97
Aurukun (S)	AUS	M	155
Aurukun (S)	FJI	F	4
Aurukun (S)	NZL	M	3
Aurukun (S)	PHL	F	3
Aurukun (S)	GBR	F	3
Aurukun (S)	GBR	M	9
Balonne (S)		F	34
Balonne (S)		M	34
Balonne (S)	AUS	F	855
Balonne (S)	AUS	M	1013
Balonne (S)	CAN	M	3
Balonne (S)	EGY	M	3
Balonne (S)	DEU	M	3
Balonne (S)	IND	F	3
Balonne (S)	IDN	F	3
Balonne (S)	IRL	F	5
Balonne (S)	IRL	M	3
Balonne (S)	NLD	M	3
Balonne (S)	NZL	F	13
Balonne (S)	NZL	M	20
Balonne (S)	PHL	F	6
Balonne (S)	PHL	M	3
Balonne (S)	ZAF	F	10
Balonne (S)	ZAF	M	8
Balonne (S)	KOR	F	3
Balonne (S)	GBR	F	16
Balonne (S)	GBR	M	19
Balonne (S)	USA	M	3
Balonne (S)	ZWE	F	4
Balonne (S)	ZWE	M	8
Banana (S)		F	108
Banana (S)		M	218
Banana (S)	AUS	F	2793
Banana (S)	AUS	M	4258
Banana (S)	CAN	F	13
Banana (S)	CAN	M	6
Banana (S)	CHN	F	17
Banana (S)	CHN	M	20
Banana (S)	FJI	F	5
Banana (S)	FJI	M	3
Banana (S)	DEU	F	3
Banana (S)	DEU	M	7
Banana (S)	HKG	F	3
Banana (S)	IND	F	4
Banana (S)	IND	M	16
Banana (S)	IDN	M	4
Banana (S)	IRL	M	15
Banana (S)	ITA	M	7
Banana (S)	MYS	F	3
Banana (S)	MYS	M	3
Banana (S)	NLD	F	3
Banana (S)	NLD	M	6
Banana (S)	NZL	F	73
Banana (S)	NZL	M	135
Banana (S)	PAK	M	4
Banana (S)	PHL	F	37
Banana (S)	PHL	M	36
Banana (S)	ZAF	F	18
Banana (S)	ZAF	M	24
Banana (S)	LKA	F	4
Banana (S)	LKA	M	34
Banana (S)	THA	F	6
Banana (S)	GBR	F	61
Banana (S)	GBR	M	80
Banana (S)	USA	F	3
Banana (S)	USA	M	5
Banana (S)	VNM	F	37
Banana (S)	VNM	M	32
Banana (S)	ZWE	F	12
Banana (S)	ZWE	M	19
Barcaldine (R)		F	15
Barcaldine (R)		M	18
Barcaldine (R)	AUS	F	624
Barcaldine (R)	AUS	M	697
Barcaldine (R)	CHN	M	3
Barcaldine (R)	DEU	F	3
Barcaldine (R)	IND	M	5
Barcaldine (R)	ITA	M	4
Barcaldine (R)	NLD	M	3
Barcaldine (R)	NZL	F	16
Barcaldine (R)	NZL	M	14
Barcaldine (R)	PHL	F	3
Barcaldine (R)	ZAF	M	7
Barcaldine (R)	GBR	F	12
Barcaldine (R)	GBR	M	7
Barcoo (S)		F	6
Barcoo (S)	AUS	F	69
Barcoo (S)	AUS	M	121
Barcoo (S)	NZL	M	3
Barcoo (S)	PHL	F	3
Barcoo (S)	GBR	F	3
Blackall-Tambo (R)		F	15
Blackall-Tambo (R)		M	10
Blackall-Tambo (R)	AUS	F	378
Blackall-Tambo (R)	AUS	M	411
Blackall-Tambo (R)	IND	F	3
Blackall-Tambo (R)	IND	M	3
Blackall-Tambo (R)	NZL	F	3
Blackall-Tambo (R)	NZL	M	3
Blackall-Tambo (R)	PHL	F	3
Blackall-Tambo (R)	GBR	F	9
Blackall-Tambo (R)	GBR	M	3
Boulia (S)		F	4
Boulia (S)		M	13
Boulia (S)	AUS	F	91
Boulia (S)	AUS	M	118
Boulia (S)	NZL	M	4
Boulia (S)	GBR	F	5
Brisbane (C)		F	22424
Brisbane (C)		M	24642
Brisbane (C)	AUS	F	231426
Brisbane (C)	AUS	M	245293
Brisbane (C)	CAN	F	1323
Brisbane (C)	CAN	M	1272
Brisbane (C)	CHN	F	6801
Brisbane (C)	CHN	M	5453
Brisbane (C)	HRV	F	283
Brisbane (C)	HRV	M	302
Brisbane (C)	EGY	F	109
Brisbane (C)	EGY	M	225
Brisbane (C)	FJI	F	2057
Brisbane (C)	FJI	M	2090
Brisbane (C)	MKD	F	129
Brisbane (C)	MKD	M	136
Brisbane (C)	DEU	F	1461
Brisbane (C)	DEU	M	1505
Brisbane (C)	GRC	F	167
Brisbane (C)	GRC	M	308
Brisbane (C)	HKG	F	1718
Brisbane (C)	HKG	M	1768
Brisbane (C)	IND	F	6541
Brisbane (C)	IND	M	11097
Brisbane (C)	IDN	F	894
Brisbane (C)	IDN	M	736
Brisbane (C)	IRN	F	702
Brisbane (C)	IRN	M	1136
Brisbane (C)	IRQ	F	110
Brisbane (C)	IRQ	M	238
Brisbane (C)	IRL	F	1412
Brisbane (C)	IRL	M	1824
Brisbane (C)	ITA	F	672
Brisbane (C)	ITA	M	1066
Brisbane (C)	JPN	F	1455
Brisbane (C)	JPN	M	750
Brisbane (C)	LBN	F	107
Brisbane (C)	LBN	M	191
Brisbane (C)	MYS	F	2353
Brisbane (C)	MYS	M	2300
Brisbane (C)	MLT	F	86
Brisbane (C)	MLT	M	123
Brisbane (C)	NLD	F	685
Brisbane (C)	NLD	M	908
Brisbane (C)	NZL	F	19631
Brisbane (C)	NZL	M	22453
Brisbane (C)	PAK	F	220
Brisbane (C)	PAK	M	893
Brisbane (C)	PHL	F	5760
Brisbane (C)	PHL	M	3415
Brisbane (C)	POL	F	652
Brisbane (C)	POL	M	548
Brisbane (C)	SGP	F	978
Brisbane (C)	SGP	M	866
Brisbane (C)	ZAF	F	4911
Brisbane (C)	ZAF	M	5792
Brisbane (C)	KOR	F	2460
Brisbane (C)	KOR	M	2615
Brisbane (C)	LKA	F	1332
Brisbane (C)	LKA	M	1784
Brisbane (C)	THA	F	1470
Brisbane (C)	THA	M	642
Brisbane (C)	TUR	F	98
Brisbane (C)	TUR	M	226
Brisbane (C)	GBR	F	16463
Brisbane (C)	GBR	M	22360
Brisbane (C)	USA	F	1767
Brisbane (C)	USA	M	1950
Brisbane (C)	VNM	F	3167
Brisbane (C)	VNM	M	3017
Brisbane (C)	ZWE	F	1155
Brisbane (C)	ZWE	M	1340
Bulloo (S)	AUS	F	87
Bulloo (S)	AUS	M	164
Bulloo (S)	IRL	M	3
Bulloo (S)	NZL	M	3
Bulloo (S)	PHL	F	3
Bulloo (S)	GBR	F	3
Bulloo (S)	GBR	M	9
Bundaberg (R)		F	558
Bundaberg (R)		M	511
Bundaberg (R)	AUS	F	13539
Bundaberg (R)	AUS	M	13071
Bundaberg (R)	CAN	F	42
Bundaberg (R)	CAN	M	26
Bundaberg (R)	CHN	F	42
Bundaberg (R)	CHN	M	31
Bundaberg (R)	HRV	M	3
Bundaberg (R)	EGY	F	4
Bundaberg (R)	EGY	M	8
Bundaberg (R)	FJI	F	26
Bundaberg (R)	FJI	M	22
Bundaberg (R)	MKD	F	3
Bundaberg (R)	DEU	F	56
Bundaberg (R)	DEU	M	42
Bundaberg (R)	HKG	F	39
Bundaberg (R)	HKG	M	23
Bundaberg (R)	IND	F	64
Bundaberg (R)	IND	M	103
Bundaberg (R)	IDN	F	13
Bundaberg (R)	IDN	M	6
Bundaberg (R)	IRN	F	8
Bundaberg (R)	IRN	M	8
Bundaberg (R)	IRQ	M	3
Bundaberg (R)	IRL	F	26
Bundaberg (R)	IRL	M	22
Bundaberg (R)	ITA	F	28
Bundaberg (R)	ITA	M	54
Bundaberg (R)	JPN	F	48
Bundaberg (R)	JPN	M	17
Bundaberg (R)	MYS	F	37
Bundaberg (R)	MYS	M	23
Bundaberg (R)	MLT	F	3
Bundaberg (R)	MLT	M	8
Bundaberg (R)	NLD	F	37
Bundaberg (R)	NLD	M	46
Bundaberg (R)	NZL	F	405
Bundaberg (R)	NZL	M	365
Bundaberg (R)	PAK	F	8
Bundaberg (R)	PAK	M	18
Bundaberg (R)	PHL	F	205
Bundaberg (R)	PHL	M	47
Bundaberg (R)	POL	F	7
Bundaberg (R)	POL	M	4
Bundaberg (R)	SGP	F	8
Bundaberg (R)	SGP	M	7
Bundaberg (R)	ZAF	F	93
Bundaberg (R)	ZAF	M	101
Bundaberg (R)	KOR	F	47
Bundaberg (R)	KOR	M	48
Bundaberg (R)	LKA	F	13
Bundaberg (R)	LKA	M	25
Bundaberg (R)	THA	F	28
Bundaberg (R)	THA	M	8
Bundaberg (R)	TUR	F	3
Bundaberg (R)	TUR	M	16
Bundaberg (R)	GBR	F	582
Bundaberg (R)	GBR	M	540
Bundaberg (R)	USA	F	24
Bundaberg (R)	USA	M	44
Bundaberg (R)	VNM	F	28
Bundaberg (R)	VNM	M	32
Bundaberg (R)	ZWE	F	21
Bundaberg (R)	ZWE	M	32
Burdekin (S)		F	135
Burdekin (S)		M	141
Burdekin (S)	AUS	F	3027
Burdekin (S)	AUS	M	3527
Burdekin (S)	CAN	F	3
Burdekin (S)	CAN	M	7
Burdekin (S)	CHN	M	3
