LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
Brisbane (C)	65-74	Train and other	2	17
Brisbane (C)	65-74	Train and two other methods	3	47
Brisbane (C)	65-74	Truck	1	229
Brisbane (C)	65-74	Walked only	1	507
Brisbane (C)	65-74	Worked at home		2387
Brisbane (C)	75+	Bicycle	1	3
Brisbane (C)	75+	Bus	1	56
Brisbane (C)	75+	Car as driver	1	862
Brisbane (C)	75+	Car as passenger	1	86
Brisbane (C)	75+	Did not go to work		291
Brisbane (C)	75+	Ferry	1	3
Brisbane (C)	75+	Method of travel not stated		158
Brisbane (C)	75+	Motorbike scooter	1	5
Brisbane (C)	75+	(Other)	1	35
Brisbane (C)	75+	Other two methods	2	8
Brisbane (C)	75+	Taxi	1	11
Brisbane (C)	75+	Train	1	31
Brisbane (C)	75+	Train and bus	2	10
Brisbane (C)	75+	Train and car as driver	2	13
Brisbane (C)	75+	Train and two other methods	3	5
Brisbane (C)	75+	Truck	1	20
Brisbane (C)	75+	Walked only	1	64
Brisbane (C)	75+	Worked at home		497
Bulloo (S)	15-24	Car as driver	1	10
Bulloo (S)	15-24	Walked only	1	8
Bulloo (S)	15-24	Worked at home		3
Bulloo (S)	25-34	Car as driver	1	14
Bulloo (S)	25-34	Car as passenger	1	3
Bulloo (S)	25-34	Did not go to work		9
Bulloo (S)	25-34	Method of travel not stated		3
Bulloo (S)	25-34	Other two methods	2	5
Bulloo (S)	25-34	Walked only	1	13
Bulloo (S)	25-34	Worked at home		11
Bulloo (S)	35-44	Car as driver	1	31
Bulloo (S)	35-44	Did not go to work		3
Bulloo (S)	35-44	(Other)	1	11
Bulloo (S)	35-44	Truck	1	3
Bulloo (S)	35-44	Walked only	1	9
Bulloo (S)	45-54	Car as driver	1	25
Bulloo (S)	45-54	Car as passenger	1	3
Bulloo (S)	45-54	(Other)	1	5
Bulloo (S)	45-54	Walked only	1	12
Bulloo (S)	45-54	Worked at home		7
Bulloo (S)	55-64	Car as driver	1	25
Bulloo (S)	55-64	Did not go to work		7
Bulloo (S)	55-64	(Other)	1	3
Bulloo (S)	55-64	Other two methods	2	3
Bulloo (S)	55-64	Truck	1	3
Bulloo (S)	55-64	Walked only	1	28
Bulloo (S)	55-64	Worked at home		7
Bulloo (S)	65-74	Car as driver	1	9
Bulloo (S)	65-74	Did not go to work		3
Bulloo (S)	65-74	Walked only	1	4
Bulloo (S)	65-74	Worked at home		5
Bulloo (S)	75+	Worked at home		4
Bundaberg (R)	15-24	Bicycle	1	44
Bundaberg (R)	15-24	Bus	1	70
Bundaberg (R)	15-24	Bus and car as passenger	2	8
Bundaberg (R)	15-24	Car as driver	1	2903
Bundaberg (R)	15-24	Car as passenger	1	965
Bundaberg (R)	15-24	Did not go to work		636
Bundaberg (R)	15-24	Method of travel not stated		56
Bundaberg (R)	15-24	Motorbike scooter	1	29
Bundaberg (R)	15-24	(Other)	1	14
Bundaberg (R)	15-24	Other three methods	3	3
Bundaberg (R)	15-24	Other two methods	2	45
Bundaberg (R)	15-24	Taxi	1	8
Bundaberg (R)	15-24	Truck	1	9
Bundaberg (R)	15-24	Walked only	1	159
Bundaberg (R)	15-24	Worked at home		55
Bundaberg (R)	25-34	Bicycle	1	37
Bundaberg (R)	25-34	Bus	1	36
Bundaberg (R)	25-34	Bus and other	2	7
Bundaberg (R)	25-34	Car as driver	1	4010
Bundaberg (R)	25-34	Car as passenger	1	432
Bundaberg (R)	25-34	Did not go to work		522
Bundaberg (R)	25-34	Ferry	1	7
Bundaberg (R)	25-34	Method of travel not stated		54
Bundaberg (R)	25-34	Motorbike scooter	1	57
Bundaberg (R)	25-34	(Other)	1	16
Bundaberg (R)	25-34	Other two methods	2	42
Bundaberg (R)	25-34	Taxi	1	12
Bundaberg (R)	25-34	Truck	1	25
Bundaberg (R)	25-34	Walked only	1	120
Bundaberg (R)	25-34	Worked at home		137
Bundaberg (R)	35-44	Bicycle	1	32
Bundaberg (R)	35-44	Bus	1	12
Bundaberg (R)	35-44	Bus and car as driver	2	3
Bundaberg (R)	35-44	Car as driver	1	4787
Bundaberg (R)	35-44	Car as passenger	1	235
Bundaberg (R)	35-44	Did not go to work		408
Bundaberg (R)	35-44	Ferry	1	3
Bundaberg (R)	35-44	Method of travel not stated		57
Bundaberg (R)	35-44	Motorbike scooter	1	68
Bundaberg (R)	35-44	(Other)	1	26
Bundaberg (R)	35-44	Other two methods	2	30
Bundaberg (R)	35-44	Taxi	1	9
Bundaberg (R)	35-44	Train	1	4
Bundaberg (R)	35-44	Truck	1	56
Bundaberg (R)	35-44	Walked only	1	150
Bundaberg (R)	35-44	Worked at home		276
Bundaberg (R)	45-54	Bicycle	1	61
Bundaberg (R)	45-54	Bus	1	14
Bundaberg (R)	45-54	Car as driver	1	5586
Bundaberg (R)	45-54	Car as passenger	1	248
Bundaberg (R)	45-54	Did not go to work		492
Bundaberg (R)	45-54	Ferry	1	4
Bundaberg (R)	45-54	Method of travel not stated		75
Bundaberg (R)	45-54	Motorbike scooter	1	96
Bundaberg (R)	45-54	(Other)	1	31
Bundaberg (R)	45-54	Other three methods	3	5
Bundaberg (R)	45-54	Other two methods	2	29
Bundaberg (R)	45-54	Taxi	1	10
Bundaberg (R)	45-54	Train and car as driver	2	3
Bundaberg (R)	45-54	Truck	1	87
Bundaberg (R)	45-54	Walked only	1	198
Bundaberg (R)	45-54	Worked at home		435
Bundaberg (R)	55-64	Bicycle	1	42
Bundaberg (R)	55-64	Bus	1	12
Bundaberg (R)	55-64	Car as driver	1	4078
Bundaberg (R)	55-64	Car as passenger	1	203
Bundaberg (R)	55-64	Did not go to work		546
Bundaberg (R)	55-64	Method of travel not stated		64
Bundaberg (R)	55-64	Motorbike scooter	1	65
Bundaberg (R)	55-64	(Other)	1	31
Bundaberg (R)	55-64	Other two methods	2	11
Bundaberg (R)	55-64	Taxi	1	9
Bundaberg (R)	55-64	Train and car as driver	2	4
Bundaberg (R)	55-64	Truck	1	81
Bundaberg (R)	55-64	Walked only	1	189
Bundaberg (R)	55-64	Worked at home		421
Bundaberg (R)	65-74	Bicycle	1	11
Bundaberg (R)	65-74	Bus	1	3
Bundaberg (R)	65-74	Car as driver	1	748
Bundaberg (R)	65-74	Car as passenger	1	37
Bundaberg (R)	65-74	Did not go to work		128
Bundaberg (R)	65-74	Method of travel not stated		36
Bundaberg (R)	65-74	Motorbike scooter	1	9
Bundaberg (R)	65-74	(Other)	1	12
Bundaberg (R)	65-74	Other two methods	2	4
Bundaberg (R)	65-74	Truck	1	23
Bundaberg (R)	65-74	Walked only	1	50
Bundaberg (R)	65-74	Worked at home		255
Bundaberg (R)	75+	Car as driver	1	64
Bundaberg (R)	75+	Car as passenger	1	13
Bundaberg (R)	75+	Did not go to work		16
Bundaberg (R)	75+	Method of travel not stated		23
Bundaberg (R)	75+	Motorbike scooter	1	3
Bundaberg (R)	75+	(Other)	1	3
Bundaberg (R)	75+	Truck	1	3
Bundaberg (R)	75+	Walked only	1	14
Bundaberg (R)	75+	Worked at home		78
Burdekin (S)	15-24	Bicycle	1	6
Burdekin (S)	15-24	Bus	1	16
Burdekin (S)	15-24	Car as driver	1	674
Burdekin (S)	15-24	Car as passenger	1	199
Burdekin (S)	15-24	Did not go to work		131
Burdekin (S)	15-24	Method of travel not stated		26
Burdekin (S)	15-24	Motorbike scooter	1	8
Burdekin (S)	15-24	(Other)	1	4
Burdekin (S)	15-24	Other two methods	2	3
Burdekin (S)	15-24	Taxi	1	5
Burdekin (S)	15-24	Truck	1	3
Burdekin (S)	15-24	Walked only	1	37
Burdekin (S)	15-24	Worked at home		9
Burdekin (S)	25-34	Bicycle	1	8
Burdekin (S)	25-34	Bus	1	15
Burdekin (S)	25-34	Car as driver	1	813
Burdekin (S)	25-34	Car as passenger	1	78
Burdekin (S)	25-34	Did not go to work		107
Burdekin (S)	25-34	Method of travel not stated		6
Burdekin (S)	25-34	Motorbike scooter	1	8
Burdekin (S)	25-34	(Other)	1	7
Burdekin (S)	25-34	Other two methods	2	12
Burdekin (S)	25-34	Taxi	1	3
Burdekin (S)	25-34	Truck	1	22
Burdekin (S)	25-34	Walked only	1	57
Burdekin (S)	25-34	Worked at home		37
Burdekin (S)	35-44	Bicycle	1	6
Burdekin (S)	35-44	Bus	1	3
Burdekin (S)	35-44	Car as driver	1	1070
Burdekin (S)	35-44	Car as passenger	1	35
Burdekin (S)	35-44	Did not go to work		68
Burdekin (S)	35-44	Method of travel not stated		8
Burdekin (S)	35-44	Motorbike scooter	1	9
Burdekin (S)	35-44	(Other)	1	10
Burdekin (S)	35-44	Other two methods	2	8
Burdekin (S)	35-44	Truck	1	45
Burdekin (S)	35-44	Walked only	1	64
Burdekin (S)	35-44	Worked at home		79
Burdekin (S)	45-54	Bicycle	1	14
Burdekin (S)	45-54	Bus	1	3
Burdekin (S)	45-54	Car as driver	1	1223
Burdekin (S)	45-54	Car as passenger	1	41
Burdekin (S)	45-54	Did not go to work		102
Burdekin (S)	45-54	Method of travel not stated		14
Burdekin (S)	45-54	Motorbike scooter	1	9
Burdekin (S)	45-54	(Other)	1	20
Burdekin (S)	45-54	Other two methods	2	11
Burdekin (S)	45-54	Truck	1	53
Burdekin (S)	45-54	Walked only	1	91
Burdekin (S)	45-54	Worked at home		118
Burdekin (S)	55-64	Bicycle	1	11
Burdekin (S)	55-64	Car as driver	1	1002
Burdekin (S)	55-64	Car as passenger	1	25
Burdekin (S)	55-64	Did not go to work		110
Burdekin (S)	55-64	Method of travel not stated		22
Burdekin (S)	55-64	Motorbike scooter	1	13
Burdekin (S)	55-64	(Other)	1	16
Burdekin (S)	55-64	Other two methods	2	3
Burdekin (S)	55-64	Taxi	1	3
Burdekin (S)	55-64	Truck	1	46
Burdekin (S)	55-64	Walked only	1	91
Burdekin (S)	55-64	Worked at home		141
Burdekin (S)	65-74	Car as driver	1	200
Burdekin (S)	65-74	Car as passenger	1	8
Burdekin (S)	65-74	Did not go to work		32
Burdekin (S)	65-74	Method of travel not stated		10
Burdekin (S)	65-74	(Other)	1	11
Burdekin (S)	65-74	Truck	1	23
Burdekin (S)	65-74	Walked only	1	31
Burdekin (S)	65-74	Worked at home		102
Burdekin (S)	75+	Car as driver	1	28
Burdekin (S)	75+	Car as passenger	1	4
Burdekin (S)	75+	Did not go to work		6
Burdekin (S)	75+	Method of travel not stated		14
Burdekin (S)	75+	(Other)	1	9
Burdekin (S)	75+	Truck	1	7
Burdekin (S)	75+	Walked only	1	13
Burdekin (S)	75+	Worked at home		21
Burke (S)	15-24	Car as driver	1	4
Burke (S)	15-24	Did not go to work		3
Burke (S)	15-24	Walked only	1	11
Burke (S)	15-24	Worked at home		3
Burke (S)	25-34	Car as driver	1	5
Burke (S)	25-34	Car as passenger	1	4
Burke (S)	25-34	Did not go to work		8
Burke (S)	25-34	Walked only	1	14
Burke (S)	35-44	Bus	1	3
Burke (S)	35-44	Car as driver	1	12
Burke (S)	35-44	Did not go to work		3
Burke (S)	35-44	Walked only	1	4
Burke (S)	45-54	Car as driver	1	15
Burke (S)	45-54	Walked only	1	6
Burke (S)	45-54	Worked at home		3
Burke (S)	55-64	Car as driver	1	3
Burke (S)	55-64	(Other)	1	3
Burke (S)	55-64	Walked only	1	18
Burke (S)	55-64	Worked at home		5
Burke (S)	65-74	Car as driver	1	3
Cairns (R)	15-24	Bicycle	1	182
Cairns (R)	15-24	Bus	1	325
Cairns (R)	15-24	Bus and car as driver	2	9
Cairns (R)	15-24	Bus and car as passenger	2	55
Cairns (R)	15-24	Bus and other	2	16
Cairns (R)	15-24	Bus and two other methods excludes train	3	12
Cairns (R)	15-24	Car as driver	1	5166
Cairns (R)	15-24	Car as passenger	1	1655
Cairns (R)	15-24	Did not go to work		1252
Cairns (R)	15-24	Ferry	1	7
Cairns (R)	15-24	Method of travel not stated		123
Cairns (R)	15-24	Motorbike scooter	1	41
Cairns (R)	15-24	(Other)	1	60
Cairns (R)	15-24	Other two methods	2	74
Cairns (R)	15-24	Taxi	1	42
Cairns (R)	15-24	Train and car as driver	2	3
Cairns (R)	15-24	Train and car as passenger	2	3
Cairns (R)	15-24	Truck	1	19
Cairns (R)	15-24	Walked only	1	434
Cairns (R)	15-24	Worked at home		68
Cairns (R)	25-34	Bicycle	1	337
Cairns (R)	25-34	Bus	1	176
Cairns (R)	25-34	Bus and car as driver	2	5
Cairns (R)	25-34	Bus and car as passenger	2	18
Cairns (R)	25-34	Bus and other	2	12
Cairns (R)	25-34	Bus and two other methods excludes train	3	5
Cairns (R)	25-34	Car as driver	1	9484
Cairns (R)	25-34	Car as passenger	1	789
Cairns (R)	25-34	Did not go to work		1260
Cairns (R)	25-34	Ferry	1	13
Cairns (R)	25-34	Method of travel not stated		128
Cairns (R)	25-34	Motorbike scooter	1	152
Cairns (R)	25-34	(Other)	1	115
Cairns (R)	25-34	Other three methods	3	13
Cairns (R)	25-34	Other two methods	2	132
Cairns (R)	25-34	Taxi	1	59
Cairns (R)	25-34	Train	1	6
Cairns (R)	25-34	Train and car as driver	2	5
Cairns (R)	25-34	Truck	1	51
Cairns (R)	25-34	Walked only	1	603
Cairns (R)	25-34	Worked at home		303
Cairns (R)	35-44	Bicycle	1	313
Cairns (R)	35-44	Bus	1	150
Cairns (R)	35-44	Bus and car as driver	2	3
Cairns (R)	35-44	Bus and car as passenger	2	19
Cairns (R)	35-44	Bus and ferry	2	4
Cairns (R)	35-44	Bus and other	2	7
Cairns (R)	35-44	Bus and two other methods excludes train	3	4
Cairns (R)	35-44	Car as driver	1	11423
Cairns (R)	35-44	Car as passenger	1	593
Cairns (R)	35-44	Did not go to work		1179
Cairns (R)	35-44	Ferry	1	13
Cairns (R)	35-44	Method of travel not stated		122
Cairns (R)	35-44	Motorbike scooter	1	160
Cairns (R)	35-44	(Other)	1	96
Cairns (R)	35-44	Other three methods	3	12
Cairns (R)	35-44	Other two methods	2	111
Cairns (R)	35-44	Taxi	1	49
Cairns (R)	35-44	Train	1	6
Cairns (R)	35-44	Train and car as driver	2	3
Cairns (R)	35-44	Tram includes light rail	1	3
Cairns (R)	35-44	Truck	1	80
Cairns (R)	35-44	Walked only	1	397
Cairns (R)	35-44	Worked at home		640
Cairns (R)	45-54	Bicycle	1	274
Cairns (R)	45-54	Bus	1	136
Cairns (R)	45-54	Bus and car as driver	2	4
Cairns (R)	45-54	Bus and car as passenger	2	10
Cairns (R)	45-54	Bus and other	2	3
Cairns (R)	45-54	Bus and two other methods excludes train	3	6
Cairns (R)	45-54	Car as driver	1	11527
Cairns (R)	45-54	Car as passenger	1	574
Cairns (R)	45-54	Did not go to work		1094
Cairns (R)	45-54	Ferry	1	7
Cairns (R)	45-54	Method of travel not stated		127
Cairns (R)	45-54	Motorbike scooter	1	176
Cairns (R)	45-54	(Other)	1	109
Cairns (R)	45-54	Other three methods	3	16
Cairns (R)	45-54	Other two methods	2	109
Cairns (R)	45-54	Taxi	1	26
Cairns (R)	45-54	Truck	1	113
Cairns (R)	45-54	Walked only	1	394
Cairns (R)	45-54	Worked at home		691
Cairns (R)	55-64	Bicycle	1	159
Cairns (R)	55-64	Bus	1	104
Cairns (R)	55-64	Bus and car as driver	2	3
Cairns (R)	55-64	Bus and car as passenger	2	3
Cairns (R)	55-64	Bus and other	2	5
Cairns (R)	55-64	Car as driver	1	7551
Cairns (R)	55-64	Car as passenger	1	396
Cairns (R)	55-64	Did not go to work		939
Cairns (R)	55-64	Ferry	1	3
Cairns (R)	55-64	Method of travel not stated		87
Cairns (R)	55-64	Motorbike scooter	1	105
Cairns (R)	55-64	(Other)	1	78
Cairns (R)	55-64	Other three methods	3	3
Cairns (R)	55-64	Other two methods	2	48
Cairns (R)	55-64	Taxi	1	27
Cairns (R)	55-64	Tram includes light rail	1	3
Cairns (R)	55-64	Truck	1	83
Cairns (R)	55-64	Walked only	1	322
Cairns (R)	55-64	Worked at home		639
Cairns (R)	65-74	Bicycle	1	22
Cairns (R)	65-74	Bus	1	16
Cairns (R)	65-74	Bus and car as passenger	2	3
Cairns (R)	65-74	Car as driver	1	1582
Cairns (R)	65-74	Car as passenger	1	85
Cairns (R)	65-74	Did not go to work		310
Cairns (R)	65-74	Method of travel not stated		41
Cairns (R)	65-74	Motorbike scooter	1	16
Cairns (R)	65-74	(Other)	1	20
Cairns (R)	65-74	Other two methods	2	17
Cairns (R)	65-74	Taxi	1	3
Cairns (R)	65-74	Truck	1	31
Cairns (R)	65-74	Walked only	1	100
Cairns (R)	65-74	Worked at home		335
Cairns (R)	75+	Bicycle	1	3
Cairns (R)	75+	Car as driver	1	129
Cairns (R)	75+	Car as passenger	1	7
Cairns (R)	75+	Did not go to work		29
Cairns (R)	75+	Method of travel not stated		20
Cairns (R)	75+	(Other)	1	8
Cairns (R)	75+	Truck	1	7
Cairns (R)	75+	Walked only	1	23
Cairns (R)	75+	Worked at home		82
Carpentaria (S)	15-24	Car as driver	1	35
Carpentaria (S)	15-24	Car as passenger	1	22
Carpentaria (S)	15-24	Did not go to work		3
Carpentaria (S)	15-24	(Other)	1	9
Carpentaria (S)	15-24	Walked only	1	49
Carpentaria (S)	15-24	Worked at home		6
Carpentaria (S)	25-34	Car as driver	1	72
Carpentaria (S)	25-34	Car as passenger	1	15
Carpentaria (S)	25-34	Did not go to work		7
Carpentaria (S)	25-34	(Other)	1	3
Carpentaria (S)	25-34	Truck	1	4
Carpentaria (S)	25-34	Walked only	1	44
Carpentaria (S)	25-34	Worked at home		21
Carpentaria (S)	35-44	Bicycle	1	3
Carpentaria (S)	35-44	Car as driver	1	72
Carpentaria (S)	35-44	Car as passenger	1	8
Carpentaria (S)	35-44	Did not go to work		7
Carpentaria (S)	35-44	Method of travel not stated		6
Carpentaria (S)	35-44	(Other)	1	6
Carpentaria (S)	35-44	Walked only	1	40
Carpentaria (S)	35-44	Worked at home		12
Carpentaria (S)	45-54	Bicycle	1	5
Carpentaria (S)	45-54	Car as driver	1	83
Carpentaria (S)	45-54	Car as passenger	1	10
Carpentaria (S)	45-54	Did not go to work		6
Carpentaria (S)	45-54	(Other)	1	10
Carpentaria (S)	45-54	Truck	1	5
Carpentaria (S)	45-54	Walked only	1	43
Carpentaria (S)	45-54	Worked at home		10
Carpentaria (S)	55-64	Bicycle	1	5
Carpentaria (S)	55-64	Car as driver	1	81
Carpentaria (S)	55-64	Car as passenger	1	6
Carpentaria (S)	55-64	Did not go to work		10
Carpentaria (S)	55-64	Method of travel not stated		4
Carpentaria (S)	55-64	(Other)	1	6
Carpentaria (S)	55-64	Truck	1	3
Carpentaria (S)	55-64	Walked only	1	49
Carpentaria (S)	55-64	Worked at home		18
Carpentaria (S)	65-74	Car as driver	1	18
Carpentaria (S)	65-74	Did not go to work		7
Carpentaria (S)	65-74	(Other)	1	3
Carpentaria (S)	65-74	Walked only	1	8
Carpentaria (S)	65-74	Worked at home		5
Cassowary Coast (R)	15-24	Bicycle	1	16
Cassowary Coast (R)	15-24	Bus	1	107
Cassowary Coast (R)	15-24	Bus and car as driver	2	4
Cassowary Coast (R)	15-24	Bus and car as passenger	2	8
Cassowary Coast (R)	15-24	Car as driver	1	809
Cassowary Coast (R)	15-24	Car as passenger	1	378
Cassowary Coast (R)	15-24	Did not go to work		155
Cassowary Coast (R)	15-24	Method of travel not stated		36
Cassowary Coast (R)	15-24	Motorbike scooter	1	8
Cassowary Coast (R)	15-24	(Other)	1	21
Cassowary Coast (R)	15-24	Other two methods	2	13
Cassowary Coast (R)	15-24	Taxi	1	4
Cassowary Coast (R)	15-24	Walked only	1	76
Cassowary Coast (R)	15-24	Worked at home		21
Cassowary Coast (R)	25-34	Bicycle	1	18
Cassowary Coast (R)	25-34	Bus	1	135
Cassowary Coast (R)	25-34	Bus and car as driver	2	5
Cassowary Coast (R)	25-34	Bus and car as passenger	2	4
Cassowary Coast (R)	25-34	Car as driver	1	1246
Cassowary Coast (R)	25-34	Car as passenger	1	217
Cassowary Coast (R)	25-34	Did not go to work		144
Cassowary Coast (R)	25-34	Method of travel not stated		42
Cassowary Coast (R)	25-34	Motorbike scooter	1	9
Cassowary Coast (R)	25-34	(Other)	1	24
Cassowary Coast (R)	25-34	Other two methods	2	9
Cassowary Coast (R)	25-34	Truck	1	11
Cassowary Coast (R)	25-34	Walked only	1	98
Cassowary Coast (R)	25-34	Worked at home		69
Cassowary Coast (R)	35-44	Bicycle	1	9
Cassowary Coast (R)	35-44	Bus	1	36
Cassowary Coast (R)	35-44	Car as driver	1	1405
Cassowary Coast (R)	35-44	Car as passenger	1	110
Cassowary Coast (R)	35-44	Did not go to work		144
Cassowary Coast (R)	35-44	Method of travel not stated		24
Cassowary Coast (R)	35-44	Motorbike scooter	1	9
Cassowary Coast (R)	35-44	(Other)	1	24
Cassowary Coast (R)	35-44	Other two methods	2	9
Cassowary Coast (R)	35-44	Taxi	1	6
Cassowary Coast (R)	35-44	Truck	1	12
Cassowary Coast (R)	35-44	Walked only	1	91
Cassowary Coast (R)	35-44	Worked at home		124
Cassowary Coast (R)	45-54	Bicycle	1	16
Cassowary Coast (R)	45-54	Bus	1	48
Cassowary Coast (R)	45-54	Bus and car as driver	2	9
Cassowary Coast (R)	45-54	Bus and car as passenger	2	3
Cassowary Coast (R)	45-54	Car as driver	1	1875
Cassowary Coast (R)	45-54	Car as passenger	1	121
Cassowary Coast (R)	45-54	Did not go to work		180
Cassowary Coast (R)	45-54	Method of travel not stated		36
Cassowary Coast (R)	45-54	Motorbike scooter	1	15
Cassowary Coast (R)	45-54	(Other)	1	18
Cassowary Coast (R)	45-54	Other two methods	2	10
Cassowary Coast (R)	45-54	Taxi	1	5
Cassowary Coast (R)	45-54	Truck	1	29
Cassowary Coast (R)	45-54	Walked only	1	113
Cassowary Coast (R)	45-54	Worked at home		173
Cassowary Coast (R)	55-64	Bicycle	1	19
Cassowary Coast (R)	55-64	Bus	1	33
Cassowary Coast (R)	55-64	Bus and car as driver	2	4
Cassowary Coast (R)	55-64	Car as driver	1	1576
Cassowary Coast (R)	55-64	Car as passenger	1	84
Cassowary Coast (R)	55-64	Did not go to work		210
Cassowary Coast (R)	55-64	Method of travel not stated		21
Cassowary Coast (R)	55-64	Motorbike scooter	1	16
Cassowary Coast (R)	55-64	(Other)	1	21
Cassowary Coast (R)	55-64	Other two methods	2	14
Cassowary Coast (R)	55-64	Taxi	1	3
Cassowary Coast (R)	55-64	Truck	1	24
Cassowary Coast (R)	55-64	Walked only	1	151
Cassowary Coast (R)	55-64	Worked at home		197
Cassowary Coast (R)	65-74	Bus	1	3
Cassowary Coast (R)	65-74	Car as driver	1	322
Cassowary Coast (R)	65-74	Car as passenger	1	21
Cassowary Coast (R)	65-74	Did not go to work		76
Cassowary Coast (R)	65-74	Method of travel not stated		19
Cassowary Coast (R)	65-74	Motorbike scooter	1	5
Cassowary Coast (R)	65-74	(Other)	1	13
Cassowary Coast (R)	65-74	Taxi	1	7
Cassowary Coast (R)	65-74	Truck	1	13
Cassowary Coast (R)	65-74	Walked only	1	46
Cassowary Coast (R)	65-74	Worked at home		130
Cassowary Coast (R)	75+	Car as driver	1	36
Cassowary Coast (R)	75+	Car as passenger	1	6
Cassowary Coast (R)	75+	Did not go to work		13
Cassowary Coast (R)	75+	Method of travel not stated		4
Cassowary Coast (R)	75+	Motorbike scooter	1	3
Cassowary Coast (R)	75+	Truck	1	6
Cassowary Coast (R)	75+	Walked only	1	12
Cassowary Coast (R)	75+	Worked at home		48
Central Highlands (R) (Qld)	15-24	Bicycle	1	24
Central Highlands (R) (Qld)	15-24	Bus	1	51
Central Highlands (R) (Qld)	15-24	Bus and car as driver	2	8
Central Highlands (R) (Qld)	15-24	Car as driver	1	1132
Central Highlands (R) (Qld)	15-24	Car as passenger	1	312
Central Highlands (R) (Qld)	15-24	Did not go to work		282
Central Highlands (R) (Qld)	15-24	Method of travel not stated		34
Central Highlands (R) (Qld)	15-24	Motorbike scooter	1	10
Central Highlands (R) (Qld)	15-24	(Other)	1	14
Central Highlands (R) (Qld)	15-24	Other two methods	2	13
