LGA_NAME16	Age	EmploymentStatus	Sex	workers
Mitcham (C)	65-69	Employee	F	339
Mitcham (C)	65-69	Employee	M	248
Mitcham (C)	65-69	Owner managers of incorporated enterprises	F	25
Mitcham (C)	65-69	Owner managers of incorporated enterprises	M	60
Mitcham (C)	65-69	Owner managers of unincorporated enterprises	F	69
Mitcham (C)	65-69	Owner managers of unincorporated enterprises	M	85
Mitcham (C)	70-74		F	7
Mitcham (C)	70-74		M	3
Mitcham (C)	70-74	Contributing family workers	F	10
Mitcham (C)	70-74	Contributing family workers	M	12
Mitcham (C)	70-74	Employee	F	79
Mitcham (C)	70-74	Employee	M	88
Mitcham (C)	70-74	Owner managers of incorporated enterprises	F	8
Mitcham (C)	70-74	Owner managers of incorporated enterprises	M	26
Mitcham (C)	70-74	Owner managers of unincorporated enterprises	F	26
Mitcham (C)	70-74	Owner managers of unincorporated enterprises	M	40
Mitcham (C)	75+		F	5
Mitcham (C)	75+		M	3
Mitcham (C)	75+	Contributing family workers	F	7
Mitcham (C)	75+	Contributing family workers	M	18
Mitcham (C)	75+	Employee	F	34
Mitcham (C)	75+	Employee	M	33
Mitcham (C)	75+	Owner managers of incorporated enterprises	F	12
Mitcham (C)	75+	Owner managers of incorporated enterprises	M	14
Mitcham (C)	75+	Owner managers of unincorporated enterprises	F	5
Mitcham (C)	75+	Owner managers of unincorporated enterprises	M	32
Mount Barker (DC)	15-19		F	11
Mount Barker (DC)	15-19		M	10
Mount Barker (DC)	15-19	Contributing family workers	F	3
Mount Barker (DC)	15-19	Contributing family workers	M	6
Mount Barker (DC)	15-19	Employee	F	488
Mount Barker (DC)	15-19	Employee	M	386
Mount Barker (DC)	15-19	Owner managers of unincorporated enterprises	F	6
Mount Barker (DC)	20-24		F	7
Mount Barker (DC)	20-24		M	3
Mount Barker (DC)	20-24	Contributing family workers	F	3
Mount Barker (DC)	20-24	Contributing family workers	M	3
Mount Barker (DC)	20-24	Employee	F	518
Mount Barker (DC)	20-24	Employee	M	478
Mount Barker (DC)	20-24	Owner managers of incorporated enterprises	M	3
Mount Barker (DC)	20-24	Owner managers of unincorporated enterprises	F	13
Mount Barker (DC)	20-24	Owner managers of unincorporated enterprises	M	23
Mount Barker (DC)	25-29		F	8
Mount Barker (DC)	25-29		M	7
Mount Barker (DC)	25-29	Contributing family workers	F	3
Mount Barker (DC)	25-29	Contributing family workers	M	7
Mount Barker (DC)	25-29	Employee	F	394
Mount Barker (DC)	25-29	Employee	M	398
Mount Barker (DC)	25-29	Owner managers of incorporated enterprises	F	3
Mount Barker (DC)	25-29	Owner managers of incorporated enterprises	M	21
Mount Barker (DC)	25-29	Owner managers of unincorporated enterprises	F	28
Mount Barker (DC)	25-29	Owner managers of unincorporated enterprises	M	42
Mount Barker (DC)	30-34		M	3
Mount Barker (DC)	30-34	Contributing family workers	F	11
Mount Barker (DC)	30-34	Employee	F	396
Mount Barker (DC)	30-34	Employee	M	367
Mount Barker (DC)	30-34	Owner managers of incorporated enterprises	F	10
Mount Barker (DC)	30-34	Owner managers of incorporated enterprises	M	29
Mount Barker (DC)	30-34	Owner managers of unincorporated enterprises	F	54
Mount Barker (DC)	30-34	Owner managers of unincorporated enterprises	M	36
Mount Barker (DC)	35-39		F	4
Mount Barker (DC)	35-39		M	10
Mount Barker (DC)	35-39	Contributing family workers	F	11
Mount Barker (DC)	35-39	Contributing family workers	M	3
Mount Barker (DC)	35-39	Employee	F	379
Mount Barker (DC)	35-39	Employee	M	333
Mount Barker (DC)	35-39	Owner managers of incorporated enterprises	F	23
Mount Barker (DC)	35-39	Owner managers of incorporated enterprises	M	37
Mount Barker (DC)	35-39	Owner managers of unincorporated enterprises	F	58
Mount Barker (DC)	35-39	Owner managers of unincorporated enterprises	M	44
Mount Barker (DC)	40-44		F	5
Mount Barker (DC)	40-44		M	10
Mount Barker (DC)	40-44	Contributing family workers	F	21
Mount Barker (DC)	40-44	Contributing family workers	M	8
Mount Barker (DC)	40-44	Employee	F	549
Mount Barker (DC)	40-44	Employee	M	285
Mount Barker (DC)	40-44	Owner managers of incorporated enterprises	F	32
Mount Barker (DC)	40-44	Owner managers of incorporated enterprises	M	60
Mount Barker (DC)	40-44	Owner managers of unincorporated enterprises	F	56
Mount Barker (DC)	40-44	Owner managers of unincorporated enterprises	M	74
Mount Barker (DC)	45-49		F	10
Mount Barker (DC)	45-49		M	5
Mount Barker (DC)	45-49	Contributing family workers	F	20
Mount Barker (DC)	45-49	Contributing family workers	M	11
Mount Barker (DC)	45-49	Employee	F	527
Mount Barker (DC)	45-49	Employee	M	343
Mount Barker (DC)	45-49	Owner managers of incorporated enterprises	F	48
Mount Barker (DC)	45-49	Owner managers of incorporated enterprises	M	84
Mount Barker (DC)	45-49	Owner managers of unincorporated enterprises	F	81
Mount Barker (DC)	45-49	Owner managers of unincorporated enterprises	M	93
Mount Barker (DC)	50-54		F	7
Mount Barker (DC)	50-54		M	9
Mount Barker (DC)	50-54	Contributing family workers	F	24
Mount Barker (DC)	50-54	Contributing family workers	M	15
Mount Barker (DC)	50-54	Employee	F	538
Mount Barker (DC)	50-54	Employee	M	341
Mount Barker (DC)	50-54	Owner managers of incorporated enterprises	F	29
Mount Barker (DC)	50-54	Owner managers of incorporated enterprises	M	67
Mount Barker (DC)	50-54	Owner managers of unincorporated enterprises	F	76
Mount Barker (DC)	50-54	Owner managers of unincorporated enterprises	M	85
Mount Barker (DC)	55-59		F	8
Mount Barker (DC)	55-59		M	8
Mount Barker (DC)	55-59	Contributing family workers	F	14
Mount Barker (DC)	55-59	Contributing family workers	M	13
Mount Barker (DC)	55-59	Employee	F	426
Mount Barker (DC)	55-59	Employee	M	275
Mount Barker (DC)	55-59	Owner managers of incorporated enterprises	F	29
Mount Barker (DC)	55-59	Owner managers of incorporated enterprises	M	57
Mount Barker (DC)	55-59	Owner managers of unincorporated enterprises	F	68
Mount Barker (DC)	55-59	Owner managers of unincorporated enterprises	M	101
Mount Barker (DC)	60-64		F	4
Mount Barker (DC)	60-64		M	4
Mount Barker (DC)	60-64	Contributing family workers	F	13
Mount Barker (DC)	60-64	Contributing family workers	M	13
Mount Barker (DC)	60-64	Employee	F	257
Mount Barker (DC)	60-64	Employee	M	214
Mount Barker (DC)	60-64	Owner managers of incorporated enterprises	F	13
Mount Barker (DC)	60-64	Owner managers of incorporated enterprises	M	47
Mount Barker (DC)	60-64	Owner managers of unincorporated enterprises	F	51
Mount Barker (DC)	60-64	Owner managers of unincorporated enterprises	M	82
Mount Barker (DC)	65-69		F	5
Mount Barker (DC)	65-69		M	3
Mount Barker (DC)	65-69	Contributing family workers	F	13
Mount Barker (DC)	65-69	Contributing family workers	M	16
Mount Barker (DC)	65-69	Employee	F	81
Mount Barker (DC)	65-69	Employee	M	94
Mount Barker (DC)	65-69	Owner managers of incorporated enterprises	F	14
Mount Barker (DC)	65-69	Owner managers of incorporated enterprises	M	27
Mount Barker (DC)	65-69	Owner managers of unincorporated enterprises	F	36
Mount Barker (DC)	65-69	Owner managers of unincorporated enterprises	M	66
Mount Barker (DC)	70-74		M	4
Mount Barker (DC)	70-74	Contributing family workers	F	15
Mount Barker (DC)	70-74	Contributing family workers	M	16
Mount Barker (DC)	70-74	Employee	F	17
Mount Barker (DC)	70-74	Employee	M	23
Mount Barker (DC)	70-74	Owner managers of incorporated enterprises	F	8
Mount Barker (DC)	70-74	Owner managers of incorporated enterprises	M	15
Mount Barker (DC)	70-74	Owner managers of unincorporated enterprises	F	10
Mount Barker (DC)	70-74	Owner managers of unincorporated enterprises	M	35
Mount Barker (DC)	75+		M	3
Mount Barker (DC)	75+	Contributing family workers	F	5
Mount Barker (DC)	75+	Contributing family workers	M	14
Mount Barker (DC)	75+	Employee	F	9
Mount Barker (DC)	75+	Employee	M	15
Mount Barker (DC)	75+	Owner managers of incorporated enterprises	F	6
Mount Barker (DC)	75+	Owner managers of incorporated enterprises	M	15
Mount Barker (DC)	75+	Owner managers of unincorporated enterprises	F	7
Mount Barker (DC)	75+	Owner managers of unincorporated enterprises	M	11
Mount Gambier (C)	15-19		F	11
Mount Gambier (C)	15-19		M	5
Mount Gambier (C)	15-19	Contributing family workers	M	4
Mount Gambier (C)	15-19	Employee	F	534
Mount Gambier (C)	15-19	Employee	M	412
Mount Gambier (C)	15-19	Owner managers of unincorporated enterprises	F	3
Mount Gambier (C)	20-24		F	7
Mount Gambier (C)	20-24		M	5
Mount Gambier (C)	20-24	Employee	F	571
Mount Gambier (C)	20-24	Employee	M	528
Mount Gambier (C)	20-24	Owner managers of incorporated enterprises	F	3
Mount Gambier (C)	20-24	Owner managers of unincorporated enterprises	F	8
Mount Gambier (C)	20-24	Owner managers of unincorporated enterprises	M	13
Mount Gambier (C)	25-29		F	3
Mount Gambier (C)	25-29		M	7
Mount Gambier (C)	25-29	Employee	F	567
Mount Gambier (C)	25-29	Employee	M	513
Mount Gambier (C)	25-29	Owner managers of incorporated enterprises	F	3
Mount Gambier (C)	25-29	Owner managers of incorporated enterprises	M	12
Mount Gambier (C)	25-29	Owner managers of unincorporated enterprises	F	18
Mount Gambier (C)	25-29	Owner managers of unincorporated enterprises	M	23
Mount Gambier (C)	30-34		F	8
Mount Gambier (C)	30-34		M	10
Mount Gambier (C)	30-34	Contributing family workers	F	6
Mount Gambier (C)	30-34	Contributing family workers	M	5
Mount Gambier (C)	30-34	Employee	F	577
Mount Gambier (C)	30-34	Employee	M	464
Mount Gambier (C)	30-34	Owner managers of incorporated enterprises	F	7
Mount Gambier (C)	30-34	Owner managers of incorporated enterprises	M	25
Mount Gambier (C)	30-34	Owner managers of unincorporated enterprises	F	34
Mount Gambier (C)	30-34	Owner managers of unincorporated enterprises	M	32
Mount Gambier (C)	35-39		M	5
Mount Gambier (C)	35-39	Contributing family workers	F	6
Mount Gambier (C)	35-39	Contributing family workers	M	4
Mount Gambier (C)	35-39	Employee	F	586
Mount Gambier (C)	35-39	Employee	M	443
Mount Gambier (C)	35-39	Owner managers of incorporated enterprises	F	20
Mount Gambier (C)	35-39	Owner managers of incorporated enterprises	M	50
Mount Gambier (C)	35-39	Owner managers of unincorporated enterprises	F	40
Mount Gambier (C)	35-39	Owner managers of unincorporated enterprises	M	47
Mount Gambier (C)	40-44		F	6
Mount Gambier (C)	40-44		M	5
Mount Gambier (C)	40-44	Contributing family workers	F	8
Mount Gambier (C)	40-44	Contributing family workers	M	8
Mount Gambier (C)	40-44	Employee	F	627
Mount Gambier (C)	40-44	Employee	M	487
Mount Gambier (C)	40-44	Owner managers of incorporated enterprises	F	28
Mount Gambier (C)	40-44	Owner managers of incorporated enterprises	M	48
Mount Gambier (C)	40-44	Owner managers of unincorporated enterprises	F	35
Mount Gambier (C)	40-44	Owner managers of unincorporated enterprises	M	39
Mount Gambier (C)	45-49		F	4
Mount Gambier (C)	45-49		M	7
Mount Gambier (C)	45-49	Contributing family workers	F	10
Mount Gambier (C)	45-49	Contributing family workers	M	9
Mount Gambier (C)	45-49	Employee	F	764
Mount Gambier (C)	45-49	Employee	M	574
Mount Gambier (C)	45-49	Owner managers of incorporated enterprises	F	31
Mount Gambier (C)	45-49	Owner managers of incorporated enterprises	M	48
Mount Gambier (C)	45-49	Owner managers of unincorporated enterprises	F	40
Mount Gambier (C)	45-49	Owner managers of unincorporated enterprises	M	48
Mount Gambier (C)	50-54		F	9
Mount Gambier (C)	50-54		M	6
Mount Gambier (C)	50-54	Contributing family workers	F	4
Mount Gambier (C)	50-54	Contributing family workers	M	3
Mount Gambier (C)	50-54	Employee	F	668
Mount Gambier (C)	50-54	Employee	M	535
Mount Gambier (C)	50-54	Owner managers of incorporated enterprises	F	27
Mount Gambier (C)	50-54	Owner managers of incorporated enterprises	M	74
Mount Gambier (C)	50-54	Owner managers of unincorporated enterprises	F	36
Mount Gambier (C)	50-54	Owner managers of unincorporated enterprises	M	44
Mount Gambier (C)	55-59		F	8
Mount Gambier (C)	55-59		M	10
Mount Gambier (C)	55-59	Contributing family workers	F	8
Mount Gambier (C)	55-59	Contributing family workers	M	8
Mount Gambier (C)	55-59	Employee	F	599
Mount Gambier (C)	55-59	Employee	M	458
Mount Gambier (C)	55-59	Owner managers of incorporated enterprises	F	28
Mount Gambier (C)	55-59	Owner managers of incorporated enterprises	M	64
Mount Gambier (C)	55-59	Owner managers of unincorporated enterprises	F	58
Mount Gambier (C)	55-59	Owner managers of unincorporated enterprises	M	69
Mount Gambier (C)	60-64		F	9
Mount Gambier (C)	60-64		M	7
Mount Gambier (C)	60-64	Contributing family workers	F	10
Mount Gambier (C)	60-64	Contributing family workers	M	9
Mount Gambier (C)	60-64	Employee	F	379
Mount Gambier (C)	60-64	Employee	M	386
Mount Gambier (C)	60-64	Owner managers of incorporated enterprises	F	22
Mount Gambier (C)	60-64	Owner managers of incorporated enterprises	M	52
Mount Gambier (C)	60-64	Owner managers of unincorporated enterprises	F	24
Mount Gambier (C)	60-64	Owner managers of unincorporated enterprises	M	58
Mount Gambier (C)	65-69		M	3
Mount Gambier (C)	65-69	Contributing family workers	F	6
Mount Gambier (C)	65-69	Contributing family workers	M	12
Mount Gambier (C)	65-69	Employee	F	123
Mount Gambier (C)	65-69	Employee	M	117
Mount Gambier (C)	65-69	Owner managers of incorporated enterprises	F	17
Mount Gambier (C)	65-69	Owner managers of incorporated enterprises	M	29
Mount Gambier (C)	65-69	Owner managers of unincorporated enterprises	F	14
Mount Gambier (C)	65-69	Owner managers of unincorporated enterprises	M	31
Mount Gambier (C)	70-74	Contributing family workers	F	5
Mount Gambier (C)	70-74	Contributing family workers	M	7
Mount Gambier (C)	70-74	Employee	F	24
Mount Gambier (C)	70-74	Employee	M	34
Mount Gambier (C)	70-74	Owner managers of incorporated enterprises	F	6
Mount Gambier (C)	70-74	Owner managers of incorporated enterprises	M	6
Mount Gambier (C)	70-74	Owner managers of unincorporated enterprises	F	5
Mount Gambier (C)	70-74	Owner managers of unincorporated enterprises	M	12
Mount Gambier (C)	75+	Contributing family workers	M	5
Mount Gambier (C)	75+	Employee	F	8
Mount Gambier (C)	75+	Employee	M	20
Mount Gambier (C)	75+	Owner managers of incorporated enterprises	F	3
Mount Gambier (C)	75+	Owner managers of incorporated enterprises	M	11
Mount Gambier (C)	75+	Owner managers of unincorporated enterprises	F	7
Mount Gambier (C)	75+	Owner managers of unincorporated enterprises	M	10
Mount Remarkable (DC)	15-19		F	3
Mount Remarkable (DC)	15-19	Employee	F	13
Mount Remarkable (DC)	15-19	Employee	M	12
Mount Remarkable (DC)	20-24	Employee	F	15
Mount Remarkable (DC)	20-24	Employee	M	29
Mount Remarkable (DC)	25-29	Contributing family workers	M	4
Mount Remarkable (DC)	25-29	Employee	F	16
Mount Remarkable (DC)	25-29	Employee	M	19
Mount Remarkable (DC)	30-34	Employee	F	16
Mount Remarkable (DC)	30-34	Employee	M	16
Mount Remarkable (DC)	30-34	Owner managers of incorporated enterprises	M	6
Mount Remarkable (DC)	30-34	Owner managers of unincorporated enterprises	F	4
Mount Remarkable (DC)	30-34	Owner managers of unincorporated enterprises	M	9
Mount Remarkable (DC)	35-39	Contributing family workers	F	4
Mount Remarkable (DC)	35-39	Contributing family workers	M	6
Mount Remarkable (DC)	35-39	Employee	F	16
Mount Remarkable (DC)	35-39	Employee	M	10
Mount Remarkable (DC)	35-39	Owner managers of incorporated enterprises	M	3
Mount Remarkable (DC)	35-39	Owner managers of unincorporated enterprises	F	8
Mount Remarkable (DC)	35-39	Owner managers of unincorporated enterprises	M	12
Mount Remarkable (DC)	40-44	Contributing family workers	F	3
Mount Remarkable (DC)	40-44	Employee	F	13
Mount Remarkable (DC)	40-44	Employee	M	11
Mount Remarkable (DC)	40-44	Owner managers of incorporated enterprises	M	3
Mount Remarkable (DC)	40-44	Owner managers of unincorporated enterprises	F	3
Mount Remarkable (DC)	40-44	Owner managers of unincorporated enterprises	M	8
Mount Remarkable (DC)	45-49	Contributing family workers	F	10
Mount Remarkable (DC)	45-49	Contributing family workers	M	9
Mount Remarkable (DC)	45-49	Employee	F	26
Mount Remarkable (DC)	45-49	Employee	M	19
Mount Remarkable (DC)	45-49	Owner managers of incorporated enterprises	F	7
Mount Remarkable (DC)	45-49	Owner managers of incorporated enterprises	M	3
Mount Remarkable (DC)	45-49	Owner managers of unincorporated enterprises	F	7
Mount Remarkable (DC)	45-49	Owner managers of unincorporated enterprises	M	16
Mount Remarkable (DC)	50-54	Contributing family workers	F	4
Mount Remarkable (DC)	50-54	Contributing family workers	M	21
Mount Remarkable (DC)	50-54	Employee	F	38
Mount Remarkable (DC)	50-54	Employee	M	21
Mount Remarkable (DC)	50-54	Owner managers of incorporated enterprises	F	4
Mount Remarkable (DC)	50-54	Owner managers of incorporated enterprises	M	7
Mount Remarkable (DC)	50-54	Owner managers of unincorporated enterprises	F	6
Mount Remarkable (DC)	50-54	Owner managers of unincorporated enterprises	M	15
Mount Remarkable (DC)	55-59	Contributing family workers	F	8
Mount Remarkable (DC)	55-59	Contributing family workers	M	17
Mount Remarkable (DC)	55-59	Employee	F	27
Mount Remarkable (DC)	55-59	Employee	M	20
Mount Remarkable (DC)	55-59	Owner managers of incorporated enterprises	M	3
Mount Remarkable (DC)	55-59	Owner managers of unincorporated enterprises	F	11
Mount Remarkable (DC)	55-59	Owner managers of unincorporated enterprises	M	31
Mount Remarkable (DC)	60-64	Contributing family workers	F	9
Mount Remarkable (DC)	60-64	Contributing family workers	M	10
Mount Remarkable (DC)	60-64	Employee	F	21
Mount Remarkable (DC)	60-64	Employee	M	18
Mount Remarkable (DC)	60-64	Owner managers of incorporated enterprises	F	11
Mount Remarkable (DC)	60-64	Owner managers of incorporated enterprises	M	7
Mount Remarkable (DC)	60-64	Owner managers of unincorporated enterprises	F	9
Mount Remarkable (DC)	60-64	Owner managers of unincorporated enterprises	M	19
Mount Remarkable (DC)	65-69	Contributing family workers	F	3
Mount Remarkable (DC)	65-69	Contributing family workers	M	8
Mount Remarkable (DC)	65-69	Employee	F	3
Mount Remarkable (DC)	65-69	Employee	M	9
Mount Remarkable (DC)	65-69	Owner managers of incorporated enterprises	M	8
Mount Remarkable (DC)	65-69	Owner managers of unincorporated enterprises	F	5
Mount Remarkable (DC)	65-69	Owner managers of unincorporated enterprises	M	13
Mount Remarkable (DC)	70-74	Contributing family workers	F	5
Mount Remarkable (DC)	70-74	Contributing family workers	M	12
Mount Remarkable (DC)	70-74	Employee	F	5
Mount Remarkable (DC)	70-74	Employee	M	6
Mount Remarkable (DC)	70-74	Owner managers of unincorporated enterprises	M	3
Mount Remarkable (DC)	75+	Contributing family workers	F	4
Mount Remarkable (DC)	75+	Contributing family workers	M	11
