LGA_NAME16	CountryOfBirth	EmploymentStatus	workers
Central Highlands (R) (Qld)	PHL	Owner managers of unincorporated enterprises	3
Central Highlands (R) (Qld)	POL	Employee	5
Central Highlands (R) (Qld)	SGP	Employee	4
Central Highlands (R) (Qld)	ZAF	Contributing family workers	3
Central Highlands (R) (Qld)	ZAF	Employee	172
Central Highlands (R) (Qld)	ZAF	Owner managers of incorporated enterprises	5
Central Highlands (R) (Qld)	ZAF	Owner managers of unincorporated enterprises	6
Central Highlands (R) (Qld)	KOR	Employee	26
Central Highlands (R) (Qld)	KOR	Owner managers of incorporated enterprises	3
Central Highlands (R) (Qld)	LKA	Employee	26
Central Highlands (R) (Qld)	THA	Employee	11
Central Highlands (R) (Qld)	TUR	Employee	3
Central Highlands (R) (Qld)	GBR	Contributing family workers	8
Central Highlands (R) (Qld)	GBR	Employee	307
Central Highlands (R) (Qld)	GBR	Owner managers of incorporated enterprises	12
Central Highlands (R) (Qld)	GBR	Owner managers of unincorporated enterprises	18
Central Highlands (R) (Qld)	GBR	Status in employment not stated	3
Central Highlands (R) (Qld)	USA	Contributing family workers	3
Central Highlands (R) (Qld)	USA	Employee	28
Central Highlands (R) (Qld)	USA	Owner managers of incorporated enterprises	3
Central Highlands (R) (Qld)	USA	Owner managers of unincorporated enterprises	7
Central Highlands (R) (Qld)	VNM	Employee	3
Central Highlands (R) (Qld)	VNM	Owner managers of unincorporated enterprises	3
Central Highlands (R) (Qld)	ZWE	Employee	58
Central Highlands (R) (Qld)	ZWE	Owner managers of incorporated enterprises	3
Charters Towers (R)		Contributing family workers	5
Charters Towers (R)		Employee	112
Charters Towers (R)		Owner managers of incorporated enterprises	12
Charters Towers (R)		Owner managers of unincorporated enterprises	13
Charters Towers (R)		Status in employment not stated	14
Charters Towers (R)	AUS	Contributing family workers	213
Charters Towers (R)	AUS	Employee	3002
Charters Towers (R)	AUS	Owner managers of incorporated enterprises	225
Charters Towers (R)	AUS	Owner managers of unincorporated enterprises	293
Charters Towers (R)	AUS	Status in employment not stated	60
Charters Towers (R)	CAN	Employee	6
Charters Towers (R)	FJI	Employee	7
Charters Towers (R)	DEU	Employee	10
Charters Towers (R)	IND	Employee	3
Charters Towers (R)	IND	Owner managers of unincorporated enterprises	3
Charters Towers (R)	IRL	Employee	7
Charters Towers (R)	JPN	Employee	3
Charters Towers (R)	MYS	Employee	3
Charters Towers (R)	NLD	Employee	3
Charters Towers (R)	NZL	Contributing family workers	3
Charters Towers (R)	NZL	Employee	76
Charters Towers (R)	NZL	Owner managers of incorporated enterprises	3
Charters Towers (R)	NZL	Owner managers of unincorporated enterprises	7
Charters Towers (R)	NZL	Status in employment not stated	3
Charters Towers (R)	PAK	Employee	4
Charters Towers (R)	PHL	Employee	35
Charters Towers (R)	ZAF	Employee	15
Charters Towers (R)	KOR	Employee	4
Charters Towers (R)	LKA	Employee	3
Charters Towers (R)	THA	Employee	3
Charters Towers (R)	GBR	Contributing family workers	3
Charters Towers (R)	GBR	Employee	61
Charters Towers (R)	GBR	Owner managers of incorporated enterprises	3
Charters Towers (R)	GBR	Owner managers of unincorporated enterprises	3
Charters Towers (R)	USA	Employee	9
Charters Towers (R)	USA	Owner managers of incorporated enterprises	3
Charters Towers (R)	VNM	Employee	6
Charters Towers (R)	VNM	Owner managers of unincorporated enterprises	4
Charters Towers (R)	ZWE	Employee	4
Cherbourg (S)		Employee	8
Cherbourg (S)	AUS	Employee	254
Cherbourg (S)	AUS	Owner managers of unincorporated enterprises	3
Cherbourg (S)	AUS	Status in employment not stated	3
Cherbourg (S)	NZL	Employee	4
Cherbourg (S)	PHL	Employee	4
Cherbourg (S)	GBR	Employee	3
Cherbourg (S)	ZWE	Employee	3
Cloncurry (S)		Employee	106
Cloncurry (S)		Owner managers of incorporated enterprises	5
Cloncurry (S)		Owner managers of unincorporated enterprises	3
Cloncurry (S)		Status in employment not stated	3
Cloncurry (S)	AUS	Contributing family workers	36
Cloncurry (S)	AUS	Employee	2266
Cloncurry (S)	AUS	Owner managers of incorporated enterprises	117
Cloncurry (S)	AUS	Owner managers of unincorporated enterprises	60
Cloncurry (S)	AUS	Status in employment not stated	26
Cloncurry (S)	CAN	Employee	3
Cloncurry (S)	CHN	Employee	9
Cloncurry (S)	FJI	Employee	4
Cloncurry (S)	DEU	Employee	12
Cloncurry (S)	IND	Employee	19
Cloncurry (S)	IDN	Employee	3
Cloncurry (S)	IRL	Employee	7
Cloncurry (S)	JPN	Employee	3
Cloncurry (S)	MYS	Employee	3
Cloncurry (S)	NLD	Employee	7
Cloncurry (S)	NZL	Employee	157
Cloncurry (S)	NZL	Owner managers of incorporated enterprises	5
Cloncurry (S)	PHL	Employee	32
Cloncurry (S)	ZAF	Employee	15
Cloncurry (S)	LKA	Employee	15
Cloncurry (S)	THA	Employee	3
Cloncurry (S)	GBR	Employee	66
Cloncurry (S)	GBR	Owner managers of incorporated enterprises	4
Cloncurry (S)	GBR	Owner managers of unincorporated enterprises	3
Cloncurry (S)	USA	Employee	6
Cloncurry (S)	ZWE	Employee	4
Cook (S)		Contributing family workers	10
Cook (S)		Employee	149
Cook (S)		Owner managers of incorporated enterprises	4
Cook (S)		Owner managers of unincorporated enterprises	12
Cook (S)		Status in employment not stated	3
Cook (S)	AUS	Contributing family workers	59
Cook (S)	AUS	Employee	1994
Cook (S)	AUS	Owner managers of incorporated enterprises	62
Cook (S)	AUS	Owner managers of unincorporated enterprises	141
Cook (S)	AUS	Status in employment not stated	26
Cook (S)	CAN	Employee	5
Cook (S)	CHN	Employee	3
Cook (S)	FJI	Employee	7
Cook (S)	DEU	Employee	9
Cook (S)	DEU	Owner managers of unincorporated enterprises	3
Cook (S)	IND	Employee	4
Cook (S)	ITA	Employee	11
Cook (S)	JPN	Employee	18
Cook (S)	MYS	Employee	7
Cook (S)	NLD	Employee	8
Cook (S)	NZL	Employee	100
Cook (S)	NZL	Owner managers of incorporated enterprises	3
Cook (S)	NZL	Owner managers of unincorporated enterprises	5
Cook (S)	PHL	Employee	28
Cook (S)	PHL	Status in employment not stated	3
Cook (S)	POL	Employee	3
Cook (S)	ZAF	Employee	26
Cook (S)	KOR	Employee	3
Cook (S)	THA	Employee	4
Cook (S)	THA	Owner managers of unincorporated enterprises	3
Cook (S)	GBR	Employee	82
Cook (S)	GBR	Owner managers of incorporated enterprises	3
Cook (S)	GBR	Owner managers of unincorporated enterprises	7
Cook (S)	USA	Employee	14
Cook (S)	USA	Owner managers of unincorporated enterprises	6
Cook (S)	ZWE	Employee	8
Croydon (S)	AUS	Contributing family workers	12
Croydon (S)	AUS	Employee	70
Croydon (S)	AUS	Owner managers of incorporated enterprises	4
Croydon (S)	AUS	Owner managers of unincorporated enterprises	12
Diamantina (S)		Employee	10
Diamantina (S)	AUS	Employee	121
Diamantina (S)	AUS	Owner managers of incorporated enterprises	7
Diamantina (S)	AUS	Owner managers of unincorporated enterprises	15
Diamantina (S)	IRL	Employee	3
Diamantina (S)	NZL	Employee	4
Diamantina (S)	GBR	Employee	12
Doomadgee (S)		Employee	3
Doomadgee (S)	AUS	Employee	281
Doomadgee (S)	AUS	Owner managers of incorporated enterprises	3
Doomadgee (S)	AUS	Owner managers of unincorporated enterprises	4
Doomadgee (S)	AUS	Status in employment not stated	4
Doomadgee (S)	FJI	Employee	3
Doomadgee (S)	IND	Employee	8
Doomadgee (S)	MYS	Employee	3
Doomadgee (S)	NZL	Employee	3
Doomadgee (S)	ZAF	Employee	6
Doomadgee (S)	GBR	Employee	8
Douglas (S)		Contributing family workers	9
Douglas (S)		Employee	296
Douglas (S)		Owner managers of incorporated enterprises	20
Douglas (S)		Owner managers of unincorporated enterprises	39
Douglas (S)		Status in employment not stated	9
Douglas (S)	AUS	Contributing family workers	113
Douglas (S)	AUS	Employee	2988
Douglas (S)	AUS	Owner managers of incorporated enterprises	300
Douglas (S)	AUS	Owner managers of unincorporated enterprises	424
Douglas (S)	AUS	Status in employment not stated	50
Douglas (S)	CAN	Employee	26
Douglas (S)	CAN	Owner managers of unincorporated enterprises	6
Douglas (S)	CHN	Contributing family workers	3
Douglas (S)	CHN	Employee	10
Douglas (S)	CHN	Owner managers of incorporated enterprises	3
Douglas (S)	HRV	Employee	8
Douglas (S)	EGY	Employee	3
Douglas (S)	EGY	Owner managers of incorporated enterprises	4
Douglas (S)	FJI	Employee	7
Douglas (S)	DEU	Contributing family workers	4
Douglas (S)	DEU	Employee	65
Douglas (S)	DEU	Owner managers of incorporated enterprises	4
Douglas (S)	DEU	Owner managers of unincorporated enterprises	12
Douglas (S)	GRC	Employee	3
Douglas (S)	HKG	Contributing family workers	3
Douglas (S)	HKG	Employee	13
Douglas (S)	HKG	Owner managers of incorporated enterprises	3
Douglas (S)	IND	Contributing family workers	3
Douglas (S)	IND	Employee	23
Douglas (S)	IND	Owner managers of incorporated enterprises	3
Douglas (S)	IND	Owner managers of unincorporated enterprises	3
Douglas (S)	IDN	Employee	3
Douglas (S)	IRL	Employee	25
Douglas (S)	IRL	Owner managers of unincorporated enterprises	3
Douglas (S)	ITA	Employee	26
Douglas (S)	ITA	Owner managers of incorporated enterprises	4
Douglas (S)	JPN	Contributing family workers	3
Douglas (S)	JPN	Employee	19
Douglas (S)	JPN	Owner managers of incorporated enterprises	3
Douglas (S)	MYS	Employee	8
Douglas (S)	MYS	Owner managers of unincorporated enterprises	4
Douglas (S)	NLD	Contributing family workers	3
Douglas (S)	NLD	Employee	29
Douglas (S)	NLD	Owner managers of incorporated enterprises	4
Douglas (S)	NLD	Owner managers of unincorporated enterprises	10
Douglas (S)	NLD	Status in employment not stated	3
Douglas (S)	NZL	Contributing family workers	6
Douglas (S)	NZL	Employee	233
Douglas (S)	NZL	Owner managers of incorporated enterprises	25
Douglas (S)	NZL	Owner managers of unincorporated enterprises	36
Douglas (S)	NZL	Status in employment not stated	3
Douglas (S)	PHL	Employee	24
Douglas (S)	PHL	Owner managers of unincorporated enterprises	3
Douglas (S)	POL	Employee	10
Douglas (S)	POL	Owner managers of unincorporated enterprises	3
Douglas (S)	SGP	Employee	3
Douglas (S)	ZAF	Employee	27
Douglas (S)	ZAF	Owner managers of unincorporated enterprises	11
Douglas (S)	KOR	Employee	29
Douglas (S)	LKA	Employee	12
Douglas (S)	THA	Contributing family workers	3
Douglas (S)	THA	Employee	25
Douglas (S)	THA	Owner managers of incorporated enterprises	3
Douglas (S)	THA	Owner managers of unincorporated enterprises	5
Douglas (S)	GBR	Contributing family workers	11
Douglas (S)	GBR	Employee	335
Douglas (S)	GBR	Owner managers of incorporated enterprises	33
Douglas (S)	GBR	Owner managers of unincorporated enterprises	59
Douglas (S)	GBR	Status in employment not stated	4
Douglas (S)	USA	Contributing family workers	3
Douglas (S)	USA	Employee	33
Douglas (S)	USA	Owner managers of incorporated enterprises	3
Douglas (S)	USA	Owner managers of unincorporated enterprises	11
Douglas (S)	VNM	Employee	9
Douglas (S)	VNM	Owner managers of incorporated enterprises	3
Douglas (S)	ZWE	Employee	4
Etheridge (S)		Contributing family workers	3
Etheridge (S)		Employee	17
Etheridge (S)		Owner managers of incorporated enterprises	6
Etheridge (S)		Owner managers of unincorporated enterprises	3
Etheridge (S)	AUS	Contributing family workers	56
Etheridge (S)	AUS	Employee	184
Etheridge (S)	AUS	Owner managers of incorporated enterprises	22
Etheridge (S)	AUS	Owner managers of unincorporated enterprises	54
Etheridge (S)	AUS	Status in employment not stated	4
Etheridge (S)	NLD	Employee	3
Etheridge (S)	NZL	Employee	9
Etheridge (S)	GBR	Employee	10
Etheridge (S)	GBR	Owner managers of unincorporated enterprises	4
Flinders (S) (Qld)		Employee	15
Flinders (S) (Qld)		Owner managers of incorporated enterprises	5
Flinders (S) (Qld)		Owner managers of unincorporated enterprises	8
Flinders (S) (Qld)	AUS	Contributing family workers	84
Flinders (S) (Qld)	AUS	Employee	446
Flinders (S) (Qld)	AUS	Owner managers of incorporated enterprises	65
Flinders (S) (Qld)	AUS	Owner managers of unincorporated enterprises	124
Flinders (S) (Qld)	AUS	Status in employment not stated	9
Flinders (S) (Qld)	DEU	Employee	5
Flinders (S) (Qld)	IND	Employee	3
Flinders (S) (Qld)	NZL	Employee	20
Flinders (S) (Qld)	NZL	Owner managers of unincorporated enterprises	3
Flinders (S) (Qld)	GBR	Employee	10
Fraser Coast (R)		Contributing family workers	35
Fraser Coast (R)		Employee	701
Fraser Coast (R)		Owner managers of incorporated enterprises	78
Fraser Coast (R)		Owner managers of unincorporated enterprises	95
Fraser Coast (R)		Status in employment not stated	34
Fraser Coast (R)	AUS	Contributing family workers	565
Fraser Coast (R)	AUS	Employee	20404
Fraser Coast (R)	AUS	Owner managers of incorporated enterprises	1273
Fraser Coast (R)	AUS	Owner managers of unincorporated enterprises	1897
Fraser Coast (R)	AUS	Status in employment not stated	291
Fraser Coast (R)	CAN	Employee	53
Fraser Coast (R)	CAN	Owner managers of incorporated enterprises	5
Fraser Coast (R)	CAN	Owner managers of unincorporated enterprises	3
Fraser Coast (R)	CHN	Contributing family workers	7
Fraser Coast (R)	CHN	Employee	39
Fraser Coast (R)	CHN	Owner managers of incorporated enterprises	11
Fraser Coast (R)	CHN	Owner managers of unincorporated enterprises	7
Fraser Coast (R)	CHN	Status in employment not stated	3
Fraser Coast (R)	EGY	Employee	15
Fraser Coast (R)	EGY	Owner managers of incorporated enterprises	9
Fraser Coast (R)	FJI	Employee	42
Fraser Coast (R)	FJI	Owner managers of unincorporated enterprises	3
Fraser Coast (R)	MKD	Contributing family workers	3
Fraser Coast (R)	DEU	Contributing family workers	6
Fraser Coast (R)	DEU	Employee	68
Fraser Coast (R)	DEU	Owner managers of incorporated enterprises	6
Fraser Coast (R)	DEU	Owner managers of unincorporated enterprises	20
Fraser Coast (R)	DEU	Status in employment not stated	5
Fraser Coast (R)	HKG	Employee	11
Fraser Coast (R)	IND	Contributing family workers	6
Fraser Coast (R)	IND	Employee	117
Fraser Coast (R)	IND	Owner managers of incorporated enterprises	22
Fraser Coast (R)	IND	Owner managers of unincorporated enterprises	5
Fraser Coast (R)	IDN	Employee	15
Fraser Coast (R)	IDN	Owner managers of unincorporated enterprises	4
Fraser Coast (R)	IRN	Employee	9
Fraser Coast (R)	IRL	Employee	25
Fraser Coast (R)	IRL	Owner managers of incorporated enterprises	3
Fraser Coast (R)	IRL	Owner managers of unincorporated enterprises	4
Fraser Coast (R)	ITA	Contributing family workers	3
Fraser Coast (R)	ITA	Employee	21
Fraser Coast (R)	ITA	Owner managers of unincorporated enterprises	9
Fraser Coast (R)	JPN	Employee	15
Fraser Coast (R)	JPN	Owner managers of incorporated enterprises	3
Fraser Coast (R)	JPN	Owner managers of unincorporated enterprises	3
Fraser Coast (R)	MYS	Contributing family workers	3
Fraser Coast (R)	MYS	Employee	36
Fraser Coast (R)	MYS	Owner managers of incorporated enterprises	4
Fraser Coast (R)	MYS	Owner managers of unincorporated enterprises	9
Fraser Coast (R)	MLT	Employee	6
Fraser Coast (R)	MLT	Owner managers of incorporated enterprises	3
Fraser Coast (R)	MLT	Status in employment not stated	3
Fraser Coast (R)	NLD	Employee	57
Fraser Coast (R)	NLD	Owner managers of incorporated enterprises	5
Fraser Coast (R)	NLD	Owner managers of unincorporated enterprises	15
Fraser Coast (R)	NZL	Contributing family workers	24
Fraser Coast (R)	NZL	Employee	835
Fraser Coast (R)	NZL	Owner managers of incorporated enterprises	70
Fraser Coast (R)	NZL	Owner managers of unincorporated enterprises	98
Fraser Coast (R)	NZL	Status in employment not stated	9
Fraser Coast (R)	PAK	Employee	14
Fraser Coast (R)	PAK	Owner managers of incorporated enterprises	8
Fraser Coast (R)	PHL	Employee	204
Fraser Coast (R)	PHL	Owner managers of incorporated enterprises	7
Fraser Coast (R)	PHL	Owner managers of unincorporated enterprises	9
Fraser Coast (R)	PHL	Status in employment not stated	5
Fraser Coast (R)	POL	Employee	13
Fraser Coast (R)	POL	Owner managers of unincorporated enterprises	3
Fraser Coast (R)	SGP	Employee	18
Fraser Coast (R)	ZAF	Contributing family workers	4
Fraser Coast (R)	ZAF	Employee	152
Fraser Coast (R)	ZAF	Owner managers of incorporated enterprises	15
Fraser Coast (R)	ZAF	Owner managers of unincorporated enterprises	20
Fraser Coast (R)	ZAF	Status in employment not stated	3
Fraser Coast (R)	KOR	Employee	18
Fraser Coast (R)	LKA	Employee	34
Fraser Coast (R)	LKA	Owner managers of incorporated enterprises	5
Fraser Coast (R)	LKA	Owner managers of unincorporated enterprises	6
Fraser Coast (R)	THA	Employee	38
Fraser Coast (R)	THA	Owner managers of unincorporated enterprises	6
Fraser Coast (R)	THA	Status in employment not stated	3
Fraser Coast (R)	GBR	Contributing family workers	28
Fraser Coast (R)	GBR	Employee	997
Fraser Coast (R)	GBR	Owner managers of incorporated enterprises	79
Fraser Coast (R)	GBR	Owner managers of unincorporated enterprises	154
Fraser Coast (R)	GBR	Status in employment not stated	19
Fraser Coast (R)	USA	Contributing family workers	3
Fraser Coast (R)	USA	Employee	66
Fraser Coast (R)	USA	Owner managers of incorporated enterprises	3
Fraser Coast (R)	USA	Owner managers of unincorporated enterprises	3
Fraser Coast (R)	VNM	Contributing family workers	3
Fraser Coast (R)	VNM	Employee	13
Fraser Coast (R)	VNM	Owner managers of incorporated enterprises	4
Fraser Coast (R)	VNM	Owner managers of unincorporated enterprises	8
Fraser Coast (R)	ZWE	Contributing family workers	4
Fraser Coast (R)	ZWE	Employee	36
Fraser Coast (R)	ZWE	Owner managers of incorporated enterprises	8
Gladstone (R)		Contributing family workers	24
Gladstone (R)		Employee	837
Gladstone (R)		Owner managers of incorporated enterprises	38
Gladstone (R)		Owner managers of unincorporated enterprises	45
Gladstone (R)		Status in employment not stated	11
Gladstone (R)	AUS	Contributing family workers	388
Gladstone (R)	AUS	Employee	19044
Gladstone (R)	AUS	Owner managers of incorporated enterprises	815
Gladstone (R)	AUS	Owner managers of unincorporated enterprises	1045
