LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
No usual address (Qld)	Machinery operators and drivers	Road and rail drivers	M	4068
No usual address (Qld)	Machinery operators and drivers	Storepersons	F	40
No usual address (Qld)	Machinery operators and drivers	Storepersons	M	149
No usual address (Qld)	Managers	Chief executives general managers and legislators	F	139
No usual address (Qld)	Managers	Chief executives general managers and legislators	M	284
No usual address (Qld)	Managers	Farmers and farm managers	F	112
No usual address (Qld)	Managers	Farmers and farm managers	M	365
No usual address (Qld)	Managers	Hospitality retail and service managers	F	439
No usual address (Qld)	Managers	Hospitality retail and service managers	M	863
No usual address (Qld)	Managers	Managers nfd	F	44
No usual address (Qld)	Managers	Managers nfd	M	169
No usual address (Qld)	Managers	Specialist managers	F	581
No usual address (Qld)	Managers	Specialist managers	M	3511
No usual address (Qld)	Professionals	Arts and media professionals	F	433
No usual address (Qld)	Professionals	Arts and media professionals	M	699
No usual address (Qld)	Professionals	Business human resource and marketing professionals	F	802
No usual address (Qld)	Professionals	Business human resource and marketing professionals	M	974
No usual address (Qld)	Professionals	Design engineering science and transport professionals	F	230
No usual address (Qld)	Professionals	Design engineering science and transport professionals	M	1154
No usual address (Qld)	Professionals	Education professionals	F	1518
No usual address (Qld)	Professionals	Education professionals	M	629
No usual address (Qld)	Professionals	Health professionals	F	960
No usual address (Qld)	Professionals	Health professionals	M	495
No usual address (Qld)	Professionals	Information and Communication Technology ICT professionals	F	45
No usual address (Qld)	Professionals	Information and Communication Technology ICT professionals	M	312
No usual address (Qld)	Professionals	Legal social and welfare professionals	F	378
No usual address (Qld)	Professionals	Legal social and welfare professionals	M	205
No usual address (Qld)	Professionals	Professionals nfd	F	37
No usual address (Qld)	Professionals	Professionals nfd	M	49
No usual address (Qld)	Sales workers	Sales assistants and salespersons	F	883
No usual address (Qld)	Sales workers	Sales assistants and salespersons	M	729
No usual address (Qld)	Sales workers	Sales representatives and agents	F	556
No usual address (Qld)	Sales workers	Sales representatives and agents	M	932
No usual address (Qld)	Sales workers	Sales support workers	F	1096
No usual address (Qld)	Sales workers	Sales support workers	M	210
No usual address (Qld)	Sales workers	Sales workers nfd	F	13
No usual address (Qld)	Sales workers	Sales workers nfd	M	7
No usual address (Qld)	Technicians and trades workers	Automotive and engineering trades workers	F	41
No usual address (Qld)	Technicians and trades workers	Automotive and engineering trades workers	M	2961
No usual address (Qld)	Technicians and trades workers	Construction trades workers	F	313
No usual address (Qld)	Technicians and trades workers	Construction trades workers	M	19320
No usual address (Qld)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	97
No usual address (Qld)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	5577
No usual address (Qld)	Technicians and trades workers	Engineering ICT and science technicians	F	179
No usual address (Qld)	Technicians and trades workers	Engineering ICT and science technicians	M	1534
No usual address (Qld)	Technicians and trades workers	Food trades workers	F	106
No usual address (Qld)	Technicians and trades workers	Food trades workers	M	244
No usual address (Qld)	Technicians and trades workers	Other technicians and trades workers	F	524
No usual address (Qld)	Technicians and trades workers	Other technicians and trades workers	M	759
No usual address (Qld)	Technicians and trades workers	Skilled animal and horticultural workers	F	457
No usual address (Qld)	Technicians and trades workers	Skilled animal and horticultural workers	M	2446
No usual address (Qld)	Technicians and trades workers	Technicians and trades workers nfd	F	7
No usual address (Qld)	Technicians and trades workers	Technicians and trades workers nfd	M	271
Migratory - Offshore - Shipping (Qld)			M	4
Migratory - Offshore - Shipping (Qld)	Clerical and administrative workers	Other clerical and administrative workers	F	3
Migratory - Offshore - Shipping (Qld)	Clerical and administrative workers	Other clerical and administrative workers	M	4
Migratory - Offshore - Shipping (Qld)	Community and personal service workers	Hospitality workers	F	3
Migratory - Offshore - Shipping (Qld)	Community and personal service workers	Protective service workers	M	7
Migratory - Offshore - Shipping (Qld)	Community and personal service workers	Sports and personal service workers	F	4
Migratory - Offshore - Shipping (Qld)	Community and personal service workers	Sports and personal service workers	M	3
Migratory - Offshore - Shipping (Qld)	Labourers	Construction and mining labourers	M	3
Migratory - Offshore - Shipping (Qld)	Labourers	Other labourers	F	3
Migratory - Offshore - Shipping (Qld)	Labourers	Other labourers	M	46
Migratory - Offshore - Shipping (Qld)	Machinery operators and drivers	Machine and stationary plant operators	M	14
Migratory - Offshore - Shipping (Qld)	Machinery operators and drivers	Road and rail drivers	M	3
Migratory - Offshore - Shipping (Qld)	Managers	Specialist managers	F	3
Migratory - Offshore - Shipping (Qld)	Managers	Specialist managers	M	3
Migratory - Offshore - Shipping (Qld)	Professionals	Design engineering science and transport professionals	M	52
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Automotive and engineering trades workers	M	6
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Construction trades workers	M	3
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	7
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Food trades workers	F	3
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Food trades workers	M	10
Migratory - Offshore - Shipping (Qld)	Technicians and trades workers	Other technicians and trades workers	M	3
Adelaide (C)			F	1007
Adelaide (C)			M	979
Adelaide (C)	Clerical and administrative workers	Clerical and administrative workers nfd	F	46
Adelaide (C)	Clerical and administrative workers	Clerical and administrative workers nfd	M	48
Adelaide (C)	Clerical and administrative workers	Clerical and office support workers	F	624
Adelaide (C)	Clerical and administrative workers	Clerical and office support workers	M	550
Adelaide (C)	Clerical and administrative workers	General clerical workers	F	3860
Adelaide (C)	Clerical and administrative workers	General clerical workers	M	1038
Adelaide (C)	Clerical and administrative workers	Inquiry clerks and receptionists	F	3765
Adelaide (C)	Clerical and administrative workers	Inquiry clerks and receptionists	M	1228
Adelaide (C)	Clerical and administrative workers	Numerical clerks	F	3997
Adelaide (C)	Clerical and administrative workers	Numerical clerks	M	1590
Adelaide (C)	Clerical and administrative workers	Office managers and program administrators	F	3328
Adelaide (C)	Clerical and administrative workers	Office managers and program administrators	M	1312
Adelaide (C)	Clerical and administrative workers	Other clerical and administrative workers	F	2328
Adelaide (C)	Clerical and administrative workers	Other clerical and administrative workers	M	1392
Adelaide (C)	Clerical and administrative workers	Personal assistants and secretaries	F	1874
Adelaide (C)	Clerical and administrative workers	Personal assistants and secretaries	M	57
Adelaide (C)	Community and personal service workers	Carers and aides	F	1290
Adelaide (C)	Community and personal service workers	Carers and aides	M	361
Adelaide (C)	Community and personal service workers	Community and personal service workers nfd	F	6
Adelaide (C)	Community and personal service workers	Health and welfare support workers	F	1280
Adelaide (C)	Community and personal service workers	Health and welfare support workers	M	371
Adelaide (C)	Community and personal service workers	Hospitality workers	F	2644
Adelaide (C)	Community and personal service workers	Hospitality workers	M	1859
Adelaide (C)	Community and personal service workers	Protective service workers	F	580
Adelaide (C)	Community and personal service workers	Protective service workers	M	2142
Adelaide (C)	Community and personal service workers	Sports and personal service workers	F	809
Adelaide (C)	Community and personal service workers	Sports and personal service workers	M	432
Adelaide (C)	Labourers	Cleaners and laundry workers	F	1439
Adelaide (C)	Labourers	Cleaners and laundry workers	M	754
Adelaide (C)	Labourers	Construction and mining labourers	F	11
Adelaide (C)	Labourers	Construction and mining labourers	M	407
Adelaide (C)	Labourers	Factory process workers	F	96
Adelaide (C)	Labourers	Factory process workers	M	168
Adelaide (C)	Labourers	Farm forestry and garden workers	F	10
Adelaide (C)	Labourers	Farm forestry and garden workers	M	38
Adelaide (C)	Labourers	Food preparation assistants	F	713
Adelaide (C)	Labourers	Food preparation assistants	M	738
Adelaide (C)	Labourers	Labourers nfd	F	6
Adelaide (C)	Labourers	Labourers nfd	M	58
Adelaide (C)	Labourers	Other labourers	F	189
Adelaide (C)	Labourers	Other labourers	M	524
Adelaide (C)	Machinery operators and drivers	Machine and stationary plant operators	F	128
Adelaide (C)	Machinery operators and drivers	Machine and stationary plant operators	M	223
Adelaide (C)	Machinery operators and drivers	Machinery operators and drivers nfd	M	12
Adelaide (C)	Machinery operators and drivers	Mobile plant operators	M	89
Adelaide (C)	Machinery operators and drivers	Road and rail drivers	F	33
Adelaide (C)	Machinery operators and drivers	Road and rail drivers	M	435
Adelaide (C)	Machinery operators and drivers	Storepersons	F	42
Adelaide (C)	Machinery operators and drivers	Storepersons	M	223
Adelaide (C)	Managers	Chief executives general managers and legislators	F	518
Adelaide (C)	Managers	Chief executives general managers and legislators	M	1061
Adelaide (C)	Managers	Farmers and farm managers	F	10
Adelaide (C)	Managers	Farmers and farm managers	M	25
Adelaide (C)	Managers	Hospitality retail and service managers	F	2082
Adelaide (C)	Managers	Hospitality retail and service managers	M	2125
Adelaide (C)	Managers	Managers nfd	F	147
Adelaide (C)	Managers	Managers nfd	M	221
Adelaide (C)	Managers	Specialist managers	F	3794
Adelaide (C)	Managers	Specialist managers	M	4588
Adelaide (C)	Professionals	Arts and media professionals	F	490
Adelaide (C)	Professionals	Arts and media professionals	M	682
Adelaide (C)	Professionals	Business human resource and marketing professionals	F	6261
Adelaide (C)	Professionals	Business human resource and marketing professionals	M	5302
Adelaide (C)	Professionals	Design engineering science and transport professionals	F	1925
Adelaide (C)	Professionals	Design engineering science and transport professionals	M	3303
Adelaide (C)	Professionals	Education professionals	F	2459
Adelaide (C)	Professionals	Education professionals	M	1772
