LGA_NAME16	Age	LabourForceStatus	workers
Franklin Harbour (DC)	55-59	Employed (away from work)	3
Franklin Harbour (DC)	55-59	Employed (full-time)	25
Franklin Harbour (DC)	55-59	Employed (part-time)	19
Franklin Harbour (DC)	60-64	Employed (away from work)	6
Franklin Harbour (DC)	60-64	Employed (full-time)	22
Franklin Harbour (DC)	60-64	Employed (part-time)	11
Franklin Harbour (DC)	65-69	Employed (away from work)	3
Franklin Harbour (DC)	65-69	Employed (full-time)	11
Franklin Harbour (DC)	65-69	Employed (part-time)	7
Franklin Harbour (DC)	70-74	Employed (away from work)	3
Franklin Harbour (DC)	70-74	Employed (full-time)	4
Franklin Harbour (DC)	70-74	Employed (part-time)	5
Franklin Harbour (DC)	75+		3
Gawler (T)	15-19		8
Gawler (T)	15-19	Employed (away from work)	26
Gawler (T)	15-19	Employed (full-time)	54
Gawler (T)	15-19	Employed (part-time)	528
Gawler (T)	20-24		7
Gawler (T)	20-24	Employed (away from work)	15
Gawler (T)	20-24	Employed (full-time)	268
Gawler (T)	20-24	Employed (part-time)	384
Gawler (T)	25-29		13
Gawler (T)	25-29	Employed (away from work)	35
Gawler (T)	25-29	Employed (full-time)	319
Gawler (T)	25-29	Employed (part-time)	212
Gawler (T)	30-34		3
Gawler (T)	30-34	Employed (away from work)	41
Gawler (T)	30-34	Employed (full-time)	343
Gawler (T)	30-34	Employed (part-time)	256
Gawler (T)	35-39		12
Gawler (T)	35-39	Employed (away from work)	15
Gawler (T)	35-39	Employed (full-time)	287
Gawler (T)	35-39	Employed (part-time)	251
Gawler (T)	40-44		6
Gawler (T)	40-44	Employed (away from work)	12
Gawler (T)	40-44	Employed (full-time)	339
Gawler (T)	40-44	Employed (part-time)	281
Gawler (T)	45-49		11
Gawler (T)	45-49	Employed (away from work)	16
Gawler (T)	45-49	Employed (full-time)	403
Gawler (T)	45-49	Employed (part-time)	301
Gawler (T)	50-54		6
Gawler (T)	50-54	Employed (away from work)	22
Gawler (T)	50-54	Employed (full-time)	354
Gawler (T)	50-54	Employed (part-time)	313
Gawler (T)	55-59		7
Gawler (T)	55-59	Employed (away from work)	22
Gawler (T)	55-59	Employed (full-time)	353
Gawler (T)	55-59	Employed (part-time)	296
Gawler (T)	60-64		4
Gawler (T)	60-64	Employed (away from work)	16
Gawler (T)	60-64	Employed (full-time)	198
Gawler (T)	60-64	Employed (part-time)	186
Gawler (T)	65-69		3
Gawler (T)	65-69	Employed (away from work)	5
Gawler (T)	65-69	Employed (full-time)	63
Gawler (T)	65-69	Employed (part-time)	97
Gawler (T)	70-74	Employed (full-time)	18
Gawler (T)	70-74	Employed (part-time)	39
Gawler (T)	75+		3
Gawler (T)	75+	Employed (full-time)	5
Gawler (T)	75+	Employed (part-time)	21
Goyder (DC)	15-19	Employed (away from work)	3
Goyder (DC)	15-19	Employed (full-time)	10
Goyder (DC)	15-19	Employed (part-time)	29
Goyder (DC)	20-24		3
Goyder (DC)	20-24	Employed (full-time)	50
Goyder (DC)	20-24	Employed (part-time)	26
Goyder (DC)	25-29	Employed (away from work)	3
Goyder (DC)	25-29	Employed (full-time)	83
Goyder (DC)	25-29	Employed (part-time)	19
Goyder (DC)	30-34		6
Goyder (DC)	30-34	Employed (away from work)	5
Goyder (DC)	30-34	Employed (full-time)	55
Goyder (DC)	30-34	Employed (part-time)	24
Goyder (DC)	35-39		3
Goyder (DC)	35-39	Employed (away from work)	8
Goyder (DC)	35-39	Employed (full-time)	67
Goyder (DC)	35-39	Employed (part-time)	35
Goyder (DC)	40-44		3
Goyder (DC)	40-44	Employed (full-time)	80
Goyder (DC)	40-44	Employed (part-time)	45
Goyder (DC)	45-49	Employed (away from work)	4
Goyder (DC)	45-49	Employed (full-time)	85
Goyder (DC)	45-49	Employed (part-time)	46
Goyder (DC)	50-54	Employed (away from work)	4
Goyder (DC)	50-54	Employed (full-time)	119
Goyder (DC)	50-54	Employed (part-time)	53
Goyder (DC)	55-59		3
Goyder (DC)	55-59	Employed (away from work)	5
Goyder (DC)	55-59	Employed (full-time)	95
Goyder (DC)	55-59	Employed (part-time)	78
Goyder (DC)	60-64		5
Goyder (DC)	60-64	Employed (away from work)	4
Goyder (DC)	60-64	Employed (full-time)	79
Goyder (DC)	60-64	Employed (part-time)	51
Goyder (DC)	65-69	Employed (full-time)	31
Goyder (DC)	65-69	Employed (part-time)	25
Goyder (DC)	70-74		3
Goyder (DC)	70-74	Employed (full-time)	9
Goyder (DC)	70-74	Employed (part-time)	18
Goyder (DC)	75+		9
Goyder (DC)	75+	Employed (full-time)	15
Goyder (DC)	75+	Employed (part-time)	15
Grant (DC)	15-19		3
Grant (DC)	15-19	Employed (away from work)	10
Grant (DC)	15-19	Employed (full-time)	40
Grant (DC)	15-19	Employed (part-time)	39
Grant (DC)	20-24		3
Grant (DC)	20-24	Employed (full-time)	87
Grant (DC)	20-24	Employed (part-time)	40
Grant (DC)	25-29	Employed (away from work)	4
Grant (DC)	25-29	Employed (full-time)	129
Grant (DC)	25-29	Employed (part-time)	37
Grant (DC)	30-34		5
Grant (DC)	30-34	Employed (away from work)	5
Grant (DC)	30-34	Employed (full-time)	134
Grant (DC)	30-34	Employed (part-time)	57
Grant (DC)	35-39	Employed (away from work)	5
Grant (DC)	35-39	Employed (full-time)	127
Grant (DC)	35-39	Employed (part-time)	51
Grant (DC)	40-44		3
Grant (DC)	40-44	Employed (away from work)	10
Grant (DC)	40-44	Employed (full-time)	169
Grant (DC)	40-44	Employed (part-time)	65
Grant (DC)	45-49		3
Grant (DC)	45-49	Employed (away from work)	6
Grant (DC)	45-49	Employed (full-time)	194
Grant (DC)	45-49	Employed (part-time)	71
Grant (DC)	50-54		12
Grant (DC)	50-54	Employed (away from work)	9
Grant (DC)	50-54	Employed (full-time)	215
Grant (DC)	50-54	Employed (part-time)	72
Grant (DC)	55-59		3
Grant (DC)	55-59	Employed (away from work)	10
Grant (DC)	55-59	Employed (full-time)	136
Grant (DC)	55-59	Employed (part-time)	71
Grant (DC)	60-64		6
Grant (DC)	60-64	Employed (away from work)	9
Grant (DC)	60-64	Employed (full-time)	115
Grant (DC)	60-64	Employed (part-time)	63
Grant (DC)	65-69		3
Grant (DC)	65-69	Employed (away from work)	12
Grant (DC)	65-69	Employed (full-time)	60
Grant (DC)	65-69	Employed (part-time)	45
Grant (DC)	70-74		5
Grant (DC)	70-74	Employed (away from work)	7
Grant (DC)	70-74	Employed (full-time)	28
Grant (DC)	70-74	Employed (part-time)	29
Grant (DC)	75+		10
Grant (DC)	75+	Employed (away from work)	3
Grant (DC)	75+	Employed (full-time)	24
Grant (DC)	75+	Employed (part-time)	32
Holdfast Bay (C)	15-19		13
Holdfast Bay (C)	15-19	Employed (away from work)	33
Holdfast Bay (C)	15-19	Employed (full-time)	86
Holdfast Bay (C)	15-19	Employed (part-time)	925
Holdfast Bay (C)	20-24		33
Holdfast Bay (C)	20-24	Employed (away from work)	44
Holdfast Bay (C)	20-24	Employed (full-time)	525
Holdfast Bay (C)	20-24	Employed (part-time)	913
Holdfast Bay (C)	25-29		15
Holdfast Bay (C)	25-29	Employed (away from work)	44
Holdfast Bay (C)	25-29	Employed (full-time)	712
Holdfast Bay (C)	25-29	Employed (part-time)	481
Holdfast Bay (C)	30-34		10
Holdfast Bay (C)	30-34	Employed (away from work)	47
Holdfast Bay (C)	30-34	Employed (full-time)	673
Holdfast Bay (C)	30-34	Employed (part-time)	456
Holdfast Bay (C)	35-39		10
Holdfast Bay (C)	35-39	Employed (away from work)	35
Holdfast Bay (C)	35-39	Employed (full-time)	560
Holdfast Bay (C)	35-39	Employed (part-time)	416
Holdfast Bay (C)	40-44		15
Holdfast Bay (C)	40-44	Employed (away from work)	26
Holdfast Bay (C)	40-44	Employed (full-time)	602
Holdfast Bay (C)	40-44	Employed (part-time)	484
Holdfast Bay (C)	45-49		17
Holdfast Bay (C)	45-49	Employed (away from work)	23
Holdfast Bay (C)	45-49	Employed (full-time)	670
Holdfast Bay (C)	45-49	Employed (part-time)	502
Holdfast Bay (C)	50-54		14
Holdfast Bay (C)	50-54	Employed (away from work)	28
Holdfast Bay (C)	50-54	Employed (full-time)	641
Holdfast Bay (C)	50-54	Employed (part-time)	509
Holdfast Bay (C)	55-59		10
Holdfast Bay (C)	55-59	Employed (away from work)	56
Holdfast Bay (C)	55-59	Employed (full-time)	607
Holdfast Bay (C)	55-59	Employed (part-time)	536
Holdfast Bay (C)	60-64		12
Holdfast Bay (C)	60-64	Employed (away from work)	47
Holdfast Bay (C)	60-64	Employed (full-time)	385
Holdfast Bay (C)	60-64	Employed (part-time)	451
Holdfast Bay (C)	65-69		3
Holdfast Bay (C)	65-69	Employed (away from work)	20
Holdfast Bay (C)	65-69	Employed (full-time)	146
Holdfast Bay (C)	65-69	Employed (part-time)	274
Holdfast Bay (C)	70-74		3
Holdfast Bay (C)	70-74	Employed (away from work)	5
Holdfast Bay (C)	70-74	Employed (full-time)	34
Holdfast Bay (C)	70-74	Employed (part-time)	106
Holdfast Bay (C)	75+		3
Holdfast Bay (C)	75+	Employed (away from work)	7
Holdfast Bay (C)	75+	Employed (full-time)	14
Holdfast Bay (C)	75+	Employed (part-time)	62
Kangaroo Island (DC)	15-19		3
Kangaroo Island (DC)	15-19	Employed (away from work)	4
Kangaroo Island (DC)	15-19	Employed (full-time)	12
Kangaroo Island (DC)	15-19	Employed (part-time)	78
Kangaroo Island (DC)	20-24		4
Kangaroo Island (DC)	20-24	Employed (away from work)	3
Kangaroo Island (DC)	20-24	Employed (full-time)	68
Kangaroo Island (DC)	20-24	Employed (part-time)	41
Kangaroo Island (DC)	25-29		3
Kangaroo Island (DC)	25-29	Employed (away from work)	9
Kangaroo Island (DC)	25-29	Employed (full-time)	75
Kangaroo Island (DC)	25-29	Employed (part-time)	46
Kangaroo Island (DC)	30-34		3
Kangaroo Island (DC)	30-34	Employed (away from work)	8
Kangaroo Island (DC)	30-34	Employed (full-time)	89
Kangaroo Island (DC)	30-34	Employed (part-time)	86
Kangaroo Island (DC)	35-39	Employed (away from work)	10
Kangaroo Island (DC)	35-39	Employed (full-time)	81
Kangaroo Island (DC)	35-39	Employed (part-time)	63
Kangaroo Island (DC)	40-44		3
Kangaroo Island (DC)	40-44	Employed (away from work)	6
Kangaroo Island (DC)	40-44	Employed (full-time)	105
Kangaroo Island (DC)	40-44	Employed (part-time)	73
Kangaroo Island (DC)	45-49		3
Kangaroo Island (DC)	45-49	Employed (away from work)	7
Kangaroo Island (DC)	45-49	Employed (full-time)	128
Kangaroo Island (DC)	45-49	Employed (part-time)	98
Kangaroo Island (DC)	50-54		4
Kangaroo Island (DC)	50-54	Employed (away from work)	13
Kangaroo Island (DC)	50-54	Employed (full-time)	139
Kangaroo Island (DC)	50-54	Employed (part-time)	99
Kangaroo Island (DC)	55-59		8
Kangaroo Island (DC)	55-59	Employed (away from work)	14
Kangaroo Island (DC)	55-59	Employed (full-time)	142
Kangaroo Island (DC)	55-59	Employed (part-time)	109
Kangaroo Island (DC)	60-64		5
Kangaroo Island (DC)	60-64	Employed (away from work)	13
Kangaroo Island (DC)	60-64	Employed (full-time)	103
Kangaroo Island (DC)	60-64	Employed (part-time)	85
Kangaroo Island (DC)	65-69		4
Kangaroo Island (DC)	65-69	Employed (away from work)	11
Kangaroo Island (DC)	65-69	Employed (full-time)	48
Kangaroo Island (DC)	65-69	Employed (part-time)	70
Kangaroo Island (DC)	70-74	Employed (away from work)	3
Kangaroo Island (DC)	70-74	Employed (full-time)	26
Kangaroo Island (DC)	70-74	Employed (part-time)	28
Kangaroo Island (DC)	75+	Employed (away from work)	3
Kangaroo Island (DC)	75+	Employed (full-time)	6
Kangaroo Island (DC)	75+	Employed (part-time)	25
Karoonda East Murray (DC)	15-19	Employed (full-time)	7
Karoonda East Murray (DC)	15-19	Employed (part-time)	3
Karoonda East Murray (DC)	20-24	Employed (full-time)	22
Karoonda East Murray (DC)	20-24	Employed (part-time)	5
Karoonda East Murray (DC)	25-29	Employed (full-time)	28
Karoonda East Murray (DC)	25-29	Employed (part-time)	3
Karoonda East Murray (DC)	30-34	Employed (full-time)	9
Karoonda East Murray (DC)	30-34	Employed (part-time)	5
Karoonda East Murray (DC)	35-39	Employed (full-time)	29
Karoonda East Murray (DC)	35-39	Employed (part-time)	13
Karoonda East Murray (DC)	40-44	Employed (full-time)	33
Karoonda East Murray (DC)	40-44	Employed (part-time)	18
Karoonda East Murray (DC)	45-49	Employed (full-time)	45
Karoonda East Murray (DC)	45-49	Employed (part-time)	18
Karoonda East Murray (DC)	50-54	Employed (full-time)	49
Karoonda East Murray (DC)	50-54	Employed (part-time)	16
Karoonda East Murray (DC)	55-59	Employed (full-time)	43
Karoonda East Murray (DC)	55-59	Employed (part-time)	15
Karoonda East Murray (DC)	60-64	Employed (full-time)	28
Karoonda East Murray (DC)	60-64	Employed (part-time)	13
Karoonda East Murray (DC)	65-69		3
Karoonda East Murray (DC)	65-69	Employed (full-time)	28
Karoonda East Murray (DC)	65-69	Employed (part-time)	11
Karoonda East Murray (DC)	70-74	Employed (full-time)	5
Karoonda East Murray (DC)	70-74	Employed (part-time)	7
Karoonda East Murray (DC)	75+	Employed (full-time)	8
Karoonda East Murray (DC)	75+	Employed (part-time)	4
Kimba (DC)	15-19	Employed (away from work)	3
Kimba (DC)	15-19	Employed (full-time)	11
Kimba (DC)	15-19	Employed (part-time)	14
Kimba (DC)	20-24	Employed (full-time)	15
Kimba (DC)	20-24	Employed (part-time)	15
Kimba (DC)	25-29	Employed (away from work)	9
Kimba (DC)	25-29	Employed (full-time)	30
Kimba (DC)	25-29	Employed (part-time)	14
Kimba (DC)	30-34	Employed (full-time)	45
Kimba (DC)	30-34	Employed (part-time)	22
Kimba (DC)	35-39	Employed (away from work)	3
Kimba (DC)	35-39	Employed (full-time)	33
Kimba (DC)	35-39	Employed (part-time)	10
Kimba (DC)	40-44	Employed (away from work)	3
Kimba (DC)	40-44	Employed (full-time)	25
Kimba (DC)	40-44	Employed (part-time)	15
Kimba (DC)	45-49	Employed (away from work)	3
Kimba (DC)	45-49	Employed (full-time)	47
Kimba (DC)	45-49	Employed (part-time)	12
Kimba (DC)	50-54	Employed (full-time)	48
Kimba (DC)	50-54	Employed (part-time)	13
Kimba (DC)	55-59	Employed (full-time)	43
Kimba (DC)	55-59	Employed (part-time)	10
Kimba (DC)	60-64	Employed (full-time)	19
Kimba (DC)	60-64	Employed (part-time)	17
Kimba (DC)	65-69	Employed (full-time)	13
Kimba (DC)	65-69	Employed (part-time)	11
Kimba (DC)	70-74	Employed (full-time)	3
Kimba (DC)	70-74	Employed (part-time)	4
Kimba (DC)	75+	Employed (full-time)	3
Kingston (DC) (SA)	15-19	Employed (away from work)	3
Kingston (DC) (SA)	15-19	Employed (full-time)	10
Kingston (DC) (SA)	15-19	Employed (part-time)	36
Kingston (DC) (SA)	20-24	Employed (away from work)	3
Kingston (DC) (SA)	20-24	Employed (full-time)	32
Kingston (DC) (SA)	20-24	Employed (part-time)	18
Kingston (DC) (SA)	25-29	Employed (full-time)	49
Kingston (DC) (SA)	25-29	Employed (part-time)	22
Kingston (DC) (SA)	30-34	Employed (away from work)	6
Kingston (DC) (SA)	30-34	Employed (full-time)	45
Kingston (DC) (SA)	30-34	Employed (part-time)	30
Kingston (DC) (SA)	35-39	Employed (away from work)	4
Kingston (DC) (SA)	35-39	Employed (full-time)	36
Kingston (DC) (SA)	35-39	Employed (part-time)	24
Kingston (DC) (SA)	40-44	Employed (away from work)	5
Kingston (DC) (SA)	40-44	Employed (full-time)	47
Kingston (DC) (SA)	40-44	Employed (part-time)	34
Kingston (DC) (SA)	45-49		3
Kingston (DC) (SA)	45-49	Employed (full-time)	51
Kingston (DC) (SA)	45-49	Employed (part-time)	23
Kingston (DC) (SA)	50-54		5
Kingston (DC) (SA)	50-54	Employed (away from work)	6
Kingston (DC) (SA)	50-54	Employed (full-time)	48
Kingston (DC) (SA)	50-54	Employed (part-time)	33
Kingston (DC) (SA)	55-59	Employed (away from work)	4
Kingston (DC) (SA)	55-59	Employed (full-time)	58
Kingston (DC) (SA)	55-59	Employed (part-time)	35
Kingston (DC) (SA)	60-64		5
Kingston (DC) (SA)	60-64	Employed (away from work)	13
Kingston (DC) (SA)	60-64	Employed (full-time)	62
Kingston (DC) (SA)	60-64	Employed (part-time)	46
Kingston (DC) (SA)	65-69	Employed (away from work)	9
Kingston (DC) (SA)	65-69	Employed (full-time)	27
Kingston (DC) (SA)	65-69	Employed (part-time)	27
Kingston (DC) (SA)	70-74		3
Kingston (DC) (SA)	70-74	Employed (full-time)	14
Kingston (DC) (SA)	70-74	Employed (part-time)	12
Kingston (DC) (SA)	75+	Employed (away from work)	3
Kingston (DC) (SA)	75+	Employed (full-time)	6
Kingston (DC) (SA)	75+	Employed (part-time)	15
Light (RegC)	15-19		4
Light (RegC)	15-19	Employed (away from work)	10
Light (RegC)	15-19	Employed (full-time)	54
Light (RegC)	15-19	Employed (part-time)	132
Light (RegC)	20-24		7
Light (RegC)	20-24	Employed (away from work)	9
Light (RegC)	20-24	Employed (full-time)	205
Light (RegC)	20-24	Employed (part-time)	131
Light (RegC)	25-29		3
Light (RegC)	25-29	Employed (away from work)	19
Light (RegC)	25-29	Employed (full-time)	312
Light (RegC)	25-29	Employed (part-time)	88
Light (RegC)	30-34		10
Light (RegC)	30-34	Employed (away from work)	24
Light (RegC)	30-34	Employed (full-time)	357
Light (RegC)	30-34	Employed (part-time)	119
Light (RegC)	35-39		4
Light (RegC)	35-39	Employed (away from work)	13
Light (RegC)	35-39	Employed (full-time)	296
Light (RegC)	35-39	Employed (part-time)	147
Light (RegC)	40-44		11
Light (RegC)	40-44	Employed (away from work)	13
Light (RegC)	40-44	Employed (full-time)	369
Light (RegC)	40-44	Employed (part-time)	170
Light (RegC)	45-49		4
Light (RegC)	45-49	Employed (away from work)	14
Light (RegC)	45-49	Employed (full-time)	377
Light (RegC)	45-49	Employed (part-time)	146
Light (RegC)	50-54		11
Light (RegC)	50-54	Employed (away from work)	19
Light (RegC)	50-54	Employed (full-time)	359
Light (RegC)	50-54	Employed (part-time)	166
Light (RegC)	55-59		13
Light (RegC)	55-59	Employed (away from work)	25
Light (RegC)	55-59	Employed (full-time)	351
Light (RegC)	55-59	Employed (part-time)	146
Light (RegC)	60-64		4
Light (RegC)	60-64	Employed (away from work)	9
Light (RegC)	60-64	Employed (full-time)	210
Light (RegC)	60-64	Employed (part-time)	127
Light (RegC)	65-69		4
Light (RegC)	65-69	Employed (away from work)	11
Light (RegC)	65-69	Employed (full-time)	91
Light (RegC)	65-69	Employed (part-time)	76
Light (RegC)	70-74		3
Light (RegC)	70-74	Employed (away from work)	4
Light (RegC)	70-74	Employed (full-time)	34
Light (RegC)	70-74	Employed (part-time)	54
Light (RegC)	75+	Employed (away from work)	4
Light (RegC)	75+	Employed (full-time)	30
Light (RegC)	75+	Employed (part-time)	25
Lower Eyre Peninsula (DC)	15-19		8
Lower Eyre Peninsula (DC)	15-19	Employed (away from work)	4
Lower Eyre Peninsula (DC)	15-19	Employed (full-time)	20
Lower Eyre Peninsula (DC)	15-19	Employed (part-time)	45
Lower Eyre Peninsula (DC)	20-24	Employed (full-time)	56
Lower Eyre Peninsula (DC)	20-24	Employed (part-time)	18
Lower Eyre Peninsula (DC)	25-29		3
Lower Eyre Peninsula (DC)	25-29	Employed (away from work)	7
Lower Eyre Peninsula (DC)	25-29	Employed (full-time)	71
Lower Eyre Peninsula (DC)	25-29	Employed (part-time)	18
Lower Eyre Peninsula (DC)	30-34		3
Lower Eyre Peninsula (DC)	30-34	Employed (away from work)	8
Lower Eyre Peninsula (DC)	30-34	Employed (full-time)	82
Lower Eyre Peninsula (DC)	30-34	Employed (part-time)	43
Lower Eyre Peninsula (DC)	35-39		6
Lower Eyre Peninsula (DC)	35-39	Employed (away from work)	5
Lower Eyre Peninsula (DC)	35-39	Employed (full-time)	102
Lower Eyre Peninsula (DC)	35-39	Employed (part-time)	45
Lower Eyre Peninsula (DC)	40-44		3
Lower Eyre Peninsula (DC)	40-44	Employed (away from work)	3
Lower Eyre Peninsula (DC)	40-44	Employed (full-time)	113
Lower Eyre Peninsula (DC)	40-44	Employed (part-time)	56
Lower Eyre Peninsula (DC)	45-49	Employed (away from work)	5
Lower Eyre Peninsula (DC)	45-49	Employed (full-time)	128
Lower Eyre Peninsula (DC)	45-49	Employed (part-time)	66
Lower Eyre Peninsula (DC)	50-54	Employed (away from work)	9
Lower Eyre Peninsula (DC)	50-54	Employed (full-time)	102
Lower Eyre Peninsula (DC)	50-54	Employed (part-time)	43
Lower Eyre Peninsula (DC)	55-59		3
Lower Eyre Peninsula (DC)	55-59	Employed (away from work)	6
Lower Eyre Peninsula (DC)	55-59	Employed (full-time)	112
Lower Eyre Peninsula (DC)	55-59	Employed (part-time)	51
Lower Eyre Peninsula (DC)	60-64		4
Lower Eyre Peninsula (DC)	60-64	Employed (away from work)	8
Lower Eyre Peninsula (DC)	60-64	Employed (full-time)	62
Lower Eyre Peninsula (DC)	60-64	Employed (part-time)	48
Lower Eyre Peninsula (DC)	65-69		4
Lower Eyre Peninsula (DC)	65-69	Employed (away from work)	7
Lower Eyre Peninsula (DC)	65-69	Employed (full-time)	29
Lower Eyre Peninsula (DC)	65-69	Employed (part-time)	23
Lower Eyre Peninsula (DC)	70-74	Employed (full-time)	19
Lower Eyre Peninsula (DC)	70-74	Employed (part-time)	20
