LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Longreach (R)	45-49		0	7
Longreach (R)	45-49	Employed (away from work)	0	10
Longreach (R)	45-49	Employed (full-time)	0	154
Longreach (R)	45-49	Employed (part-time)	0	36
Longreach (R)	50-54		0	4
Longreach (R)	50-54	Employed (away from work)	0	11
Longreach (R)	50-54	Employed (full-time)		8
Longreach (R)	50-54	Employed (full-time)	0	170
Longreach (R)	50-54	Employed (part-time)	0	30
Longreach (R)	55-59	Employed (away from work)	0	13
Longreach (R)	55-59	Employed (full-time)		5
Longreach (R)	55-59	Employed (full-time)	0	156
Longreach (R)	55-59	Employed (full-time)	1	3
Longreach (R)	55-59	Employed (part-time)	0	46
Longreach (R)	55-59	Employed (part-time)	1	3
Longreach (R)	60-64	Employed (away from work)	0	9
Longreach (R)	60-64	Employed (full-time)	0	119
Longreach (R)	60-64	Employed (part-time)	0	44
Longreach (R)	65-69		0	8
Longreach (R)	65-69	Employed (away from work)	0	6
Longreach (R)	65-69	Employed (full-time)	0	47
Longreach (R)	65-69	Employed (part-time)	0	13
Longreach (R)	70-74	Employed (away from work)	0	3
Longreach (R)	70-74	Employed (full-time)	0	7
Longreach (R)	70-74	Employed (part-time)	0	6
Longreach (R)	75+	Employed (away from work)	0	3
Longreach (R)	75+	Employed (full-time)	0	10
Longreach (R)	75+	Employed (full-time)	1	3
Longreach (R)	75+	Employed (part-time)	0	4
Mackay (R)	15-19			4
Mackay (R)	15-19		0	68
Mackay (R)	15-19	Employed (away from work)	0	88
Mackay (R)	15-19	Employed (full-time)		6
Mackay (R)	15-19	Employed (full-time)	0	851
Mackay (R)	15-19	Employed (full-time)	1	8
Mackay (R)	15-19	Employed (part-time)		7
Mackay (R)	15-19	Employed (part-time)	0	2022
Mackay (R)	15-19	Employed (part-time)	1	13
Mackay (R)	20-24			3
Mackay (R)	20-24		0	93
Mackay (R)	20-24	Employed (away from work)		3
Mackay (R)	20-24	Employed (away from work)	0	105
Mackay (R)	20-24	Employed (full-time)		29
Mackay (R)	20-24	Employed (full-time)	0	2699
Mackay (R)	20-24	Employed (full-time)	1	8
Mackay (R)	20-24	Employed (part-time)		7
Mackay (R)	20-24	Employed (part-time)	0	1112
Mackay (R)	20-24	Employed (part-time)	1	27
Mackay (R)	25-29			4
Mackay (R)	25-29		0	89
Mackay (R)	25-29	Employed (away from work)		4
Mackay (R)	25-29	Employed (away from work)	0	241
Mackay (R)	25-29	Employed (full-time)		33
Mackay (R)	25-29	Employed (full-time)	0	3178
Mackay (R)	25-29	Employed (full-time)	1	5
Mackay (R)	25-29	Employed (part-time)		7
Mackay (R)	25-29	Employed (part-time)	0	990
Mackay (R)	25-29	Employed (part-time)	1	18
Mackay (R)	30-34			3
Mackay (R)	30-34		0	78
Mackay (R)	30-34	Employed (away from work)		10
Mackay (R)	30-34	Employed (away from work)	0	242
Mackay (R)	30-34	Employed (full-time)		39
Mackay (R)	30-34	Employed (full-time)	0	3082
Mackay (R)	30-34	Employed (full-time)	1	11
Mackay (R)	30-34	Employed (part-time)		16
Mackay (R)	30-34	Employed (part-time)	0	1347
Mackay (R)	30-34	Employed (part-time)	1	24
Mackay (R)	35-39			3
Mackay (R)	35-39		0	85
Mackay (R)	35-39	Employed (away from work)	0	144
Mackay (R)	35-39	Employed (full-time)		32
Mackay (R)	35-39	Employed (full-time)	0	2869
Mackay (R)	35-39	Employed (full-time)	1	3
Mackay (R)	35-39	Employed (part-time)		9
Mackay (R)	35-39	Employed (part-time)	0	1361
Mackay (R)	35-39	Employed (part-time)	1	21
Mackay (R)	40-44			8
Mackay (R)	40-44		0	64
Mackay (R)	40-44	Employed (away from work)	0	115
Mackay (R)	40-44	Employed (away from work)	1	3
Mackay (R)	40-44	Employed (full-time)		49
Mackay (R)	40-44	Employed (full-time)	0	3269
Mackay (R)	40-44	Employed (full-time)	1	14
Mackay (R)	40-44	Employed (part-time)		19
Mackay (R)	40-44	Employed (part-time)	0	1425
Mackay (R)	40-44	Employed (part-time)	1	20
Mackay (R)	45-49			4
Mackay (R)	45-49		0	83
Mackay (R)	45-49	Employed (away from work)		3
Mackay (R)	45-49	Employed (away from work)	0	114
Mackay (R)	45-49	Employed (away from work)	1	3
Mackay (R)	45-49	Employed (full-time)		38
Mackay (R)	45-49	Employed (full-time)	0	3570
Mackay (R)	45-49	Employed (full-time)	1	19
Mackay (R)	45-49	Employed (part-time)		19
Mackay (R)	45-49	Employed (part-time)	0	1478
Mackay (R)	45-49	Employed (part-time)	1	17
Mackay (R)	50-54			4
Mackay (R)	50-54		0	92
Mackay (R)	50-54	Employed (away from work)		4
Mackay (R)	50-54	Employed (away from work)	0	162
Mackay (R)	50-54	Employed (away from work)	1	9
Mackay (R)	50-54	Employed (full-time)		38
Mackay (R)	50-54	Employed (full-time)	0	3397
Mackay (R)	50-54	Employed (full-time)	1	26
Mackay (R)	50-54	Employed (part-time)		17
Mackay (R)	50-54	Employed (part-time)	0	1321
Mackay (R)	50-54	Employed (part-time)	1	29
Mackay (R)	55-59			4
Mackay (R)	55-59		0	70
Mackay (R)	55-59		1	3
Mackay (R)	55-59	Employed (away from work)		4
Mackay (R)	55-59	Employed (away from work)	0	171
Mackay (R)	55-59	Employed (away from work)	1	5
Mackay (R)	55-59	Employed (full-time)		38
Mackay (R)	55-59	Employed (full-time)	0	2910
Mackay (R)	55-59	Employed (full-time)	1	19
Mackay (R)	55-59	Employed (part-time)		22
Mackay (R)	55-59	Employed (part-time)	0	1232
Mackay (R)	55-59	Employed (part-time)	1	19
Mackay (R)	60-64			5
Mackay (R)	60-64		0	43
Mackay (R)	60-64	Employed (away from work)		4
Mackay (R)	60-64	Employed (away from work)	0	116
Mackay (R)	60-64	Employed (away from work)	1	3
Mackay (R)	60-64	Employed (full-time)		28
Mackay (R)	60-64	Employed (full-time)	0	1766
Mackay (R)	60-64	Employed (full-time)	1	6
Mackay (R)	60-64	Employed (part-time)		13
Mackay (R)	60-64	Employed (part-time)	0	913
Mackay (R)	60-64	Employed (part-time)	1	10
Mackay (R)	65-69		0	30
Mackay (R)	65-69	Employed (away from work)		3
Mackay (R)	65-69	Employed (away from work)	0	59
Mackay (R)	65-69	Employed (full-time)		11
Mackay (R)	65-69	Employed (full-time)	0	541
Mackay (R)	65-69	Employed (full-time)	1	3
Mackay (R)	65-69	Employed (part-time)		13
Mackay (R)	65-69	Employed (part-time)	0	418
Mackay (R)	65-69	Employed (part-time)	1	11
Mackay (R)	70-74		0	17
Mackay (R)	70-74	Employed (away from work)	0	24
Mackay (R)	70-74	Employed (full-time)		3
Mackay (R)	70-74	Employed (full-time)	0	181
Mackay (R)	70-74	Employed (part-time)		4
Mackay (R)	70-74	Employed (part-time)	0	182
Mackay (R)	70-74	Employed (part-time)	1	3
Mackay (R)	75+		0	25
Mackay (R)	75+		1	8
Mackay (R)	75+	Employed (away from work)	0	8
Mackay (R)	75+	Employed (full-time)	0	95
Mackay (R)	75+	Employed (full-time)	1	4
Mackay (R)	75+	Employed (part-time)	0	95
Mackay (R)	75+	Employed (part-time)	1	3
McKinlay (S)	15-19	Employed (away from work)	0	3
McKinlay (S)	15-19	Employed (full-time)	0	15
McKinlay (S)	15-19	Employed (part-time)	0	3
McKinlay (S)	20-24	Employed (full-time)	0	61
McKinlay (S)	20-24	Employed (part-time)	0	11
McKinlay (S)	25-29	Employed (away from work)	0	4
McKinlay (S)	25-29	Employed (full-time)	0	113
McKinlay (S)	25-29	Employed (part-time)	0	10
McKinlay (S)	30-34		0	3
McKinlay (S)	30-34	Employed (away from work)	0	11
McKinlay (S)	30-34	Employed (full-time)	0	142
McKinlay (S)	30-34	Employed (part-time)	0	9
McKinlay (S)	35-39		0	3
McKinlay (S)	35-39	Employed (away from work)	0	9
McKinlay (S)	35-39	Employed (full-time)	0	134
McKinlay (S)	35-39	Employed (part-time)	0	7
McKinlay (S)	40-44		0	6
McKinlay (S)	40-44	Employed (away from work)	0	12
McKinlay (S)	40-44	Employed (full-time)		3
McKinlay (S)	40-44	Employed (full-time)	0	127
McKinlay (S)	40-44	Employed (part-time)	0	6
McKinlay (S)	45-49		0	3
McKinlay (S)	45-49	Employed (away from work)	0	11
McKinlay (S)	45-49	Employed (full-time)	0	130
McKinlay (S)	45-49	Employed (part-time)	0	4
McKinlay (S)	50-54		0	4
McKinlay (S)	50-54	Employed (away from work)	0	8
McKinlay (S)	50-54	Employed (full-time)		3
McKinlay (S)	50-54	Employed (full-time)	0	96
McKinlay (S)	50-54	Employed (part-time)	0	7
McKinlay (S)	55-59		0	5
McKinlay (S)	55-59	Employed (away from work)	0	8
McKinlay (S)	55-59	Employed (full-time)		4
McKinlay (S)	55-59	Employed (full-time)	0	98
McKinlay (S)	55-59	Employed (part-time)	0	3
McKinlay (S)	60-64	Employed (away from work)	0	3
McKinlay (S)	60-64	Employed (full-time)	0	54
McKinlay (S)	60-64	Employed (part-time)	0	3
McKinlay (S)	65-69	Employed (full-time)	0	33
McKinlay (S)	65-69	Employed (part-time)	0	3
McKinlay (S)	70-74	Employed (full-time)	0	13
McKinlay (S)	75+	Employed (full-time)	0	8
Mapoon (S)	15-19	Employed (part-time)	0	3
Mapoon (S)	20-24	Employed (full-time)	0	10
Mapoon (S)	25-29	Employed (full-time)	0	8
Mapoon (S)	30-34	Employed (full-time)	0	4
Mapoon (S)	35-39	Employed (full-time)	0	7
Mapoon (S)	40-44	Employed (full-time)	0	8
Mapoon (S)	45-49	Employed (full-time)	0	4
Mapoon (S)	50-54	Employed (full-time)	0	11
Mapoon (S)	50-54	Employed (part-time)	0	3
Mapoon (S)	55-59	Employed (full-time)	0	8
Mapoon (S)	60-64	Employed (away from work)	0	3
Mapoon (S)	60-64	Employed (full-time)	0	7
Mapoon (S)	65-69	Employed (full-time)	0	3
Maranoa (R)	15-19		0	12
Maranoa (R)	15-19	Employed (away from work)	0	24
Maranoa (R)	15-19	Employed (full-time)	0	132
Maranoa (R)	15-19	Employed (part-time)	0	168
Maranoa (R)	20-24		0	10
Maranoa (R)	20-24	Employed (away from work)	0	19
Maranoa (R)	20-24	Employed (full-time)		7
Maranoa (R)	20-24	Employed (full-time)	0	399
Maranoa (R)	20-24	Employed (part-time)	0	114
Maranoa (R)	25-29		0	17
Maranoa (R)	25-29	Employed (away from work)	0	40
Maranoa (R)	25-29	Employed (full-time)		5
Maranoa (R)	25-29	Employed (full-time)	0	567
Maranoa (R)	25-29	Employed (part-time)		3
Maranoa (R)	25-29	Employed (part-time)	0	133
Maranoa (R)	30-34		0	17
Maranoa (R)	30-34	Employed (away from work)	0	50
Maranoa (R)	30-34	Employed (full-time)		8
Maranoa (R)	30-34	Employed (full-time)	0	587
Maranoa (R)	30-34	Employed (part-time)		4
Maranoa (R)	30-34	Employed (part-time)	0	154
Maranoa (R)	35-39		0	12
Maranoa (R)	35-39	Employed (away from work)	0	42
Maranoa (R)	35-39	Employed (full-time)		12
Maranoa (R)	35-39	Employed (full-time)	0	440
Maranoa (R)	35-39	Employed (part-time)		3
Maranoa (R)	35-39	Employed (part-time)	0	165
Maranoa (R)	40-44		0	10
Maranoa (R)	40-44	Employed (away from work)	0	32
Maranoa (R)	40-44	Employed (away from work)	1	5
Maranoa (R)	40-44	Employed (full-time)		13
Maranoa (R)	40-44	Employed (full-time)	0	557
Maranoa (R)	40-44	Employed (full-time)	1	3
Maranoa (R)	40-44	Employed (part-time)		4
Maranoa (R)	40-44	Employed (part-time)	0	127
Maranoa (R)	40-44	Employed (part-time)	1	3
Maranoa (R)	45-49			3
Maranoa (R)	45-49		0	14
Maranoa (R)	45-49	Employed (away from work)	0	45
Maranoa (R)	45-49	Employed (full-time)		13
Maranoa (R)	45-49	Employed (full-time)	0	590
Maranoa (R)	45-49	Employed (part-time)	0	120
Maranoa (R)	50-54		0	15
Maranoa (R)	50-54	Employed (away from work)		3
Maranoa (R)	50-54	Employed (away from work)	0	32
Maranoa (R)	50-54	Employed (full-time)		10
Maranoa (R)	50-54	Employed (full-time)	0	560
Maranoa (R)	50-54	Employed (full-time)	1	4
Maranoa (R)	50-54	Employed (part-time)		4
Maranoa (R)	50-54	Employed (part-time)	0	134
Maranoa (R)	50-54	Employed (part-time)	1	3
Maranoa (R)	55-59			3
Maranoa (R)	55-59		0	10
Maranoa (R)	55-59	Employed (away from work)	0	36
Maranoa (R)	55-59	Employed (full-time)		6
Maranoa (R)	55-59	Employed (full-time)	0	463
Maranoa (R)	55-59	Employed (part-time)	0	111
Maranoa (R)	60-64		0	6
Maranoa (R)	60-64	Employed (away from work)	0	23
Maranoa (R)	60-64	Employed (full-time)		6
Maranoa (R)	60-64	Employed (full-time)	0	337
Maranoa (R)	60-64	Employed (part-time)		3
Maranoa (R)	60-64	Employed (part-time)	0	94
Maranoa (R)	60-64	Employed (part-time)	1	5
Maranoa (R)	65-69		0	11
Maranoa (R)	65-69	Employed (away from work)	0	8
Maranoa (R)	65-69	Employed (full-time)	0	134
Maranoa (R)	65-69	Employed (full-time)	1	3
Maranoa (R)	65-69	Employed (part-time)	0	63
Maranoa (R)	70-74		0	9
Maranoa (R)	70-74	Employed (full-time)		3
Maranoa (R)	70-74	Employed (full-time)	0	77
Maranoa (R)	70-74	Employed (part-time)	0	54
Maranoa (R)	75+		0	5
Maranoa (R)	75+	Employed (away from work)	0	5
Maranoa (R)	75+	Employed (full-time)	0	74
Maranoa (R)	75+	Employed (full-time)	1	3
Maranoa (R)	75+	Employed (part-time)	0	34
Maranoa (R)	75+	Employed (part-time)	1	7
Mareeba (S)	15-19		0	19
Mareeba (S)	15-19	Employed (away from work)	0	14
Mareeba (S)	15-19	Employed (full-time)		3
Mareeba (S)	15-19	Employed (full-time)	0	94
Mareeba (S)	15-19	Employed (part-time)	0	283
Mareeba (S)	20-24			3
Mareeba (S)	20-24		0	19
Mareeba (S)	20-24	Employed (away from work)	0	17
Mareeba (S)	20-24	Employed (full-time)	0	327
Mareeba (S)	20-24	Employed (full-time)	1	3
Mareeba (S)	20-24	Employed (part-time)		5
Mareeba (S)	20-24	Employed (part-time)	0	152
Mareeba (S)	25-29			3
Mareeba (S)	25-29		0	7
Mareeba (S)	25-29	Employed (away from work)	0	13
Mareeba (S)	25-29	Employed (full-time)		3
Mareeba (S)	25-29	Employed (full-time)	0	386
Mareeba (S)	25-29	Employed (full-time)	1	3
Mareeba (S)	25-29	Employed (part-time)		3
Mareeba (S)	25-29	Employed (part-time)	0	165
Mareeba (S)	30-34		0	8
Mareeba (S)	30-34	Employed (away from work)	0	23
Mareeba (S)	30-34	Employed (full-time)		7
Mareeba (S)	30-34	Employed (full-time)	0	358
Mareeba (S)	30-34	Employed (full-time)	1	3
Mareeba (S)	30-34	Employed (part-time)		4
Mareeba (S)	30-34	Employed (part-time)	0	172
Mareeba (S)	35-39		0	19
Mareeba (S)	35-39	Employed (away from work)	0	18
Mareeba (S)	35-39	Employed (full-time)		8
Mareeba (S)	35-39	Employed (full-time)	0	384
Mareeba (S)	35-39	Employed (full-time)	1	4
Mareeba (S)	35-39	Employed (part-time)		4
Mareeba (S)	35-39	Employed (part-time)	0	197
Mareeba (S)	35-39	Employed (part-time)	1	8
Mareeba (S)	40-44		0	17
Mareeba (S)	40-44	Employed (away from work)	0	29
Mareeba (S)	40-44	Employed (full-time)		12
Mareeba (S)	40-44	Employed (full-time)	0	512
Mareeba (S)	40-44	Employed (full-time)	1	3
Mareeba (S)	40-44	Employed (part-time)		10
Mareeba (S)	40-44	Employed (part-time)	0	239
Mareeba (S)	40-44	Employed (part-time)	1	3
Mareeba (S)	45-49			3
Mareeba (S)	45-49		0	18
Mareeba (S)	45-49		1	3
Mareeba (S)	45-49	Employed (away from work)	0	21
Mareeba (S)	45-49	Employed (full-time)		16
Mareeba (S)	45-49	Employed (full-time)	0	605
Mareeba (S)	45-49	Employed (full-time)	1	8
Mareeba (S)	45-49	Employed (part-time)		3
Mareeba (S)	45-49	Employed (part-time)	0	240
Mareeba (S)	50-54		0	17
Mareeba (S)	50-54	Employed (away from work)	0	27
Mareeba (S)	50-54	Employed (full-time)		10
Mareeba (S)	50-54	Employed (full-time)	0	617
Mareeba (S)	50-54	Employed (full-time)	1	3
Mareeba (S)	50-54	Employed (part-time)		9
Mareeba (S)	50-54	Employed (part-time)	0	236
Mareeba (S)	50-54	Employed (part-time)	1	3
Mareeba (S)	55-59			4
Mareeba (S)	55-59		0	24
Mareeba (S)	55-59	Employed (away from work)	0	35
Mareeba (S)	55-59	Employed (full-time)		12
Mareeba (S)	55-59	Employed (full-time)	0	509
Mareeba (S)	55-59	Employed (full-time)	1	6
Mareeba (S)	55-59	Employed (part-time)		5
Mareeba (S)	55-59	Employed (part-time)	0	229
Mareeba (S)	55-59	Employed (part-time)	1	3
Mareeba (S)	60-64		0	12
Mareeba (S)	60-64	Employed (away from work)	0	33
Mareeba (S)	60-64	Employed (away from work)	1	3
Mareeba (S)	60-64	Employed (full-time)		3
Mareeba (S)	60-64	Employed (full-time)	0	338
Mareeba (S)	60-64	Employed (full-time)	1	3
Mareeba (S)	60-64	Employed (part-time)	0	236
Mareeba (S)	60-64	Employed (part-time)	1	3
Mareeba (S)	65-69		0	7
Mareeba (S)	65-69	Employed (away from work)	0	4
Mareeba (S)	65-69	Employed (full-time)		4
Mareeba (S)	65-69	Employed (full-time)	0	138
Mareeba (S)	65-69	Employed (part-time)	0	113
Mareeba (S)	65-69	Employed (part-time)	1	3
Mareeba (S)	70-74		0	6
Mareeba (S)	70-74	Employed (away from work)	0	8
Mareeba (S)	70-74	Employed (full-time)		3
Mareeba (S)	70-74	Employed (full-time)	0	60
Mareeba (S)	70-74	Employed (full-time)	1	3
Mareeba (S)	70-74	Employed (part-time)		3
Mareeba (S)	70-74	Employed (part-time)	0	65
Mareeba (S)	75+		0	3
Mareeba (S)	75+	Employed (away from work)	0	9
Mareeba (S)	75+	Employed (full-time)	0	42
Mareeba (S)	75+	Employed (part-time)	0	36
Mareeba (S)	75+	Employed (part-time)	1	4
Moreton Bay (R)	15-19			7
Moreton Bay (R)	15-19		0	236
Moreton Bay (R)	15-19	Employed (away from work)	0	271
Moreton Bay (R)	15-19	Employed (away from work)	1	4
Moreton Bay (R)	15-19	Employed (full-time)		14
Moreton Bay (R)	15-19	Employed (full-time)	0	1557
Moreton Bay (R)	15-19	Employed (full-time)	1	11
Moreton Bay (R)	15-19	Employed (part-time)		57
Moreton Bay (R)	15-19	Employed (part-time)	0	7582
Moreton Bay (R)	15-19	Employed (part-time)	1	101
Moreton Bay (R)	20-24			13
Moreton Bay (R)	20-24		0	235
Moreton Bay (R)	20-24	Employed (away from work)		3
Moreton Bay (R)	20-24	Employed (away from work)	0	302
Moreton Bay (R)	20-24	Employed (away from work)	1	3
Moreton Bay (R)	20-24	Employed (full-time)		50
Moreton Bay (R)	20-24	Employed (full-time)	0	5718
Moreton Bay (R)	20-24	Employed (full-time)	1	32
Moreton Bay (R)	20-24	Employed (part-time)		35
Moreton Bay (R)	20-24	Employed (part-time)	0	4894
Moreton Bay (R)	20-24	Employed (part-time)	1	97
Moreton Bay (R)	25-29			4
Moreton Bay (R)	25-29		0	237
Moreton Bay (R)	25-29		1	5
Moreton Bay (R)	25-29	Employed (away from work)		3
Moreton Bay (R)	25-29	Employed (away from work)	0	416
Moreton Bay (R)	25-29	Employed (away from work)	1	7
Moreton Bay (R)	25-29	Employed (full-time)		60
Moreton Bay (R)	25-29	Employed (full-time)	0	6870
Moreton Bay (R)	25-29	Employed (full-time)	1	29
Moreton Bay (R)	25-29	Employed (part-time)		30
Moreton Bay (R)	25-29	Employed (part-time)	0	3162
Moreton Bay (R)	25-29	Employed (part-time)	1	61
Moreton Bay (R)	30-34			6
Moreton Bay (R)	30-34		0	154
Moreton Bay (R)	30-34		1	3
Moreton Bay (R)	30-34	Employed (away from work)		3
Moreton Bay (R)	30-34	Employed (away from work)	0	454
Moreton Bay (R)	30-34	Employed (away from work)	1	6
Moreton Bay (R)	30-34	Employed (full-time)		78
Moreton Bay (R)	30-34	Employed (full-time)	0	6941
Moreton Bay (R)	30-34	Employed (full-time)	1	38
Moreton Bay (R)	30-34	Employed (part-time)		55
Moreton Bay (R)	30-34	Employed (part-time)	0	3498
Moreton Bay (R)	30-34	Employed (part-time)	1	55
Moreton Bay (R)	35-39			9
Moreton Bay (R)	35-39		0	178
Moreton Bay (R)	35-39	Employed (away from work)	0	341
Moreton Bay (R)	35-39	Employed (away from work)	1	5
Moreton Bay (R)	35-39	Employed (full-time)		77
Moreton Bay (R)	35-39	Employed (full-time)	0	6742
Moreton Bay (R)	35-39	Employed (full-time)	1	25
Moreton Bay (R)	35-39	Employed (part-time)		51
Moreton Bay (R)	35-39	Employed (part-time)	0	3801
Moreton Bay (R)	35-39	Employed (part-time)	1	44
Moreton Bay (R)	40-44			12
Moreton Bay (R)	40-44		0	196
Moreton Bay (R)	40-44		1	4
Moreton Bay (R)	40-44	Employed (away from work)		5
Moreton Bay (R)	40-44	Employed (away from work)	0	279
Moreton Bay (R)	40-44	Employed (away from work)	1	11
Moreton Bay (R)	40-44	Employed (full-time)		84
Moreton Bay (R)	40-44	Employed (full-time)	0	7828
Moreton Bay (R)	40-44	Employed (full-time)	1	46
Moreton Bay (R)	40-44	Employed (part-time)		55
Moreton Bay (R)	40-44	Employed (part-time)	0	4317
Moreton Bay (R)	40-44	Employed (part-time)	1	53
Moreton Bay (R)	45-49			9
Moreton Bay (R)	45-49		0	207
Moreton Bay (R)	45-49		1	3
Moreton Bay (R)	45-49	Employed (away from work)		6
Moreton Bay (R)	45-49	Employed (away from work)	0	255
Moreton Bay (R)	45-49	Employed (away from work)	1	10
Moreton Bay (R)	45-49	Employed (full-time)		109
Moreton Bay (R)	45-49	Employed (full-time)	0	8073
Moreton Bay (R)	45-49	Employed (full-time)	1	56
Moreton Bay (R)	45-49	Employed (part-time)		52
Moreton Bay (R)	45-49	Employed (part-time)	0	4215
Moreton Bay (R)	45-49	Employed (part-time)	1	60
Moreton Bay (R)	50-54			11
Moreton Bay (R)	50-54		0	152
Moreton Bay (R)	50-54		1	3
Moreton Bay (R)	50-54	Employed (away from work)		3
Moreton Bay (R)	50-54	Employed (away from work)	0	350
Moreton Bay (R)	50-54	Employed (away from work)	1	12
Moreton Bay (R)	50-54	Employed (full-time)		82
Moreton Bay (R)	50-54	Employed (full-time)	0	7338
Moreton Bay (R)	50-54	Employed (full-time)	1	43
Moreton Bay (R)	50-54	Employed (part-time)		56
Moreton Bay (R)	50-54	Employed (part-time)	0	3649
Moreton Bay (R)	50-54	Employed (part-time)	1	78
Moreton Bay (R)	55-59			5
Moreton Bay (R)	55-59		0	138
Moreton Bay (R)	55-59	Employed (away from work)		8
Moreton Bay (R)	55-59	Employed (away from work)	0	316
Moreton Bay (R)	55-59	Employed (away from work)	1	14
Moreton Bay (R)	55-59	Employed (full-time)		80
Moreton Bay (R)	55-59	Employed (full-time)	0	5878
Moreton Bay (R)	55-59	Employed (full-time)	1	45
Moreton Bay (R)	55-59	Employed (part-time)		42
Moreton Bay (R)	55-59	Employed (part-time)	0	3277
