LGA_NAME16	Age	EmploymentStatus	workers
Noosa (S)	25-29	Owner managers of incorporated enterprises	38
Noosa (S)	25-29	Owner managers of unincorporated enterprises	86
Noosa (S)	25-29	Status in employment not stated	7
Noosa (S)	30-34	Contributing family workers	26
Noosa (S)	30-34	Employee	1249
Noosa (S)	30-34	Owner managers of incorporated enterprises	123
Noosa (S)	30-34	Owner managers of unincorporated enterprises	150
Noosa (S)	30-34	Status in employment not stated	10
Noosa (S)	35-39	Contributing family workers	47
Noosa (S)	35-39	Employee	1329
Noosa (S)	35-39	Owner managers of incorporated enterprises	205
Noosa (S)	35-39	Owner managers of unincorporated enterprises	221
Noosa (S)	35-39	Status in employment not stated	13
Noosa (S)	40-44	Contributing family workers	49
Noosa (S)	40-44	Employee	1610
Noosa (S)	40-44	Owner managers of incorporated enterprises	327
Noosa (S)	40-44	Owner managers of unincorporated enterprises	370
Noosa (S)	40-44	Status in employment not stated	26
Noosa (S)	45-49	Contributing family workers	64
Noosa (S)	45-49	Employee	1686
Noosa (S)	45-49	Owner managers of incorporated enterprises	388
Noosa (S)	45-49	Owner managers of unincorporated enterprises	373
Noosa (S)	45-49	Status in employment not stated	23
Noosa (S)	50-54	Contributing family workers	69
Noosa (S)	50-54	Employee	1673
Noosa (S)	50-54	Owner managers of incorporated enterprises	353
Noosa (S)	50-54	Owner managers of unincorporated enterprises	398
Noosa (S)	50-54	Status in employment not stated	34
Noosa (S)	55-59	Contributing family workers	71
Noosa (S)	55-59	Employee	1365
Noosa (S)	55-59	Owner managers of incorporated enterprises	348
Noosa (S)	55-59	Owner managers of unincorporated enterprises	356
Noosa (S)	55-59	Status in employment not stated	30
Noosa (S)	60-64	Contributing family workers	65
Noosa (S)	60-64	Employee	998
Noosa (S)	60-64	Owner managers of incorporated enterprises	279
Noosa (S)	60-64	Owner managers of unincorporated enterprises	308
Noosa (S)	60-64	Status in employment not stated	18
Noosa (S)	65-69	Contributing family workers	52
Noosa (S)	65-69	Employee	366
Noosa (S)	65-69	Owner managers of incorporated enterprises	167
Noosa (S)	65-69	Owner managers of unincorporated enterprises	154
Noosa (S)	65-69	Status in employment not stated	8
Noosa (S)	70-74	Contributing family workers	37
Noosa (S)	70-74	Employee	120
Noosa (S)	70-74	Owner managers of incorporated enterprises	64
Noosa (S)	70-74	Owner managers of unincorporated enterprises	72
Noosa (S)	70-74	Status in employment not stated	7
Noosa (S)	75+	Contributing family workers	13
Noosa (S)	75+	Employee	37
Noosa (S)	75+	Owner managers of incorporated enterprises	35
Noosa (S)	75+	Owner managers of unincorporated enterprises	22
Noosa (S)	75+	Status in employment not stated	9
North Burnett (R)	15-19	Contributing family workers	10
North Burnett (R)	15-19	Employee	207
North Burnett (R)	15-19	Owner managers of unincorporated enterprises	4
North Burnett (R)	15-19	Status in employment not stated	3
North Burnett (R)	20-24	Contributing family workers	4
North Burnett (R)	20-24	Employee	285
North Burnett (R)	20-24	Owner managers of unincorporated enterprises	6
North Burnett (R)	20-24	Status in employment not stated	3
North Burnett (R)	25-29	Contributing family workers	12
North Burnett (R)	25-29	Employee	313
North Burnett (R)	25-29	Owner managers of incorporated enterprises	6
North Burnett (R)	25-29	Owner managers of unincorporated enterprises	17
North Burnett (R)	25-29	Status in employment not stated	8
North Burnett (R)	30-34	Contributing family workers	26
North Burnett (R)	30-34	Employee	321
North Burnett (R)	30-34	Owner managers of incorporated enterprises	18
North Burnett (R)	30-34	Owner managers of unincorporated enterprises	30
North Burnett (R)	35-39	Contributing family workers	22
North Burnett (R)	35-39	Employee	270
North Burnett (R)	35-39	Owner managers of incorporated enterprises	14
North Burnett (R)	35-39	Owner managers of unincorporated enterprises	37
North Burnett (R)	35-39	Status in employment not stated	7
North Burnett (R)	40-44	Contributing family workers	36
North Burnett (R)	40-44	Employee	289
North Burnett (R)	40-44	Owner managers of incorporated enterprises	31
North Burnett (R)	40-44	Owner managers of unincorporated enterprises	56
North Burnett (R)	40-44	Status in employment not stated	4
North Burnett (R)	45-49	Contributing family workers	42
North Burnett (R)	45-49	Employee	335
North Burnett (R)	45-49	Owner managers of incorporated enterprises	40
North Burnett (R)	45-49	Owner managers of unincorporated enterprises	82
North Burnett (R)	45-49	Status in employment not stated	13
North Burnett (R)	50-54	Contributing family workers	45
North Burnett (R)	50-54	Employee	290
North Burnett (R)	50-54	Owner managers of incorporated enterprises	51
North Burnett (R)	50-54	Owner managers of unincorporated enterprises	94
North Burnett (R)	50-54	Status in employment not stated	10
North Burnett (R)	55-59	Contributing family workers	54
North Burnett (R)	55-59	Employee	298
North Burnett (R)	55-59	Owner managers of incorporated enterprises	37
North Burnett (R)	55-59	Owner managers of unincorporated enterprises	69
North Burnett (R)	55-59	Status in employment not stated	11
North Burnett (R)	60-64	Contributing family workers	47
North Burnett (R)	60-64	Employee	245
North Burnett (R)	60-64	Owner managers of incorporated enterprises	25
North Burnett (R)	60-64	Owner managers of unincorporated enterprises	72
North Burnett (R)	60-64	Status in employment not stated	10
North Burnett (R)	65-69	Contributing family workers	52
North Burnett (R)	65-69	Employee	94
North Burnett (R)	65-69	Owner managers of incorporated enterprises	18
North Burnett (R)	65-69	Owner managers of unincorporated enterprises	56
North Burnett (R)	65-69	Status in employment not stated	14
North Burnett (R)	70-74	Contributing family workers	55
North Burnett (R)	70-74	Employee	29
North Burnett (R)	70-74	Owner managers of incorporated enterprises	16
North Burnett (R)	70-74	Owner managers of unincorporated enterprises	43
North Burnett (R)	75+	Contributing family workers	48
North Burnett (R)	75+	Employee	4
North Burnett (R)	75+	Owner managers of incorporated enterprises	5
North Burnett (R)	75+	Owner managers of unincorporated enterprises	40
North Burnett (R)	75+	Status in employment not stated	4
Northern Peninsula Area (R)	15-19	Contributing family workers	3
Northern Peninsula Area (R)	15-19	Employee	51
Northern Peninsula Area (R)	20-24	Employee	84
Northern Peninsula Area (R)	25-29	Employee	104
Northern Peninsula Area (R)	25-29	Owner managers of unincorporated enterprises	5
Northern Peninsula Area (R)	25-29	Status in employment not stated	3
Northern Peninsula Area (R)	30-34	Employee	87
Northern Peninsula Area (R)	30-34	Owner managers of unincorporated enterprises	6
Northern Peninsula Area (R)	35-39	Employee	82
Northern Peninsula Area (R)	35-39	Owner managers of unincorporated enterprises	3
Northern Peninsula Area (R)	40-44	Employee	81
Northern Peninsula Area (R)	45-49	Employee	71
Northern Peninsula Area (R)	45-49	Owner managers of unincorporated enterprises	4
Northern Peninsula Area (R)	50-54	Employee	71
Northern Peninsula Area (R)	50-54	Owner managers of incorporated enterprises	5
Northern Peninsula Area (R)	50-54	Owner managers of unincorporated enterprises	5
Northern Peninsula Area (R)	55-59	Contributing family workers	3
Northern Peninsula Area (R)	55-59	Employee	60
Northern Peninsula Area (R)	55-59	Owner managers of incorporated enterprises	4
Northern Peninsula Area (R)	55-59	Owner managers of unincorporated enterprises	4
Northern Peninsula Area (R)	60-64	Employee	47
Northern Peninsula Area (R)	60-64	Owner managers of incorporated enterprises	3
Northern Peninsula Area (R)	60-64	Owner managers of unincorporated enterprises	3
Northern Peninsula Area (R)	65-69	Employee	10
Northern Peninsula Area (R)	70-74	Employee	3
Palm Island (S)	15-19	Employee	26
Palm Island (S)	20-24	Employee	44
Palm Island (S)	25-29	Employee	62
Palm Island (S)	30-34	Employee	55
Palm Island (S)	30-34	Owner managers of incorporated enterprises	3
Palm Island (S)	35-39	Employee	57
Palm Island (S)	35-39	Owner managers of unincorporated enterprises	3
Palm Island (S)	40-44	Employee	56
Palm Island (S)	40-44	Owner managers of incorporated enterprises	3
Palm Island (S)	45-49	Employee	77
Palm Island (S)	45-49	Owner managers of incorporated enterprises	4
Palm Island (S)	50-54	Employee	70
Palm Island (S)	55-59	Employee	71
Palm Island (S)	60-64	Employee	38
Palm Island (S)	65-69	Employee	10
Paroo (S)	15-19	Employee	18
Paroo (S)	20-24	Employee	44
Paroo (S)	20-24	Owner managers of unincorporated enterprises	4
Paroo (S)	20-24	Status in employment not stated	3
Paroo (S)	25-29	Contributing family workers	3
Paroo (S)	25-29	Employee	60
Paroo (S)	25-29	Owner managers of unincorporated enterprises	4
Paroo (S)	30-34	Contributing family workers	5
Paroo (S)	30-34	Employee	48
Paroo (S)	30-34	Owner managers of incorporated enterprises	5
Paroo (S)	30-34	Owner managers of unincorporated enterprises	8
Paroo (S)	35-39	Employee	39
Paroo (S)	35-39	Owner managers of incorporated enterprises	6
Paroo (S)	35-39	Owner managers of unincorporated enterprises	6
Paroo (S)	40-44	Contributing family workers	3
Paroo (S)	40-44	Employee	42
Paroo (S)	40-44	Owner managers of incorporated enterprises	3
Paroo (S)	40-44	Owner managers of unincorporated enterprises	3
Paroo (S)	45-49	Contributing family workers	3
Paroo (S)	45-49	Employee	52
Paroo (S)	45-49	Owner managers of unincorporated enterprises	9
Paroo (S)	45-49	Status in employment not stated	3
Paroo (S)	50-54	Contributing family workers	15
Paroo (S)	50-54	Employee	45
Paroo (S)	50-54	Owner managers of incorporated enterprises	8
Paroo (S)	50-54	Owner managers of unincorporated enterprises	16
Paroo (S)	50-54	Status in employment not stated	4
Paroo (S)	55-59	Contributing family workers	21
Paroo (S)	55-59	Employee	53
Paroo (S)	55-59	Owner managers of incorporated enterprises	8
Paroo (S)	55-59	Owner managers of unincorporated enterprises	21
Paroo (S)	60-64	Contributing family workers	14
Paroo (S)	60-64	Employee	35
Paroo (S)	60-64	Owner managers of incorporated enterprises	7
Paroo (S)	60-64	Owner managers of unincorporated enterprises	22
Paroo (S)	60-64	Status in employment not stated	3
Paroo (S)	65-69	Contributing family workers	4
Paroo (S)	65-69	Employee	10
Paroo (S)	65-69	Owner managers of incorporated enterprises	6
Paroo (S)	65-69	Owner managers of unincorporated enterprises	13
Paroo (S)	70-74	Contributing family workers	9
Paroo (S)	70-74	Employee	3
Paroo (S)	70-74	Owner managers of incorporated enterprises	3
Paroo (S)	70-74	Owner managers of unincorporated enterprises	8
Paroo (S)	75+	Contributing family workers	7
Paroo (S)	75+	Owner managers of unincorporated enterprises	9
Pormpuraaw (S)	15-19	Employee	11
Pormpuraaw (S)	20-24	Employee	21
Pormpuraaw (S)	25-29	Employee	19
Pormpuraaw (S)	30-34	Employee	18
Pormpuraaw (S)	35-39	Employee	21
Pormpuraaw (S)	40-44	Employee	25
Pormpuraaw (S)	45-49	Employee	28
Pormpuraaw (S)	50-54	Employee	21
Pormpuraaw (S)	50-54	Owner managers of unincorporated enterprises	3
Pormpuraaw (S)	55-59	Employee	14
Pormpuraaw (S)	60-64	Employee	6
Pormpuraaw (S)	65-69	Employee	3
Quilpie (S)	15-19	Employee	16
Quilpie (S)	20-24	Employee	35
Quilpie (S)	20-24	Owner managers of incorporated enterprises	3
Quilpie (S)	20-24	Owner managers of unincorporated enterprises	3
Quilpie (S)	25-29	Contributing family workers	3
Quilpie (S)	25-29	Employee	36
Quilpie (S)	25-29	Owner managers of incorporated enterprises	3
Quilpie (S)	25-29	Owner managers of unincorporated enterprises	4
Quilpie (S)	25-29	Status in employment not stated	3
Quilpie (S)	30-34	Employee	43
Quilpie (S)	30-34	Owner managers of incorporated enterprises	4
Quilpie (S)	30-34	Owner managers of unincorporated enterprises	3
Quilpie (S)	35-39	Employee	28
Quilpie (S)	35-39	Owner managers of incorporated enterprises	3
Quilpie (S)	40-44	Contributing family workers	8
Quilpie (S)	40-44	Employee	32
Quilpie (S)	40-44	Owner managers of unincorporated enterprises	6
Quilpie (S)	45-49	Contributing family workers	7
Quilpie (S)	45-49	Employee	35
Quilpie (S)	45-49	Owner managers of incorporated enterprises	3
Quilpie (S)	45-49	Owner managers of unincorporated enterprises	6
Quilpie (S)	50-54	Contributing family workers	5
Quilpie (S)	50-54	Employee	41
Quilpie (S)	50-54	Owner managers of incorporated enterprises	3
Quilpie (S)	50-54	Owner managers of unincorporated enterprises	15
Quilpie (S)	55-59	Contributing family workers	6
Quilpie (S)	55-59	Employee	34
Quilpie (S)	55-59	Owner managers of incorporated enterprises	5
Quilpie (S)	55-59	Owner managers of unincorporated enterprises	7
Quilpie (S)	60-64	Contributing family workers	7
Quilpie (S)	60-64	Employee	22
Quilpie (S)	60-64	Owner managers of incorporated enterprises	7
Quilpie (S)	60-64	Owner managers of unincorporated enterprises	3
Quilpie (S)	65-69	Contributing family workers	3
Quilpie (S)	65-69	Employee	9
Quilpie (S)	65-69	Owner managers of incorporated enterprises	3
Quilpie (S)	65-69	Status in employment not stated	4
Quilpie (S)	70-74	Contributing family workers	5
Quilpie (S)	70-74	Owner managers of unincorporated enterprises	3
Quilpie (S)	75+	Contributing family workers	3
Quilpie (S)	75+	Owner managers of unincorporated enterprises	3
Redland (C)	15-19	Contributing family workers	28
Redland (C)	15-19	Employee	3792
Redland (C)	15-19	Owner managers of incorporated enterprises	3
Redland (C)	15-19	Owner managers of unincorporated enterprises	15
Redland (C)	15-19	Status in employment not stated	26
Redland (C)	20-24	Contributing family workers	33
Redland (C)	20-24	Employee	3685
Redland (C)	20-24	Owner managers of incorporated enterprises	38
Redland (C)	20-24	Owner managers of unincorporated enterprises	107
Redland (C)	20-24	Status in employment not stated	22
Redland (C)	25-29	Contributing family workers	33
Redland (C)	25-29	Employee	3225
Redland (C)	25-29	Owner managers of incorporated enterprises	150
Redland (C)	25-29	Owner managers of unincorporated enterprises	192
Redland (C)	25-29	Status in employment not stated	24
Redland (C)	30-34	Contributing family workers	39
Redland (C)	30-34	Employee	3074
Redland (C)	30-34	Owner managers of incorporated enterprises	281
Redland (C)	30-34	Owner managers of unincorporated enterprises	301
Redland (C)	30-34	Status in employment not stated	34
Redland (C)	35-39	Contributing family workers	70
Redland (C)	35-39	Employee	2777
Redland (C)	35-39	Owner managers of incorporated enterprises	385
Redland (C)	35-39	Owner managers of unincorporated enterprises	320
Redland (C)	35-39	Status in employment not stated	24
Redland (C)	40-44	Contributing family workers	88
Redland (C)	40-44	Employee	3262
Redland (C)	40-44	Owner managers of incorporated enterprises	553
Redland (C)	40-44	Owner managers of unincorporated enterprises	417
Redland (C)	40-44	Status in employment not stated	34
Redland (C)	45-49	Contributing family workers	84
Redland (C)	45-49	Employee	3388
Redland (C)	45-49	Owner managers of incorporated enterprises	567
Redland (C)	45-49	Owner managers of unincorporated enterprises	478
Redland (C)	45-49	Status in employment not stated	32
Redland (C)	50-54	Contributing family workers	94
Redland (C)	50-54	Employee	3188
Redland (C)	50-54	Owner managers of incorporated enterprises	589
Redland (C)	50-54	Owner managers of unincorporated enterprises	498
Redland (C)	50-54	Status in employment not stated	48
Redland (C)	55-59	Contributing family workers	95
Redland (C)	55-59	Employee	2825
Redland (C)	55-59	Owner managers of incorporated enterprises	601
Redland (C)	55-59	Owner managers of unincorporated enterprises	448
Redland (C)	55-59	Status in employment not stated	40
Redland (C)	60-64	Contributing family workers	99
Redland (C)	60-64	Employee	1840
Redland (C)	60-64	Owner managers of incorporated enterprises	407
Redland (C)	60-64	Owner managers of unincorporated enterprises	385
Redland (C)	60-64	Status in employment not stated	30
Redland (C)	65-69	Contributing family workers	50
Redland (C)	65-69	Employee	672
Redland (C)	65-69	Owner managers of incorporated enterprises	235
Redland (C)	65-69	Owner managers of unincorporated enterprises	212
Redland (C)	65-69	Status in employment not stated	16
Redland (C)	70-74	Contributing family workers	36
