LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Kingston (DC) (SA)	Did not go to work		Technicians and trades workers	12
Kingston (DC) (SA)	Method of travel not stated			3
Kingston (DC) (SA)	Method of travel not stated		Community and personal service workers	3
Kingston (DC) (SA)	Method of travel not stated		Labourers	3
Kingston (DC) (SA)	Method of travel not stated		Managers	3
Kingston (DC) (SA)	Method of travel not stated		Sales workers	3
Kingston (DC) (SA)	(Other)	1	Managers	8
Kingston (DC) (SA)	Truck	1	Machinery operators and drivers	3
Kingston (DC) (SA)	Truck	1	Managers	6
Kingston (DC) (SA)	Walked only	1	Clerical and administrative workers	6
Kingston (DC) (SA)	Walked only	1	Community and personal service workers	3
Kingston (DC) (SA)	Walked only	1	Labourers	17
Kingston (DC) (SA)	Walked only	1	Machinery operators and drivers	3
Kingston (DC) (SA)	Walked only	1	Managers	27
Kingston (DC) (SA)	Walked only	1	Professionals	3
Kingston (DC) (SA)	Walked only	1	Sales workers	3
Kingston (DC) (SA)	Walked only	1	Technicians and trades workers	7
Kingston (DC) (SA)	Worked at home			3
Kingston (DC) (SA)	Worked at home		Clerical and administrative workers	23
Kingston (DC) (SA)	Worked at home		Labourers	14
Kingston (DC) (SA)	Worked at home		Managers	72
Kingston (DC) (SA)	Worked at home		Professionals	5
Kingston (DC) (SA)	Worked at home		Sales workers	3
Kingston (DC) (SA)	Worked at home		Technicians and trades workers	6
Light (RegC)	Bicycle	1	Clerical and administrative workers	3
Light (RegC)	Bus	1	Machinery operators and drivers	3
Light (RegC)	Bus and car as driver	2	Technicians and trades workers	5
Light (RegC)	Car as driver	1		42
Light (RegC)	Car as driver	1	Clerical and administrative workers	345
Light (RegC)	Car as driver	1	Community and personal service workers	262
Light (RegC)	Car as driver	1	Labourers	589
Light (RegC)	Car as driver	1	Machinery operators and drivers	348
Light (RegC)	Car as driver	1	Managers	546
Light (RegC)	Car as driver	1	Professionals	535
Light (RegC)	Car as driver	1	Sales workers	159
Light (RegC)	Car as driver	1	Technicians and trades workers	554
Light (RegC)	Car as passenger	1		3
Light (RegC)	Car as passenger	1	Clerical and administrative workers	7
Light (RegC)	Car as passenger	1	Community and personal service workers	13
Light (RegC)	Car as passenger	1	Labourers	47
Light (RegC)	Car as passenger	1	Machinery operators and drivers	8
Light (RegC)	Car as passenger	1	Managers	5
Light (RegC)	Car as passenger	1	Professionals	9
Light (RegC)	Car as passenger	1	Sales workers	17
Light (RegC)	Car as passenger	1	Technicians and trades workers	18
Light (RegC)	Did not go to work			8
Light (RegC)	Did not go to work		Clerical and administrative workers	45
Light (RegC)	Did not go to work		Community and personal service workers	66
Light (RegC)	Did not go to work		Labourers	100
Light (RegC)	Did not go to work		Machinery operators and drivers	44
Light (RegC)	Did not go to work		Managers	50
Light (RegC)	Did not go to work		Professionals	62
Light (RegC)	Did not go to work		Sales workers	37
Light (RegC)	Did not go to work		Technicians and trades workers	55
Light (RegC)	Method of travel not stated			15
Light (RegC)	Method of travel not stated		Clerical and administrative workers	3
Light (RegC)	Method of travel not stated		Labourers	16
Light (RegC)	Method of travel not stated		Machinery operators and drivers	6
Light (RegC)	Method of travel not stated		Managers	8
Light (RegC)	Method of travel not stated		Professionals	6
Light (RegC)	Method of travel not stated		Technicians and trades workers	7
Light (RegC)	Motorbike scooter	1	Labourers	4
Light (RegC)	Motorbike scooter	1	Machinery operators and drivers	6
Light (RegC)	Motorbike scooter	1	Technicians and trades workers	3
Light (RegC)	(Other)	1	Clerical and administrative workers	3
Light (RegC)	(Other)	1	Community and personal service workers	3
Light (RegC)	(Other)	1	Labourers	11
Light (RegC)	(Other)	1	Machinery operators and drivers	7
Light (RegC)	(Other)	1	Managers	14
Light (RegC)	(Other)	1	Professionals	4
Light (RegC)	(Other)	1	Sales workers	3
Light (RegC)	(Other)	1	Technicians and trades workers	8
Light (RegC)	Other two methods	2	Community and personal service workers	3
Light (RegC)	Other two methods	2	Labourers	3
Light (RegC)	Other two methods	2	Machinery operators and drivers	3
Light (RegC)	Other two methods	2	Managers	4
Light (RegC)	Other two methods	2	Professionals	4
Light (RegC)	Train and car as driver	2	Managers	3
Light (RegC)	Truck	1	Labourers	4
Light (RegC)	Truck	1	Machinery operators and drivers	26
Light (RegC)	Truck	1	Managers	7
Light (RegC)	Truck	1	Technicians and trades workers	9
Light (RegC)	Walked only	1		3
Light (RegC)	Walked only	1	Clerical and administrative workers	14
Light (RegC)	Walked only	1	Community and personal service workers	16
Light (RegC)	Walked only	1	Labourers	33
Light (RegC)	Walked only	1	Machinery operators and drivers	14
Light (RegC)	Walked only	1	Managers	71
Light (RegC)	Walked only	1	Professionals	17
Light (RegC)	Walked only	1	Sales workers	9
Light (RegC)	Walked only	1	Technicians and trades workers	19
Light (RegC)	Worked at home			9
Light (RegC)	Worked at home		Clerical and administrative workers	101
Light (RegC)	Worked at home		Community and personal service workers	19
Light (RegC)	Worked at home		Labourers	22
Light (RegC)	Worked at home		Machinery operators and drivers	11
Light (RegC)	Worked at home		Managers	202
Light (RegC)	Worked at home		Professionals	42
Light (RegC)	Worked at home		Sales workers	13
Light (RegC)	Worked at home		Technicians and trades workers	35
Lower Eyre Peninsula (DC)	Bicycle	1	Labourers	3
Lower Eyre Peninsula (DC)	Bicycle	1	Machinery operators and drivers	3
Lower Eyre Peninsula (DC)	Bicycle	1	Sales workers	3
Lower Eyre Peninsula (DC)	Bicycle	1	Technicians and trades workers	3
Lower Eyre Peninsula (DC)	Bus	1	Machinery operators and drivers	6
Lower Eyre Peninsula (DC)	Car as driver	1		9
Lower Eyre Peninsula (DC)	Car as driver	1	Clerical and administrative workers	77
Lower Eyre Peninsula (DC)	Car as driver	1	Community and personal service workers	90
Lower Eyre Peninsula (DC)	Car as driver	1	Labourers	111
Lower Eyre Peninsula (DC)	Car as driver	1	Machinery operators and drivers	56
Lower Eyre Peninsula (DC)	Car as driver	1	Managers	219
Lower Eyre Peninsula (DC)	Car as driver	1	Professionals	94
Lower Eyre Peninsula (DC)	Car as driver	1	Sales workers	48
Lower Eyre Peninsula (DC)	Car as driver	1	Technicians and trades workers	142
Lower Eyre Peninsula (DC)	Car as passenger	1	Clerical and administrative workers	5
Lower Eyre Peninsula (DC)	Car as passenger	1	Community and personal service workers	4
Lower Eyre Peninsula (DC)	Car as passenger	1	Labourers	16
Lower Eyre Peninsula (DC)	Car as passenger	1	Machinery operators and drivers	5
Lower Eyre Peninsula (DC)	Car as passenger	1	Managers	16
Lower Eyre Peninsula (DC)	Car as passenger	1	Professionals	3
Lower Eyre Peninsula (DC)	Car as passenger	1	Sales workers	6
Lower Eyre Peninsula (DC)	Car as passenger	1	Technicians and trades workers	9
Lower Eyre Peninsula (DC)	Did not go to work		Clerical and administrative workers	13
Lower Eyre Peninsula (DC)	Did not go to work		Community and personal service workers	27
Lower Eyre Peninsula (DC)	Did not go to work		Labourers	23
Lower Eyre Peninsula (DC)	Did not go to work		Machinery operators and drivers	11
Lower Eyre Peninsula (DC)	Did not go to work		Managers	34
Lower Eyre Peninsula (DC)	Did not go to work		Professionals	20
Lower Eyre Peninsula (DC)	Did not go to work		Sales workers	9
Lower Eyre Peninsula (DC)	Did not go to work		Technicians and trades workers	11
Lower Eyre Peninsula (DC)	Method of travel not stated			8
Lower Eyre Peninsula (DC)	Method of travel not stated		Community and personal service workers	3
Lower Eyre Peninsula (DC)	Method of travel not stated		Managers	6
Lower Eyre Peninsula (DC)	Method of travel not stated		Technicians and trades workers	3
Lower Eyre Peninsula (DC)	Motorbike scooter	1	Technicians and trades workers	3
Lower Eyre Peninsula (DC)	(Other)	1	Labourers	6
Lower Eyre Peninsula (DC)	(Other)	1	Managers	5
Lower Eyre Peninsula (DC)	Other three methods	3	Managers	3
Lower Eyre Peninsula (DC)	Other two methods	2	Managers	3
Lower Eyre Peninsula (DC)	Truck	1	Machinery operators and drivers	3
Lower Eyre Peninsula (DC)	Truck	1	Managers	10
Lower Eyre Peninsula (DC)	Truck	1	Technicians and trades workers	3
Lower Eyre Peninsula (DC)	Walked only	1	Clerical and administrative workers	7
Lower Eyre Peninsula (DC)	Walked only	1	Community and personal service workers	9
Lower Eyre Peninsula (DC)	Walked only	1	Labourers	12
Lower Eyre Peninsula (DC)	Walked only	1	Machinery operators and drivers	5
Lower Eyre Peninsula (DC)	Walked only	1	Managers	29
Lower Eyre Peninsula (DC)	Walked only	1	Professionals	10
Lower Eyre Peninsula (DC)	Walked only	1	Sales workers	7
Lower Eyre Peninsula (DC)	Walked only	1	Technicians and trades workers	13
Lower Eyre Peninsula (DC)	Worked at home			3
Lower Eyre Peninsula (DC)	Worked at home		Clerical and administrative workers	29
Lower Eyre Peninsula (DC)	Worked at home		Community and personal service workers	7
Lower Eyre Peninsula (DC)	Worked at home		Labourers	13
Lower Eyre Peninsula (DC)	Worked at home		Machinery operators and drivers	3
Lower Eyre Peninsula (DC)	Worked at home		Managers	167
Lower Eyre Peninsula (DC)	Worked at home		Professionals	14
Lower Eyre Peninsula (DC)	Worked at home		Sales workers	3
Lower Eyre Peninsula (DC)	Worked at home		Technicians and trades workers	5
Loxton Waikerie (DC)	Bicycle	1	Labourers	8
Loxton Waikerie (DC)	Bicycle	1	Machinery operators and drivers	3
Loxton Waikerie (DC)	Bicycle	1	Professionals	3
Loxton Waikerie (DC)	Bicycle	1	Technicians and trades workers	4
Loxton Waikerie (DC)	Bus	1	Labourers	7
Loxton Waikerie (DC)	Bus	1	Machinery operators and drivers	3
Loxton Waikerie (DC)	Car as driver	1		32
Loxton Waikerie (DC)	Car as driver	1	Clerical and administrative workers	309
Loxton Waikerie (DC)	Car as driver	1	Community and personal service workers	287
Loxton Waikerie (DC)	Car as driver	1	Labourers	684
Loxton Waikerie (DC)	Car as driver	1	Machinery operators and drivers	228
Loxton Waikerie (DC)	Car as driver	1	Managers	528
Loxton Waikerie (DC)	Car as driver	1	Professionals	352
Loxton Waikerie (DC)	Car as driver	1	Sales workers	222
Loxton Waikerie (DC)	Car as driver	1	Technicians and trades workers	402
Loxton Waikerie (DC)	Car as passenger	1		5
Loxton Waikerie (DC)	Car as passenger	1	Clerical and administrative workers	8
Loxton Waikerie (DC)	Car as passenger	1	Community and personal service workers	9
Loxton Waikerie (DC)	Car as passenger	1	Labourers	96
Loxton Waikerie (DC)	Car as passenger	1	Machinery operators and drivers	7
Loxton Waikerie (DC)	Car as passenger	1	Managers	20
Loxton Waikerie (DC)	Car as passenger	1	Professionals	10
Loxton Waikerie (DC)	Car as passenger	1	Sales workers	22
Loxton Waikerie (DC)	Car as passenger	1	Technicians and trades workers	13
Loxton Waikerie (DC)	Did not go to work			7
Loxton Waikerie (DC)	Did not go to work		Clerical and administrative workers	49
Loxton Waikerie (DC)	Did not go to work		Community and personal service workers	78
Loxton Waikerie (DC)	Did not go to work		Labourers	73
Loxton Waikerie (DC)	Did not go to work		Machinery operators and drivers	25
Loxton Waikerie (DC)	Did not go to work		Managers	44
Loxton Waikerie (DC)	Did not go to work		Professionals	65
Loxton Waikerie (DC)	Did not go to work		Sales workers	54
Loxton Waikerie (DC)	Did not go to work		Technicians and trades workers	40
Loxton Waikerie (DC)	Method of travel not stated			18
Loxton Waikerie (DC)	Method of travel not stated		Clerical and administrative workers	3
Loxton Waikerie (DC)	Method of travel not stated		Community and personal service workers	3
Loxton Waikerie (DC)	Method of travel not stated		Labourers	5
Loxton Waikerie (DC)	Method of travel not stated		Machinery operators and drivers	3
Loxton Waikerie (DC)	Method of travel not stated		Managers	4
Loxton Waikerie (DC)	Method of travel not stated		Professionals	4
Loxton Waikerie (DC)	Method of travel not stated		Sales workers	8
Loxton Waikerie (DC)	Method of travel not stated		Technicians and trades workers	3
Loxton Waikerie (DC)	Motorbike scooter	1	Managers	8
Loxton Waikerie (DC)	Motorbike scooter	1	Technicians and trades workers	4
Loxton Waikerie (DC)	(Other)	1	Community and personal service workers	4
Loxton Waikerie (DC)	(Other)	1	Labourers	3
Loxton Waikerie (DC)	(Other)	1	Managers	22
Loxton Waikerie (DC)	(Other)	1	Professionals	5
Loxton Waikerie (DC)	(Other)	1	Sales workers	4
Loxton Waikerie (DC)	(Other)	1	Technicians and trades workers	7
Loxton Waikerie (DC)	Other two methods	2	Clerical and administrative workers	6
Loxton Waikerie (DC)	Other two methods	2	Community and personal service workers	3
Loxton Waikerie (DC)	Other two methods	2	Labourers	11
Loxton Waikerie (DC)	Other two methods	2	Managers	7
Loxton Waikerie (DC)	Taxi	1	Labourers	5
Loxton Waikerie (DC)	Truck	1	Labourers	4
Loxton Waikerie (DC)	Truck	1	Machinery operators and drivers	8
Loxton Waikerie (DC)	Truck	1	Managers	5
Loxton Waikerie (DC)	Truck	1	Technicians and trades workers	4
Loxton Waikerie (DC)	Walked only	1	Clerical and administrative workers	15
Loxton Waikerie (DC)	Walked only	1	Community and personal service workers	22
Loxton Waikerie (DC)	Walked only	1	Labourers	49
Loxton Waikerie (DC)	Walked only	1	Machinery operators and drivers	15
Loxton Waikerie (DC)	Walked only	1	Managers	76
Loxton Waikerie (DC)	Walked only	1	Professionals	17
Loxton Waikerie (DC)	Walked only	1	Sales workers	11
Loxton Waikerie (DC)	Walked only	1	Technicians and trades workers	35
Loxton Waikerie (DC)	Worked at home			10
Loxton Waikerie (DC)	Worked at home		Clerical and administrative workers	57
Loxton Waikerie (DC)	Worked at home		Community and personal service workers	6
Loxton Waikerie (DC)	Worked at home		Labourers	17
Loxton Waikerie (DC)	Worked at home		Machinery operators and drivers	3
Loxton Waikerie (DC)	Worked at home		Managers	226
Loxton Waikerie (DC)	Worked at home		Professionals	17
Loxton Waikerie (DC)	Worked at home		Sales workers	5
Loxton Waikerie (DC)	Worked at home		Technicians and trades workers	18
Mallala (DC)	Car as driver	1		26
Mallala (DC)	Car as driver	1	Clerical and administrative workers	92
Mallala (DC)	Car as driver	1	Community and personal service workers	58
Mallala (DC)	Car as driver	1	Labourers	421
Mallala (DC)	Car as driver	1	Machinery operators and drivers	153
Mallala (DC)	Car as driver	1	Managers	241
Mallala (DC)	Car as driver	1	Professionals	75
Mallala (DC)	Car as driver	1	Sales workers	63
Mallala (DC)	Car as driver	1	Technicians and trades workers	167
Mallala (DC)	Car as passenger	1	Labourers	60
Mallala (DC)	Car as passenger	1	Machinery operators and drivers	4
Mallala (DC)	Car as passenger	1	Managers	31
Mallala (DC)	Car as passenger	1	Sales workers	3
Mallala (DC)	Car as passenger	1	Technicians and trades workers	8
Mallala (DC)	Did not go to work			4
Mallala (DC)	Did not go to work		Clerical and administrative workers	11
Mallala (DC)	Did not go to work		Community and personal service workers	13
Mallala (DC)	Did not go to work		Labourers	39
Mallala (DC)	Did not go to work		Machinery operators and drivers	15
Mallala (DC)	Did not go to work		Managers	12
Mallala (DC)	Did not go to work		Professionals	9
Mallala (DC)	Did not go to work		Sales workers	8
Mallala (DC)	Did not go to work		Technicians and trades workers	18
Mallala (DC)	Method of travel not stated			6
Mallala (DC)	Method of travel not stated		Clerical and administrative workers	3
Mallala (DC)	Method of travel not stated		Labourers	10
Mallala (DC)	Method of travel not stated		Technicians and trades workers	9
Mallala (DC)	Motorbike scooter	1	Managers	4
Mallala (DC)	(Other)	1	Labourers	3
Mallala (DC)	(Other)	1	Managers	6
Mallala (DC)	Other two methods	2	Labourers	5
Mallala (DC)	Other two methods	2	Machinery operators and drivers	3
Mallala (DC)	Other two methods	2	Managers	3
Mallala (DC)	Truck	1	Labourers	3
Mallala (DC)	Truck	1	Machinery operators and drivers	35
Mallala (DC)	Truck	1	Managers	6
Mallala (DC)	Walked only	1	Clerical and administrative workers	13
Mallala (DC)	Walked only	1	Community and personal service workers	3
Mallala (DC)	Walked only	1	Labourers	13
Mallala (DC)	Walked only	1	Machinery operators and drivers	3
Mallala (DC)	Walked only	1	Managers	37
Mallala (DC)	Walked only	1	Professionals	3
Mallala (DC)	Walked only	1	Sales workers	3
Mallala (DC)	Walked only	1	Technicians and trades workers	8
