LGA_NAME16	Age	LabourForceStatus	Sex	workers
Copper Coast (DC)	70-74	Employed (part-time)	F	15
Copper Coast (DC)	70-74	Employed (part-time)	M	14
Copper Coast (DC)	75+	Employed (away from work)	F	6
Copper Coast (DC)	75+	Employed (away from work)	M	5
Copper Coast (DC)	75+	Employed (full-time)	F	3
Copper Coast (DC)	75+	Employed (full-time)	M	8
Copper Coast (DC)	75+	Employed (part-time)	F	6
Copper Coast (DC)	75+	Employed (part-time)	M	20
Elliston (DC)	15-19	Employed (away from work)	F	5
Elliston (DC)	15-19	Employed (away from work)	M	3
Elliston (DC)	15-19	Employed (full-time)	M	6
Elliston (DC)	15-19	Employed (part-time)	F	3
Elliston (DC)	15-19	Employed (part-time)	M	3
Elliston (DC)	20-24	Employed (full-time)	F	3
Elliston (DC)	20-24	Employed (full-time)	M	8
Elliston (DC)	20-24	Employed (part-time)	F	7
Elliston (DC)	20-24	Employed (part-time)	M	3
Elliston (DC)	25-29	Employed (full-time)	M	13
Elliston (DC)	25-29	Employed (part-time)	F	9
Elliston (DC)	30-34	Employed (away from work)	F	4
Elliston (DC)	30-34	Employed (full-time)	F	5
Elliston (DC)	30-34	Employed (full-time)	M	14
Elliston (DC)	30-34	Employed (part-time)	F	9
Elliston (DC)	30-34	Employed (part-time)	M	4
Elliston (DC)	35-39	Employed (full-time)	F	7
Elliston (DC)	35-39	Employed (full-time)	M	18
Elliston (DC)	35-39	Employed (part-time)	F	9
Elliston (DC)	35-39	Employed (part-time)	M	3
Elliston (DC)	40-44	Employed (full-time)	F	6
Elliston (DC)	40-44	Employed (full-time)	M	14
Elliston (DC)	40-44	Employed (part-time)	F	16
Elliston (DC)	40-44	Employed (part-time)	M	3
Elliston (DC)	45-49	Employed (full-time)	F	12
Elliston (DC)	45-49	Employed (full-time)	M	14
Elliston (DC)	45-49	Employed (part-time)	F	10
Elliston (DC)	45-49	Employed (part-time)	M	8
Elliston (DC)	50-54	Employed (away from work)	M	3
Elliston (DC)	50-54	Employed (full-time)	F	24
Elliston (DC)	50-54	Employed (full-time)	M	26
Elliston (DC)	50-54	Employed (part-time)	F	14
Elliston (DC)	50-54	Employed (part-time)	M	3
Elliston (DC)	55-59	Employed (full-time)	F	23
Elliston (DC)	55-59	Employed (full-time)	M	32
Elliston (DC)	55-59	Employed (part-time)	F	12
Elliston (DC)	55-59	Employed (part-time)	M	7
Elliston (DC)	60-64	Employed (away from work)	M	3
Elliston (DC)	60-64	Employed (full-time)	F	6
Elliston (DC)	60-64	Employed (full-time)	M	26
Elliston (DC)	60-64	Employed (part-time)	F	9
Elliston (DC)	60-64	Employed (part-time)	M	10
Elliston (DC)	65-69	Employed (full-time)	M	9
Elliston (DC)	65-69	Employed (part-time)	F	7
Elliston (DC)	70-74	Employed (full-time)	F	3
Elliston (DC)	70-74	Employed (full-time)	M	5
Elliston (DC)	70-74	Employed (part-time)	F	6
Elliston (DC)	75+	Employed (full-time)	F	3
Flinders Ranges (DC)	15-19	Employed (away from work)	M	3
Flinders Ranges (DC)	15-19	Employed (full-time)	F	4
Flinders Ranges (DC)	15-19	Employed (full-time)	M	3
Flinders Ranges (DC)	15-19	Employed (part-time)	F	11
Flinders Ranges (DC)	15-19	Employed (part-time)	M	10
Flinders Ranges (DC)	20-24	Employed (full-time)	F	14
Flinders Ranges (DC)	20-24	Employed (full-time)	M	12
Flinders Ranges (DC)	20-24	Employed (part-time)	F	10
Flinders Ranges (DC)	20-24	Employed (part-time)	M	3
Flinders Ranges (DC)	25-29		F	3
Flinders Ranges (DC)	25-29	Employed (full-time)	F	15
Flinders Ranges (DC)	25-29	Employed (full-time)	M	20
Flinders Ranges (DC)	25-29	Employed (part-time)	F	5
Flinders Ranges (DC)	25-29	Employed (part-time)	M	3
Flinders Ranges (DC)	30-34	Employed (away from work)	F	4
Flinders Ranges (DC)	30-34	Employed (full-time)	F	11
Flinders Ranges (DC)	30-34	Employed (full-time)	M	10
Flinders Ranges (DC)	30-34	Employed (part-time)	F	4
Flinders Ranges (DC)	35-39	Employed (full-time)	F	7
Flinders Ranges (DC)	35-39	Employed (full-time)	M	15
Flinders Ranges (DC)	35-39	Employed (part-time)	F	12
Flinders Ranges (DC)	40-44	Employed (full-time)	F	12
Flinders Ranges (DC)	40-44	Employed (full-time)	M	11
Flinders Ranges (DC)	40-44	Employed (part-time)	F	14
Flinders Ranges (DC)	40-44	Employed (part-time)	M	4
Flinders Ranges (DC)	45-49	Employed (full-time)	F	15
Flinders Ranges (DC)	45-49	Employed (full-time)	M	22
Flinders Ranges (DC)	45-49	Employed (part-time)	F	17
Flinders Ranges (DC)	45-49	Employed (part-time)	M	3
Flinders Ranges (DC)	50-54		M	3
Flinders Ranges (DC)	50-54	Employed (full-time)	F	12
Flinders Ranges (DC)	50-54	Employed (full-time)	M	20
Flinders Ranges (DC)	50-54	Employed (part-time)	F	15
Flinders Ranges (DC)	50-54	Employed (part-time)	M	5
Flinders Ranges (DC)	55-59	Employed (away from work)	M	3
Flinders Ranges (DC)	55-59	Employed (full-time)	F	15
Flinders Ranges (DC)	55-59	Employed (full-time)	M	22
Flinders Ranges (DC)	55-59	Employed (part-time)	F	22
Flinders Ranges (DC)	55-59	Employed (part-time)	M	8
Flinders Ranges (DC)	60-64	Employed (full-time)	F	18
Flinders Ranges (DC)	60-64	Employed (full-time)	M	23
Flinders Ranges (DC)	60-64	Employed (part-time)	F	11
Flinders Ranges (DC)	60-64	Employed (part-time)	M	10
Flinders Ranges (DC)	65-69	Employed (full-time)	F	9
Flinders Ranges (DC)	65-69	Employed (full-time)	M	5
Flinders Ranges (DC)	65-69	Employed (part-time)	F	7
Flinders Ranges (DC)	65-69	Employed (part-time)	M	5
Flinders Ranges (DC)	70-74	Employed (full-time)	F	3
Flinders Ranges (DC)	70-74	Employed (full-time)	M	4
Flinders Ranges (DC)	70-74	Employed (part-time)	F	4
Franklin Harbour (DC)	15-19	Employed (full-time)	M	6
Franklin Harbour (DC)	15-19	Employed (part-time)	F	5
Franklin Harbour (DC)	15-19	Employed (part-time)	M	6
Franklin Harbour (DC)	20-24	Employed (full-time)	F	3
Franklin Harbour (DC)	20-24	Employed (full-time)	M	14
Franklin Harbour (DC)	20-24	Employed (part-time)	F	6
Franklin Harbour (DC)	20-24	Employed (part-time)	M	3
Franklin Harbour (DC)	25-29	Employed (full-time)	F	7
Franklin Harbour (DC)	25-29	Employed (full-time)	M	16
Franklin Harbour (DC)	25-29	Employed (part-time)	F	16
Franklin Harbour (DC)	25-29	Employed (part-time)	M	3
Franklin Harbour (DC)	30-34	Employed (full-time)	F	4
Franklin Harbour (DC)	30-34	Employed (full-time)	M	6
Franklin Harbour (DC)	30-34	Employed (part-time)	F	14
Franklin Harbour (DC)	30-34	Employed (part-time)	M	3
Franklin Harbour (DC)	35-39	Employed (full-time)	F	8
Franklin Harbour (DC)	35-39	Employed (full-time)	M	21
Franklin Harbour (DC)	35-39	Employed (part-time)	F	12
Franklin Harbour (DC)	35-39	Employed (part-time)	M	3
Franklin Harbour (DC)	40-44	Employed (away from work)	M	3
Franklin Harbour (DC)	40-44	Employed (full-time)	F	5
Franklin Harbour (DC)	40-44	Employed (full-time)	M	17
Franklin Harbour (DC)	40-44	Employed (part-time)	F	16
Franklin Harbour (DC)	45-49	Employed (away from work)	M	3
Franklin Harbour (DC)	45-49	Employed (full-time)	F	14
Franklin Harbour (DC)	45-49	Employed (full-time)	M	20
Franklin Harbour (DC)	45-49	Employed (part-time)	F	15
Franklin Harbour (DC)	45-49	Employed (part-time)	M	8
Franklin Harbour (DC)	50-54	Employed (away from work)	M	3
Franklin Harbour (DC)	50-54	Employed (full-time)	F	19
Franklin Harbour (DC)	50-54	Employed (full-time)	M	24
Franklin Harbour (DC)	50-54	Employed (part-time)	F	16
Franklin Harbour (DC)	55-59	Employed (away from work)	F	3
Franklin Harbour (DC)	55-59	Employed (full-time)	F	9
Franklin Harbour (DC)	55-59	Employed (full-time)	M	21
Franklin Harbour (DC)	55-59	Employed (part-time)	F	13
Franklin Harbour (DC)	55-59	Employed (part-time)	M	7
Franklin Harbour (DC)	60-64	Employed (away from work)	M	3
Franklin Harbour (DC)	60-64	Employed (full-time)	F	8
Franklin Harbour (DC)	60-64	Employed (full-time)	M	8
Franklin Harbour (DC)	60-64	Employed (part-time)	F	13
Franklin Harbour (DC)	60-64	Employed (part-time)	M	3
Franklin Harbour (DC)	65-69	Employed (away from work)	M	3
Franklin Harbour (DC)	65-69	Employed (full-time)	M	9
Franklin Harbour (DC)	65-69	Employed (part-time)	M	6
Franklin Harbour (DC)	70-74	Employed (away from work)	F	3
Franklin Harbour (DC)	70-74	Employed (full-time)	M	4
Franklin Harbour (DC)	70-74	Employed (part-time)	M	3
Gawler (T)	15-19		F	3
Gawler (T)	15-19		M	3
Gawler (T)	15-19	Employed (away from work)	F	14
Gawler (T)	15-19	Employed (away from work)	M	9
Gawler (T)	15-19	Employed (full-time)	F	32
Gawler (T)	15-19	Employed (full-time)	M	25
Gawler (T)	15-19	Employed (part-time)	F	306
Gawler (T)	15-19	Employed (part-time)	M	213
Gawler (T)	20-24		F	7
Gawler (T)	20-24		M	3
Gawler (T)	20-24	Employed (away from work)	F	13
Gawler (T)	20-24	Employed (away from work)	M	7
Gawler (T)	20-24	Employed (full-time)	F	128
Gawler (T)	20-24	Employed (full-time)	M	138
Gawler (T)	20-24	Employed (part-time)	F	247
Gawler (T)	20-24	Employed (part-time)	M	133
Gawler (T)	25-29		F	6
Gawler (T)	25-29		M	7
Gawler (T)	25-29	Employed (away from work)	F	24
Gawler (T)	25-29	Employed (away from work)	M	6
Gawler (T)	25-29	Employed (full-time)	F	161
Gawler (T)	25-29	Employed (full-time)	M	154
Gawler (T)	25-29	Employed (part-time)	F	156
Gawler (T)	25-29	Employed (part-time)	M	54
Gawler (T)	30-34		F	3
Gawler (T)	30-34		M	7
Gawler (T)	30-34	Employed (away from work)	F	34
Gawler (T)	30-34	Employed (away from work)	M	5
Gawler (T)	30-34	Employed (full-time)	F	149
Gawler (T)	30-34	Employed (full-time)	M	200
Gawler (T)	30-34	Employed (part-time)	F	206
Gawler (T)	30-34	Employed (part-time)	M	50
Gawler (T)	35-39		F	3
Gawler (T)	35-39		M	9
Gawler (T)	35-39	Employed (away from work)	F	12
Gawler (T)	35-39	Employed (away from work)	M	3
Gawler (T)	35-39	Employed (full-time)	F	122
Gawler (T)	35-39	Employed (full-time)	M	165
Gawler (T)	35-39	Employed (part-time)	F	205
Gawler (T)	35-39	Employed (part-time)	M	41
Gawler (T)	40-44		F	4
Gawler (T)	40-44		M	8
Gawler (T)	40-44	Employed (away from work)	F	10
Gawler (T)	40-44	Employed (away from work)	M	3
Gawler (T)	40-44	Employed (full-time)	F	168
Gawler (T)	40-44	Employed (full-time)	M	167
Gawler (T)	40-44	Employed (part-time)	F	249
Gawler (T)	40-44	Employed (part-time)	M	26
Gawler (T)	45-49		F	8
Gawler (T)	45-49		M	4
Gawler (T)	45-49	Employed (away from work)	F	9
Gawler (T)	45-49	Employed (away from work)	M	6
Gawler (T)	45-49	Employed (full-time)	F	209
Gawler (T)	45-49	Employed (full-time)	M	200
Gawler (T)	45-49	Employed (part-time)	F	253
Gawler (T)	45-49	Employed (part-time)	M	47
Gawler (T)	50-54		F	8
Gawler (T)	50-54		M	3
Gawler (T)	50-54	Employed (away from work)	F	11
Gawler (T)	50-54	Employed (away from work)	M	10
Gawler (T)	50-54	Employed (full-time)	F	180
Gawler (T)	50-54	Employed (full-time)	M	169
Gawler (T)	50-54	Employed (part-time)	F	248
Gawler (T)	50-54	Employed (part-time)	M	65
Gawler (T)	55-59		F	8
Gawler (T)	55-59		M	3
Gawler (T)	55-59	Employed (away from work)	F	9
Gawler (T)	55-59	Employed (away from work)	M	12
Gawler (T)	55-59	Employed (full-time)	F	159
Gawler (T)	55-59	Employed (full-time)	M	191
Gawler (T)	55-59	Employed (part-time)	F	235
Gawler (T)	55-59	Employed (part-time)	M	63
Gawler (T)	60-64		F	8
Gawler (T)	60-64		M	3
Gawler (T)	60-64	Employed (away from work)	F	9
Gawler (T)	60-64	Employed (away from work)	M	12
Gawler (T)	60-64	Employed (full-time)	F	80
Gawler (T)	60-64	Employed (full-time)	M	112
Gawler (T)	60-64	Employed (part-time)	F	129
Gawler (T)	60-64	Employed (part-time)	M	61
Gawler (T)	65-69		M	3
Gawler (T)	65-69	Employed (away from work)	F	3
Gawler (T)	65-69	Employed (away from work)	M	3
Gawler (T)	65-69	Employed (full-time)	F	23
Gawler (T)	65-69	Employed (full-time)	M	38
Gawler (T)	65-69	Employed (part-time)	F	51
Gawler (T)	65-69	Employed (part-time)	M	46
Gawler (T)	70-74	Employed (full-time)	F	3
Gawler (T)	70-74	Employed (full-time)	M	13
Gawler (T)	70-74	Employed (part-time)	F	18
Gawler (T)	70-74	Employed (part-time)	M	21
Gawler (T)	75+	Employed (full-time)	F	3
Gawler (T)	75+	Employed (full-time)	M	3
Gawler (T)	75+	Employed (part-time)	F	14
Gawler (T)	75+	Employed (part-time)	M	12
Goyder (DC)	15-19	Employed (full-time)	M	8
Goyder (DC)	15-19	Employed (part-time)	F	10
Goyder (DC)	15-19	Employed (part-time)	M	20
Goyder (DC)	20-24		M	3
Goyder (DC)	20-24	Employed (full-time)	F	7
Goyder (DC)	20-24	Employed (full-time)	M	35
Goyder (DC)	20-24	Employed (part-time)	F	18
Goyder (DC)	20-24	Employed (part-time)	M	11
Goyder (DC)	25-29	Employed (away from work)	F	4
Goyder (DC)	25-29	Employed (full-time)	F	21
Goyder (DC)	25-29	Employed (full-time)	M	60
Goyder (DC)	25-29	Employed (part-time)	F	17
Goyder (DC)	25-29	Employed (part-time)	M	3
Goyder (DC)	30-34		F	4
Goyder (DC)	30-34	Employed (away from work)	M	3
Goyder (DC)	30-34	Employed (full-time)	F	9
Goyder (DC)	30-34	Employed (full-time)	M	45
Goyder (DC)	30-34	Employed (part-time)	F	19
Goyder (DC)	30-34	Employed (part-time)	M	6
Goyder (DC)	35-39		M	3
Goyder (DC)	35-39	Employed (away from work)	F	5
Goyder (DC)	35-39	Employed (full-time)	F	22
Goyder (DC)	35-39	Employed (full-time)	M	53
Goyder (DC)	35-39	Employed (part-time)	F	30
Goyder (DC)	35-39	Employed (part-time)	M	4
Goyder (DC)	40-44		M	3
Goyder (DC)	40-44	Employed (full-time)	F	13
Goyder (DC)	40-44	Employed (full-time)	M	70
Goyder (DC)	40-44	Employed (part-time)	F	38
Goyder (DC)	40-44	Employed (part-time)	M	8
Goyder (DC)	45-49	Employed (away from work)	F	3
Goyder (DC)	45-49	Employed (away from work)	M	3
Goyder (DC)	45-49	Employed (full-time)	F	26
Goyder (DC)	45-49	Employed (full-time)	M	59
Goyder (DC)	45-49	Employed (part-time)	F	42
Goyder (DC)	45-49	Employed (part-time)	M	11
Goyder (DC)	50-54	Employed (away from work)	F	6
Goyder (DC)	50-54	Employed (full-time)	F	34
Goyder (DC)	50-54	Employed (full-time)	M	81
Goyder (DC)	50-54	Employed (part-time)	F	37
Goyder (DC)	50-54	Employed (part-time)	M	15
Goyder (DC)	55-59		F	3
Goyder (DC)	55-59	Employed (away from work)	F	3
Goyder (DC)	55-59	Employed (full-time)	F	27
Goyder (DC)	55-59	Employed (full-time)	M	65
Goyder (DC)	55-59	Employed (part-time)	F	59
Goyder (DC)	55-59	Employed (part-time)	M	20
Goyder (DC)	60-64		F	3
Goyder (DC)	60-64	Employed (away from work)	M	4
Goyder (DC)	60-64	Employed (full-time)	F	16
Goyder (DC)	60-64	Employed (full-time)	M	60
Goyder (DC)	60-64	Employed (part-time)	F	35
Goyder (DC)	60-64	Employed (part-time)	M	20
Goyder (DC)	65-69	Employed (full-time)	F	9
Goyder (DC)	65-69	Employed (full-time)	M	17
Goyder (DC)	65-69	Employed (part-time)	F	14
Goyder (DC)	65-69	Employed (part-time)	M	11
Goyder (DC)	70-74		F	4
Goyder (DC)	70-74	Employed (full-time)	F	3
Goyder (DC)	70-74	Employed (full-time)	M	12
Goyder (DC)	70-74	Employed (part-time)	F	8
Goyder (DC)	70-74	Employed (part-time)	M	11
Goyder (DC)	75+		M	4
Goyder (DC)	75+	Employed (full-time)	F	4
Goyder (DC)	75+	Employed (full-time)	M	12
Goyder (DC)	75+	Employed (part-time)	F	6
Goyder (DC)	75+	Employed (part-time)	M	13
Grant (DC)	15-19		M	3
Grant (DC)	15-19	Employed (away from work)	F	4
Grant (DC)	15-19	Employed (away from work)	M	3
Grant (DC)	15-19	Employed (full-time)	F	14
Grant (DC)	15-19	Employed (full-time)	M	23
Grant (DC)	15-19	Employed (part-time)	F	24
Grant (DC)	15-19	Employed (part-time)	M	14
Grant (DC)	20-24		M	3
Grant (DC)	20-24	Employed (full-time)	F	24
Grant (DC)	20-24	Employed (full-time)	M	71
Grant (DC)	20-24	Employed (part-time)	F	25
Grant (DC)	20-24	Employed (part-time)	M	12
Grant (DC)	25-29	Employed (away from work)	M	4
Grant (DC)	25-29	Employed (full-time)	F	27
Grant (DC)	25-29	Employed (full-time)	M	101
Grant (DC)	25-29	Employed (part-time)	F	17
Grant (DC)	25-29	Employed (part-time)	M	18
Grant (DC)	30-34		M	5
Grant (DC)	30-34	Employed (away from work)	F	3
Grant (DC)	30-34	Employed (full-time)	F	20
Grant (DC)	30-34	Employed (full-time)	M	111
Grant (DC)	30-34	Employed (part-time)	F	39
Grant (DC)	30-34	Employed (part-time)	M	15
Grant (DC)	35-39	Employed (away from work)	F	5
Grant (DC)	35-39	Employed (full-time)	F	19
Grant (DC)	35-39	Employed (full-time)	M	107
Grant (DC)	35-39	Employed (part-time)	F	35
Grant (DC)	35-39	Employed (part-time)	M	21
Grant (DC)	40-44		M	3
Grant (DC)	40-44	Employed (away from work)	F	3
Grant (DC)	40-44	Employed (away from work)	M	3
Grant (DC)	40-44	Employed (full-time)	F	40
Grant (DC)	40-44	Employed (full-time)	M	129
Grant (DC)	40-44	Employed (part-time)	F	43
Grant (DC)	40-44	Employed (part-time)	M	22
Grant (DC)	45-49	Employed (away from work)	M	3
Grant (DC)	45-49	Employed (full-time)	F	41
Grant (DC)	45-49	Employed (full-time)	M	156
Grant (DC)	45-49	Employed (part-time)	F	44
Grant (DC)	45-49	Employed (part-time)	M	23
Grant (DC)	50-54		F	3
Grant (DC)	50-54		M	7
Grant (DC)	50-54	Employed (away from work)	M	9
Grant (DC)	50-54	Employed (full-time)	F	51
Grant (DC)	50-54	Employed (full-time)	M	157
Grant (DC)	50-54	Employed (part-time)	F	46
Grant (DC)	50-54	Employed (part-time)	M	21
Grant (DC)	55-59		M	3
Grant (DC)	55-59	Employed (away from work)	F	5
Grant (DC)	55-59	Employed (away from work)	M	9
Grant (DC)	55-59	Employed (full-time)	F	28
Grant (DC)	55-59	Employed (full-time)	M	111
Grant (DC)	55-59	Employed (part-time)	F	42
Grant (DC)	55-59	Employed (part-time)	M	23
Grant (DC)	60-64		M	3
Grant (DC)	60-64	Employed (away from work)	F	3
Grant (DC)	60-64	Employed (away from work)	M	6
Grant (DC)	60-64	Employed (full-time)	F	27
Grant (DC)	60-64	Employed (full-time)	M	89
Grant (DC)	60-64	Employed (part-time)	F	32
Grant (DC)	60-64	Employed (part-time)	M	28
Grant (DC)	65-69	Employed (away from work)	F	3
Grant (DC)	65-69	Employed (away from work)	M	12
Grant (DC)	65-69	Employed (full-time)	F	13
Grant (DC)	65-69	Employed (full-time)	M	48
Grant (DC)	65-69	Employed (part-time)	F	24
Grant (DC)	65-69	Employed (part-time)	M	27
Grant (DC)	70-74		F	3
Grant (DC)	70-74	Employed (away from work)	M	3
Grant (DC)	70-74	Employed (full-time)	F	9
Grant (DC)	70-74	Employed (full-time)	M	17
Grant (DC)	70-74	Employed (part-time)	F	18
Grant (DC)	70-74	Employed (part-time)	M	17
Grant (DC)	75+		F	4
Grant (DC)	75+		M	3
Grant (DC)	75+	Employed (away from work)	M	3
Grant (DC)	75+	Employed (full-time)	F	10
Grant (DC)	75+	Employed (full-time)	M	14
Grant (DC)	75+	Employed (part-time)	F	14
Grant (DC)	75+	Employed (part-time)	M	19
Holdfast Bay (C)	15-19		F	6
Holdfast Bay (C)	15-19		M	7
Holdfast Bay (C)	15-19	Employed (away from work)	F	14
Holdfast Bay (C)	15-19	Employed (away from work)	M	14
Holdfast Bay (C)	15-19	Employed (full-time)	F	43
Holdfast Bay (C)	15-19	Employed (full-time)	M	45
Holdfast Bay (C)	15-19	Employed (part-time)	F	558
Holdfast Bay (C)	15-19	Employed (part-time)	M	358
Holdfast Bay (C)	20-24		F	18
Holdfast Bay (C)	20-24		M	12
Holdfast Bay (C)	20-24	Employed (away from work)	F	30
Holdfast Bay (C)	20-24	Employed (away from work)	M	17
Holdfast Bay (C)	20-24	Employed (full-time)	F	249
Holdfast Bay (C)	20-24	Employed (full-time)	M	277
Holdfast Bay (C)	20-24	Employed (part-time)	F	541
Holdfast Bay (C)	20-24	Employed (part-time)	M	370
Holdfast Bay (C)	25-29		F	4
Holdfast Bay (C)	25-29		M	10
Holdfast Bay (C)	25-29	Employed (away from work)	F	31
Holdfast Bay (C)	25-29	Employed (away from work)	M	19
Holdfast Bay (C)	25-29	Employed (full-time)	F	327
Holdfast Bay (C)	25-29	Employed (full-time)	M	386
Holdfast Bay (C)	25-29	Employed (part-time)	F	285
Holdfast Bay (C)	25-29	Employed (part-time)	M	196
Holdfast Bay (C)	30-34		F	5
Holdfast Bay (C)	30-34		M	4
Holdfast Bay (C)	30-34	Employed (away from work)	F	38
Holdfast Bay (C)	30-34	Employed (away from work)	M	9
Holdfast Bay (C)	30-34	Employed (full-time)	F	260
Holdfast Bay (C)	30-34	Employed (full-time)	M	407
Holdfast Bay (C)	30-34	Employed (part-time)	F	330
Holdfast Bay (C)	30-34	Employed (part-time)	M	127
Holdfast Bay (C)	35-39		M	10
Holdfast Bay (C)	35-39	Employed (away from work)	F	27
Holdfast Bay (C)	35-39	Employed (away from work)	M	16
Holdfast Bay (C)	35-39	Employed (full-time)	F	212
Holdfast Bay (C)	35-39	Employed (full-time)	M	349
Holdfast Bay (C)	35-39	Employed (part-time)	F	309
Holdfast Bay (C)	35-39	Employed (part-time)	M	105
Holdfast Bay (C)	40-44		F	9
Holdfast Bay (C)	40-44		M	8
Holdfast Bay (C)	40-44	Employed (away from work)	F	14
Holdfast Bay (C)	40-44	Employed (away from work)	M	12
Holdfast Bay (C)	40-44	Employed (full-time)	F	224
Holdfast Bay (C)	40-44	Employed (full-time)	M	378
Holdfast Bay (C)	40-44	Employed (part-time)	F	392
Holdfast Bay (C)	40-44	Employed (part-time)	M	88
Holdfast Bay (C)	45-49		F	6
Holdfast Bay (C)	45-49		M	9
Holdfast Bay (C)	45-49	Employed (away from work)	F	14
Holdfast Bay (C)	45-49	Employed (away from work)	M	8
Holdfast Bay (C)	45-49	Employed (full-time)	F	298
Holdfast Bay (C)	45-49	Employed (full-time)	M	376
Holdfast Bay (C)	45-49	Employed (part-time)	F	412
Holdfast Bay (C)	45-49	Employed (part-time)	M	95
Holdfast Bay (C)	50-54		F	3
Holdfast Bay (C)	50-54		M	5
Holdfast Bay (C)	50-54	Employed (away from work)	F	16
Holdfast Bay (C)	50-54	Employed (away from work)	M	7
Holdfast Bay (C)	50-54	Employed (full-time)	F	317
Holdfast Bay (C)	50-54	Employed (full-time)	M	325
Holdfast Bay (C)	50-54	Employed (part-time)	F	403
Holdfast Bay (C)	50-54	Employed (part-time)	M	106
Holdfast Bay (C)	55-59		F	7
Holdfast Bay (C)	55-59		M	4
Holdfast Bay (C)	55-59	Employed (away from work)	F	40
Holdfast Bay (C)	55-59	Employed (away from work)	M	17
Holdfast Bay (C)	55-59	Employed (full-time)	F	280
