LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Moreland (C)	35-44	Taxi	1	F	6
Moreland (C)	35-44	Taxi	1	M	23
Moreland (C)	35-44	Train	1	F	89
Moreland (C)	35-44	Train	1	M	89
Moreland (C)	35-44	Train and bus	2	F	25
Moreland (C)	35-44	Train and bus	2	M	22
Moreland (C)	35-44	Train and car as driver	2	F	10
Moreland (C)	35-44	Train and car as driver	2	M	15
Moreland (C)	35-44	Train and other	2	F	3
Moreland (C)	35-44	Train and other	2	M	8
Moreland (C)	35-44	Train and tram includes light rail	2	F	15
Moreland (C)	35-44	Train and tram includes light rail	2	M	21
Moreland (C)	35-44	Train and two other methods	3	F	18
Moreland (C)	35-44	Train and two other methods	3	M	14
Moreland (C)	35-44	Tram includes light rail	1	F	43
Moreland (C)	35-44	Tram includes light rail	1	M	35
Moreland (C)	35-44	Truck	1	M	42
Moreland (C)	35-44	Walked only	1	F	134
Moreland (C)	35-44	Walked only	1	M	130
Moreland (C)	35-44	Worked at home		F	496
Moreland (C)	35-44	Worked at home		M	272
Moreland (C)	45-54	Bicycle	1	F	54
Moreland (C)	45-54	Bicycle	1	M	111
Moreland (C)	45-54	Bus	1	F	34
Moreland (C)	45-54	Bus	1	M	21
Moreland (C)	45-54	Bus and car as driver	2	F	4
Moreland (C)	45-54	Bus and tram includes light rail	2	F	19
Moreland (C)	45-54	Bus and tram includes light rail	2	M	11
Moreland (C)	45-54	Car as driver	1	F	2952
Moreland (C)	45-54	Car as driver	1	M	2970
Moreland (C)	45-54	Car as passenger	1	F	148
Moreland (C)	45-54	Car as passenger	1	M	50
Moreland (C)	45-54	Did not go to work		F	306
Moreland (C)	45-54	Did not go to work		M	158
Moreland (C)	45-54	Method of travel not stated		F	31
Moreland (C)	45-54	Method of travel not stated		M	27
Moreland (C)	45-54	Motorbike scooter	1	M	14
Moreland (C)	45-54	(Other)	1	F	19
Moreland (C)	45-54	(Other)	1	M	25
Moreland (C)	45-54	Other three methods	3	M	3
Moreland (C)	45-54	Other two methods	2	F	21
Moreland (C)	45-54	Other two methods	2	M	23
Moreland (C)	45-54	Taxi	1	F	7
Moreland (C)	45-54	Taxi	1	M	15
Moreland (C)	45-54	Train	1	F	66
Moreland (C)	45-54	Train	1	M	51
Moreland (C)	45-54	Train and bus	2	F	21
Moreland (C)	45-54	Train and bus	2	M	15
Moreland (C)	45-54	Train and car as driver	2	F	3
Moreland (C)	45-54	Train and car as driver	2	M	8
Moreland (C)	45-54	Train and car as passenger	2	F	3
Moreland (C)	45-54	Train and other	2	M	4
Moreland (C)	45-54	Train and tram includes light rail	2	F	10
Moreland (C)	45-54	Train and tram includes light rail	2	M	5
Moreland (C)	45-54	Train and two other methods	3	F	21
Moreland (C)	45-54	Train and two other methods	3	M	5
Moreland (C)	45-54	Tram includes light rail	1	F	37
Moreland (C)	45-54	Tram includes light rail	1	M	31
Moreland (C)	45-54	Truck	1	F	3
Moreland (C)	45-54	Truck	1	M	50
Moreland (C)	45-54	Walked only	1	F	148
Moreland (C)	45-54	Walked only	1	M	106
Moreland (C)	45-54	Worked at home		F	287
Moreland (C)	45-54	Worked at home		M	242
Moreland (C)	55-64	Bicycle	1	F	23
Moreland (C)	55-64	Bicycle	1	M	49
Moreland (C)	55-64	Bus	1	F	18
Moreland (C)	55-64	Bus	1	M	24
Moreland (C)	55-64	Bus and tram includes light rail	2	F	12
Moreland (C)	55-64	Bus and tram includes light rail	2	M	8
Moreland (C)	55-64	Bus and two other methods excludes train	3	F	4
Moreland (C)	55-64	Car as driver	1	F	1871
Moreland (C)	55-64	Car as driver	1	M	2033
Moreland (C)	55-64	Car as passenger	1	F	134
Moreland (C)	55-64	Car as passenger	1	M	34
Moreland (C)	55-64	Did not go to work		F	274
Moreland (C)	55-64	Did not go to work		M	146
Moreland (C)	55-64	Method of travel not stated		F	21
Moreland (C)	55-64	Method of travel not stated		M	26
Moreland (C)	55-64	Motorbike scooter	1	M	9
Moreland (C)	55-64	(Other)	1	F	6
Moreland (C)	55-64	(Other)	1	M	16
Moreland (C)	55-64	Other two methods	2	F	13
Moreland (C)	55-64	Other two methods	2	M	16
Moreland (C)	55-64	Taxi	1	F	3
Moreland (C)	55-64	Taxi	1	M	9
Moreland (C)	55-64	Train	1	F	32
Moreland (C)	55-64	Train	1	M	49
Moreland (C)	55-64	Train and bus	2	F	7
Moreland (C)	55-64	Train and bus	2	M	3
Moreland (C)	55-64	Train and car as driver	2	F	7
Moreland (C)	55-64	Train and car as driver	2	M	3
Moreland (C)	55-64	Train and tram includes light rail	2	F	3
Moreland (C)	55-64	Train and tram includes light rail	2	M	4
Moreland (C)	55-64	Train and two other methods	3	F	7
Moreland (C)	55-64	Train and two other methods	3	M	4
Moreland (C)	55-64	Tram includes light rail	1	F	22
Moreland (C)	55-64	Tram includes light rail	1	M	15
Moreland (C)	55-64	Truck	1	M	29
Moreland (C)	55-64	Walked only	1	F	112
Moreland (C)	55-64	Walked only	1	M	77
Moreland (C)	55-64	Worked at home		F	163
Moreland (C)	55-64	Worked at home		M	171
Moreland (C)	65-74	Bicycle	1	M	7
Moreland (C)	65-74	Bus	1	F	4
Moreland (C)	65-74	Bus	1	M	5
Moreland (C)	65-74	Bus and tram includes light rail	2	F	6
Moreland (C)	65-74	Car as driver	1	F	319
Moreland (C)	65-74	Car as driver	1	M	524
Moreland (C)	65-74	Car as passenger	1	F	33
Moreland (C)	65-74	Car as passenger	1	M	14
Moreland (C)	65-74	Did not go to work		F	81
Moreland (C)	65-74	Did not go to work		M	55
Moreland (C)	65-74	Method of travel not stated		F	11
Moreland (C)	65-74	Method of travel not stated		M	11
Moreland (C)	65-74	Motorbike scooter	1	M	3
Moreland (C)	65-74	(Other)	1	F	3
Moreland (C)	65-74	(Other)	1	M	10
Moreland (C)	65-74	Other two methods	2	F	3
Moreland (C)	65-74	Other two methods	2	M	3
Moreland (C)	65-74	Taxi	1	M	3
Moreland (C)	65-74	Train	1	F	7
Moreland (C)	65-74	Train	1	M	12
Moreland (C)	65-74	Train and bus	2	F	3
Moreland (C)	65-74	Train and bus	2	M	4
Moreland (C)	65-74	Train and tram includes light rail	2	M	7
Moreland (C)	65-74	Train and two other methods	3	M	3
Moreland (C)	65-74	Tram includes light rail	1	F	6
Moreland (C)	65-74	Tram includes light rail	1	M	3
Moreland (C)	65-74	Truck	1	M	26
Moreland (C)	65-74	Walked only	1	F	17
Moreland (C)	65-74	Walked only	1	M	23
Moreland (C)	65-74	Worked at home		F	54
Moreland (C)	65-74	Worked at home		M	77
Moreland (C)	75+	Bus	1	F	3
Moreland (C)	75+	Car as driver	1	F	18
Moreland (C)	75+	Car as driver	1	M	69
Moreland (C)	75+	Car as passenger	1	M	6
Moreland (C)	75+	Did not go to work		F	15
Moreland (C)	75+	Did not go to work		M	12
Moreland (C)	75+	Method of travel not stated		F	3
Moreland (C)	75+	Method of travel not stated		M	7
Moreland (C)	75+	Train	1	M	3
Moreland (C)	75+	Walked only	1	F	4
Moreland (C)	75+	Walked only	1	M	5
Moreland (C)	75+	Worked at home		F	10
Moreland (C)	75+	Worked at home		M	19
Mornington Peninsula (S)	15-24	Bicycle	1	F	12
Mornington Peninsula (S)	15-24	Bicycle	1	M	30
Mornington Peninsula (S)	15-24	Bus	1	F	77
Mornington Peninsula (S)	15-24	Bus	1	M	95
Mornington Peninsula (S)	15-24	Bus and car as driver	2	F	3
Mornington Peninsula (S)	15-24	Bus and car as driver	2	M	3
Mornington Peninsula (S)	15-24	Bus and car as passenger	2	F	20
Mornington Peninsula (S)	15-24	Bus and car as passenger	2	M	15
Mornington Peninsula (S)	15-24	Bus and other	2	F	3
Mornington Peninsula (S)	15-24	Bus and two other methods excludes train	3	F	6
Mornington Peninsula (S)	15-24	Car as driver	1	F	2302
Mornington Peninsula (S)	15-24	Car as driver	1	M	2173
Mornington Peninsula (S)	15-24	Car as passenger	1	F	745
Mornington Peninsula (S)	15-24	Car as passenger	1	M	699
Mornington Peninsula (S)	15-24	Did not go to work		F	932
Mornington Peninsula (S)	15-24	Did not go to work		M	627
Mornington Peninsula (S)	15-24	Ferry	1	M	3
Mornington Peninsula (S)	15-24	Method of travel not stated		F	42
Mornington Peninsula (S)	15-24	Method of travel not stated		M	43
Mornington Peninsula (S)	15-24	Motorbike scooter	1	M	13
Mornington Peninsula (S)	15-24	(Other)	1	F	19
Mornington Peninsula (S)	15-24	(Other)	1	M	47
Mornington Peninsula (S)	15-24	Other two methods	2	F	18
Mornington Peninsula (S)	15-24	Other two methods	2	M	36
Mornington Peninsula (S)	15-24	Taxi	1	M	5
Mornington Peninsula (S)	15-24	Train	1	F	5
Mornington Peninsula (S)	15-24	Train	1	M	9
Mornington Peninsula (S)	15-24	Train and bus	2	F	7
Mornington Peninsula (S)	15-24	Train and bus	2	M	9
Mornington Peninsula (S)	15-24	Train and car as driver	2	M	4
Mornington Peninsula (S)	15-24	Train and car as passenger	2	F	3
Mornington Peninsula (S)	15-24	Train and two other methods	3	F	6
Mornington Peninsula (S)	15-24	Train and two other methods	3	M	7
Mornington Peninsula (S)	15-24	Truck	1	M	10
Mornington Peninsula (S)	15-24	Walked only	1	F	238
Mornington Peninsula (S)	15-24	Walked only	1	M	542
Mornington Peninsula (S)	15-24	Worked at home		F	43
Mornington Peninsula (S)	15-24	Worked at home		M	63
Mornington Peninsula (S)	25-34	Bicycle	1	F	9
Mornington Peninsula (S)	25-34	Bicycle	1	M	22
Mornington Peninsula (S)	25-34	Bus	1	F	20
Mornington Peninsula (S)	25-34	Bus	1	M	27
Mornington Peninsula (S)	25-34	Bus and car as driver	2	F	3
Mornington Peninsula (S)	25-34	Bus and car as passenger	2	F	5
Mornington Peninsula (S)	25-34	Car as driver	1	F	2955
Mornington Peninsula (S)	25-34	Car as driver	1	M	3301
Mornington Peninsula (S)	25-34	Car as passenger	1	F	120
Mornington Peninsula (S)	25-34	Car as passenger	1	M	150
Mornington Peninsula (S)	25-34	Did not go to work		F	661
Mornington Peninsula (S)	25-34	Did not go to work		M	234
Mornington Peninsula (S)	25-34	Method of travel not stated		F	33
Mornington Peninsula (S)	25-34	Method of travel not stated		M	36
Mornington Peninsula (S)	25-34	Motorbike scooter	1	M	18
Mornington Peninsula (S)	25-34	(Other)	1	F	16
Mornington Peninsula (S)	25-34	(Other)	1	M	31
Mornington Peninsula (S)	25-34	Other two methods	2	F	15
Mornington Peninsula (S)	25-34	Other two methods	2	M	37
Mornington Peninsula (S)	25-34	Taxi	1	F	4
Mornington Peninsula (S)	25-34	Train	1	F	11
Mornington Peninsula (S)	25-34	Train	1	M	8
Mornington Peninsula (S)	25-34	Train and bus	2	F	3
Mornington Peninsula (S)	25-34	Train and bus	2	M	8
Mornington Peninsula (S)	25-34	Train and car as driver	2	F	3
Mornington Peninsula (S)	25-34	Train and car as driver	2	M	5
Mornington Peninsula (S)	25-34	Train and two other methods	3	F	6
Mornington Peninsula (S)	25-34	Train and two other methods	3	M	3
Mornington Peninsula (S)	25-34	Truck	1	M	26
Mornington Peninsula (S)	25-34	Walked only	1	F	95
Mornington Peninsula (S)	25-34	Walked only	1	M	185
Mornington Peninsula (S)	25-34	Worked at home		F	275
Mornington Peninsula (S)	25-34	Worked at home		M	79
Mornington Peninsula (S)	35-44	Bicycle	1	F	5
Mornington Peninsula (S)	35-44	Bicycle	1	M	41
Mornington Peninsula (S)	35-44	Bus	1	F	14
Mornington Peninsula (S)	35-44	Bus	1	M	21
Mornington Peninsula (S)	35-44	Bus and car as passenger	2	F	3
Mornington Peninsula (S)	35-44	Bus and car as passenger	2	M	3
Mornington Peninsula (S)	35-44	Car as driver	1	F	3727
Mornington Peninsula (S)	35-44	Car as driver	1	M	3354
Mornington Peninsula (S)	35-44	Car as passenger	1	F	97
Mornington Peninsula (S)	35-44	Car as passenger	1	M	81
Mornington Peninsula (S)	35-44	Did not go to work		F	719
Mornington Peninsula (S)	35-44	Did not go to work		M	227
Mornington Peninsula (S)	35-44	Ferry	1	F	3
Mornington Peninsula (S)	35-44	Method of travel not stated		F	40
Mornington Peninsula (S)	35-44	Method of travel not stated		M	38
Mornington Peninsula (S)	35-44	Motorbike scooter	1	M	16
Mornington Peninsula (S)	35-44	(Other)	1	F	14
Mornington Peninsula (S)	35-44	(Other)	1	M	20
Mornington Peninsula (S)	35-44	Other two methods	2	F	18
Mornington Peninsula (S)	35-44	Other two methods	2	M	27
Mornington Peninsula (S)	35-44	Taxi	1	F	3
Mornington Peninsula (S)	35-44	Train	1	F	9
Mornington Peninsula (S)	35-44	Train	1	M	5
Mornington Peninsula (S)	35-44	Train and bus	2	F	3
Mornington Peninsula (S)	35-44	Train and bus	2	M	3
Mornington Peninsula (S)	35-44	Truck	1	M	69
Mornington Peninsula (S)	35-44	Walked only	1	F	80
Mornington Peninsula (S)	35-44	Walked only	1	M	101
Mornington Peninsula (S)	35-44	Worked at home		F	642
Mornington Peninsula (S)	35-44	Worked at home		M	247
Mornington Peninsula (S)	45-54	Bicycle	1	F	10
Mornington Peninsula (S)	45-54	Bicycle	1	M	26
Mornington Peninsula (S)	45-54	Bus	1	F	23
Mornington Peninsula (S)	45-54	Bus	1	M	10
Mornington Peninsula (S)	45-54	Car as driver	1	F	4631
Mornington Peninsula (S)	45-54	Car as driver	1	M	3741
Mornington Peninsula (S)	45-54	Car as passenger	1	F	146
Mornington Peninsula (S)	45-54	Car as passenger	1	M	72
Mornington Peninsula (S)	45-54	Did not go to work		F	633
Mornington Peninsula (S)	45-54	Did not go to work		M	274
Mornington Peninsula (S)	45-54	Method of travel not stated		F	61
Mornington Peninsula (S)	45-54	Method of travel not stated		M	37
Mornington Peninsula (S)	45-54	Motorbike scooter	1	F	8
Mornington Peninsula (S)	45-54	Motorbike scooter	1	M	29
Mornington Peninsula (S)	45-54	(Other)	1	F	28
Mornington Peninsula (S)	45-54	(Other)	1	M	31
Mornington Peninsula (S)	45-54	Other three methods	3	F	4
Mornington Peninsula (S)	45-54	Other three methods	3	M	3
Mornington Peninsula (S)	45-54	Other two methods	2	F	17
Mornington Peninsula (S)	45-54	Other two methods	2	M	31
Mornington Peninsula (S)	45-54	Taxi	1	F	3
Mornington Peninsula (S)	45-54	Taxi	1	M	6
Mornington Peninsula (S)	45-54	Train	1	F	3
Mornington Peninsula (S)	45-54	Train	1	M	8
Mornington Peninsula (S)	45-54	Train and car as driver	2	F	3
Mornington Peninsula (S)	45-54	Train and car as driver	2	M	6
Mornington Peninsula (S)	45-54	Truck	1	F	3
Mornington Peninsula (S)	45-54	Truck	1	M	98
Mornington Peninsula (S)	45-54	Walked only	1	F	126
Mornington Peninsula (S)	45-54	Walked only	1	M	104
Mornington Peninsula (S)	45-54	Worked at home		F	621
Mornington Peninsula (S)	45-54	Worked at home		M	389
Mornington Peninsula (S)	55-64	Bicycle	1	F	12
Mornington Peninsula (S)	55-64	Bicycle	1	M	18
Mornington Peninsula (S)	55-64	Bus	1	F	15
Mornington Peninsula (S)	55-64	Bus	1	M	7
Mornington Peninsula (S)	55-64	Car as driver	1	F	3090
Mornington Peninsula (S)	55-64	Car as driver	1	M	2729
Mornington Peninsula (S)	55-64	Car as passenger	1	F	100
Mornington Peninsula (S)	55-64	Car as passenger	1	M	69
Mornington Peninsula (S)	55-64	Did not go to work		F	609
Mornington Peninsula (S)	55-64	Did not go to work		M	300
Mornington Peninsula (S)	55-64	Method of travel not stated		F	45
Mornington Peninsula (S)	55-64	Method of travel not stated		M	44
Mornington Peninsula (S)	55-64	Motorbike scooter	1	M	8
Mornington Peninsula (S)	55-64	(Other)	1	F	20
Mornington Peninsula (S)	55-64	(Other)	1	M	24
Mornington Peninsula (S)	55-64	Other two methods	2	F	13
Mornington Peninsula (S)	55-64	Other two methods	2	M	25
Mornington Peninsula (S)	55-64	Taxi	1	F	6
Mornington Peninsula (S)	55-64	Taxi	1	M	3
Mornington Peninsula (S)	55-64	Train	1	M	8
Mornington Peninsula (S)	55-64	Truck	1	F	3
Mornington Peninsula (S)	55-64	Truck	1	M	68
Mornington Peninsula (S)	55-64	Walked only	1	F	87
Mornington Peninsula (S)	55-64	Walked only	1	M	87
Mornington Peninsula (S)	55-64	Worked at home		F	495
Mornington Peninsula (S)	55-64	Worked at home		M	409
Mornington Peninsula (S)	65-74	Bicycle	1	M	3
Mornington Peninsula (S)	65-74	Car as driver	1	F	609
Mornington Peninsula (S)	65-74	Car as driver	1	M	832
Mornington Peninsula (S)	65-74	Car as passenger	1	F	36
Mornington Peninsula (S)	65-74	Car as passenger	1	M	11
Mornington Peninsula (S)	65-74	Did not go to work		F	217
Mornington Peninsula (S)	65-74	Did not go to work		M	179
Mornington Peninsula (S)	65-74	Ferry	1	M	3
Mornington Peninsula (S)	65-74	Method of travel not stated		F	29
Mornington Peninsula (S)	65-74	Method of travel not stated		M	26
Mornington Peninsula (S)	65-74	(Other)	1	F	12
Mornington Peninsula (S)	65-74	(Other)	1	M	12
Mornington Peninsula (S)	65-74	Other two methods	2	M	3
Mornington Peninsula (S)	65-74	Train	1	F	3
Mornington Peninsula (S)	65-74	Train and car as driver	2	M	4
Mornington Peninsula (S)	65-74	Truck	1	M	35
Mornington Peninsula (S)	65-74	Walked only	1	F	31
Mornington Peninsula (S)	65-74	Walked only	1	M	51
Mornington Peninsula (S)	65-74	Worked at home		F	253
Mornington Peninsula (S)	65-74	Worked at home		M	325
Mornington Peninsula (S)	75+	Car as driver	1	F	40
Mornington Peninsula (S)	75+	Car as driver	1	M	95
Mornington Peninsula (S)	75+	Car as passenger	1	F	6
Mornington Peninsula (S)	75+	Car as passenger	1	M	5
Mornington Peninsula (S)	75+	Did not go to work		F	27
Mornington Peninsula (S)	75+	Did not go to work		M	36
Mornington Peninsula (S)	75+	Method of travel not stated		F	23
Mornington Peninsula (S)	75+	Method of travel not stated		M	4
Mornington Peninsula (S)	75+	(Other)	1	F	3
Mornington Peninsula (S)	75+	(Other)	1	M	6
Mornington Peninsula (S)	75+	Truck	1	M	3
Mornington Peninsula (S)	75+	Walked only	1	F	10
Mornington Peninsula (S)	75+	Walked only	1	M	12
Mornington Peninsula (S)	75+	Worked at home		F	30
Mornington Peninsula (S)	75+	Worked at home		M	81
Mount Alexander (S)	15-24	Bicycle	1	F	4
Mount Alexander (S)	15-24	Bicycle	1	M	12
Mount Alexander (S)	15-24	Bus	1	F	5
Mount Alexander (S)	15-24	Bus	1	M	3
Mount Alexander (S)	15-24	Bus and car as passenger	2	M	4
Mount Alexander (S)	15-24	Car as driver	1	F	229
Mount Alexander (S)	15-24	Car as driver	1	M	250
Mount Alexander (S)	15-24	Car as passenger	1	F	64
Mount Alexander (S)	15-24	Car as passenger	1	M	79
Mount Alexander (S)	15-24	Did not go to work		F	102
Mount Alexander (S)	15-24	Did not go to work		M	72
Mount Alexander (S)	15-24	Method of travel not stated		F	9
Mount Alexander (S)	15-24	Method of travel not stated		M	12
Mount Alexander (S)	15-24	(Other)	1	M	3
Mount Alexander (S)	15-24	Other two methods	2	F	3
Mount Alexander (S)	15-24	Other two methods	2	M	7
Mount Alexander (S)	15-24	Train	1	F	5
Mount Alexander (S)	15-24	Train	1	M	3
Mount Alexander (S)	15-24	Train and bus	2	M	4
Mount Alexander (S)	15-24	Train and car as passenger	2	M	3
Mount Alexander (S)	15-24	Walked only	1	F	25
Mount Alexander (S)	15-24	Walked only	1	M	30
Mount Alexander (S)	15-24	Worked at home		F	3
Mount Alexander (S)	25-34	Bicycle	1	F	7
Mount Alexander (S)	25-34	Bicycle	1	M	3
Mount Alexander (S)	25-34	Car as driver	1	F	283
Mount Alexander (S)	25-34	Car as driver	1	M	443
Mount Alexander (S)	25-34	Car as passenger	1	F	40
Mount Alexander (S)	25-34	Car as passenger	1	M	33
Mount Alexander (S)	25-34	Did not go to work		F	74
Mount Alexander (S)	25-34	Did not go to work		M	44
Mount Alexander (S)	25-34	Method of travel not stated		F	7
Mount Alexander (S)	25-34	Method of travel not stated		M	3
Mount Alexander (S)	25-34	Motorbike scooter	1	M	4
Mount Alexander (S)	25-34	(Other)	1	F	3
Mount Alexander (S)	25-34	Other two methods	2	F	8
Mount Alexander (S)	25-34	Other two methods	2	M	8
Mount Alexander (S)	25-34	Train	1	F	3
Mount Alexander (S)	25-34	Train	1	M	5
Mount Alexander (S)	25-34	Train and car as driver	2	M	3
Mount Alexander (S)	25-34	Truck	1	M	4
Mount Alexander (S)	25-34	Walked only	1	F	19
Mount Alexander (S)	25-34	Walked only	1	M	16
Mount Alexander (S)	25-34	Worked at home		F	22
Mount Alexander (S)	25-34	Worked at home		M	12
Mount Alexander (S)	35-44	Bicycle	1	F	3
Mount Alexander (S)	35-44	Bicycle	1	M	9
Mount Alexander (S)	35-44	Car as driver	1	F	411
Mount Alexander (S)	35-44	Car as driver	1	M	461
Mount Alexander (S)	35-44	Car as passenger	1	F	15
Mount Alexander (S)	35-44	Car as passenger	1	M	25
Mount Alexander (S)	35-44	Did not go to work		F	83
Mount Alexander (S)	35-44	Did not go to work		M	35
Mount Alexander (S)	35-44	Method of travel not stated		F	11
Mount Alexander (S)	35-44	Method of travel not stated		M	4
Mount Alexander (S)	35-44	Motorbike scooter	1	M	4
Mount Alexander (S)	35-44	(Other)	1	F	3
Mount Alexander (S)	35-44	(Other)	1	M	10
Mount Alexander (S)	35-44	Other two methods	2	F	3
Mount Alexander (S)	35-44	Train	1	F	8
Mount Alexander (S)	35-44	Train	1	M	6
Mount Alexander (S)	35-44	Train and car as driver	2	M	3
Mount Alexander (S)	35-44	Truck	1	M	6
Mount Alexander (S)	35-44	Walked only	1	F	17
Mount Alexander (S)	35-44	Walked only	1	M	19
Mount Alexander (S)	35-44	Worked at home		F	73
Mount Alexander (S)	35-44	Worked at home		M	37
Mount Alexander (S)	45-54	Bicycle	1	F	11
Mount Alexander (S)	45-54	Bicycle	1	M	13
Mount Alexander (S)	45-54	Car as driver	1	F	608
Mount Alexander (S)	45-54	Car as driver	1	M	565
Mount Alexander (S)	45-54	Car as passenger	1	F	23
Mount Alexander (S)	45-54	Car as passenger	1	M	20
Mount Alexander (S)	45-54	Did not go to work		F	116
Mount Alexander (S)	45-54	Did not go to work		M	52
Mount Alexander (S)	45-54	Method of travel not stated		F	14
Mount Alexander (S)	45-54	Method of travel not stated		M	15
Mount Alexander (S)	45-54	(Other)	1	F	3
Mount Alexander (S)	45-54	(Other)	1	M	7
Mount Alexander (S)	45-54	Other two methods	2	F	4
Mount Alexander (S)	45-54	Other two methods	2	M	3
Mount Alexander (S)	45-54	Train	1	M	8
Mount Alexander (S)	45-54	Train and car as driver	2	M	3
Mount Alexander (S)	45-54	Truck	1	M	5
Mount Alexander (S)	45-54	Walked only	1	F	29
Mount Alexander (S)	45-54	Walked only	1	M	42
Mount Alexander (S)	45-54	Worked at home		F	72
Mount Alexander (S)	45-54	Worked at home		M	49
Mount Alexander (S)	55-64	Bicycle	1	F	6
Mount Alexander (S)	55-64	Bicycle	1	M	15
Mount Alexander (S)	55-64	Car as driver	1	F	424
Mount Alexander (S)	55-64	Car as driver	1	M	549
Mount Alexander (S)	55-64	Car as passenger	1	F	24
Mount Alexander (S)	55-64	Car as passenger	1	M	14
