STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Tasmania	20-24		1	27
Tasmania	20-24		16	24
Tasmania	20-24		25	19
Tasmania	20-24		35	28
Tasmania	20-24		40	26
Tasmania	20-24		41	4
Tasmania	20-24		49	12
Tasmania	20-24	Contributing family workers	0	3
Tasmania	20-24	Contributing family workers	1	26
Tasmania	20-24	Contributing family workers	16	5
Tasmania	20-24	Contributing family workers	25	9
Tasmania	20-24	Contributing family workers	35	7
Tasmania	20-24	Contributing family workers	40	5
Tasmania	20-24	Contributing family workers	49	12
Tasmania	20-24	Employee		328
Tasmania	20-24	Employee	0	677
Tasmania	20-24	Employee	1	3234
Tasmania	20-24	Employee	16	2082
Tasmania	20-24	Employee	25	2484
Tasmania	20-24	Employee	35	4213
Tasmania	20-24	Employee	40	2727
Tasmania	20-24	Employee	41	1263
Tasmania	20-24	Employee	49	986
Tasmania	20-24	Owner managers of incorporated enterprises	1	14
Tasmania	20-24	Owner managers of incorporated enterprises	16	4
Tasmania	20-24	Owner managers of incorporated enterprises	25	5
Tasmania	20-24	Owner managers of incorporated enterprises	35	11
Tasmania	20-24	Owner managers of incorporated enterprises	40	13
Tasmania	20-24	Owner managers of incorporated enterprises	41	10
Tasmania	20-24	Owner managers of incorporated enterprises	49	27
Tasmania	20-24	Owner managers of unincorporated enterprises		11
Tasmania	20-24	Owner managers of unincorporated enterprises	0	10
Tasmania	20-24	Owner managers of unincorporated enterprises	1	64
Tasmania	20-24	Owner managers of unincorporated enterprises	16	46
Tasmania	20-24	Owner managers of unincorporated enterprises	25	46
Tasmania	20-24	Owner managers of unincorporated enterprises	35	42
Tasmania	20-24	Owner managers of unincorporated enterprises	40	67
Tasmania	20-24	Owner managers of unincorporated enterprises	41	40
Tasmania	20-24	Owner managers of unincorporated enterprises	49	72
Tasmania	25-29			36
Tasmania	25-29		0	17
Tasmania	25-29		1	22
Tasmania	25-29		16	13
Tasmania	25-29		25	12
Tasmania	25-29		35	22
Tasmania	25-29		40	23
Tasmania	25-29		41	11
Tasmania	25-29		49	9
Tasmania	25-29	Contributing family workers		5
Tasmania	25-29	Contributing family workers	0	4
Tasmania	25-29	Contributing family workers	1	27
Tasmania	25-29	Contributing family workers	16	4
Tasmania	25-29	Contributing family workers	25	11
Tasmania	25-29	Contributing family workers	35	11
Tasmania	25-29	Contributing family workers	40	8
Tasmania	25-29	Contributing family workers	49	15
Tasmania	25-29	Employee		283
Tasmania	25-29	Employee	0	816
Tasmania	25-29	Employee	1	1706
Tasmania	25-29	Employee	16	1622
Tasmania	25-29	Employee	25	2168
Tasmania	25-29	Employee	35	4655
Tasmania	25-29	Employee	40	3329
Tasmania	25-29	Employee	41	1835
Tasmania	25-29	Employee	49	1671
Tasmania	25-29	Owner managers of incorporated enterprises		6
Tasmania	25-29	Owner managers of incorporated enterprises	0	6
Tasmania	25-29	Owner managers of incorporated enterprises	1	26
Tasmania	25-29	Owner managers of incorporated enterprises	16	23
Tasmania	25-29	Owner managers of incorporated enterprises	25	24
Tasmania	25-29	Owner managers of incorporated enterprises	35	36
Tasmania	25-29	Owner managers of incorporated enterprises	40	67
Tasmania	25-29	Owner managers of incorporated enterprises	41	25
Tasmania	25-29	Owner managers of incorporated enterprises	49	128
Tasmania	25-29	Owner managers of unincorporated enterprises		17
Tasmania	25-29	Owner managers of unincorporated enterprises	0	32
Tasmania	25-29	Owner managers of unincorporated enterprises	1	112
Tasmania	25-29	Owner managers of unincorporated enterprises	16	74
Tasmania	25-29	Owner managers of unincorporated enterprises	25	119
Tasmania	25-29	Owner managers of unincorporated enterprises	35	108
Tasmania	25-29	Owner managers of unincorporated enterprises	40	216
Tasmania	25-29	Owner managers of unincorporated enterprises	41	95
Tasmania	25-29	Owner managers of unincorporated enterprises	49	175
Tasmania	30-34			27
Tasmania	30-34		0	23
Tasmania	30-34		1	20
Tasmania	30-34		16	17
Tasmania	30-34		25	14
Tasmania	30-34		35	19
Tasmania	30-34		40	22
Tasmania	30-34		41	16
Tasmania	30-34		49	25
Tasmania	30-34	Contributing family workers		8
Tasmania	30-34	Contributing family workers	0	3
Tasmania	30-34	Contributing family workers	1	84
Tasmania	30-34	Contributing family workers	16	13
Tasmania	30-34	Contributing family workers	25	21
Tasmania	30-34	Contributing family workers	35	7
Tasmania	30-34	Contributing family workers	40	28
Tasmania	30-34	Contributing family workers	41	13
Tasmania	30-34	Contributing family workers	49	33
Tasmania	30-34	Employee		270
Tasmania	30-34	Employee	0	1096
Tasmania	30-34	Employee	1	1603
Tasmania	30-34	Employee	16	2062
Tasmania	30-34	Employee	25	2212
Tasmania	30-34	Employee	35	4254
Tasmania	30-34	Employee	40	3141
Tasmania	30-34	Employee	41	1861
Tasmania	30-34	Employee	49	1883
Tasmania	30-34	Owner managers of incorporated enterprises		12
Tasmania	30-34	Owner managers of incorporated enterprises	0	12
Tasmania	30-34	Owner managers of incorporated enterprises	1	40
Tasmania	30-34	Owner managers of incorporated enterprises	16	38
Tasmania	30-34	Owner managers of incorporated enterprises	25	46
Tasmania	30-34	Owner managers of incorporated enterprises	35	72
Tasmania	30-34	Owner managers of incorporated enterprises	40	127
Tasmania	30-34	Owner managers of incorporated enterprises	41	67
Tasmania	30-34	Owner managers of incorporated enterprises	49	281
Tasmania	30-34	Owner managers of unincorporated enterprises		28
Tasmania	30-34	Owner managers of unincorporated enterprises	0	45
Tasmania	30-34	Owner managers of unincorporated enterprises	1	235
Tasmania	30-34	Owner managers of unincorporated enterprises	16	127
Tasmania	30-34	Owner managers of unincorporated enterprises	25	195
Tasmania	30-34	Owner managers of unincorporated enterprises	35	149
Tasmania	30-34	Owner managers of unincorporated enterprises	40	262
Tasmania	30-34	Owner managers of unincorporated enterprises	41	119
Tasmania	30-34	Owner managers of unincorporated enterprises	49	336
Tasmania	35-39			29
Tasmania	35-39		0	10
Tasmania	35-39		1	15
Tasmania	35-39		16	13
Tasmania	35-39		25	11
Tasmania	35-39		35	31
Tasmania	35-39		40	25
Tasmania	35-39		41	12
Tasmania	35-39		49	22
Tasmania	35-39	Contributing family workers		6
Tasmania	35-39	Contributing family workers	0	9
Tasmania	35-39	Contributing family workers	1	72
Tasmania	35-39	Contributing family workers	16	25
Tasmania	35-39	Contributing family workers	25	32
Tasmania	35-39	Contributing family workers	35	10
Tasmania	35-39	Contributing family workers	40	15
Tasmania	35-39	Contributing family workers	41	12
Tasmania	35-39	Contributing family workers	49	60
Tasmania	35-39	Employee		224
Tasmania	35-39	Employee	0	760
Tasmania	35-39	Employee	1	1575
Tasmania	35-39	Employee	16	2186
Tasmania	35-39	Employee	25	2395
Tasmania	35-39	Employee	35	3707
Tasmania	35-39	Employee	40	2917
Tasmania	35-39	Employee	41	1762
Tasmania	35-39	Employee	49	1913
Tasmania	35-39	Owner managers of incorporated enterprises		5
Tasmania	35-39	Owner managers of incorporated enterprises	0	17
Tasmania	35-39	Owner managers of incorporated enterprises	1	54
Tasmania	35-39	Owner managers of incorporated enterprises	16	50
Tasmania	35-39	Owner managers of incorporated enterprises	25	85
Tasmania	35-39	Owner managers of incorporated enterprises	35	94
Tasmania	35-39	Owner managers of incorporated enterprises	40	180
Tasmania	35-39	Owner managers of incorporated enterprises	41	91
Tasmania	35-39	Owner managers of incorporated enterprises	49	352
Tasmania	35-39	Owner managers of unincorporated enterprises		25
Tasmania	35-39	Owner managers of unincorporated enterprises	0	60
Tasmania	35-39	Owner managers of unincorporated enterprises	1	266
Tasmania	35-39	Owner managers of unincorporated enterprises	16	178
Tasmania	35-39	Owner managers of unincorporated enterprises	25	241
Tasmania	35-39	Owner managers of unincorporated enterprises	35	137
Tasmania	35-39	Owner managers of unincorporated enterprises	40	266
Tasmania	35-39	Owner managers of unincorporated enterprises	41	130
Tasmania	35-39	Owner managers of unincorporated enterprises	49	404
Tasmania	40-44			38
Tasmania	40-44		0	3
Tasmania	40-44		1	21
Tasmania	40-44		16	29
Tasmania	40-44		25	18
Tasmania	40-44		35	24
Tasmania	40-44		40	38
Tasmania	40-44		41	8
Tasmania	40-44		49	39
Tasmania	40-44	Contributing family workers		16
Tasmania	40-44	Contributing family workers	0	9
Tasmania	40-44	Contributing family workers	1	67
Tasmania	40-44	Contributing family workers	16	35
Tasmania	40-44	Contributing family workers	25	30
Tasmania	40-44	Contributing family workers	35	8
Tasmania	40-44	Contributing family workers	40	28
Tasmania	40-44	Contributing family workers	41	16
Tasmania	40-44	Contributing family workers	49	80
Tasmania	40-44	Employee		240
Tasmania	40-44	Employee	0	648
Tasmania	40-44	Employee	1	1551
Tasmania	40-44	Employee	16	2241
Tasmania	40-44	Employee	25	2965
Tasmania	40-44	Employee	35	4269
Tasmania	40-44	Employee	40	3267
Tasmania	40-44	Employee	41	1972
Tasmania	40-44	Employee	49	2178
Tasmania	40-44	Owner managers of incorporated enterprises		7
Tasmania	40-44	Owner managers of incorporated enterprises	0	16
Tasmania	40-44	Owner managers of incorporated enterprises	1	77
Tasmania	40-44	Owner managers of incorporated enterprises	16	70
Tasmania	40-44	Owner managers of incorporated enterprises	25	108
Tasmania	40-44	Owner managers of incorporated enterprises	35	107
Tasmania	40-44	Owner managers of incorporated enterprises	40	244
Tasmania	40-44	Owner managers of incorporated enterprises	41	145
Tasmania	40-44	Owner managers of incorporated enterprises	49	507
Tasmania	40-44	Owner managers of unincorporated enterprises		27
Tasmania	40-44	Owner managers of unincorporated enterprises	0	56
Tasmania	40-44	Owner managers of unincorporated enterprises	1	308
Tasmania	40-44	Owner managers of unincorporated enterprises	16	224
Tasmania	40-44	Owner managers of unincorporated enterprises	25	304
Tasmania	40-44	Owner managers of unincorporated enterprises	35	216
Tasmania	40-44	Owner managers of unincorporated enterprises	40	361
Tasmania	40-44	Owner managers of unincorporated enterprises	41	194
Tasmania	40-44	Owner managers of unincorporated enterprises	49	507
Tasmania	45-49			46
Tasmania	45-49		0	24
Tasmania	45-49		1	25
Tasmania	45-49		16	28
Tasmania	45-49		25	29
Tasmania	45-49		35	42
Tasmania	45-49		40	29
Tasmania	45-49		41	23
Tasmania	45-49		49	44
Tasmania	45-49	Contributing family workers		10
Tasmania	45-49	Contributing family workers	0	9
Tasmania	45-49	Contributing family workers	1	70
Tasmania	45-49	Contributing family workers	16	24
Tasmania	45-49	Contributing family workers	25	40
Tasmania	45-49	Contributing family workers	35	16
Tasmania	45-49	Contributing family workers	40	51
Tasmania	45-49	Contributing family workers	41	14
Tasmania	45-49	Contributing family workers	49	104
Tasmania	45-49	Employee		272
Tasmania	45-49	Employee	0	664
Tasmania	45-49	Employee	1	1437
Tasmania	45-49	Employee	16	2251
Tasmania	45-49	Employee	25	3078
Tasmania	45-49	Employee	35	4867
Tasmania	45-49	Employee	40	3548
Tasmania	45-49	Employee	41	2128
Tasmania	45-49	Employee	49	2490
Tasmania	45-49	Owner managers of incorporated enterprises		21
