STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Northern Territory	25-29	Employee	Employed (part-time)	M	847
Northern Territory	25-29	Owner managers of incorporated enterprises		F	3
Northern Territory	25-29	Owner managers of incorporated enterprises		M	2
Northern Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	40
Northern Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	21
Northern Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	103
Northern Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	17
Northern Territory	25-29	Owner managers of unincorporated enterprises		F	2
Northern Territory	25-29	Owner managers of unincorporated enterprises		M	15
Northern Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	53
Northern Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	68
Northern Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	136
Northern Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	49
Northern Territory	30-34			F	19
Northern Territory	30-34			M	22
Northern Territory	30-34		Employed (part-time)	F	18
Northern Territory	30-34		Employed (part-time)	F	15
Northern Territory	30-34		Employed (part-time)	M	43
Northern Territory	30-34		Employed (part-time)	M	7
Northern Territory	30-34	Contributing family workers		F	5
Northern Territory	30-34	Contributing family workers		M	-3
Northern Territory	30-34	Contributing family workers	Employed (part-time)	F	10
Northern Territory	30-34	Contributing family workers	Employed (part-time)	F	18
Northern Territory	30-34	Contributing family workers	Employed (part-time)	M	16
Northern Territory	30-34	Contributing family workers	Employed (part-time)	M	6
Northern Territory	30-34	Employee		F	583
Northern Territory	30-34	Employee		M	485
Northern Territory	30-34	Employee	Employed (part-time)	F	3900
Northern Territory	30-34	Employee	Employed (part-time)	F	1604
Northern Territory	30-34	Employee	Employed (part-time)	M	6341
Northern Territory	30-34	Employee	Employed (part-time)	M	702
Northern Territory	30-34	Owner managers of incorporated enterprises		F	11
Northern Territory	30-34	Owner managers of incorporated enterprises		M	19
Northern Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	78
Northern Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	40
Northern Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	226
Northern Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	20
Northern Territory	30-34	Owner managers of unincorporated enterprises		F	15
Northern Territory	30-34	Owner managers of unincorporated enterprises		M	10
Northern Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	104
Northern Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	104
Northern Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	191
Northern Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	63
Northern Territory	35-39			F	19
Northern Territory	35-39			M	19
Northern Territory	35-39		Employed (part-time)	F	24
Northern Territory	35-39		Employed (part-time)	F	18
Northern Territory	35-39		Employed (part-time)	M	33
Northern Territory	35-39		Employed (part-time)	M	11
Northern Territory	35-39	Contributing family workers		F	5
Northern Territory	35-39	Contributing family workers		M	10
Northern Territory	35-39	Contributing family workers	Employed (part-time)	F	11
Northern Territory	35-39	Contributing family workers	Employed (part-time)	F	32
Northern Territory	35-39	Contributing family workers	Employed (part-time)	M	21
Northern Territory	35-39	Contributing family workers	Employed (part-time)	M	3
Northern Territory	35-39	Employee		F	374
Northern Territory	35-39	Employee		M	392
Northern Territory	35-39	Employee	Employed (part-time)	F	3217
Northern Territory	35-39	Employee	Employed (part-time)	F	1457
Northern Territory	35-39	Employee	Employed (part-time)	M	5355
Northern Territory	35-39	Employee	Employed (part-time)	M	544
Northern Territory	35-39	Owner managers of incorporated enterprises		F	2
Northern Territory	35-39	Owner managers of incorporated enterprises		M	9
Northern Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	94
Northern Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	54
Northern Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	332
Northern Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	34
Northern Territory	35-39	Owner managers of unincorporated enterprises		F	9
Northern Territory	35-39	Owner managers of unincorporated enterprises		M	18
Northern Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	95
Northern Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	117
Northern Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	229
Northern Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	70
Northern Territory	40-44			F	9
Northern Territory	40-44			M	22
Northern Territory	40-44		Employed (part-time)	F	29
Northern Territory	40-44		Employed (part-time)	F	14
Northern Territory	40-44		Employed (part-time)	M	38
Northern Territory	40-44		Employed (part-time)	M	9
Northern Territory	40-44	Contributing family workers		F	1
Northern Territory	40-44	Contributing family workers		M	7
Northern Territory	40-44	Contributing family workers	Employed (part-time)	F	24
Northern Territory	40-44	Contributing family workers	Employed (part-time)	F	23
Northern Territory	40-44	Contributing family workers	Employed (part-time)	M	18
Northern Territory	40-44	Contributing family workers	Employed (part-time)	M	3
Northern Territory	40-44	Employee		F	258
Northern Territory	40-44	Employee		M	371
Northern Territory	40-44	Employee	Employed (part-time)	F	3198
Northern Territory	40-44	Employee	Employed (part-time)	F	1294
Northern Territory	40-44	Employee	Employed (part-time)	M	4907
Northern Territory	40-44	Employee	Employed (part-time)	M	504
Northern Territory	40-44	Owner managers of incorporated enterprises		F	3
Northern Territory	40-44	Owner managers of incorporated enterprises		M	15
Northern Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	172
Northern Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	67
Northern Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	387
Northern Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	31
Northern Territory	40-44	Owner managers of unincorporated enterprises		F	2
Northern Territory	40-44	Owner managers of unincorporated enterprises		M	9
Northern Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	137
Northern Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	119
Northern Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	248
Northern Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	70
Northern Territory	45-49			F	12
Northern Territory	45-49			M	13
Northern Territory	45-49		Employed (part-time)	F	24
Northern Territory	45-49		Employed (part-time)	F	13
Northern Territory	45-49		Employed (part-time)	M	43
Northern Territory	45-49		Employed (part-time)	M	11
Northern Territory	45-49	Contributing family workers		F	5
Northern Territory	45-49	Contributing family workers		M	4
Northern Territory	45-49	Contributing family workers	Employed (part-time)	F	24
Northern Territory	45-49	Contributing family workers	Employed (part-time)	F	23
Northern Territory	45-49	Contributing family workers	Employed (part-time)	M	18
Northern Territory	45-49	Contributing family workers	Employed (part-time)	M	9
Northern Territory	45-49	Employee		F	276
Northern Territory	45-49	Employee		M	326
Northern Territory	45-49	Employee	Employed (part-time)	F	3378
Northern Territory	45-49	Employee	Employed (part-time)	F	1135
Northern Territory	45-49	Employee	Employed (part-time)	M	4734
Northern Territory	45-49	Employee	Employed (part-time)	M	475
Northern Territory	45-49	Owner managers of incorporated enterprises		F	14
Northern Territory	45-49	Owner managers of incorporated enterprises		M	5
Northern Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	171
Northern Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	51
Northern Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	434
Northern Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	43
Northern Territory	45-49	Owner managers of unincorporated enterprises		F	15
Northern Territory	45-49	Owner managers of unincorporated enterprises		M	20
Northern Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	143
Northern Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	105
Northern Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	300
Northern Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	80
Northern Territory	50-54			F	12
Northern Territory	50-54			M	27
Northern Territory	50-54		Employed (part-time)	F	27
Northern Territory	50-54		Employed (part-time)	F	12
Northern Territory	50-54		Employed (part-time)	M	39
Northern Territory	50-54		Employed (part-time)	M	5
Northern Territory	50-54	Contributing family workers		F	7
Northern Territory	50-54	Contributing family workers		M	2
Northern Territory	50-54	Contributing family workers	Employed (part-time)	F	19
Northern Territory	50-54	Contributing family workers	Employed (part-time)	F	24
Northern Territory	50-54	Contributing family workers	Employed (part-time)	M	44
Northern Territory	50-54	Contributing family workers	Employed (part-time)	M	15
Northern Territory	50-54	Employee		F	303
Northern Territory	50-54	Employee		M	361
Northern Territory	50-54	Employee	Employed (part-time)	F	3096
Northern Territory	50-54	Employee	Employed (part-time)	F	869
Northern Territory	50-54	Employee	Employed (part-time)	M	4200
Northern Territory	50-54	Employee	Employed (part-time)	M	428
Northern Territory	50-54	Owner managers of incorporated enterprises		F	7
Northern Territory	50-54	Owner managers of incorporated enterprises		M	22
Northern Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	178
Northern Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	36
Northern Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	416
Northern Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	52
Northern Territory	50-54	Owner managers of unincorporated enterprises		F	9
Northern Territory	50-54	Owner managers of unincorporated enterprises		M	22
Northern Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	148
Northern Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	113
Northern Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	274
Northern Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	109
Northern Territory	55-59			F	14
Northern Territory	55-59			M	12
Northern Territory	55-59		Employed (part-time)	F	23
Northern Territory	55-59		Employed (part-time)	F	5
Northern Territory	55-59		Employed (part-time)	M	25
Northern Territory	55-59		Employed (part-time)	M	7
Northern Territory	55-59	Contributing family workers		F	0
Northern Territory	55-59	Contributing family workers		M	5
Northern Territory	55-59	Contributing family workers	Employed (part-time)	F	23
Northern Territory	55-59	Contributing family workers	Employed (part-time)	F	23
Northern Territory	55-59	Contributing family workers	Employed (part-time)	M	33
Northern Territory	55-59	Contributing family workers	Employed (part-time)	M	10
Northern Territory	55-59	Employee		F	249
Northern Territory	55-59	Employee		M	343
Northern Territory	55-59	Employee	Employed (part-time)	F	2528
Northern Territory	55-59	Employee	Employed (part-time)	F	827
Northern Territory	55-59	Employee	Employed (part-time)	M	3476
Northern Territory	55-59	Employee	Employed (part-time)	M	404
Northern Territory	55-59	Owner managers of incorporated enterprises		F	5
Northern Territory	55-59	Owner managers of incorporated enterprises		M	23
Northern Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	142
Northern Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	54
Northern Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	335
Northern Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	51
Northern Territory	55-59	Owner managers of unincorporated enterprises		F	16
Northern Territory	55-59	Owner managers of unincorporated enterprises		M	28
Northern Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	94
Northern Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	84
Northern Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	247
Northern Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	109
Northern Territory	60-64			F	14
Northern Territory	60-64			M	11
Northern Territory	60-64		Employed (part-time)	F	13
Northern Territory	60-64		Employed (part-time)	F	5
Northern Territory	60-64		Employed (part-time)	M	28
Northern Territory	60-64		Employed (part-time)	M	12
Northern Territory	60-64	Contributing family workers		F	4
Northern Territory	60-64	Contributing family workers		M	7
Northern Territory	60-64	Contributing family workers	Employed (part-time)	F	23
Northern Territory	60-64	Contributing family workers	Employed (part-time)	F	24
Northern Territory	60-64	Contributing family workers	Employed (part-time)	M	32
Northern Territory	60-64	Contributing family workers	Employed (part-time)	M	14
Northern Territory	60-64	Employee		F	151
Northern Territory	60-64	Employee		M	205
Northern Territory	60-64	Employee	Employed (part-time)	F	1459
Northern Territory	60-64	Employee	Employed (part-time)	F	587
Northern Territory	60-64	Employee	Employed (part-time)	M	2246
Northern Territory	60-64	Employee	Employed (part-time)	M	349
Northern Territory	60-64	Owner managers of incorporated enterprises		F	0
Northern Territory	60-64	Owner managers of incorporated enterprises		M	16
Northern Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	90
Northern Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	31
Northern Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	258
