STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
Western Australia	20-24	91875	Community and personal service workers	257
Western Australia	20-24	91875	Labourers	270
Western Australia	20-24	91875	Machinery operators and drivers	289
Western Australia	20-24	91875	Managers	171
Western Australia	20-24	91875	Professionals	916
Western Australia	20-24	91875	Sales workers	94
Western Australia	20-24	91875	Technicians and trades workers	1048
Western Australia	20-24	105000		24
Western Australia	20-24	105000	Clerical and administrative workers	78
Western Australia	20-24	105000	Community and personal service workers	81
Western Australia	20-24	105000	Labourers	169
Western Australia	20-24	105000	Machinery operators and drivers	247
Western Australia	20-24	105000	Managers	71
Western Australia	20-24	105000	Professionals	332
Western Australia	20-24	105000	Sales workers	56
Western Australia	20-24	105000	Technicians and trades workers	643
Western Australia	20-24	157500		24
Western Australia	20-24	157500	Clerical and administrative workers	55
Western Australia	20-24	157500	Community and personal service workers	73
Western Australia	20-24	157500	Labourers	227
Western Australia	20-24	157500	Machinery operators and drivers	265
Western Australia	20-24	157500	Managers	69
Western Australia	20-24	157500	Professionals	347
Western Australia	20-24	157500	Sales workers	53
Western Australia	20-24	157500	Technicians and trades workers	916
Western Australia	20-24	Inf		18
Western Australia	20-24	Inf	Clerical and administrative workers	27
Western Australia	20-24	Inf	Community and personal service workers	41
Western Australia	20-24	Inf	Labourers	108
Western Australia	20-24	Inf	Machinery operators and drivers	57
Western Australia	20-24	Inf	Managers	27
Western Australia	20-24	Inf	Professionals	70
Western Australia	20-24	Inf	Sales workers	24
Western Australia	20-24	Inf	Technicians and trades workers	340
Western Australia	25-34			546
Western Australia	25-34		Clerical and administrative workers	305
Western Australia	25-34		Community and personal service workers	311
Western Australia	25-34		Labourers	364
Western Australia	25-34		Machinery operators and drivers	220
Western Australia	25-34		Managers	246
Western Australia	25-34		Professionals	556
Western Australia	25-34		Sales workers	201
Western Australia	25-34		Technicians and trades workers	658
Western Australia	25-34	0		132
Western Australia	25-34	0	Clerical and administrative workers	221
Western Australia	25-34	0	Community and personal service workers	153
Western Australia	25-34	0	Labourers	183
Western Australia	25-34	0	Machinery operators and drivers	64
Western Australia	25-34	0	Managers	246
Western Australia	25-34	0	Professionals	232
Western Australia	25-34	0	Sales workers	99
Western Australia	25-34	0	Technicians and trades workers	170
Western Australia	25-34	7875		79
Western Australia	25-34	7875	Clerical and administrative workers	349
Western Australia	25-34	7875	Community and personal service workers	683
Western Australia	25-34	7875	Labourers	562
Western Australia	25-34	7875	Machinery operators and drivers	80
Western Australia	25-34	7875	Managers	167
Western Australia	25-34	7875	Professionals	485
Western Australia	25-34	7875	Sales workers	386
Western Australia	25-34	7875	Technicians and trades workers	296
Western Australia	25-34	15750		137
Western Australia	25-34	15750	Clerical and administrative workers	789
Western Australia	25-34	15750	Community and personal service workers	1541
Western Australia	25-34	15750	Labourers	1297
Western Australia	25-34	15750	Machinery operators and drivers	245
Western Australia	25-34	15750	Managers	249
Western Australia	25-34	15750	Professionals	834
Western Australia	25-34	15750	Sales workers	1099
Western Australia	25-34	15750	Technicians and trades workers	617
Western Australia	25-34	21000		144
Western Australia	25-34	21000	Clerical and administrative workers	969
Western Australia	25-34	21000	Community and personal service workers	2053
Western Australia	25-34	21000	Labourers	1876
Western Australia	25-34	21000	Machinery operators and drivers	362
Western Australia	25-34	21000	Managers	354
Western Australia	25-34	21000	Professionals	880
Western Australia	25-34	21000	Sales workers	1391
Western Australia	25-34	21000	Technicians and trades workers	829
Western Australia	25-34	26250		171
Western Australia	25-34	26250	Clerical and administrative workers	1300
Western Australia	25-34	26250	Community and personal service workers	2308
Western Australia	25-34	26250	Labourers	2119
Western Australia	25-34	26250	Machinery operators and drivers	499
Western Australia	25-34	26250	Managers	470
Western Australia	25-34	26250	Professionals	1050
Western Australia	25-34	26250	Sales workers	1617
Western Australia	25-34	26250	Technicians and trades workers	1129
Western Australia	25-34	34125		232
Western Australia	25-34	34125	Clerical and administrative workers	2286
Western Australia	25-34	34125	Community and personal service workers	3612
Western Australia	25-34	34125	Labourers	2715
Western Australia	25-34	34125	Machinery operators and drivers	878
Western Australia	25-34	34125	Managers	938
Western Australia	25-34	34125	Professionals	1953
Western Australia	25-34	34125	Sales workers	2296
Western Australia	25-34	34125	Technicians and trades workers	1942
Western Australia	25-34	42000		335
Western Australia	25-34	42000	Clerical and administrative workers	3338
Western Australia	25-34	42000	Community and personal service workers	4216
Western Australia	25-34	42000	Labourers	3299
Western Australia	25-34	42000	Machinery operators and drivers	1728
Western Australia	25-34	42000	Managers	1604
Western Australia	25-34	42000	Professionals	2630
Western Australia	25-34	42000	Sales workers	2671
Western Australia	25-34	42000	Technicians and trades workers	3542
Western Australia	25-34	52500		446
Western Australia	25-34	52500	Clerical and administrative workers	5422
Western Australia	25-34	52500	Community and personal service workers	4337
Western Australia	25-34	52500	Labourers	3613
Western Australia	25-34	52500	Machinery operators and drivers	2694
Western Australia	25-34	52500	Managers	3182
Western Australia	25-34	52500	Professionals	4407
Western Australia	25-34	52500	Sales workers	2670
Western Australia	25-34	52500	Technicians and trades workers	6453
Western Australia	25-34	65625		556
Western Australia	25-34	65625	Clerical and administrative workers	7363
Western Australia	25-34	65625	Community and personal service workers	3525
Western Australia	25-34	65625	Labourers	3103
Western Australia	25-34	65625	Machinery operators and drivers	2785
Western Australia	25-34	65625	Managers	4386
Western Australia	25-34	65625	Professionals	8591
Western Australia	25-34	65625	Sales workers	2245
Western Australia	25-34	65625	Technicians and trades workers	9655
Western Australia	25-34	78750		437
Western Australia	25-34	78750	Clerical and administrative workers	4559
Western Australia	25-34	78750	Community and personal service workers	1864
Western Australia	25-34	78750	Labourers	1635
Western Australia	25-34	78750	Machinery operators and drivers	1877
Western Australia	25-34	78750	Managers	3196
Western Australia	25-34	78750	Professionals	10629
Western Australia	25-34	78750	Sales workers	1241
Western Australia	25-34	78750	Technicians and trades workers	7249
Western Australia	25-34	91875		302
Western Australia	25-34	91875	Clerical and administrative workers	2626
Western Australia	25-34	91875	Community and personal service workers	1536
Western Australia	25-34	91875	Labourers	1135
Western Australia	25-34	91875	Machinery operators and drivers	1913
Western Australia	25-34	91875	Managers	2759
Western Australia	25-34	91875	Professionals	11209
Western Australia	25-34	91875	Sales workers	755
Western Australia	25-34	91875	Technicians and trades workers	5874
Western Australia	25-34	105000		238
Western Australia	25-34	105000	Clerical and administrative workers	1214
Western Australia	25-34	105000	Community and personal service workers	973
Western Australia	25-34	105000	Labourers	860
Western Australia	25-34	105000	Machinery operators and drivers	1771
Western Australia	25-34	105000	Managers	2007
Western Australia	25-34	105000	Professionals	8002
Western Australia	25-34	105000	Sales workers	407
Western Australia	25-34	105000	Technicians and trades workers	3910
Western Australia	25-34	157500		337
Western Australia	25-34	157500	Clerical and administrative workers	1500
Western Australia	25-34	157500	Community and personal service workers	792
Western Australia	25-34	157500	Labourers	1486
Western Australia	25-34	157500	Machinery operators and drivers	3566
Western Australia	25-34	157500	Managers	3683
Western Australia	25-34	157500	Professionals	10938
Western Australia	25-34	157500	Sales workers	481
Western Australia	25-34	157500	Technicians and trades workers	7666
Western Australia	25-34	Inf		163
Western Australia	25-34	Inf	Clerical and administrative workers	480
Western Australia	25-34	Inf	Community and personal service workers	155
Western Australia	25-34	Inf	Labourers	837
Western Australia	25-34	Inf	Machinery operators and drivers	879
Western Australia	25-34	Inf	Managers	1802
Western Australia	25-34	Inf	Professionals	3744
Western Australia	25-34	Inf	Sales workers	231
Western Australia	25-34	Inf	Technicians and trades workers	3920
Western Australia	35-44			490
Western Australia	35-44		Clerical and administrative workers	356
Western Australia	35-44		Community and personal service workers	255
Western Australia	35-44		Labourers	287
Western Australia	35-44		Machinery operators and drivers	290
Western Australia	35-44		Managers	374
Western Australia	35-44		Professionals	504
Western Australia	35-44		Sales workers	158
Western Australia	35-44		Technicians and trades workers	594
Western Australia	35-44	0		144
Western Australia	35-44	0	Clerical and administrative workers	262
Western Australia	35-44	0	Community and personal service workers	124
Western Australia	35-44	0	Labourers	151
Western Australia	35-44	0	Machinery operators and drivers	78
Western Australia	35-44	0	Managers	370
Western Australia	35-44	0	Professionals	264
Western Australia	35-44	0	Sales workers	124
Western Australia	35-44	0	Technicians and trades workers	191
Western Australia	35-44	7875		57
Western Australia	35-44	7875	Clerical and administrative workers	408
Western Australia	35-44	7875	Community and personal service workers	616
Western Australia	35-44	7875	Labourers	479
Western Australia	35-44	7875	Machinery operators and drivers	65
