SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Darling Downs - East	15-24	Worked at home		68
Darling Downs - East	25-34	Bicycle	1	22
Darling Downs - East	25-34	Bus	1	12
Darling Downs - East	25-34	Car as driver	1	2278
Darling Downs - East	25-34	Car as passenger	1	213
Darling Downs - East	25-34	Did not go to work		329
Darling Downs - East	25-34	Method of travel not stated		21
Darling Downs - East	25-34	Motorbike scooter	1	25
Darling Downs - East	25-34	(Other)	1	19
Darling Downs - East	25-34	Other two methods	2	30
Darling Downs - East	25-34	Train and car as driver	2	3
Darling Downs - East	25-34	Truck	1	42
Darling Downs - East	25-34	Walked only	1	139
Darling Downs - East	25-34	Worked at home		179
Darling Downs - East	35-44	Bicycle	1	22
Darling Downs - East	35-44	Bus	1	15
Darling Downs - East	35-44	Car as driver	1	2616
Darling Downs - East	35-44	Car as passenger	1	149
Darling Downs - East	35-44	Did not go to work		293
Darling Downs - East	35-44	Method of travel not stated		35
Darling Downs - East	35-44	Motorbike scooter	1	20
Darling Downs - East	35-44	(Other)	1	19
Darling Downs - East	35-44	Other two methods	2	25
Darling Downs - East	35-44	Truck	1	53
Darling Downs - East	35-44	Walked only	1	142
Darling Downs - East	35-44	Worked at home		264
Darling Downs - East	45-54	Bicycle	1	19
Darling Downs - East	45-54	Bus	1	8
Darling Downs - East	45-54	Car as driver	1	2865
Darling Downs - East	45-54	Car as passenger	1	185
Darling Downs - East	45-54	Did not go to work		319
Darling Downs - East	45-54	Method of travel not stated		35
Darling Downs - East	45-54	Motorbike scooter	1	33
Darling Downs - East	45-54	(Other)	1	38
Darling Downs - East	45-54	Other two methods	2	17
Darling Downs - East	45-54	Taxi	1	3
Darling Downs - East	45-54	Truck	1	75
Darling Downs - East	45-54	Walked only	1	209
Darling Downs - East	45-54	Worked at home		432
Darling Downs - East	55-64	Bicycle	1	26
Darling Downs - East	55-64	Bus	1	3
Darling Downs - East	55-64	Car as driver	1	1950
Darling Downs - East	55-64	Car as passenger	1	80
Darling Downs - East	55-64	Did not go to work		326
Darling Downs - East	55-64	Method of travel not stated		37
Darling Downs - East	55-64	Motorbike scooter	1	25
Darling Downs - East	55-64	(Other)	1	36
Darling Downs - East	55-64	Other three methods	3	3
Darling Downs - East	55-64	Other two methods	2	22
Darling Downs - East	55-64	Taxi	1	3
Darling Downs - East	55-64	Train	1	3
Darling Downs - East	55-64	Truck	1	49
Darling Downs - East	55-64	Walked only	1	205
Darling Downs - East	55-64	Worked at home		531
Darling Downs - East	65-74	Bicycle	1	3
Darling Downs - East	65-74	Bus	1	3
Darling Downs - East	65-74	Car as driver	1	418
Darling Downs - East	65-74	Car as passenger	1	22
Darling Downs - East	65-74	Did not go to work		137
Darling Downs - East	65-74	Method of travel not stated		38
Darling Downs - East	65-74	Motorbike scooter	1	4
Darling Downs - East	65-74	(Other)	1	26
Darling Downs - East	65-74	Other three methods	3	3
Darling Downs - East	65-74	Other two methods	2	9
Darling Downs - East	65-74	Truck	1	28
Darling Downs - East	65-74	Walked only	1	96
Darling Downs - East	65-74	Worked at home		383
Darling Downs - East	75+	Car as driver	1	56
Darling Downs - East	75+	Car as passenger	1	3
Darling Downs - East	75+	Did not go to work		12
Darling Downs - East	75+	Method of travel not stated		9
Darling Downs - East	75+	Motorbike scooter	1	4
Darling Downs - East	75+	(Other)	1	13
Darling Downs - East	75+	Other two methods	2	3
Darling Downs - East	75+	Truck	1	11
Darling Downs - East	75+	Walked only	1	19
Darling Downs - East	75+	Worked at home		154
Granite Belt	15-24	Bicycle	1	14
Granite Belt	15-24	Bus	1	6
Granite Belt	15-24	Car as driver	1	1192
Granite Belt	15-24	Car as passenger	1	459
Granite Belt	15-24	Did not go to work		303
Granite Belt	15-24	Method of travel not stated		34
Granite Belt	15-24	Motorbike scooter	1	11
Granite Belt	15-24	(Other)	1	6
Granite Belt	15-24	Other two methods	2	14
Granite Belt	15-24	Taxi	1	7
Granite Belt	15-24	Truck	1	12
Granite Belt	15-24	Walked only	1	120
Granite Belt	15-24	Worked at home		45
Granite Belt	25-34	Bicycle	1	15
Granite Belt	25-34	Bus	1	3
Granite Belt	25-34	Car as driver	1	1533
Granite Belt	25-34	Car as passenger	1	133
Granite Belt	25-34	Did not go to work		222
Granite Belt	25-34	Method of travel not stated		23
Granite Belt	25-34	Motorbike scooter	1	7
Granite Belt	25-34	(Other)	1	14
Granite Belt	25-34	Other two methods	2	22
Granite Belt	25-34	Taxi	1	3
Granite Belt	25-34	Truck	1	30
Granite Belt	25-34	Walked only	1	92
Granite Belt	25-34	Worked at home		102
Granite Belt	35-44	Bicycle	1	19
Granite Belt	35-44	Bus	1	6
Granite Belt	35-44	Car as driver	1	1933
Granite Belt	35-44	Car as passenger	1	86
Granite Belt	35-44	Did not go to work		214
Granite Belt	35-44	Method of travel not stated		23
Granite Belt	35-44	Motorbike scooter	1	17
Granite Belt	35-44	(Other)	1	22
Granite Belt	35-44	Other two methods	2	17
Granite Belt	35-44	Taxi	1	9
Granite Belt	35-44	Truck	1	44
Granite Belt	35-44	Walked only	1	116
Granite Belt	35-44	Worked at home		219
Granite Belt	45-54	Bicycle	1	18
Granite Belt	45-54	Bus	1	3
Granite Belt	45-54	Car as driver	1	2369
Granite Belt	45-54	Car as passenger	1	111
Granite Belt	45-54	Did not go to work		238
Granite Belt	45-54	Method of travel not stated		33
Granite Belt	45-54	Motorbike scooter	1	21
Granite Belt	45-54	(Other)	1	31
Granite Belt	45-54	Other two methods	2	19
Granite Belt	45-54	Taxi	1	10
Granite Belt	45-54	Truck	1	55
Granite Belt	45-54	Walked only	1	165
Granite Belt	45-54	Worked at home		327
Granite Belt	55-64	Bicycle	1	16
Granite Belt	55-64	Bus	1	3
Granite Belt	55-64	Car as driver	1	1809
Granite Belt	55-64	Car as passenger	1	84
Granite Belt	55-64	Did not go to work		264
Granite Belt	55-64	Method of travel not stated		40
Granite Belt	55-64	Motorbike scooter	1	26
Granite Belt	55-64	(Other)	1	30
Granite Belt	55-64	Other two methods	2	20
Granite Belt	55-64	Taxi	1	3
Granite Belt	55-64	Truck	1	68
Granite Belt	55-64	Walked only	1	149
Granite Belt	55-64	Worked at home		404
Granite Belt	65-74	Car as driver	1	393
Granite Belt	65-74	Car as passenger	1	21
Granite Belt	65-74	Did not go to work		103
Granite Belt	65-74	Method of travel not stated		35
Granite Belt	65-74	Motorbike scooter	1	7
Granite Belt	65-74	(Other)	1	28
Granite Belt	65-74	Other two methods	2	6
Granite Belt	65-74	Truck	1	25
Granite Belt	65-74	Walked only	1	73
Granite Belt	65-74	Worked at home		337
Granite Belt	75+	Car as driver	1	51
Granite Belt	75+	Car as passenger	1	3
Granite Belt	75+	Did not go to work		18
Granite Belt	75+	Method of travel not stated		23
Granite Belt	75+	Motorbike scooter	1	3
Granite Belt	75+	(Other)	1	6
Granite Belt	75+	Truck	1	3
Granite Belt	75+	Walked only	1	21
Granite Belt	75+	Worked at home		106
Central Highlands (Qld)	15-24	Bicycle	1	24
Central Highlands (Qld)	15-24	Bus	1	51
Central Highlands (Qld)	15-24	Bus and car as driver	2	8
Central Highlands (Qld)	15-24	Car as driver	1	1146
Central Highlands (Qld)	15-24	Car as passenger	1	315
Central Highlands (Qld)	15-24	Did not go to work		282
Central Highlands (Qld)	15-24	Method of travel not stated		39
Central Highlands (Qld)	15-24	Motorbike scooter	1	10
Central Highlands (Qld)	15-24	(Other)	1	14
Central Highlands (Qld)	15-24	Other two methods	2	13
Central Highlands (Qld)	15-24	Taxi	1	3
Central Highlands (Qld)	15-24	Train	1	4
Central Highlands (Qld)	15-24	Truck	1	4
Central Highlands (Qld)	15-24	Walked only	1	148
Central Highlands (Qld)	15-24	Worked at home		66
Central Highlands (Qld)	25-34	Bicycle	1	16
Central Highlands (Qld)	25-34	Bus	1	227
Central Highlands (Qld)	25-34	Bus and car as driver	2	28
Central Highlands (Qld)	25-34	Bus and car as passenger	2	3
Central Highlands (Qld)	25-34	Bus and other	2	5
Central Highlands (Qld)	25-34	Bus and two other methods excludes train	3	8
Central Highlands (Qld)	25-34	Car as driver	1	2243
Central Highlands (Qld)	25-34	Car as passenger	1	253
Central Highlands (Qld)	25-34	Did not go to work		585
Central Highlands (Qld)	25-34	Method of travel not stated		27
Central Highlands (Qld)	25-34	Motorbike scooter	1	18
Central Highlands (Qld)	25-34	(Other)	1	32
Central Highlands (Qld)	25-34	Other three methods	3	3
Central Highlands (Qld)	25-34	Other two methods	2	39
Central Highlands (Qld)	25-34	Train and bus	2	3
Central Highlands (Qld)	25-34	Truck	1	25
Central Highlands (Qld)	25-34	Walked only	1	176
Central Highlands (Qld)	25-34	Worked at home		179
Central Highlands (Qld)	35-44	Bicycle	1	4
Central Highlands (Qld)	35-44	Bus	1	256
Central Highlands (Qld)	35-44	Bus and car as driver	2	37
Central Highlands (Qld)	35-44	Bus and car as passenger	2	4
Central Highlands (Qld)	35-44	Bus and other	2	3
Central Highlands (Qld)	35-44	Bus and two other methods excludes train	3	5
Central Highlands (Qld)	35-44	Car as driver	1	2298
Central Highlands (Qld)	35-44	Car as passenger	1	183
Central Highlands (Qld)	35-44	Did not go to work		537
Central Highlands (Qld)	35-44	Method of travel not stated		51
Central Highlands (Qld)	35-44	Motorbike scooter	1	8
Central Highlands (Qld)	35-44	(Other)	1	33
Central Highlands (Qld)	35-44	Other three methods	3	4
Central Highlands (Qld)	35-44	Other two methods	2	34
Central Highlands (Qld)	35-44	Taxi	1	3
Central Highlands (Qld)	35-44	Train	1	3
Central Highlands (Qld)	35-44	Truck	1	29
Central Highlands (Qld)	35-44	Walked only	1	181
Central Highlands (Qld)	35-44	Worked at home		203
Central Highlands (Qld)	45-54	Bicycle	1	15
Central Highlands (Qld)	45-54	Bus	1	269
Central Highlands (Qld)	45-54	Bus and car as driver	2	25
Central Highlands (Qld)	45-54	Bus and car as passenger	2	3
Central Highlands (Qld)	45-54	Bus and other	2	4
Central Highlands (Qld)	45-54	Car as driver	1	2038
Central Highlands (Qld)	45-54	Car as passenger	1	188
Central Highlands (Qld)	45-54	Did not go to work		483
Central Highlands (Qld)	45-54	Method of travel not stated		44
Central Highlands (Qld)	45-54	Motorbike scooter	1	17
Central Highlands (Qld)	45-54	(Other)	1	50
Central Highlands (Qld)	45-54	Other three methods	3	3
Central Highlands (Qld)	45-54	Other two methods	2	20
Central Highlands (Qld)	45-54	Taxi	1	5
Central Highlands (Qld)	45-54	Truck	1	34
Central Highlands (Qld)	45-54	Walked only	1	194
Central Highlands (Qld)	45-54	Worked at home		257
Central Highlands (Qld)	55-64	Bicycle	1	10
Central Highlands (Qld)	55-64	Bus	1	106
Central Highlands (Qld)	55-64	Bus and car as driver	2	10
Central Highlands (Qld)	55-64	Car as driver	1	1196
Central Highlands (Qld)	55-64	Car as passenger	1	102
Central Highlands (Qld)	55-64	Did not go to work		302
Central Highlands (Qld)	55-64	Method of travel not stated		30
Central Highlands (Qld)	55-64	Motorbike scooter	1	17
Central Highlands (Qld)	55-64	(Other)	1	44
Central Highlands (Qld)	55-64	Other three methods	3	3
Central Highlands (Qld)	55-64	Other two methods	2	9
Central Highlands (Qld)	55-64	Truck	1	37
Central Highlands (Qld)	55-64	Walked only	1	155
Central Highlands (Qld)	55-64	Worked at home		225
Central Highlands (Qld)	65-74	Bicycle	1	3
Central Highlands (Qld)	65-74	Bus	1	12
Central Highlands (Qld)	65-74	Car as driver	1	217
Central Highlands (Qld)	65-74	Car as passenger	1	14
Central Highlands (Qld)	65-74	Did not go to work		48
Central Highlands (Qld)	65-74	Method of travel not stated		6
Central Highlands (Qld)	65-74	Motorbike scooter	1	3
Central Highlands (Qld)	65-74	(Other)	1	15
Central Highlands (Qld)	65-74	Other two methods	2	4
Central Highlands (Qld)	65-74	Truck	1	11
Central Highlands (Qld)	65-74	Walked only	1	54
Central Highlands (Qld)	65-74	Worked at home		108
Central Highlands (Qld)	75+	Car as driver	1	30
Central Highlands (Qld)	75+	Car as passenger	1	3
Central Highlands (Qld)	75+	Did not go to work		9
Central Highlands (Qld)	75+	Method of travel not stated		4
Central Highlands (Qld)	75+	(Other)	1	6
Central Highlands (Qld)	75+	Walked only	1	8
Central Highlands (Qld)	75+	Worked at home		27
Rockhampton	15-24	Bicycle	1	62
Rockhampton	15-24	Bus	1	71
Rockhampton	15-24	Bus and car as driver	2	4
Rockhampton	15-24	Bus and car as passenger	2	19
Rockhampton	15-24	Bus and two other methods excludes train	3	6
Rockhampton	15-24	Car as driver	1	4715
Rockhampton	15-24	Car as passenger	1	1325
Rockhampton	15-24	Did not go to work		1069
Rockhampton	15-24	Ferry	1	4
Rockhampton	15-24	Method of travel not stated		80
Rockhampton	15-24	Motorbike scooter	1	46
Rockhampton	15-24	(Other)	1	21
Rockhampton	15-24	Other two methods	2	59
Rockhampton	15-24	Taxi	1	17
Rockhampton	15-24	Train	1	4
Rockhampton	15-24	Train and car as driver	2	3
Rockhampton	15-24	Truck	1	19
Rockhampton	15-24	Walked only	1	292
Rockhampton	15-24	Worked at home		62
Rockhampton	25-34	Bicycle	1	59
Rockhampton	25-34	Bus	1	50
Rockhampton	25-34	Bus and car as driver	2	13
Rockhampton	25-34	Bus and car as passenger	2	7
Rockhampton	25-34	Car as driver	1	6795
Rockhampton	25-34	Car as passenger	1	509
Rockhampton	25-34	Did not go to work		962
Rockhampton	25-34	Ferry	1	3
Rockhampton	25-34	Method of travel not stated		82
Rockhampton	25-34	Motorbike scooter	1	75
Rockhampton	25-34	(Other)	1	42
Rockhampton	25-34	Other two methods	2	59
Rockhampton	25-34	Taxi	1	21
Rockhampton	25-34	Train	1	3
Rockhampton	25-34	Train and bus	2	4
Rockhampton	25-34	Train and car as driver	2	3
Rockhampton	25-34	Train and car as passenger	2	3
Rockhampton	25-34	Truck	1	63
Rockhampton	25-34	Walked only	1	272
Rockhampton	25-34	Worked at home		239
Rockhampton	35-44	Bicycle	1	72
Rockhampton	35-44	Bus	1	48
Rockhampton	35-44	Bus and car as driver	2	15
Rockhampton	35-44	Bus and other	2	4
Rockhampton	35-44	Car as driver	1	6857
Rockhampton	35-44	Car as passenger	1	386
Rockhampton	35-44	Did not go to work		715
Rockhampton	35-44	Method of travel not stated		57
Rockhampton	35-44	Motorbike scooter	1	73
Rockhampton	35-44	(Other)	1	40
Rockhampton	35-44	Other three methods	3	5
Rockhampton	35-44	Other two methods	2	46
Rockhampton	35-44	Taxi	1	18
Rockhampton	35-44	Train	1	3
Rockhampton	35-44	Truck	1	79
Rockhampton	35-44	Walked only	1	233
Rockhampton	35-44	Worked at home		431
Rockhampton	45-54	Bicycle	1	81
Rockhampton	45-54	Bus	1	68
Rockhampton	45-54	Bus and car as driver	2	15
Rockhampton	45-54	Bus and car as passenger	2	3
Rockhampton	45-54	Car as driver	1	7516
Rockhampton	45-54	Car as passenger	1	370
Rockhampton	45-54	Did not go to work		788
Rockhampton	45-54	Method of travel not stated		75
Rockhampton	45-54	Motorbike scooter	1	117
Rockhampton	45-54	(Other)	1	53
Rockhampton	45-54	Other two methods	2	67
Rockhampton	45-54	Taxi	1	33
Rockhampton	45-54	Truck	1	143
Rockhampton	45-54	Walked only	1	265
Rockhampton	45-54	Worked at home		435
Rockhampton	55-64	Bicycle	1	50
Rockhampton	55-64	Bus	1	51
Rockhampton	55-64	Bus and car as driver	2	3
Rockhampton	55-64	Car as driver	1	5203
Rockhampton	55-64	Car as passenger	1	233
Rockhampton	55-64	Did not go to work		799
Rockhampton	55-64	Method of travel not stated		63
Rockhampton	55-64	Motorbike scooter	1	68
Rockhampton	55-64	(Other)	1	38
Rockhampton	55-64	Other two methods	2	36
Rockhampton	55-64	Taxi	1	13
Rockhampton	55-64	Truck	1	102
Rockhampton	55-64	Walked only	1	262
Rockhampton	55-64	Worked at home		484
Rockhampton	65-74	Bicycle	1	12
Rockhampton	65-74	Bus	1	7
Rockhampton	65-74	Car as driver	1	854
Rockhampton	65-74	Car as passenger	1	53
Rockhampton	65-74	Did not go to work		211
Rockhampton	65-74	Method of travel not stated		23
Rockhampton	65-74	Motorbike scooter	1	13
Rockhampton	65-74	(Other)	1	18
Rockhampton	65-74	Other two methods	2	3
Rockhampton	65-74	Taxi	1	4
Rockhampton	65-74	Truck	1	22
Rockhampton	65-74	Walked only	1	59
Rockhampton	65-74	Worked at home		256
Rockhampton	75+	Car as driver	1	86
Rockhampton	75+	Car as passenger	1	8
Rockhampton	75+	Did not go to work		32
Rockhampton	75+	Method of travel not stated		21
Rockhampton	75+	Motorbike scooter	1	3
Rockhampton	75+	(Other)	1	4
Rockhampton	75+	Truck	1	9
Rockhampton	75+	Walked only	1	14
Rockhampton	75+	Worked at home		79
Biloela	15-24	Bicycle	1	18
Biloela	15-24	Bus	1	13
Biloela	15-24	Car as driver	1	555
Biloela	15-24	Car as passenger	1	169
Biloela	15-24	Did not go to work		112
Biloela	15-24	Method of travel not stated		25
Biloela	15-24	(Other)	1	12
Biloela	15-24	Other two methods	2	5
Biloela	15-24	Truck	1	3
Biloela	15-24	Walked only	1	78
Biloela	15-24	Worked at home		23
Biloela	25-34	Bicycle	1	12
Biloela	25-34	Bus	1	41
Biloela	25-34	Bus and car as passenger	2	3
Biloela	25-34	Car as driver	1	1029
Biloela	25-34	Car as passenger	1	100
Biloela	25-34	Did not go to work		217
Biloela	25-34	Method of travel not stated		22
Biloela	25-34	Motorbike scooter	1	8
Biloela	25-34	(Other)	1	20
Biloela	25-34	Other two methods	2	13
Biloela	25-34	Truck	1	15
Biloela	25-34	Walked only	1	74
Biloela	25-34	Worked at home		87
Biloela	35-44	Bicycle	1	9
Biloela	35-44	Bus	1	28
Biloela	35-44	Bus and car as passenger	2	3
Biloela	35-44	Car as driver	1	1096
Biloela	35-44	Car as passenger	1	72
Biloela	35-44	Did not go to work		227
Biloela	35-44	Method of travel not stated		22
Biloela	35-44	Motorbike scooter	1	11
Biloela	35-44	(Other)	1	28
Biloela	35-44	Other three methods	3	3
Biloela	35-44	Other two methods	2	10
Biloela	35-44	Truck	1	13
Biloela	35-44	Walked only	1	73
Biloela	35-44	Worked at home		144
Biloela	45-54	Bicycle	1	8
Biloela	45-54	Bus	1	46
Biloela	45-54	Bus and car as driver	2	3
Biloela	45-54	Car as driver	1	1129
Biloela	45-54	Car as passenger	1	81
Biloela	45-54	Did not go to work		208
Biloela	45-54	Method of travel not stated		19
Biloela	45-54	Motorbike scooter	1	8
Biloela	45-54	(Other)	1	23
Biloela	45-54	Other two methods	2	11
Biloela	45-54	Truck	1	23
Biloela	45-54	Walked only	1	99
Biloela	45-54	Worked at home		179
Biloela	55-64	Bicycle	1	14
Biloela	55-64	Bus	1	30
Biloela	55-64	Bus and car as driver	2	3
Biloela	55-64	Bus and other	2	3
Biloela	55-64	Car as driver	1	701
Biloela	55-64	Car as passenger	1	35
Biloela	55-64	Did not go to work		163
Biloela	55-64	Method of travel not stated		18
Biloela	55-64	Motorbike scooter	1	17
Biloela	55-64	(Other)	1	20
Biloela	55-64	Other two methods	2	7
Biloela	55-64	Truck	1	18
Biloela	55-64	Walked only	1	99
Biloela	55-64	Worked at home		227
Biloela	65-74	Bus	1	6
Biloela	65-74	Car as driver	1	134
Biloela	65-74	Car as passenger	1	6
Biloela	65-74	Did not go to work		53
Biloela	65-74	Method of travel not stated		12
Biloela	65-74	Motorbike scooter	1	6
Biloela	65-74	(Other)	1	17
Biloela	65-74	Other two methods	2	3
Biloela	65-74	Truck	1	5
Biloela	65-74	Walked only	1	32
Biloela	65-74	Worked at home		149
Biloela	75+	Car as driver	1	23
Biloela	75+	Did not go to work		3
Biloela	75+	Method of travel not stated		3
Biloela	75+	Walked only	1	11
Biloela	75+	Worked at home		78
Gladstone	15-24	Bicycle	1	34
Gladstone	15-24	Bus	1	32
Gladstone	15-24	Bus and car as driver	2	3
Gladstone	15-24	Bus and car as passenger	2	3
Gladstone	15-24	Bus and ferry	2	9
Gladstone	15-24	Bus and two other methods excludes train	3	30
