SA3_NAME16	Age	EmploymentStatus	workers
Port Douglas - Daintree	50-54	Status in employment not stated	4
Port Douglas - Daintree	55-59	Contributing family workers	21
Port Douglas - Daintree	55-59	Employee	428
Port Douglas - Daintree	55-59	Owner managers of incorporated enterprises	59
Port Douglas - Daintree	55-59	Owner managers of unincorporated enterprises	96
Port Douglas - Daintree	55-59	Status in employment not stated	3
Port Douglas - Daintree	60-64	Contributing family workers	22
Port Douglas - Daintree	60-64	Employee	283
Port Douglas - Daintree	60-64	Owner managers of incorporated enterprises	50
Port Douglas - Daintree	60-64	Owner managers of unincorporated enterprises	77
Port Douglas - Daintree	60-64	Status in employment not stated	8
Port Douglas - Daintree	65-69	Contributing family workers	15
Port Douglas - Daintree	65-69	Employee	110
Port Douglas - Daintree	65-69	Owner managers of incorporated enterprises	31
Port Douglas - Daintree	65-69	Owner managers of unincorporated enterprises	52
Port Douglas - Daintree	65-69	Status in employment not stated	3
Port Douglas - Daintree	70-74	Contributing family workers	13
Port Douglas - Daintree	70-74	Employee	31
Port Douglas - Daintree	70-74	Owner managers of incorporated enterprises	9
Port Douglas - Daintree	70-74	Owner managers of unincorporated enterprises	24
Port Douglas - Daintree	70-74	Status in employment not stated	5
Port Douglas - Daintree	75+	Contributing family workers	12
Port Douglas - Daintree	75+	Employee	18
Port Douglas - Daintree	75+	Owner managers of incorporated enterprises	9
Port Douglas - Daintree	75+	Owner managers of unincorporated enterprises	19
Port Douglas - Daintree	75+	Status in employment not stated	5
Tablelands (East) - Kuranda	15-19	Contributing family workers	12
Tablelands (East) - Kuranda	15-19	Employee	942
Tablelands (East) - Kuranda	15-19	Owner managers of unincorporated enterprises	3
Tablelands (East) - Kuranda	15-19	Status in employment not stated	19
Tablelands (East) - Kuranda	20-24	Contributing family workers	7
Tablelands (East) - Kuranda	20-24	Employee	960
Tablelands (East) - Kuranda	20-24	Owner managers of incorporated enterprises	3
Tablelands (East) - Kuranda	20-24	Owner managers of unincorporated enterprises	25
Tablelands (East) - Kuranda	20-24	Status in employment not stated	13
Tablelands (East) - Kuranda	25-29	Contributing family workers	15
Tablelands (East) - Kuranda	25-29	Employee	983
Tablelands (East) - Kuranda	25-29	Owner managers of incorporated enterprises	15
Tablelands (East) - Kuranda	25-29	Owner managers of unincorporated enterprises	66
Tablelands (East) - Kuranda	25-29	Status in employment not stated	19
Tablelands (East) - Kuranda	30-34	Contributing family workers	25
Tablelands (East) - Kuranda	30-34	Employee	927
Tablelands (East) - Kuranda	30-34	Owner managers of incorporated enterprises	60
Tablelands (East) - Kuranda	30-34	Owner managers of unincorporated enterprises	105
Tablelands (East) - Kuranda	30-34	Status in employment not stated	11
Tablelands (East) - Kuranda	35-39	Contributing family workers	35
Tablelands (East) - Kuranda	35-39	Employee	945
Tablelands (East) - Kuranda	35-39	Owner managers of incorporated enterprises	94
Tablelands (East) - Kuranda	35-39	Owner managers of unincorporated enterprises	110
Tablelands (East) - Kuranda	35-39	Status in employment not stated	10
Tablelands (East) - Kuranda	40-44	Contributing family workers	43
Tablelands (East) - Kuranda	40-44	Employee	1109
Tablelands (East) - Kuranda	40-44	Owner managers of incorporated enterprises	100
Tablelands (East) - Kuranda	40-44	Owner managers of unincorporated enterprises	192
Tablelands (East) - Kuranda	40-44	Status in employment not stated	19
Tablelands (East) - Kuranda	45-49	Contributing family workers	62
Tablelands (East) - Kuranda	45-49	Employee	1224
Tablelands (East) - Kuranda	45-49	Owner managers of incorporated enterprises	134
Tablelands (East) - Kuranda	45-49	Owner managers of unincorporated enterprises	235
Tablelands (East) - Kuranda	45-49	Status in employment not stated	26
Tablelands (East) - Kuranda	50-54	Contributing family workers	66
Tablelands (East) - Kuranda	50-54	Employee	1232
Tablelands (East) - Kuranda	50-54	Owner managers of incorporated enterprises	159
Tablelands (East) - Kuranda	50-54	Owner managers of unincorporated enterprises	225
Tablelands (East) - Kuranda	50-54	Status in employment not stated	36
Tablelands (East) - Kuranda	55-59	Contributing family workers	74
Tablelands (East) - Kuranda	55-59	Employee	1126
Tablelands (East) - Kuranda	55-59	Owner managers of incorporated enterprises	149
Tablelands (East) - Kuranda	55-59	Owner managers of unincorporated enterprises	249
Tablelands (East) - Kuranda	55-59	Status in employment not stated	20
Tablelands (East) - Kuranda	60-64	Contributing family workers	76
Tablelands (East) - Kuranda	60-64	Employee	869
Tablelands (East) - Kuranda	60-64	Owner managers of incorporated enterprises	114
Tablelands (East) - Kuranda	60-64	Owner managers of unincorporated enterprises	218
Tablelands (East) - Kuranda	60-64	Status in employment not stated	18
Tablelands (East) - Kuranda	65-69	Contributing family workers	78
Tablelands (East) - Kuranda	65-69	Employee	311
Tablelands (East) - Kuranda	65-69	Owner managers of incorporated enterprises	40
Tablelands (East) - Kuranda	65-69	Owner managers of unincorporated enterprises	156
Tablelands (East) - Kuranda	65-69	Status in employment not stated	20
Tablelands (East) - Kuranda	70-74	Contributing family workers	62
Tablelands (East) - Kuranda	70-74	Employee	101
Tablelands (East) - Kuranda	70-74	Owner managers of incorporated enterprises	41
Tablelands (East) - Kuranda	70-74	Owner managers of unincorporated enterprises	80
Tablelands (East) - Kuranda	70-74	Status in employment not stated	15
Tablelands (East) - Kuranda	75+	Contributing family workers	45
Tablelands (East) - Kuranda	75+	Employee	49
Tablelands (East) - Kuranda	75+	Owner managers of incorporated enterprises	17
Tablelands (East) - Kuranda	75+	Owner managers of unincorporated enterprises	57
Tablelands (East) - Kuranda	75+	Status in employment not stated	9
Darling Downs (West) - Maranoa	15-19	Contributing family workers	31
Darling Downs (West) - Maranoa	15-19	Employee	1043
Darling Downs (West) - Maranoa	15-19	Owner managers of incorporated enterprises	4
Darling Downs (West) - Maranoa	15-19	Owner managers of unincorporated enterprises	7
Darling Downs (West) - Maranoa	15-19	Status in employment not stated	18
Darling Downs (West) - Maranoa	20-24	Contributing family workers	32
Darling Downs (West) - Maranoa	20-24	Employee	1577
Darling Downs (West) - Maranoa	20-24	Owner managers of incorporated enterprises	29
Darling Downs (West) - Maranoa	20-24	Owner managers of unincorporated enterprises	52
Darling Downs (West) - Maranoa	20-24	Status in employment not stated	21
Darling Downs (West) - Maranoa	25-29	Contributing family workers	29
Darling Downs (West) - Maranoa	25-29	Employee	2087
Darling Downs (West) - Maranoa	25-29	Owner managers of incorporated enterprises	58
Darling Downs (West) - Maranoa	25-29	Owner managers of unincorporated enterprises	120
Darling Downs (West) - Maranoa	25-29	Status in employment not stated	25
Darling Downs (West) - Maranoa	30-34	Contributing family workers	60
Darling Downs (West) - Maranoa	30-34	Employee	2044
Darling Downs (West) - Maranoa	30-34	Owner managers of incorporated enterprises	130
Darling Downs (West) - Maranoa	30-34	Owner managers of unincorporated enterprises	173
Darling Downs (West) - Maranoa	30-34	Status in employment not stated	14
Darling Downs (West) - Maranoa	35-39	Contributing family workers	84
Darling Downs (West) - Maranoa	35-39	Employee	1748
Darling Downs (West) - Maranoa	35-39	Owner managers of incorporated enterprises	161
Darling Downs (West) - Maranoa	35-39	Owner managers of unincorporated enterprises	176
Darling Downs (West) - Maranoa	35-39	Status in employment not stated	19
Darling Downs (West) - Maranoa	40-44	Contributing family workers	108
Darling Downs (West) - Maranoa	40-44	Employee	1772
Darling Downs (West) - Maranoa	40-44	Owner managers of incorporated enterprises	245
Darling Downs (West) - Maranoa	40-44	Owner managers of unincorporated enterprises	243
Darling Downs (West) - Maranoa	40-44	Status in employment not stated	22
Darling Downs (West) - Maranoa	45-49	Contributing family workers	153
Darling Downs (West) - Maranoa	45-49	Employee	1798
Darling Downs (West) - Maranoa	45-49	Owner managers of incorporated enterprises	269
Darling Downs (West) - Maranoa	45-49	Owner managers of unincorporated enterprises	270
Darling Downs (West) - Maranoa	45-49	Status in employment not stated	46
Darling Downs (West) - Maranoa	50-54	Contributing family workers	171
Darling Downs (West) - Maranoa	50-54	Employee	1730
Darling Downs (West) - Maranoa	50-54	Owner managers of incorporated enterprises	234
Darling Downs (West) - Maranoa	50-54	Owner managers of unincorporated enterprises	285
Darling Downs (West) - Maranoa	50-54	Status in employment not stated	35
Darling Downs (West) - Maranoa	55-59	Contributing family workers	180
Darling Downs (West) - Maranoa	55-59	Employee	1439
Darling Downs (West) - Maranoa	55-59	Owner managers of incorporated enterprises	204
Darling Downs (West) - Maranoa	55-59	Owner managers of unincorporated enterprises	314
Darling Downs (West) - Maranoa	55-59	Status in employment not stated	45
Darling Downs (West) - Maranoa	60-64	Contributing family workers	198
Darling Downs (West) - Maranoa	60-64	Employee	883
Darling Downs (West) - Maranoa	60-64	Owner managers of incorporated enterprises	147
Darling Downs (West) - Maranoa	60-64	Owner managers of unincorporated enterprises	278
Darling Downs (West) - Maranoa	60-64	Status in employment not stated	39
Darling Downs (West) - Maranoa	65-69	Contributing family workers	194
Darling Downs (West) - Maranoa	65-69	Employee	340
Darling Downs (West) - Maranoa	65-69	Owner managers of incorporated enterprises	84
Darling Downs (West) - Maranoa	65-69	Owner managers of unincorporated enterprises	176
Darling Downs (West) - Maranoa	65-69	Status in employment not stated	13
Darling Downs (West) - Maranoa	70-74	Contributing family workers	155
Darling Downs (West) - Maranoa	70-74	Employee	102
Darling Downs (West) - Maranoa	70-74	Owner managers of incorporated enterprises	41
Darling Downs (West) - Maranoa	70-74	Owner managers of unincorporated enterprises	119
Darling Downs (West) - Maranoa	70-74	Status in employment not stated	14
Darling Downs (West) - Maranoa	75+	Contributing family workers	151
Darling Downs (West) - Maranoa	75+	Employee	53
Darling Downs (West) - Maranoa	75+	Owner managers of incorporated enterprises	22
Darling Downs (West) - Maranoa	75+	Owner managers of unincorporated enterprises	130
Darling Downs (West) - Maranoa	75+	Status in employment not stated	14
Darling Downs - East	15-19	Contributing family workers	25
Darling Downs - East	15-19	Employee	1097
Darling Downs - East	15-19	Owner managers of unincorporated enterprises	10
Darling Downs - East	15-19	Status in employment not stated	14
Darling Downs - East	20-24	Contributing family workers	20
Darling Downs - East	20-24	Employee	1515
Darling Downs - East	20-24	Owner managers of incorporated enterprises	11
Darling Downs - East	20-24	Owner managers of unincorporated enterprises	29
Darling Downs - East	20-24	Status in employment not stated	14
Darling Downs - East	25-29	Contributing family workers	24
Darling Downs - East	25-29	Employee	1485
Darling Downs - East	25-29	Owner managers of incorporated enterprises	32
Darling Downs - East	25-29	Owner managers of unincorporated enterprises	69
Darling Downs - East	25-29	Status in employment not stated	10
Darling Downs - East	30-34	Contributing family workers	48
Darling Downs - East	30-34	Employee	1423
Darling Downs - East	30-34	Owner managers of incorporated enterprises	103
Darling Downs - East	30-34	Owner managers of unincorporated enterprises	121
Darling Downs - East	30-34	Status in employment not stated	13
Darling Downs - East	35-39	Contributing family workers	45
Darling Downs - East	35-39	Employee	1382
Darling Downs - East	35-39	Owner managers of incorporated enterprises	130
Darling Downs - East	35-39	Owner managers of unincorporated enterprises	111
Darling Downs - East	35-39	Status in employment not stated	28
Darling Downs - East	40-44	Contributing family workers	55
Darling Downs - East	40-44	Employee	1574
Darling Downs - East	40-44	Owner managers of incorporated enterprises	149
Darling Downs - East	40-44	Owner managers of unincorporated enterprises	164
Darling Downs - East	40-44	Status in employment not stated	39
Darling Downs - East	45-49	Contributing family workers	92
Darling Downs - East	45-49	Employee	1717
Darling Downs - East	45-49	Owner managers of incorporated enterprises	151
Darling Downs - East	45-49	Owner managers of unincorporated enterprises	204
Darling Downs - East	45-49	Status in employment not stated	20
Darling Downs - East	50-54	Contributing family workers	99
Darling Downs - East	50-54	Employee	1564
Darling Downs - East	50-54	Owner managers of incorporated enterprises	157
Darling Downs - East	50-54	Owner managers of unincorporated enterprises	223
Darling Downs - East	50-54	Status in employment not stated	25
Darling Downs - East	55-59	Contributing family workers	122
Darling Downs - East	55-59	Employee	1268
Darling Downs - East	55-59	Owner managers of incorporated enterprises	163
