SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Melbourne - Outer East	NZL	Owner managers of incorporated enterprises	M	148
Melbourne - Outer East	NZL	Owner managers of unincorporated enterprises	F	91
Melbourne - Outer East	NZL	Owner managers of unincorporated enterprises	M	123
Melbourne - Outer East	NZL	Status in employment not stated	F	8
Melbourne - Outer East	NZL	Status in employment not stated	M	12
Melbourne - Outer East	PAK	Contributing family workers	M	3
Melbourne - Outer East	PAK	Employee	F	66
Melbourne - Outer East	PAK	Employee	M	293
Melbourne - Outer East	PAK	Owner managers of incorporated enterprises	F	3
Melbourne - Outer East	PAK	Owner managers of incorporated enterprises	M	18
Melbourne - Outer East	PAK	Owner managers of unincorporated enterprises	F	3
Melbourne - Outer East	PAK	Owner managers of unincorporated enterprises	M	14
Melbourne - Outer East	PAK	Status in employment not stated	F	3
Melbourne - Outer East	PAK	Status in employment not stated	M	4
Melbourne - Outer East	PHL	Contributing family workers	F	6
Melbourne - Outer East	PHL	Contributing family workers	M	5
Melbourne - Outer East	PHL	Employee	F	864
Melbourne - Outer East	PHL	Employee	M	611
Melbourne - Outer East	PHL	Owner managers of incorporated enterprises	F	15
Melbourne - Outer East	PHL	Owner managers of incorporated enterprises	M	18
Melbourne - Outer East	PHL	Owner managers of unincorporated enterprises	F	22
Melbourne - Outer East	PHL	Owner managers of unincorporated enterprises	M	14
Melbourne - Outer East	PHL	Status in employment not stated	F	9
Melbourne - Outer East	PHL	Status in employment not stated	M	3
Melbourne - Outer East	POL	Contributing family workers	F	9
Melbourne - Outer East	POL	Employee	F	190
Melbourne - Outer East	POL	Employee	M	157
Melbourne - Outer East	POL	Owner managers of incorporated enterprises	F	17
Melbourne - Outer East	POL	Owner managers of incorporated enterprises	M	28
Melbourne - Outer East	POL	Owner managers of unincorporated enterprises	F	23
Melbourne - Outer East	POL	Owner managers of unincorporated enterprises	M	24
Melbourne - Outer East	POL	Status in employment not stated	F	3
Melbourne - Outer East	POL	Status in employment not stated	M	3
Melbourne - Outer East	SGP	Contributing family workers	M	3
Melbourne - Outer East	SGP	Employee	F	227
Melbourne - Outer East	SGP	Employee	M	182
Melbourne - Outer East	SGP	Owner managers of incorporated enterprises	F	19
Melbourne - Outer East	SGP	Owner managers of incorporated enterprises	M	32
Melbourne - Outer East	SGP	Owner managers of unincorporated enterprises	F	16
Melbourne - Outer East	SGP	Owner managers of unincorporated enterprises	M	21
Melbourne - Outer East	ZAF	Contributing family workers	F	14
Melbourne - Outer East	ZAF	Contributing family workers	M	8
Melbourne - Outer East	ZAF	Employee	F	632
Melbourne - Outer East	ZAF	Employee	M	513
Melbourne - Outer East	ZAF	Owner managers of incorporated enterprises	F	40
Melbourne - Outer East	ZAF	Owner managers of incorporated enterprises	M	80
Melbourne - Outer East	ZAF	Owner managers of unincorporated enterprises	F	51
Melbourne - Outer East	ZAF	Owner managers of unincorporated enterprises	M	48
Melbourne - Outer East	ZAF	Status in employment not stated	M	5
Melbourne - Outer East	KOR	Contributing family workers	F	11
Melbourne - Outer East	KOR	Contributing family workers	M	6
Melbourne - Outer East	KOR	Employee	F	107
Melbourne - Outer East	KOR	Employee	M	173
Melbourne - Outer East	KOR	Owner managers of incorporated enterprises	F	13
Melbourne - Outer East	KOR	Owner managers of incorporated enterprises	M	32
Melbourne - Outer East	KOR	Owner managers of unincorporated enterprises	F	20
Melbourne - Outer East	KOR	Owner managers of unincorporated enterprises	M	24
Melbourne - Outer East	KOR	Status in employment not stated	F	5
Melbourne - Outer East	LKA	Contributing family workers	F	16
Melbourne - Outer East	LKA	Contributing family workers	M	17
Melbourne - Outer East	LKA	Employee	F	848
Melbourne - Outer East	LKA	Employee	M	1158
Melbourne - Outer East	LKA	Owner managers of incorporated enterprises	F	42
Melbourne - Outer East	LKA	Owner managers of incorporated enterprises	M	116
Melbourne - Outer East	LKA	Owner managers of unincorporated enterprises	F	58
Melbourne - Outer East	LKA	Owner managers of unincorporated enterprises	M	59
Melbourne - Outer East	LKA	Status in employment not stated	F	12
Melbourne - Outer East	LKA	Status in employment not stated	M	7
Melbourne - Outer East	THA	Contributing family workers	F	7
Melbourne - Outer East	THA	Contributing family workers	M	8
Melbourne - Outer East	THA	Employee	F	270
Melbourne - Outer East	THA	Employee	M	163
Melbourne - Outer East	THA	Owner managers of incorporated enterprises	F	16
Melbourne - Outer East	THA	Owner managers of incorporated enterprises	M	11
Melbourne - Outer East	THA	Owner managers of unincorporated enterprises	F	37
Melbourne - Outer East	THA	Owner managers of unincorporated enterprises	M	10
Melbourne - Outer East	THA	Status in employment not stated	F	3
Melbourne - Outer East	TUR	Employee	F	33
Melbourne - Outer East	TUR	Employee	M	57
Melbourne - Outer East	TUR	Owner managers of incorporated enterprises	F	5
Melbourne - Outer East	TUR	Owner managers of incorporated enterprises	M	12
Melbourne - Outer East	TUR	Owner managers of unincorporated enterprises	F	3
Melbourne - Outer East	TUR	Owner managers of unincorporated enterprises	M	10
Melbourne - Outer East	GBR	Contributing family workers	F	72
Melbourne - Outer East	GBR	Contributing family workers	M	70
Melbourne - Outer East	GBR	Employee	F	3315
Melbourne - Outer East	GBR	Employee	M	3185
Melbourne - Outer East	GBR	Owner managers of incorporated enterprises	F	256
Melbourne - Outer East	GBR	Owner managers of incorporated enterprises	M	559
Melbourne - Outer East	GBR	Owner managers of unincorporated enterprises	F	299
Melbourne - Outer East	GBR	Owner managers of unincorporated enterprises	M	506
Melbourne - Outer East	GBR	Status in employment not stated	F	29
Melbourne - Outer East	GBR	Status in employment not stated	M	32
Melbourne - Outer East	USA	Contributing family workers	F	6
Melbourne - Outer East	USA	Contributing family workers	M	7
Melbourne - Outer East	USA	Employee	F	232
Melbourne - Outer East	USA	Employee	M	231
Melbourne - Outer East	USA	Owner managers of incorporated enterprises	F	21
Melbourne - Outer East	USA	Owner managers of incorporated enterprises	M	25
Melbourne - Outer East	USA	Owner managers of unincorporated enterprises	F	27
Melbourne - Outer East	USA	Owner managers of unincorporated enterprises	M	23
Melbourne - Outer East	USA	Status in employment not stated	M	4
Melbourne - Outer East	VNM	Contributing family workers	F	15
Melbourne - Outer East	VNM	Contributing family workers	M	12
Melbourne - Outer East	VNM	Employee	F	696
Melbourne - Outer East	VNM	Employee	M	712
Melbourne - Outer East	VNM	Owner managers of incorporated enterprises	F	35
Melbourne - Outer East	VNM	Owner managers of incorporated enterprises	M	56
Melbourne - Outer East	VNM	Owner managers of unincorporated enterprises	F	71
Melbourne - Outer East	VNM	Owner managers of unincorporated enterprises	M	71
Melbourne - Outer East	VNM	Status in employment not stated	F	9
Melbourne - Outer East	VNM	Status in employment not stated	M	4
Melbourne - Outer East	ZWE	Contributing family workers	F	3
Melbourne - Outer East	ZWE	Employee	F	95
Melbourne - Outer East	ZWE	Employee	M	94
Melbourne - Outer East	ZWE	Owner managers of incorporated enterprises	F	3
Melbourne - Outer East	ZWE	Owner managers of incorporated enterprises	M	7
Melbourne - Outer East	ZWE	Owner managers of unincorporated enterprises	F	7
Melbourne - Outer East	ZWE	Owner managers of unincorporated enterprises	M	9
Melbourne - South East		Contributing family workers	F	185
Melbourne - South East		Contributing family workers	M	245
Melbourne - South East		Employee	F	10071
Melbourne - South East		Employee	M	12860
Melbourne - South East		Owner managers of incorporated enterprises	F	539
Melbourne - South East		Owner managers of incorporated enterprises	M	1530
Melbourne - South East		Owner managers of unincorporated enterprises	F	759
Melbourne - South East		Owner managers of unincorporated enterprises	M	1452
Melbourne - South East		Status in employment not stated	F	223
Melbourne - South East		Status in employment not stated	M	351
Melbourne - South East	AUS	Contributing family workers	F	875
Melbourne - South East	AUS	Contributing family workers	M	719
Melbourne - South East	AUS	Employee	F	73922
Melbourne - South East	AUS	Employee	M	78335
Melbourne - South East	AUS	Owner managers of incorporated enterprises	F	2790
Melbourne - South East	AUS	Owner managers of incorporated enterprises	M	7958
Melbourne - South East	AUS	Owner managers of unincorporated enterprises	F	3028
Melbourne - South East	AUS	Owner managers of unincorporated enterprises	M	5308
Melbourne - South East	AUS	Status in employment not stated	F	548
Melbourne - South East	AUS	Status in employment not stated	M	827
Melbourne - South East	CAN	Contributing family workers	F	3
Melbourne - South East	CAN	Employee	F	240
Melbourne - South East	CAN	Employee	M	250
Melbourne - South East	CAN	Owner managers of incorporated enterprises	F	14
Melbourne - South East	CAN	Owner managers of incorporated enterprises	M	22
Melbourne - South East	CAN	Owner managers of unincorporated enterprises	F	9
Melbourne - South East	CAN	Owner managers of unincorporated enterprises	M	9
Melbourne - South East	CAN	Status in employment not stated	F	5
Melbourne - South East	CHN	Contributing family workers	F	278
Melbourne - South East	CHN	Contributing family workers	M	237
Melbourne - South East	CHN	Employee	F	3964
Melbourne - South East	CHN	Employee	M	3718
Melbourne - South East	CHN	Owner managers of incorporated enterprises	F	614
Melbourne - South East	CHN	Owner managers of incorporated enterprises	M	922
Melbourne - South East	CHN	Owner managers of unincorporated enterprises	F	320
Melbourne - South East	CHN	Owner managers of unincorporated enterprises	M	466
Melbourne - South East	CHN	Status in employment not stated	F	33
Melbourne - South East	CHN	Status in employment not stated	M	34
Melbourne - South East	HRV	Contributing family workers	F	7
Melbourne - South East	HRV	Contributing family workers	M	15
Melbourne - South East	HRV	Employee	F	334
Melbourne - South East	HRV	Employee	M	364
Melbourne - South East	HRV	Owner managers of incorporated enterprises	F	14
Melbourne - South East	HRV	Owner managers of incorporated enterprises	M	88
Melbourne - South East	HRV	Owner managers of unincorporated enterprises	F	14
Melbourne - South East	HRV	Owner managers of unincorporated enterprises	M	40
Melbourne - South East	HRV	Status in employment not stated	F	3
Melbourne - South East	HRV	Status in employment not stated	M	4
Melbourne - South East	EGY	Contributing family workers	F	6
Melbourne - South East	EGY	Contributing family workers	M	10
Melbourne - South East	EGY	Employee	F	291
Melbourne - South East	EGY	Employee	M	297
Melbourne - South East	EGY	Owner managers of incorporated enterprises	F	22
Melbourne - South East	EGY	Owner managers of incorporated enterprises	M	68
Melbourne - South East	EGY	Owner managers of unincorporated enterprises	F	16
Melbourne - South East	EGY	Owner managers of unincorporated enterprises	M	56
Melbourne - South East	EGY	Status in employment not stated	F	8
Melbourne - South East	EGY	Status in employment not stated	M	3
Melbourne - South East	FJI	Contributing family workers	F	11
Melbourne - South East	FJI	Contributing family workers	M	18
Melbourne - South East	FJI	Employee	F	635
Melbourne - South East	FJI	Employee	M	593
Melbourne - South East	FJI	Owner managers of incorporated enterprises	F	23
Melbourne - South East	FJI	Owner managers of incorporated enterprises	M	54
Melbourne - South East	FJI	Owner managers of unincorporated enterprises	F	20
Melbourne - South East	FJI	Owner managers of unincorporated enterprises	M	51
Melbourne - South East	FJI	Status in employment not stated	F	13
Melbourne - South East	FJI	Status in employment not stated	M	4
Melbourne - South East	MKD	Contributing family workers	F	6
Melbourne - South East	MKD	Contributing family workers	M	18
Melbourne - South East	MKD	Employee	F	183
Melbourne - South East	MKD	Employee	M	264
Melbourne - South East	MKD	Owner managers of incorporated enterprises	F	25
Melbourne - South East	MKD	Owner managers of incorporated enterprises	M	51
Melbourne - South East	MKD	Owner managers of unincorporated enterprises	F	8
Melbourne - South East	MKD	Owner managers of unincorporated enterprises	M	38
Melbourne - South East	MKD	Status in employment not stated	F	4
Melbourne - South East	MKD	Status in employment not stated	M	8
Melbourne - South East	DEU	Contributing family workers	F	4
Melbourne - South East	DEU	Contributing family workers	M	10
Melbourne - South East	DEU	Employee	F	462
Melbourne - South East	DEU	Employee	M	535
Melbourne - South East	DEU	Owner managers of incorporated enterprises	F	34
Melbourne - South East	DEU	Owner managers of incorporated enterprises	M	54
Melbourne - South East	DEU	Owner managers of unincorporated enterprises	F	19
Melbourne - South East	DEU	Owner managers of unincorporated enterprises	M	50
Melbourne - South East	DEU	Status in employment not stated	F	10
Melbourne - South East	DEU	Status in employment not stated	M	3
Melbourne - South East	GRC	Contributing family workers	F	16
Melbourne - South East	GRC	Contributing family workers	M	22
Melbourne - South East	GRC	Employee	F	464
Melbourne - South East	GRC	Employee	M	583
Melbourne - South East	GRC	Owner managers of incorporated enterprises	F	36
Melbourne - South East	GRC	Owner managers of incorporated enterprises	M	132
Melbourne - South East	GRC	Owner managers of unincorporated enterprises	F	37
Melbourne - South East	GRC	Owner managers of unincorporated enterprises	M	121
Melbourne - South East	GRC	Status in employment not stated	F	9
