SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Latrobe - Gippsland	60-64	Employee	16	857
Latrobe - Gippsland	60-64	Employee	25	897
Latrobe - Gippsland	60-64	Employee	35	1050
Latrobe - Gippsland	60-64	Employee	40	689
Latrobe - Gippsland	60-64	Employee	41	425
Latrobe - Gippsland	60-64	Employee	49	517
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises		8
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	0	33
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	1	58
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	16	73
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	25	111
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	35	51
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	40	102
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	41	55
Latrobe - Gippsland	60-64	Owner managers of incorporated enterprises	49	248
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises		15
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	0	52
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	1	212
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	16	122
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	25	189
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	35	84
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	40	169
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	41	83
Latrobe - Gippsland	60-64	Owner managers of unincorporated enterprises	49	368
Latrobe - Gippsland	65-69			24
Latrobe - Gippsland	65-69		0	6
Latrobe - Gippsland	65-69		1	18
Latrobe - Gippsland	65-69		16	12
Latrobe - Gippsland	65-69		25	7
Latrobe - Gippsland	65-69		35	4
Latrobe - Gippsland	65-69		40	4
Latrobe - Gippsland	65-69		41	3
Latrobe - Gippsland	65-69		49	14
Latrobe - Gippsland	65-69	Contributing family workers		22
Latrobe - Gippsland	65-69	Contributing family workers	0	26
Latrobe - Gippsland	65-69	Contributing family workers	1	94
Latrobe - Gippsland	65-69	Contributing family workers	16	39
Latrobe - Gippsland	65-69	Contributing family workers	25	48
Latrobe - Gippsland	65-69	Contributing family workers	35	16
Latrobe - Gippsland	65-69	Contributing family workers	40	36
Latrobe - Gippsland	65-69	Contributing family workers	41	8
Latrobe - Gippsland	65-69	Contributing family workers	49	107
Latrobe - Gippsland	65-69	Employee		36
Latrobe - Gippsland	65-69	Employee	0	168
Latrobe - Gippsland	65-69	Employee	1	510
Latrobe - Gippsland	65-69	Employee	16	326
Latrobe - Gippsland	65-69	Employee	25	260
Latrobe - Gippsland	65-69	Employee	35	261
Latrobe - Gippsland	65-69	Employee	40	193
Latrobe - Gippsland	65-69	Employee	41	118
Latrobe - Gippsland	65-69	Employee	49	135
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises		6
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	0	20
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	1	62
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	16	65
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	25	41
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	35	30
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	40	74
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	41	33
Latrobe - Gippsland	65-69	Owner managers of incorporated enterprises	49	150
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises		14
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	0	47
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	1	184
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	16	97
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	25	132
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	35	60
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	40	97
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	41	42
Latrobe - Gippsland	65-69	Owner managers of unincorporated enterprises	49	234
Latrobe - Gippsland	70-74			21
Latrobe - Gippsland	70-74		0	10
Latrobe - Gippsland	70-74		1	16
Latrobe - Gippsland	70-74		16	5
Latrobe - Gippsland	70-74		25	3
Latrobe - Gippsland	70-74		35	3
Latrobe - Gippsland	70-74		49	12
Latrobe - Gippsland	70-74	Contributing family workers		17
Latrobe - Gippsland	70-74	Contributing family workers	0	19
Latrobe - Gippsland	70-74	Contributing family workers	1	71
Latrobe - Gippsland	70-74	Contributing family workers	16	29
Latrobe - Gippsland	70-74	Contributing family workers	25	32
Latrobe - Gippsland	70-74	Contributing family workers	35	12
Latrobe - Gippsland	70-74	Contributing family workers	40	29
Latrobe - Gippsland	70-74	Contributing family workers	41	5
Latrobe - Gippsland	70-74	Contributing family workers	49	48
Latrobe - Gippsland	70-74	Employee		15
Latrobe - Gippsland	70-74	Employee	0	39
Latrobe - Gippsland	70-74	Employee	1	218
Latrobe - Gippsland	70-74	Employee	16	99
Latrobe - Gippsland	70-74	Employee	25	57
Latrobe - Gippsland	70-74	Employee	35	44
Latrobe - Gippsland	70-74	Employee	40	35
Latrobe - Gippsland	70-74	Employee	41	14
Latrobe - Gippsland	70-74	Employee	49	18
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises		3
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	0	9
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	1	33
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	16	20
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	25	24
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	35	12
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	40	24
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	41	9
Latrobe - Gippsland	70-74	Owner managers of incorporated enterprises	49	54
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises		14
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	0	32
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	1	87
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	16	58
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	25	62
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	35	21
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	40	57
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	41	26
Latrobe - Gippsland	70-74	Owner managers of unincorporated enterprises	49	123
Latrobe - Gippsland	75+			43
Latrobe - Gippsland	75+		0	10
Latrobe - Gippsland	75+		1	7
Latrobe - Gippsland	75+		16	4
Latrobe - Gippsland	75+		25	4
Latrobe - Gippsland	75+		35	3
Latrobe - Gippsland	75+		49	12
Latrobe - Gippsland	75+	Contributing family workers		30
Latrobe - Gippsland	75+	Contributing family workers	0	19
Latrobe - Gippsland	75+	Contributing family workers	1	61
Latrobe - Gippsland	75+	Contributing family workers	16	31
Latrobe - Gippsland	75+	Contributing family workers	25	29
Latrobe - Gippsland	75+	Contributing family workers	35	17
Latrobe - Gippsland	75+	Contributing family workers	40	25
Latrobe - Gippsland	75+	Contributing family workers	41	17
Latrobe - Gippsland	75+	Contributing family workers	49	44
Latrobe - Gippsland	75+	Employee		10
Latrobe - Gippsland	75+	Employee	0	22
Latrobe - Gippsland	75+	Employee	1	111
Latrobe - Gippsland	75+	Employee	16	38
Latrobe - Gippsland	75+	Employee	25	24
Latrobe - Gippsland	75+	Employee	35	14
Latrobe - Gippsland	75+	Employee	40	13
Latrobe - Gippsland	75+	Employee	41	9
Latrobe - Gippsland	75+	Employee	49	18
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises		7
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	0	4
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	1	26
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	16	10
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	25	18
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	35	19
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	40	15
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	41	9
Latrobe - Gippsland	75+	Owner managers of incorporated enterprises	49	29
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises		14
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	0	24
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	1	79
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	16	52
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	25	61
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	35	21
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	40	42
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	41	16
Latrobe - Gippsland	75+	Owner managers of unincorporated enterprises	49	82
Melbourne - Inner	15-19			48
Melbourne - Inner	15-19		0	8
Melbourne - Inner	15-19		1	68
Melbourne - Inner	15-19		16	17
Melbourne - Inner	15-19		25	9
Melbourne - Inner	15-19		35	12
Melbourne - Inner	15-19		40	7
Melbourne - Inner	15-19		49	3
Melbourne - Inner	15-19	Contributing family workers		23
Melbourne - Inner	15-19	Contributing family workers	0	3
Melbourne - Inner	15-19	Contributing family workers	1	67
Melbourne - Inner	15-19	Contributing family workers	16	9
Melbourne - Inner	15-19	Contributing family workers	25	3
Melbourne - Inner	15-19	Contributing family workers	40	3
Melbourne - Inner	15-19	Contributing family workers	49	3
Melbourne - Inner	15-19	Employee		498
Melbourne - Inner	15-19	Employee	0	416
Melbourne - Inner	15-19	Employee	1	7234
Melbourne - Inner	15-19	Employee	16	2119
Melbourne - Inner	15-19	Employee	25	827
Melbourne - Inner	15-19	Employee	35	820
Melbourne - Inner	15-19	Employee	40	676
Melbourne - Inner	15-19	Employee	41	222
Melbourne - Inner	15-19	Employee	49	155
Melbourne - Inner	15-19	Owner managers of incorporated enterprises		3
Melbourne - Inner	15-19	Owner managers of incorporated enterprises	0	3
Melbourne - Inner	15-19	Owner managers of incorporated enterprises	1	23
Melbourne - Inner	15-19	Owner managers of incorporated enterprises	16	12
Melbourne - Inner	15-19	Owner managers of incorporated enterprises	25	3
Melbourne - Inner	15-19	Owner managers of incorporated enterprises	49	3
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises		6
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	0	3
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	1	100
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	16	17
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	25	9
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	35	7
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	40	10
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	41	3
Melbourne - Inner	15-19	Owner managers of unincorporated enterprises	49	13
Melbourne - Inner	20-24			102
Melbourne - Inner	20-24		0	17
Melbourne - Inner	20-24		1	77
Melbourne - Inner	20-24		16	73
Melbourne - Inner	20-24		25	48
Melbourne - Inner	20-24		35	51
Melbourne - Inner	20-24		40	62
Melbourne - Inner	20-24		41	20
Melbourne - Inner	20-24		49	22
Melbourne - Inner	20-24	Contributing family workers		32
Melbourne - Inner	20-24	Contributing family workers	0	9
Melbourne - Inner	20-24	Contributing family workers	1	88
Melbourne - Inner	20-24	Contributing family workers	16	41
Melbourne - Inner	20-24	Contributing family workers	25	9
Melbourne - Inner	20-24	Contributing family workers	35	5
Melbourne - Inner	20-24	Contributing family workers	40	6
Melbourne - Inner	20-24	Contributing family workers	41	4
Melbourne - Inner	20-24	Contributing family workers	49	9
Melbourne - Inner	20-24	Employee		1499
Melbourne - Inner	20-24	Employee	0	1461
Melbourne - Inner	20-24	Employee	1	12617
Melbourne - Inner	20-24	Employee	16	11026
Melbourne - Inner	20-24	Employee	25	6572
Melbourne - Inner	20-24	Employee	35	10543
Melbourne - Inner	20-24	Employee	40	10253
Melbourne - Inner	20-24	Employee	41	4135
Melbourne - Inner	20-24	Employee	49	3286
Melbourne - Inner	20-24	Owner managers of incorporated enterprises		10
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	0	6
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	1	38
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	16	54
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	25	33
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	35	35
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	40	64
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	41	23
Melbourne - Inner	20-24	Owner managers of incorporated enterprises	49	73
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises		25
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	0	28
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	1	274
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	16	152
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	25	115
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	35	67
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	40	117
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	41	49
Melbourne - Inner	20-24	Owner managers of unincorporated enterprises	49	109
Melbourne - Inner	25-29			150
Melbourne - Inner	25-29		0	30
Melbourne - Inner	25-29		1	33
Melbourne - Inner	25-29		16	81
Melbourne - Inner	25-29		25	50
Melbourne - Inner	25-29		35	87
Melbourne - Inner	25-29		40	124
Melbourne - Inner	25-29		41	39
Melbourne - Inner	25-29		49	51
Melbourne - Inner	25-29	Contributing family workers		31
Melbourne - Inner	25-29	Contributing family workers	0	7
Melbourne - Inner	25-29	Contributing family workers	1	73
Melbourne - Inner	25-29	Contributing family workers	16	55
Melbourne - Inner	25-29	Contributing family workers	25	37
Melbourne - Inner	25-29	Contributing family workers	35	26
Melbourne - Inner	25-29	Contributing family workers	40	42
Melbourne - Inner	25-29	Contributing family workers	41	15
Melbourne - Inner	25-29	Contributing family workers	49	44
Melbourne - Inner	25-29	Employee		1662
Melbourne - Inner	25-29	Employee	0	2439
Melbourne - Inner	25-29	Employee	1	5939
Melbourne - Inner	25-29	Employee	16	8924
Melbourne - Inner	25-29	Employee	25	7532
Melbourne - Inner	25-29	Employee	35	24297
Melbourne - Inner	25-29	Employee	40	26352
Melbourne - Inner	25-29	Employee	41	11574
Melbourne - Inner	25-29	Employee	49	11518
Melbourne - Inner	25-29	Owner managers of incorporated enterprises		42
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	0	33
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	1	79
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	16	113
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	25	131
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	35	199
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	40	390
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	41	131
Melbourne - Inner	25-29	Owner managers of incorporated enterprises	49	556
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises		73
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	0	54
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	1	331
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	16	301
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	25	322
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	35	242
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	40	455
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	41	219
Melbourne - Inner	25-29	Owner managers of unincorporated enterprises	49	401
Melbourne - Inner	30-34			124
Melbourne - Inner	30-34		0	34
Melbourne - Inner	30-34		1	34
Melbourne - Inner	30-34		16	71
Melbourne - Inner	30-34		25	42
Melbourne - Inner	30-34		35	90
Melbourne - Inner	30-34		40	113
Melbourne - Inner	30-34		41	37
Melbourne - Inner	30-34		49	50
Melbourne - Inner	30-34	Contributing family workers		40
Melbourne - Inner	30-34	Contributing family workers	0	12
Melbourne - Inner	30-34	Contributing family workers	1	71
Melbourne - Inner	30-34	Contributing family workers	16	65
Melbourne - Inner	30-34	Contributing family workers	25	46
Melbourne - Inner	30-34	Contributing family workers	35	25
Melbourne - Inner	30-34	Contributing family workers	40	53
Melbourne - Inner	30-34	Contributing family workers	41	13
Melbourne - Inner	30-34	Contributing family workers	49	95
Melbourne - Inner	30-34	Employee		1415
Melbourne - Inner	30-34	Employee	0	4931
Melbourne - Inner	30-34	Employee	1	3897
Melbourne - Inner	30-34	Employee	16	7269
Melbourne - Inner	30-34	Employee	25	7011
