SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Cairns	Car as passenger	1	Clerical and administrative workers	624
Cairns	Car as passenger	1	Community and personal service workers	873
Cairns	Car as passenger	1	Labourers	1538
Cairns	Car as passenger	1	Machinery operators and drivers	210
Cairns	Car as passenger	1	Managers	474
Cairns	Car as passenger	1	Professionals	699
Cairns	Car as passenger	1	Sales workers	1203
Cairns	Car as passenger	1	Technicians and trades workers	605
Cairns	Did not go to work			115
Cairns	Did not go to work		Clerical and administrative workers	1081
Cairns	Did not go to work		Community and personal service workers	1628
Cairns	Did not go to work		Labourers	1023
Cairns	Did not go to work		Machinery operators and drivers	437
Cairns	Did not go to work		Managers	597
Cairns	Did not go to work		Professionals	1697
Cairns	Did not go to work		Sales workers	1503
Cairns	Did not go to work		Technicians and trades workers	805
Cairns	Ferry	1		4
Cairns	Ferry	1	Clerical and administrative workers	4
Cairns	Ferry	1	Community and personal service workers	9
Cairns	Ferry	1	Labourers	10
Cairns	Ferry	1	Machinery operators and drivers	3
Cairns	Ferry	1	Managers	3
Cairns	Ferry	1	Professionals	4
Cairns	Ferry	1	Sales workers	7
Cairns	Ferry	1	Technicians and trades workers	12
Cairns	Method of travel not stated			381
Cairns	Method of travel not stated		Clerical and administrative workers	62
Cairns	Method of travel not stated		Community and personal service workers	95
Cairns	Method of travel not stated		Labourers	149
Cairns	Method of travel not stated		Machinery operators and drivers	67
Cairns	Method of travel not stated		Managers	98
Cairns	Method of travel not stated		Professionals	86
Cairns	Method of travel not stated		Sales workers	80
Cairns	Method of travel not stated		Technicians and trades workers	105
Cairns	Motorbike scooter	1		13
Cairns	Motorbike scooter	1	Clerical and administrative workers	55
Cairns	Motorbike scooter	1	Community and personal service workers	123
Cairns	Motorbike scooter	1	Labourers	103
Cairns	Motorbike scooter	1	Machinery operators and drivers	94
Cairns	Motorbike scooter	1	Managers	118
Cairns	Motorbike scooter	1	Professionals	114
Cairns	Motorbike scooter	1	Sales workers	61
Cairns	Motorbike scooter	1	Technicians and trades workers	188
Cairns	(Other)	1		21
Cairns	(Other)	1	Clerical and administrative workers	43
Cairns	(Other)	1	Community and personal service workers	102
Cairns	(Other)	1	Labourers	107
Cairns	(Other)	1	Machinery operators and drivers	50
Cairns	(Other)	1	Managers	176
Cairns	(Other)	1	Professionals	122
Cairns	(Other)	1	Sales workers	34
Cairns	(Other)	1	Technicians and trades workers	114
Cairns	Other three methods	3		4
Cairns	Other three methods	3	Clerical and administrative workers	3
Cairns	Other three methods	3	Community and personal service workers	3
Cairns	Other three methods	3	Machinery operators and drivers	4
Cairns	Other three methods	3	Managers	12
Cairns	Other three methods	3	Professionals	12
Cairns	Other three methods	3	Technicians and trades workers	8
Cairns	Other two methods	2		17
Cairns	Other two methods	2	Clerical and administrative workers	78
Cairns	Other two methods	2	Community and personal service workers	91
Cairns	Other two methods	2	Labourers	84
Cairns	Other two methods	2	Machinery operators and drivers	43
Cairns	Other two methods	2	Managers	77
Cairns	Other two methods	2	Professionals	130
Cairns	Other two methods	2	Sales workers	45
Cairns	Other two methods	2	Technicians and trades workers	103
Cairns	Taxi	1		7
Cairns	Taxi	1	Clerical and administrative workers	27
Cairns	Taxi	1	Community and personal service workers	51
Cairns	Taxi	1	Labourers	34
Cairns	Taxi	1	Machinery operators and drivers	23
Cairns	Taxi	1	Managers	25
Cairns	Taxi	1	Professionals	33
Cairns	Taxi	1	Sales workers	27
Cairns	Taxi	1	Technicians and trades workers	28
Cairns	Train	1		3
Cairns	Train	1	Clerical and administrative workers	5
Cairns	Train	1	Labourers	3
Cairns	Train	1	Managers	3
Cairns	Train	1	Professionals	4
Cairns	Train and car as driver	2	Machinery operators and drivers	3
Cairns	Train and car as driver	2	Professionals	3
Cairns	Train and car as driver	2	Technicians and trades workers	3
Cairns	Tram includes light rail	1	Managers	4
Cairns	Tram includes light rail	1	Professionals	3
Cairns	Truck	1		8
Cairns	Truck	1	Clerical and administrative workers	19
Cairns	Truck	1	Community and personal service workers	3
Cairns	Truck	1	Labourers	95
Cairns	Truck	1	Machinery operators and drivers	224
Cairns	Truck	1	Managers	101
Cairns	Truck	1	Professionals	4
Cairns	Truck	1	Sales workers	13
Cairns	Truck	1	Technicians and trades workers	192
Cairns	Walked only	1		62
Cairns	Walked only	1	Clerical and administrative workers	301
Cairns	Walked only	1	Community and personal service workers	722
Cairns	Walked only	1	Labourers	624
Cairns	Walked only	1	Machinery operators and drivers	156
Cairns	Walked only	1	Managers	806
Cairns	Walked only	1	Professionals	634
Cairns	Walked only	1	Sales workers	422
Cairns	Walked only	1	Technicians and trades workers	407
Cairns	Worked at home			103
Cairns	Worked at home		Clerical and administrative workers	1077
Cairns	Worked at home		Community and personal service workers	341
Cairns	Worked at home		Labourers	226
Cairns	Worked at home		Machinery operators and drivers	66
Cairns	Worked at home		Managers	1602
Cairns	Worked at home		Professionals	1053
Cairns	Worked at home		Sales workers	277
Cairns	Worked at home		Technicians and trades workers	430
Darling Downs - Maranoa	Bicycle	1		3
Darling Downs - Maranoa	Bicycle	1	Clerical and administrative workers	26
Darling Downs - Maranoa	Bicycle	1	Community and personal service workers	30
Darling Downs - Maranoa	Bicycle	1	Labourers	86
Darling Downs - Maranoa	Bicycle	1	Machinery operators and drivers	35
Darling Downs - Maranoa	Bicycle	1	Managers	27
Darling Downs - Maranoa	Bicycle	1	Professionals	55
Darling Downs - Maranoa	Bicycle	1	Sales workers	21
Darling Downs - Maranoa	Bicycle	1	Technicians and trades workers	74
Darling Downs - Maranoa	Bus	1		10
Darling Downs - Maranoa	Bus	1	Clerical and administrative workers	19
Darling Downs - Maranoa	Bus	1	Community and personal service workers	14
Darling Downs - Maranoa	Bus	1	Labourers	43
Darling Downs - Maranoa	Bus	1	Machinery operators and drivers	133
Darling Downs - Maranoa	Bus	1	Managers	13
Darling Downs - Maranoa	Bus	1	Professionals	26
Darling Downs - Maranoa	Bus	1	Sales workers	12
Darling Downs - Maranoa	Bus	1	Technicians and trades workers	71
Darling Downs - Maranoa	Bus and car as driver	2	Community and personal service workers	3
Darling Downs - Maranoa	Bus and car as driver	2	Labourers	3
Darling Downs - Maranoa	Bus and car as driver	2	Machinery operators and drivers	8
Darling Downs - Maranoa	Bus and car as driver	2	Professionals	3
Darling Downs - Maranoa	Bus and car as passenger	2	Technicians and trades workers	4
Darling Downs - Maranoa	Bus and other	2	Machinery operators and drivers	5
Darling Downs - Maranoa	Bus and other	2	Technicians and trades workers	4
Darling Downs - Maranoa	Bus and two other methods excludes train	3	Machinery operators and drivers	5
Darling Downs - Maranoa	Bus and two other methods excludes train	3	Managers	3
Darling Downs - Maranoa	Bus and two other methods excludes train	3	Professionals	6
Darling Downs - Maranoa	Bus and two other methods excludes train	3	Technicians and trades workers	16
Darling Downs - Maranoa	Car as driver	1		377
Darling Downs - Maranoa	Car as driver	1	Clerical and administrative workers	3887
Darling Downs - Maranoa	Car as driver	1	Community and personal service workers	3156
Darling Downs - Maranoa	Car as driver	1	Labourers	5436
Darling Downs - Maranoa	Car as driver	1	Machinery operators and drivers	3328
Darling Downs - Maranoa	Car as driver	1	Managers	4627
Darling Downs - Maranoa	Car as driver	1	Professionals	4741
Darling Downs - Maranoa	Car as driver	1	Sales workers	2504
Darling Downs - Maranoa	Car as driver	1	Technicians and trades workers	5638
Darling Downs - Maranoa	Car as passenger	1		33
Darling Downs - Maranoa	Car as passenger	1	Clerical and administrative workers	237
Darling Downs - Maranoa	Car as passenger	1	Community and personal service workers	247
Darling Downs - Maranoa	Car as passenger	1	Labourers	1039
Darling Downs - Maranoa	Car as passenger	1	Machinery operators and drivers	326
Darling Downs - Maranoa	Car as passenger	1	Managers	180
Darling Downs - Maranoa	Car as passenger	1	Professionals	245
Darling Downs - Maranoa	Car as passenger	1	Sales workers	438
Darling Downs - Maranoa	Car as passenger	1	Technicians and trades workers	445
Darling Downs - Maranoa	Did not go to work			84
Darling Downs - Maranoa	Did not go to work		Clerical and administrative workers	516
Darling Downs - Maranoa	Did not go to work		Community and personal service workers	698
Darling Downs - Maranoa	Did not go to work		Labourers	782
Darling Downs - Maranoa	Did not go to work		Machinery operators and drivers	526
Darling Downs - Maranoa	Did not go to work		Managers	592
Darling Downs - Maranoa	Did not go to work		Professionals	719
Darling Downs - Maranoa	Did not go to work		Sales workers	618
Darling Downs - Maranoa	Did not go to work		Technicians and trades workers	844
Darling Downs - Maranoa	Method of travel not stated			232
Darling Downs - Maranoa	Method of travel not stated		Clerical and administrative workers	49
Darling Downs - Maranoa	Method of travel not stated		Community and personal service workers	44
Darling Downs - Maranoa	Method of travel not stated		Labourers	105
Darling Downs - Maranoa	Method of travel not stated		Machinery operators and drivers	53
Darling Downs - Maranoa	Method of travel not stated		Managers	121
Darling Downs - Maranoa	Method of travel not stated		Professionals	29
Darling Downs - Maranoa	Method of travel not stated		Sales workers	41
Darling Downs - Maranoa	Method of travel not stated		Technicians and trades workers	62
Darling Downs - Maranoa	Motorbike scooter	1	Clerical and administrative workers	15
Darling Downs - Maranoa	Motorbike scooter	1	Community and personal service workers	13
Darling Downs - Maranoa	Motorbike scooter	1	Labourers	62
Darling Downs - Maranoa	Motorbike scooter	1	Machinery operators and drivers	39
Darling Downs - Maranoa	Motorbike scooter	1	Managers	110
Darling Downs - Maranoa	Motorbike scooter	1	Professionals	26
Darling Downs - Maranoa	Motorbike scooter	1	Sales workers	11
Darling Downs - Maranoa	Motorbike scooter	1	Technicians and trades workers	70
Darling Downs - Maranoa	(Other)	1		19
Darling Downs - Maranoa	(Other)	1	Clerical and administrative workers	46
Darling Downs - Maranoa	(Other)	1	Community and personal service workers	51
Darling Downs - Maranoa	(Other)	1	Labourers	103
Darling Downs - Maranoa	(Other)	1	Machinery operators and drivers	76
Darling Downs - Maranoa	(Other)	1	Managers	252
Darling Downs - Maranoa	(Other)	1	Professionals	37
Darling Downs - Maranoa	(Other)	1	Sales workers	8
Darling Downs - Maranoa	(Other)	1	Technicians and trades workers	139
Darling Downs - Maranoa	Other three methods	3	Clerical and administrative workers	3
Darling Downs - Maranoa	Other three methods	3	Labourers	6
Darling Downs - Maranoa	Other three methods	3	Machinery operators and drivers	3
Darling Downs - Maranoa	Other three methods	3	Managers	22
Darling Downs - Maranoa	Other three methods	3	Professionals	8
Darling Downs - Maranoa	Other three methods	3	Technicians and trades workers	4
Darling Downs - Maranoa	Other two methods	2		10
Darling Downs - Maranoa	Other two methods	2	Clerical and administrative workers	16
Darling Downs - Maranoa	Other two methods	2	Community and personal service workers	23
Darling Downs - Maranoa	Other two methods	2	Labourers	78
Darling Downs - Maranoa	Other two methods	2	Machinery operators and drivers	69
Darling Downs - Maranoa	Other two methods	2	Managers	86
Darling Downs - Maranoa	Other two methods	2	Professionals	45
Darling Downs - Maranoa	Other two methods	2	Sales workers	19
Darling Downs - Maranoa	Other two methods	2	Technicians and trades workers	55
Darling Downs - Maranoa	Taxi	1		3
Darling Downs - Maranoa	Taxi	1	Community and personal service workers	11
Darling Downs - Maranoa	Taxi	1	Labourers	15
Darling Downs - Maranoa	Taxi	1	Machinery operators and drivers	8
Darling Downs - Maranoa	Taxi	1	Managers	9
Darling Downs - Maranoa	Taxi	1	Sales workers	16
Darling Downs - Maranoa	Taxi	1	Technicians and trades workers	3
Darling Downs - Maranoa	Train	1		3
Darling Downs - Maranoa	Train	1	Clerical and administrative workers	3
Darling Downs - Maranoa	Train	1	Labourers	3
Darling Downs - Maranoa	Train	1	Managers	4
Darling Downs - Maranoa	Train	1	Professionals	3
Darling Downs - Maranoa	Train and bus	2	Clerical and administrative workers	3
Darling Downs - Maranoa	Train and bus	2	Technicians and trades workers	6
Darling Downs - Maranoa	Train and two other methods	3	Clerical and administrative workers	3
Darling Downs - Maranoa	Train and two other methods	3	Labourers	4
Darling Downs - Maranoa	Train and two other methods	3	Machinery operators and drivers	5
Darling Downs - Maranoa	Train and two other methods	3	Managers	3
Darling Downs - Maranoa	Train and two other methods	3	Professionals	3
Darling Downs - Maranoa	Train and two other methods	3	Technicians and trades workers	8
Darling Downs - Maranoa	Tram includes light rail	1		3
Darling Downs - Maranoa	Truck	1		14
