SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Sunshine Coast	15-19	Contributing family workers	Employed (part-time)	M	33
Sunshine Coast	15-19	Employee		F	252
Sunshine Coast	15-19	Employee		M	214
Sunshine Coast	15-19	Employee	Employed (part-time)	F	547
Sunshine Coast	15-19	Employee	Employed (part-time)	F	4294
Sunshine Coast	15-19	Employee	Employed (part-time)	M	979
Sunshine Coast	15-19	Employee	Employed (part-time)	M	2865
Sunshine Coast	15-19	Owner managers of incorporated enterprises		F	-3
Sunshine Coast	15-19	Owner managers of incorporated enterprises		M	0
Sunshine Coast	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	3
Sunshine Coast	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	11
Sunshine Coast	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	4
Sunshine Coast	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	7
Sunshine Coast	15-19	Owner managers of unincorporated enterprises		F	3
Sunshine Coast	15-19	Owner managers of unincorporated enterprises		M	0
Sunshine Coast	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
Sunshine Coast	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	29
Sunshine Coast	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	9
Sunshine Coast	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	19
Sunshine Coast	20-24			F	18
Sunshine Coast	20-24			M	25
Sunshine Coast	20-24		Employed (part-time)	F	3
Sunshine Coast	20-24		Employed (part-time)	F	17
Sunshine Coast	20-24		Employed (part-time)	M	26
Sunshine Coast	20-24		Employed (part-time)	M	14
Sunshine Coast	20-24	Contributing family workers		F	-2
Sunshine Coast	20-24	Contributing family workers		M	-2
Sunshine Coast	20-24	Contributing family workers	Employed (part-time)	F	9
Sunshine Coast	20-24	Contributing family workers	Employed (part-time)	F	19
Sunshine Coast	20-24	Contributing family workers	Employed (part-time)	M	3
Sunshine Coast	20-24	Contributing family workers	Employed (part-time)	M	15
Sunshine Coast	20-24	Employee		F	292
Sunshine Coast	20-24	Employee		M	202
Sunshine Coast	20-24	Employee	Employed (part-time)	F	2308
Sunshine Coast	20-24	Employee	Employed (part-time)	F	2944
Sunshine Coast	20-24	Employee	Employed (part-time)	M	3024
Sunshine Coast	20-24	Employee	Employed (part-time)	M	1705
Sunshine Coast	20-24	Owner managers of incorporated enterprises		F	1
Sunshine Coast	20-24	Owner managers of incorporated enterprises		M	-7
Sunshine Coast	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	12
Sunshine Coast	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	13
Sunshine Coast	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	39
Sunshine Coast	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	13
Sunshine Coast	20-24	Owner managers of unincorporated enterprises		F	10
Sunshine Coast	20-24	Owner managers of unincorporated enterprises		M	12
Sunshine Coast	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	46
Sunshine Coast	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	52
Sunshine Coast	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	88
Sunshine Coast	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	61
Sunshine Coast	25-29			F	10
Sunshine Coast	25-29			M	7
Sunshine Coast	25-29		Employed (part-time)	F	11
Sunshine Coast	25-29		Employed (part-time)	F	12
Sunshine Coast	25-29		Employed (part-time)	M	15
Sunshine Coast	25-29		Employed (part-time)	M	13
Sunshine Coast	25-29	Contributing family workers		F	2
Sunshine Coast	25-29	Contributing family workers		M	7
Sunshine Coast	25-29	Contributing family workers	Employed (part-time)	F	16
Sunshine Coast	25-29	Contributing family workers	Employed (part-time)	F	39
Sunshine Coast	25-29	Contributing family workers	Employed (part-time)	M	12
Sunshine Coast	25-29	Contributing family workers	Employed (part-time)	M	5
Sunshine Coast	25-29	Employee		F	342
Sunshine Coast	25-29	Employee		M	195
Sunshine Coast	25-29	Employee	Employed (part-time)	F	2733
Sunshine Coast	25-29	Employee	Employed (part-time)	F	2142
Sunshine Coast	25-29	Employee	Employed (part-time)	M	3414
Sunshine Coast	25-29	Employee	Employed (part-time)	M	980
Sunshine Coast	25-29	Owner managers of incorporated enterprises		F	10
Sunshine Coast	25-29	Owner managers of incorporated enterprises		M	2
Sunshine Coast	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	58
Sunshine Coast	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	37
Sunshine Coast	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	174
Sunshine Coast	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	26
Sunshine Coast	25-29	Owner managers of unincorporated enterprises		F	19
Sunshine Coast	25-29	Owner managers of unincorporated enterprises		M	23
Sunshine Coast	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	99
Sunshine Coast	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	167
Sunshine Coast	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	251
Sunshine Coast	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	85
Sunshine Coast	30-34			F	5
Sunshine Coast	30-34			M	16
Sunshine Coast	30-34		Employed (part-time)	F	19
Sunshine Coast	30-34		Employed (part-time)	F	19
Sunshine Coast	30-34		Employed (part-time)	M	27
Sunshine Coast	30-34		Employed (part-time)	M	5
Sunshine Coast	30-34	Contributing family workers		F	16
Sunshine Coast	30-34	Contributing family workers		M	6
Sunshine Coast	30-34	Contributing family workers	Employed (part-time)	F	22
Sunshine Coast	30-34	Contributing family workers	Employed (part-time)	F	103
Sunshine Coast	30-34	Contributing family workers	Employed (part-time)	M	25
Sunshine Coast	30-34	Contributing family workers	Employed (part-time)	M	21
Sunshine Coast	30-34	Employee		F	430
Sunshine Coast	30-34	Employee		M	183
Sunshine Coast	30-34	Employee	Employed (part-time)	F	2207
Sunshine Coast	30-34	Employee	Employed (part-time)	F	2469
Sunshine Coast	30-34	Employee	Employed (part-time)	M	3602
Sunshine Coast	30-34	Employee	Employed (part-time)	M	674
Sunshine Coast	30-34	Owner managers of incorporated enterprises		F	9
Sunshine Coast	30-34	Owner managers of incorporated enterprises		M	9
Sunshine Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	141
Sunshine Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	126
Sunshine Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	451
Sunshine Coast	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	52
Sunshine Coast	30-34	Owner managers of unincorporated enterprises		F	37
Sunshine Coast	30-34	Owner managers of unincorporated enterprises		M	20
Sunshine Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	155
Sunshine Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	330
Sunshine Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	369
Sunshine Coast	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	130
Sunshine Coast	35-39			F	12
Sunshine Coast	35-39			M	20
Sunshine Coast	35-39		Employed (part-time)	F	7
Sunshine Coast	35-39		Employed (part-time)	F	9
Sunshine Coast	35-39		Employed (part-time)	M	38
Sunshine Coast	35-39		Employed (part-time)	M	14
Sunshine Coast	35-39	Contributing family workers		F	11
Sunshine Coast	35-39	Contributing family workers		M	1
Sunshine Coast	35-39	Contributing family workers	Employed (part-time)	F	49
Sunshine Coast	35-39	Contributing family workers	Employed (part-time)	F	116
Sunshine Coast	35-39	Contributing family workers	Employed (part-time)	M	50
Sunshine Coast	35-39	Contributing family workers	Employed (part-time)	M	24
Sunshine Coast	35-39	Employee		F	248
Sunshine Coast	35-39	Employee		M	161
Sunshine Coast	35-39	Employee	Employed (part-time)	F	2147
Sunshine Coast	35-39	Employee	Employed (part-time)	F	2878
Sunshine Coast	35-39	Employee	Employed (part-time)	M	3555
Sunshine Coast	35-39	Employee	Employed (part-time)	M	628
Sunshine Coast	35-39	Owner managers of incorporated enterprises		F	19
Sunshine Coast	35-39	Owner managers of incorporated enterprises		M	22
Sunshine Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	245
Sunshine Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	224
Sunshine Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	681
Sunshine Coast	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	86
Sunshine Coast	35-39	Owner managers of unincorporated enterprises		F	23
Sunshine Coast	35-39	Owner managers of unincorporated enterprises		M	26
Sunshine Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	217
Sunshine Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	408
Sunshine Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	497
Sunshine Coast	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	139
Sunshine Coast	40-44			F	11
Sunshine Coast	40-44			M	17
Sunshine Coast	40-44		Employed (part-time)	F	23
Sunshine Coast	40-44		Employed (part-time)	F	19
Sunshine Coast	40-44		Employed (part-time)	M	42
Sunshine Coast	40-44		Employed (part-time)	M	12
Sunshine Coast	40-44	Contributing family workers		F	5
Sunshine Coast	40-44	Contributing family workers		M	0
Sunshine Coast	40-44	Contributing family workers	Employed (part-time)	F	69
Sunshine Coast	40-44	Contributing family workers	Employed (part-time)	F	127
Sunshine Coast	40-44	Contributing family workers	Employed (part-time)	M	73
Sunshine Coast	40-44	Contributing family workers	Employed (part-time)	M	28
Sunshine Coast	40-44	Employee		F	234
Sunshine Coast	40-44	Employee		M	190
Sunshine Coast	40-44	Employee	Employed (part-time)	F	2825
Sunshine Coast	40-44	Employee	Employed (part-time)	F	3618
Sunshine Coast	40-44	Employee	Employed (part-time)	M	3902
Sunshine Coast	40-44	Employee	Employed (part-time)	M	641
Sunshine Coast	40-44	Owner managers of incorporated enterprises		F	13
Sunshine Coast	40-44	Owner managers of incorporated enterprises		M	24
Sunshine Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	385
Sunshine Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	259
Sunshine Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	992
Sunshine Coast	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	105
Sunshine Coast	40-44	Owner managers of unincorporated enterprises		F	32
Sunshine Coast	40-44	Owner managers of unincorporated enterprises		M	37
Sunshine Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	314
Sunshine Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	532
Sunshine Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	609
Sunshine Coast	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	258
Sunshine Coast	45-49			F	17
Sunshine Coast	45-49			M	25
Sunshine Coast	45-49		Employed (part-time)	F	23
Sunshine Coast	45-49		Employed (part-time)	F	29
Sunshine Coast	45-49		Employed (part-time)	M	36
Sunshine Coast	45-49		Employed (part-time)	M	7
Sunshine Coast	45-49	Contributing family workers		F	11
Sunshine Coast	45-49	Contributing family workers		M	1
Sunshine Coast	45-49	Contributing family workers	Employed (part-time)	F	76
Sunshine Coast	45-49	Contributing family workers	Employed (part-time)	F	120
Sunshine Coast	45-49	Contributing family workers	Employed (part-time)	M	74
Sunshine Coast	45-49	Contributing family workers	Employed (part-time)	M	42
Sunshine Coast	45-49	Employee		F	247
Sunshine Coast	45-49	Employee		M	168
Sunshine Coast	45-49	Employee	Employed (part-time)	F	3341
Sunshine Coast	45-49	Employee	Employed (part-time)	F	3414
Sunshine Coast	45-49	Employee	Employed (part-time)	M	3876
Sunshine Coast	45-49	Employee	Employed (part-time)	M	659
Sunshine Coast	45-49	Owner managers of incorporated enterprises		F	11
Sunshine Coast	45-49	Owner managers of incorporated enterprises		M	27
Sunshine Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	460
Sunshine Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	278
Sunshine Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	1091
Sunshine Coast	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	164
Sunshine Coast	45-49	Owner managers of unincorporated enterprises		F	27
Sunshine Coast	45-49	Owner managers of unincorporated enterprises		M	26
Sunshine Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	361
Sunshine Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	478
Sunshine Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	623
Sunshine Coast	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	309
Sunshine Coast	50-54			F	22
Sunshine Coast	50-54			M	26
Sunshine Coast	50-54		Employed (part-time)	F	29
Sunshine Coast	50-54		Employed (part-time)	F	25
Sunshine Coast	50-54		Employed (part-time)	M	47
Sunshine Coast	50-54		Employed (part-time)	M	9
Sunshine Coast	50-54	Contributing family workers		F	15
Sunshine Coast	50-54	Contributing family workers		M	10
Sunshine Coast	50-54	Contributing family workers	Employed (part-time)	F	89
Sunshine Coast	50-54	Contributing family workers	Employed (part-time)	F	112
