SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
Melbourne - North West	25-34	Worked at home		793
Melbourne - North West	35-44	Bicycle	1	105
Melbourne - North West	35-44	Bus	1	167
Melbourne - North West	35-44	Bus and car as driver	2	44
Melbourne - North West	35-44	Bus and car as passenger	2	11
Melbourne - North West	35-44	Bus and other	2	8
Melbourne - North West	35-44	Bus and tram includes light rail	2	12
Melbourne - North West	35-44	Bus and two other methods excludes train	3	4
Melbourne - North West	35-44	Car as driver	1	25192
Melbourne - North West	35-44	Car as passenger	1	717
Melbourne - North West	35-44	Did not go to work		2327
Melbourne - North West	35-44	Ferry	1	6
Melbourne - North West	35-44	Method of travel not stated		254
Melbourne - North West	35-44	Motorbike scooter	1	76
Melbourne - North West	35-44	(Other)	1	159
Melbourne - North West	35-44	Other three methods	3	6
Melbourne - North West	35-44	Other two methods	2	148
Melbourne - North West	35-44	Taxi	1	100
Melbourne - North West	35-44	Train	1	187
Melbourne - North West	35-44	Train and bus	2	112
Melbourne - North West	35-44	Train and car as driver	2	30
Melbourne - North West	35-44	Train and car as passenger	2	6
Melbourne - North West	35-44	Train and other	2	19
Melbourne - North West	35-44	Train and tram includes light rail	2	16
Melbourne - North West	35-44	Train and two other methods	3	65
Melbourne - North West	35-44	Tram includes light rail	1	22
Melbourne - North West	35-44	Truck	1	261
Melbourne - North West	35-44	Walked only	1	234
Melbourne - North West	35-44	Worked at home		1301
Melbourne - North West	45-54	Bicycle	1	103
Melbourne - North West	45-54	Bus	1	163
Melbourne - North West	45-54	Bus and car as driver	2	60
Melbourne - North West	45-54	Bus and car as passenger	2	7
Melbourne - North West	45-54	Bus and other	2	5
Melbourne - North West	45-54	Bus and tram includes light rail	2	13
Melbourne - North West	45-54	Bus and two other methods excludes train	3	4
Melbourne - North West	45-54	Car as driver	1	25706
Melbourne - North West	45-54	Car as passenger	1	801
Melbourne - North West	45-54	Did not go to work		1967
Melbourne - North West	45-54	Ferry	1	5
Melbourne - North West	45-54	Method of travel not stated		312
Melbourne - North West	45-54	Motorbike scooter	1	75
Melbourne - North West	45-54	(Other)	1	157
Melbourne - North West	45-54	Other three methods	3	11
Melbourne - North West	45-54	Other two methods	2	159
Melbourne - North West	45-54	Taxi	1	77
Melbourne - North West	45-54	Train	1	161
Melbourne - North West	45-54	Train and bus	2	83
Melbourne - North West	45-54	Train and car as driver	2	34
Melbourne - North West	45-54	Train and car as passenger	2	9
Melbourne - North West	45-54	Train and other	2	18
Melbourne - North West	45-54	Train and tram includes light rail	2	9
Melbourne - North West	45-54	Train and two other methods	3	31
Melbourne - North West	45-54	Tram includes light rail	1	13
Melbourne - North West	45-54	Truck	1	281
Melbourne - North West	45-54	Walked only	1	315
Melbourne - North West	45-54	Worked at home		1122
Melbourne - North West	55-64	Bicycle	1	69
Melbourne - North West	55-64	Bus	1	94
Melbourne - North West	55-64	Bus and car as driver	2	35
Melbourne - North West	55-64	Bus and car as passenger	2	11
Melbourne - North West	55-64	Bus and tram includes light rail	2	8
Melbourne - North West	55-64	Car as driver	1	15377
Melbourne - North West	55-64	Car as passenger	1	515
Melbourne - North West	55-64	Did not go to work		1579
Melbourne - North West	55-64	Method of travel not stated		193
Melbourne - North West	55-64	Motorbike scooter	1	51
Melbourne - North West	55-64	(Other)	1	99
Melbourne - North West	55-64	Other two methods	2	89
Melbourne - North West	55-64	Taxi	1	42
Melbourne - North West	55-64	Train	1	96
Melbourne - North West	55-64	Train and bus	2	52
Melbourne - North West	55-64	Train and car as driver	2	22
Melbourne - North West	55-64	Train and other	2	6
Melbourne - North West	55-64	Train and tram includes light rail	2	6
Melbourne - North West	55-64	Train and two other methods	3	32
Melbourne - North West	55-64	Tram includes light rail	1	14
Melbourne - North West	55-64	Truck	1	202
Melbourne - North West	55-64	Walked only	1	230
Melbourne - North West	55-64	Worked at home		804
Melbourne - North West	65-74	Bicycle	1	4
Melbourne - North West	65-74	Bus	1	27
Melbourne - North West	65-74	Bus and car as driver	2	5
Melbourne - North West	65-74	Car as driver	1	2605
Melbourne - North West	65-74	Car as passenger	1	116
Melbourne - North West	65-74	Did not go to work		415
Melbourne - North West	65-74	Method of travel not stated		63
Melbourne - North West	65-74	Motorbike scooter	1	3
Melbourne - North West	65-74	(Other)	1	32
Melbourne - North West	65-74	Other two methods	2	9
Melbourne - North West	65-74	Taxi	1	4
Melbourne - North West	65-74	Train	1	19
Melbourne - North West	65-74	Train and bus	2	13
Melbourne - North West	65-74	Train and car as driver	2	5
Melbourne - North West	65-74	Train and tram includes light rail	2	5
Melbourne - North West	65-74	Train and two other methods	3	8
Melbourne - North West	65-74	Tram includes light rail	1	10
Melbourne - North West	65-74	Truck	1	60
Melbourne - North West	65-74	Walked only	1	66
Melbourne - North West	65-74	Worked at home		358
Melbourne - North West	75+	Car as driver	1	217
Melbourne - North West	75+	Car as passenger	1	16
Melbourne - North West	75+	Did not go to work		49
Melbourne - North West	75+	Method of travel not stated		29
Melbourne - North West	75+	(Other)	1	3
Melbourne - North West	75+	Other two methods	2	5
Melbourne - North West	75+	Train	1	7
Melbourne - North West	75+	Truck	1	4
Melbourne - North West	75+	Walked only	1	8
Melbourne - North West	75+	Worked at home		65
Melbourne - Outer East	15-24	Bicycle	1	79
Melbourne - Outer East	15-24	Bus	1	831
Melbourne - Outer East	15-24	Bus and car as driver	2	17
Melbourne - Outer East	15-24	Bus and car as passenger	2	150
Melbourne - Outer East	15-24	Bus and other	2	6
Melbourne - Outer East	15-24	Bus and tram includes light rail	2	9
Melbourne - Outer East	15-24	Bus and two other methods excludes train	3	17
Melbourne - Outer East	15-24	Car as driver	1	15294
Melbourne - Outer East	15-24	Car as passenger	1	4234
Melbourne - Outer East	15-24	Did not go to work		5094
Melbourne - Outer East	15-24	Ferry	1	3
Melbourne - Outer East	15-24	Method of travel not stated		308
Melbourne - Outer East	15-24	Motorbike scooter	1	75
Melbourne - Outer East	15-24	(Other)	1	38
Melbourne - Outer East	15-24	Other three methods	3	10
Melbourne - Outer East	15-24	Other two methods	2	211
Melbourne - Outer East	15-24	Taxi	1	25
Melbourne - Outer East	15-24	Train	1	391
Melbourne - Outer East	15-24	Train and bus	2	254
Melbourne - Outer East	15-24	Train and car as driver	2	53
Melbourne - Outer East	15-24	Train and car as passenger	2	50
Melbourne - Outer East	15-24	Train and other	2	9
Melbourne - Outer East	15-24	Train and tram includes light rail	2	20
Melbourne - Outer East	15-24	Train and two other methods	3	123
Melbourne - Outer East	15-24	Tram includes light rail	1	14
Melbourne - Outer East	15-24	Truck	1	53
Melbourne - Outer East	15-24	Walked only	1	769
Melbourne - Outer East	15-24	Worked at home		208
Melbourne - Outer East	25-34	Bicycle	1	103
Melbourne - Outer East	25-34	Bus	1	413
Melbourne - Outer East	25-34	Bus and car as driver	2	11
Melbourne - Outer East	25-34	Bus and car as passenger	2	25
Melbourne - Outer East	25-34	Bus and tram includes light rail	2	6
Melbourne - Outer East	25-34	Bus and two other methods excludes train	3	7
Melbourne - Outer East	25-34	Car as driver	1	25556
Melbourne - Outer East	25-34	Car as passenger	1	1019
Melbourne - Outer East	25-34	Did not go to work		2952
Melbourne - Outer East	25-34	Ferry	1	9
Melbourne - Outer East	25-34	Method of travel not stated		259
Melbourne - Outer East	25-34	Motorbike scooter	1	79
Melbourne - Outer East	25-34	(Other)	1	97
Melbourne - Outer East	25-34	Other three methods	3	9
Melbourne - Outer East	25-34	Other two methods	2	207
Melbourne - Outer East	25-34	Taxi	1	42
Melbourne - Outer East	25-34	Train	1	462
Melbourne - Outer East	25-34	Train and bus	2	231
Melbourne - Outer East	25-34	Train and car as driver	2	57
Melbourne - Outer East	25-34	Train and car as passenger	2	28
Melbourne - Outer East	25-34	Train and other	2	20
Melbourne - Outer East	25-34	Train and tram includes light rail	2	21
Melbourne - Outer East	25-34	Train and two other methods	3	107
Melbourne - Outer East	25-34	Tram includes light rail	1	26
Melbourne - Outer East	25-34	Truck	1	176
Melbourne - Outer East	25-34	Walked only	1	411
Melbourne - Outer East	25-34	Worked at home		1109
Melbourne - Outer East	35-44	Bicycle	1	140
Melbourne - Outer East	35-44	Bus	1	233
Melbourne - Outer East	35-44	Bus and car as driver	2	11
Melbourne - Outer East	35-44	Bus and car as passenger	2	19
Melbourne - Outer East	35-44	Bus and other	2	4
Melbourne - Outer East	35-44	Bus and tram includes light rail	2	6
Melbourne - Outer East	35-44	Bus and two other methods excludes train	3	11
Melbourne - Outer East	35-44	Car as driver	1	27086
Melbourne - Outer East	35-44	Car as passenger	1	649
Melbourne - Outer East	35-44	Did not go to work		2751
Melbourne - Outer East	35-44	Ferry	1	5
Melbourne - Outer East	35-44	Method of travel not stated		230
Melbourne - Outer East	35-44	Motorbike scooter	1	92
Melbourne - Outer East	35-44	(Other)	1	113
Melbourne - Outer East	35-44	Other three methods	3	6
Melbourne - Outer East	35-44	Other two methods	2	147
Melbourne - Outer East	35-44	Taxi	1	31
Melbourne - Outer East	35-44	Train	1	256
Melbourne - Outer East	35-44	Train and bus	2	122
Melbourne - Outer East	35-44	Train and car as driver	2	57
Melbourne - Outer East	35-44	Train and car as passenger	2	11
Melbourne - Outer East	35-44	Train and other	2	15
Melbourne - Outer East	35-44	Train and tram includes light rail	2	14
Melbourne - Outer East	35-44	Train and two other methods	3	56
Melbourne - Outer East	35-44	Tram includes light rail	1	11
Melbourne - Outer East	35-44	Truck	1	211
Melbourne - Outer East	35-44	Walked only	1	399
Melbourne - Outer East	35-44	Worked at home		2507
Melbourne - Outer East	45-54	Bicycle	1	133
Melbourne - Outer East	45-54	Bus	1	185
Melbourne - Outer East	45-54	Bus and car as driver	2	18
Melbourne - Outer East	45-54	Bus and car as passenger	2	12
Melbourne - Outer East	45-54	Bus and other	2	3
Melbourne - Outer East	45-54	Bus and tram includes light rail	2	4
Melbourne - Outer East	45-54	Bus and two other methods excludes train	3	3
Melbourne - Outer East	45-54	Car as driver	1	30978
Melbourne - Outer East	45-54	Car as passenger	1	808
Melbourne - Outer East	45-54	Did not go to work		2571
Melbourne - Outer East	45-54	Ferry	1	4
Melbourne - Outer East	45-54	Method of travel not stated		266
Melbourne - Outer East	45-54	Motorbike scooter	1	73
Melbourne - Outer East	45-54	(Other)	1	160
Melbourne - Outer East	45-54	Other three methods	3	6
Melbourne - Outer East	45-54	Other two methods	2	183
Melbourne - Outer East	45-54	Taxi	1	23
Melbourne - Outer East	45-54	Train	1	182
Melbourne - Outer East	45-54	Train and bus	2	104
Melbourne - Outer East	45-54	Train and car as driver	2	49
Melbourne - Outer East	45-54	Train and car as passenger	2	9
Melbourne - Outer East	45-54	Train and other	2	7
Melbourne - Outer East	45-54	Train and tram includes light rail	2	15
Melbourne - Outer East	45-54	Train and two other methods	3	57
Melbourne - Outer East	45-54	Tram includes light rail	1	6
Melbourne - Outer East	45-54	Truck	1	288
Melbourne - Outer East	45-54	Walked only	1	585
Melbourne - Outer East	45-54	Worked at home		2616
Melbourne - Outer East	55-64	Bicycle	1	100
Melbourne - Outer East	55-64	Bus	1	159
Melbourne - Outer East	55-64	Bus and car as driver	2	11
Melbourne - Outer East	55-64	Bus and car as passenger	2	3
Melbourne - Outer East	55-64	Bus and other	2	3
Melbourne - Outer East	55-64	Car as driver	1	21302
Melbourne - Outer East	55-64	Car as passenger	1	602
Melbourne - Outer East	55-64	Did not go to work		2478
Melbourne - Outer East	55-64	Method of travel not stated		224
Melbourne - Outer East	55-64	Motorbike scooter	1	76
Melbourne - Outer East	55-64	(Other)	1	132
Melbourne - Outer East	55-64	Other three methods	3	10
Melbourne - Outer East	55-64	Other two methods	2	116
Melbourne - Outer East	55-64	Taxi	1	21
Melbourne - Outer East	55-64	Train	1	112
Melbourne - Outer East	55-64	Train and bus	2	49
Melbourne - Outer East	55-64	Train and car as driver	2	29
Melbourne - Outer East	55-64	Train and car as passenger	2	4
Melbourne - Outer East	55-64	Train and other	2	9
Melbourne - Outer East	55-64	Train and tram includes light rail	2	9
Melbourne - Outer East	55-64	Train and two other methods	3	18
Melbourne - Outer East	55-64	Tram includes light rail	1	5
Melbourne - Outer East	55-64	Truck	1	245
Melbourne - Outer East	55-64	Walked only	1	468
Melbourne - Outer East	55-64	Worked at home		2220
Melbourne - Outer East	65-74	Bicycle	1	19
Melbourne - Outer East	65-74	Bus	1	32
Melbourne - Outer East	65-74	Bus and car as driver	2	7
Melbourne - Outer East	65-74	Bus and car as passenger	2	3
Melbourne - Outer East	65-74	Car as driver	1	4601
Melbourne - Outer East	65-74	Car as passenger	1	165
Melbourne - Outer East	65-74	Did not go to work		972
Melbourne - Outer East	65-74	Method of travel not stated		97
Melbourne - Outer East	65-74	Motorbike scooter	1	5
Melbourne - Outer East	65-74	(Other)	1	48
Melbourne - Outer East	65-74	Other two methods	2	25
Melbourne - Outer East	65-74	Taxi	1	7
Melbourne - Outer East	65-74	Train	1	35
Melbourne - Outer East	65-74	Train and bus	2	21
Melbourne - Outer East	65-74	Train and car as driver	2	4
Melbourne - Outer East	65-74	Train and other	2	3
Melbourne - Outer East	65-74	Truck	1	105
Melbourne - Outer East	65-74	Walked only	1	159
Melbourne - Outer East	65-74	Worked at home		1140
Melbourne - Outer East	75+	Bicycle	1	3
Melbourne - Outer East	75+	Car as driver	1	435
Melbourne - Outer East	75+	Car as passenger	1	26
Melbourne - Outer East	75+	Did not go to work		119
Melbourne - Outer East	75+	Method of travel not stated		53
Melbourne - Outer East	75+	(Other)	1	13
Melbourne - Outer East	75+	Taxi	1	4
Melbourne - Outer East	75+	Train	1	3
Melbourne - Outer East	75+	Train and bus	2	5
Melbourne - Outer East	75+	Train and two other methods	3	3
Melbourne - Outer East	75+	Truck	1	17
Melbourne - Outer East	75+	Walked only	1	38
Melbourne - Outer East	75+	Worked at home		223
Melbourne - South East	15-24	Bicycle	1	161
Melbourne - South East	15-24	Bus	1	1216
Melbourne - South East	15-24	Bus and car as driver	2	40
Melbourne - South East	15-24	Bus and car as passenger	2	182
Melbourne - South East	15-24	Bus and other	2	13
Melbourne - South East	15-24	Bus and tram includes light rail	2	15
Melbourne - South East	15-24	Bus and two other methods excludes train	3	18
Melbourne - South East	15-24	Car as driver	1	22373
Melbourne - South East	15-24	Car as passenger	1	5868
Melbourne - South East	15-24	Did not go to work		5801
Melbourne - South East	15-24	Ferry	1	11
Melbourne - South East	15-24	Method of travel not stated		521
Melbourne - South East	15-24	Motorbike scooter	1	91
Melbourne - South East	15-24	(Other)	1	119
Melbourne - South East	15-24	Other three methods	3	3
Melbourne - South East	15-24	Other two methods	2	299
Melbourne - South East	15-24	Taxi	1	52
Melbourne - South East	15-24	Train	1	756
Melbourne - South East	15-24	Train and bus	2	434
Melbourne - South East	15-24	Train and car as driver	2	95
Melbourne - South East	15-24	Train and car as passenger	2	86
Melbourne - South East	15-24	Train and other	2	24
Melbourne - South East	15-24	Train and tram includes light rail	2	29
Melbourne - South East	15-24	Train and two other methods	3	222
Melbourne - South East	15-24	Tram includes light rail	1	25
Melbourne - South East	15-24	Truck	1	95
Melbourne - South East	15-24	Walked only	1	1121
Melbourne - South East	15-24	Worked at home		356
Melbourne - South East	25-34	Bicycle	1	258
Melbourne - South East	25-34	Bus	1	838
