SA4_NAME16	Age	EmploymentStatus	workers
Logan - Beaudesert	60-64	Owner managers of incorporated enterprises	648
Logan - Beaudesert	60-64	Owner managers of unincorporated enterprises	691
Logan - Beaudesert	60-64	Status in employment not stated	63
Logan - Beaudesert	65-69	Contributing family workers	140
Logan - Beaudesert	65-69	Employee	1437
Logan - Beaudesert	65-69	Owner managers of incorporated enterprises	370
Logan - Beaudesert	65-69	Owner managers of unincorporated enterprises	415
Logan - Beaudesert	65-69	Status in employment not stated	32
Logan - Beaudesert	70-74	Contributing family workers	78
Logan - Beaudesert	70-74	Employee	366
Logan - Beaudesert	70-74	Owner managers of incorporated enterprises	122
Logan - Beaudesert	70-74	Owner managers of unincorporated enterprises	122
Logan - Beaudesert	70-74	Status in employment not stated	29
Logan - Beaudesert	75+	Contributing family workers	53
Logan - Beaudesert	75+	Employee	112
Logan - Beaudesert	75+	Owner managers of incorporated enterprises	56
Logan - Beaudesert	75+	Owner managers of unincorporated enterprises	57
Logan - Beaudesert	75+	Status in employment not stated	25
Mackay - Isaac - Whitsunday	15-19	Contributing family workers	36
Mackay - Isaac - Whitsunday	15-19	Employee	4320
Mackay - Isaac - Whitsunday	15-19	Owner managers of incorporated enterprises	4
Mackay - Isaac - Whitsunday	15-19	Owner managers of unincorporated enterprises	17
Mackay - Isaac - Whitsunday	15-19	Status in employment not stated	69
Mackay - Isaac - Whitsunday	20-24	Contributing family workers	29
Mackay - Isaac - Whitsunday	20-24	Employee	6533
Mackay - Isaac - Whitsunday	20-24	Owner managers of incorporated enterprises	40
Mackay - Isaac - Whitsunday	20-24	Owner managers of unincorporated enterprises	97
Mackay - Isaac - Whitsunday	20-24	Status in employment not stated	80
Mackay - Isaac - Whitsunday	25-29	Contributing family workers	43
Mackay - Isaac - Whitsunday	25-29	Employee	8176
Mackay - Isaac - Whitsunday	25-29	Owner managers of incorporated enterprises	142
Mackay - Isaac - Whitsunday	25-29	Owner managers of unincorporated enterprises	254
Mackay - Isaac - Whitsunday	25-29	Status in employment not stated	44
Mackay - Isaac - Whitsunday	30-34	Contributing family workers	110
Mackay - Isaac - Whitsunday	30-34	Employee	8384
Mackay - Isaac - Whitsunday	30-34	Owner managers of incorporated enterprises	389
Mackay - Isaac - Whitsunday	30-34	Owner managers of unincorporated enterprises	437
Mackay - Isaac - Whitsunday	30-34	Status in employment not stated	84
Mackay - Isaac - Whitsunday	35-39	Contributing family workers	116
Mackay - Isaac - Whitsunday	35-39	Employee	7472
Mackay - Isaac - Whitsunday	35-39	Owner managers of incorporated enterprises	511
Mackay - Isaac - Whitsunday	35-39	Owner managers of unincorporated enterprises	428
Mackay - Isaac - Whitsunday	35-39	Status in employment not stated	77
Mackay - Isaac - Whitsunday	40-44	Contributing family workers	135
Mackay - Isaac - Whitsunday	40-44	Employee	7939
Mackay - Isaac - Whitsunday	40-44	Owner managers of incorporated enterprises	648
Mackay - Isaac - Whitsunday	40-44	Owner managers of unincorporated enterprises	512
Mackay - Isaac - Whitsunday	40-44	Status in employment not stated	87
Mackay - Isaac - Whitsunday	45-49	Contributing family workers	169
Mackay - Isaac - Whitsunday	45-49	Employee	7996
Mackay - Isaac - Whitsunday	45-49	Owner managers of incorporated enterprises	645
Mackay - Isaac - Whitsunday	45-49	Owner managers of unincorporated enterprises	554
Mackay - Isaac - Whitsunday	45-49	Status in employment not stated	81
Mackay - Isaac - Whitsunday	50-54	Contributing family workers	197
Mackay - Isaac - Whitsunday	50-54	Employee	7392
Mackay - Isaac - Whitsunday	50-54	Owner managers of incorporated enterprises	635
Mackay - Isaac - Whitsunday	50-54	Owner managers of unincorporated enterprises	584
Mackay - Isaac - Whitsunday	50-54	Status in employment not stated	96
Mackay - Isaac - Whitsunday	55-59	Contributing family workers	206
Mackay - Isaac - Whitsunday	55-59	Employee	6159
Mackay - Isaac - Whitsunday	55-59	Owner managers of incorporated enterprises	548
Mackay - Isaac - Whitsunday	55-59	Owner managers of unincorporated enterprises	588
Mackay - Isaac - Whitsunday	55-59	Status in employment not stated	87
Mackay - Isaac - Whitsunday	60-64	Contributing family workers	236
Mackay - Isaac - Whitsunday	60-64	Employee	3586
Mackay - Isaac - Whitsunday	60-64	Owner managers of incorporated enterprises	391
Mackay - Isaac - Whitsunday	60-64	Owner managers of unincorporated enterprises	491
Mackay - Isaac - Whitsunday	60-64	Status in employment not stated	74
Mackay - Isaac - Whitsunday	65-69	Contributing family workers	179
Mackay - Isaac - Whitsunday	65-69	Employee	1094
Mackay - Isaac - Whitsunday	65-69	Owner managers of incorporated enterprises	188
Mackay - Isaac - Whitsunday	65-69	Owner managers of unincorporated enterprises	298
Mackay - Isaac - Whitsunday	65-69	Status in employment not stated	42
Mackay - Isaac - Whitsunday	70-74	Contributing family workers	121
Mackay - Isaac - Whitsunday	70-74	Employee	278
Mackay - Isaac - Whitsunday	70-74	Owner managers of incorporated enterprises	85
Mackay - Isaac - Whitsunday	70-74	Owner managers of unincorporated enterprises	166
Mackay - Isaac - Whitsunday	70-74	Status in employment not stated	13
Mackay - Isaac - Whitsunday	75+	Contributing family workers	111
Mackay - Isaac - Whitsunday	75+	Employee	94
Mackay - Isaac - Whitsunday	75+	Owner managers of incorporated enterprises	52
Mackay - Isaac - Whitsunday	75+	Owner managers of unincorporated enterprises	106
Mackay - Isaac - Whitsunday	75+	Status in employment not stated	57
Moreton Bay - North	15-19	Contributing family workers	25
Moreton Bay - North	15-19	Employee	5257
Moreton Bay - North	15-19	Owner managers of incorporated enterprises	13
Moreton Bay - North	15-19	Owner managers of unincorporated enterprises	30
Moreton Bay - North	15-19	Status in employment not stated	49
Moreton Bay - North	20-24	Contributing family workers	37
Moreton Bay - North	20-24	Employee	5994
Moreton Bay - North	20-24	Owner managers of incorporated enterprises	69
Moreton Bay - North	20-24	Owner managers of unincorporated enterprises	136
Moreton Bay - North	20-24	Status in employment not stated	46
Moreton Bay - North	25-29	Contributing family workers	51
Moreton Bay - North	25-29	Employee	5687
Moreton Bay - North	25-29	Owner managers of incorporated enterprises	162
Moreton Bay - North	25-29	Owner managers of unincorporated enterprises	302
Moreton Bay - North	25-29	Status in employment not stated	46
Moreton Bay - North	30-34	Contributing family workers	98
Moreton Bay - North	30-34	Employee	5423
Moreton Bay - North	30-34	Owner managers of incorporated enterprises	327
Moreton Bay - North	30-34	Owner managers of unincorporated enterprises	443
Moreton Bay - North	30-34	Status in employment not stated	42
Moreton Bay - North	35-39	Contributing family workers	92
Moreton Bay - North	35-39	Employee	5180
Moreton Bay - North	35-39	Owner managers of incorporated enterprises	420
Moreton Bay - North	35-39	Owner managers of unincorporated enterprises	487
Moreton Bay - North	35-39	Status in employment not stated	55
Moreton Bay - North	40-44	Contributing family workers	134
Moreton Bay - North	40-44	Employee	5782
Moreton Bay - North	40-44	Owner managers of incorporated enterprises	638
Moreton Bay - North	40-44	Owner managers of unincorporated enterprises	656
Moreton Bay - North	40-44	Status in employment not stated	74
Moreton Bay - North	45-49	Contributing family workers	145
Moreton Bay - North	45-49	Employee	6002
Moreton Bay - North	45-49	Owner managers of incorporated enterprises	673
Moreton Bay - North	45-49	Owner managers of unincorporated enterprises	705
Moreton Bay - North	45-49	Status in employment not stated	71
Moreton Bay - North	50-54	Contributing family workers	133
Moreton Bay - North	50-54	Employee	5565
Moreton Bay - North	50-54	Owner managers of incorporated enterprises	699
Moreton Bay - North	50-54	Owner managers of unincorporated enterprises	730
Moreton Bay - North	50-54	Status in employment not stated	52
Moreton Bay - North	55-59	Contributing family workers	147
Moreton Bay - North	55-59	Employee	4565
Moreton Bay - North	55-59	Owner managers of incorporated enterprises	568
Moreton Bay - North	55-59	Owner managers of unincorporated enterprises	677
Moreton Bay - North	55-59	Status in employment not stated	69
Moreton Bay - North	60-64	Contributing family workers	129
Moreton Bay - North	60-64	Employee	2836
Moreton Bay - North	60-64	Owner managers of incorporated enterprises	387
Moreton Bay - North	60-64	Owner managers of unincorporated enterprises	585
Moreton Bay - North	60-64	Status in employment not stated	50
Moreton Bay - North	65-69	Contributing family workers	103
Moreton Bay - North	65-69	Employee	1058
Moreton Bay - North	65-69	Owner managers of incorporated enterprises	258
Moreton Bay - North	65-69	Owner managers of unincorporated enterprises	340
Moreton Bay - North	65-69	Status in employment not stated	36
Moreton Bay - North	70-74	Contributing family workers	69
Moreton Bay - North	70-74	Employee	283
Moreton Bay - North	70-74	Owner managers of incorporated enterprises	81
Moreton Bay - North	70-74	Owner managers of unincorporated enterprises	146
Moreton Bay - North	70-74	Status in employment not stated	25
Moreton Bay - North	75+	Contributing family workers	50
Moreton Bay - North	75+	Employee	100
Moreton Bay - North	75+	Owner managers of incorporated enterprises	35
Moreton Bay - North	75+	Owner managers of unincorporated enterprises	65
Moreton Bay - North	75+	Status in employment not stated	38
Moreton Bay - South	15-19	Contributing family workers	27
Moreton Bay - South	15-19	Employee	4482
Moreton Bay - South	15-19	Owner managers of incorporated enterprises	11
Moreton Bay - South	15-19	Owner managers of unincorporated enterprises	28
Moreton Bay - South	15-19	Status in employment not stated	33
Moreton Bay - South	20-24	Contributing family workers	19
Moreton Bay - South	20-24	Employee	5063
Moreton Bay - South	20-24	Owner managers of incorporated enterprises	43
Moreton Bay - South	20-24	Owner managers of unincorporated enterprises	145
Moreton Bay - South	20-24	Status in employment not stated	26
Moreton Bay - South	25-29	Contributing family workers	39
Moreton Bay - South	25-29	Employee	4369
Moreton Bay - South	25-29	Owner managers of incorporated enterprises	165
Moreton Bay - South	25-29	Owner managers of unincorporated enterprises	274
Moreton Bay - South	25-29	Status in employment not stated	21
Moreton Bay - South	30-34	Contributing family workers	75
Moreton Bay - South	30-34	Employee	4305
Moreton Bay - South	30-34	Owner managers of incorporated enterprises	353
Moreton Bay - South	30-34	Owner managers of unincorporated enterprises	439
Moreton Bay - South	30-34	Status in employment not stated	38
Moreton Bay - South	35-39	Contributing family workers	97
Moreton Bay - South	35-39	Employee	4077
Moreton Bay - South	35-39	Owner managers of incorporated enterprises	491
Moreton Bay - South	35-39	Owner managers of unincorporated enterprises	578
Moreton Bay - South	35-39	Status in employment not stated	29
Moreton Bay - South	40-44	Contributing family workers	108
Moreton Bay - South	40-44	Employee	4437
Moreton Bay - South	40-44	Owner managers of incorporated enterprises	713
Moreton Bay - South	40-44	Owner managers of unincorporated enterprises	569
Moreton Bay - South	40-44	Status in employment not stated	38
Moreton Bay - South	45-49	Contributing family workers	121
Moreton Bay - South	45-49	Employee	4223
Moreton Bay - South	45-49	Owner managers of incorporated enterprises	755
Moreton Bay - South	45-49	Owner managers of unincorporated enterprises	570
Moreton Bay - South	45-49	Status in employment not stated	39
Moreton Bay - South	50-54	Contributing family workers	92
Moreton Bay - South	50-54	Employee	3549
Moreton Bay - South	50-54	Owner managers of incorporated enterprises	621
Moreton Bay - South	50-54	Owner managers of unincorporated enterprises	547
Moreton Bay - South	50-54	Status in employment not stated	35
Moreton Bay - South	55-59	Contributing family workers	108
Moreton Bay - South	55-59	Employee	2865
Moreton Bay - South	55-59	Owner managers of incorporated enterprises	538
Moreton Bay - South	55-59	Owner managers of unincorporated enterprises	501
Moreton Bay - South	55-59	Status in employment not stated	25
Moreton Bay - South	60-64	Contributing family workers	80
Moreton Bay - South	60-64	Employee	1786
Moreton Bay - South	60-64	Owner managers of incorporated enterprises	386
Moreton Bay - South	60-64	Owner managers of unincorporated enterprises	342
Moreton Bay - South	60-64	Status in employment not stated	34
Moreton Bay - South	65-69	Contributing family workers	69
Moreton Bay - South	65-69	Employee	644
Moreton Bay - South	65-69	Owner managers of incorporated enterprises	214
Moreton Bay - South	65-69	Owner managers of unincorporated enterprises	233
Moreton Bay - South	65-69	Status in employment not stated	29
Moreton Bay - South	70-74	Contributing family workers	23
Moreton Bay - South	70-74	Employee	185
Moreton Bay - South	70-74	Owner managers of incorporated enterprises	89
